ISO_N3,country_name,province_code,province_name,e,i,ie
004,阿富汗,11,北京市,34476300 ,383563 ,34859863 
004,阿富汗,12,天津市,17569340 ,14083203 ,31652543 
004,阿富汗,13,河北省,48597823 ,0 ,48597823 
004,阿富汗,14,山西省,16799 ,0 ,16799 
004,阿富汗,15,内蒙古自治区,6304057 ,0 ,6304057 
004,阿富汗,21,辽宁省,1479990 ,330344 ,1810334 
004,阿富汗,22,吉林省,0 ,625842 ,625842 
004,阿富汗,23,黑龙江省,1194011 ,957242 ,2151253 
004,阿富汗,31,上海市,9294143 ,4477027 ,13771170 
004,阿富汗,32,江苏省,254390725 ,1172981 ,255563706 
004,阿富汗,33,浙江省,926072685 ,24510258 ,950582943 
004,阿富汗,34,安徽省,22227078 ,0 ,22227078 
004,阿富汗,35,福建省,35789979 ,72399 ,35862378 
004,阿富汗,36,江西省,20477627 ,179687 ,20657314 
004,阿富汗,37,山东省,494505483 ,11331681 ,505837164 
004,阿富汗,41,河南省,13387385 ,10005 ,13397390 
004,阿富汗,42,湖北省,26491756 ,4687 ,26496443 
004,阿富汗,43,湖南省,58407811 ,0 ,58407811 
004,阿富汗,44,广东省,398320495 ,7721209 ,406041704 
004,阿富汗,45,广西壮族自治区,63756445 ,0 ,63756445 
004,阿富汗,50,重庆市,15261805 ,0 ,15261805 
004,阿富汗,51,四川省,13934382 ,47542 ,13981924 
004,阿富汗,52,贵州省,469 ,0 ,469 
004,阿富汗,53,云南省,628946 ,0 ,628946 
004,阿富汗,54,西藏自治区,548 ,0 ,548 
004,阿富汗,61,陕西省,24018737 ,222 ,24018959 
004,阿富汗,62,甘肃省,1558193 ,0 ,1558193 
004,阿富汗,65,新疆维吾尔自治区,28838727 ,0 ,28838727 
008,阿尔巴尼亚,11,北京市,29069588 ,127977006 ,157046594 
008,阿尔巴尼亚,12,天津市,20307861 ,11182050 ,31489911 
008,阿尔巴尼亚,13,河北省,56971066 ,74055031 ,131026097 
008,阿尔巴尼亚,14,山西省,1812080 ,14435643 ,16247723 
008,阿尔巴尼亚,15,内蒙古自治区,1257186 ,0 ,1257186 
008,阿尔巴尼亚,21,辽宁省,6856825 ,17048826 ,23905651 
008,阿尔巴尼亚,22,吉林省,6993760 ,0 ,6993760 
008,阿尔巴尼亚,23,黑龙江省,2728489 ,98160 ,2826649 
008,阿尔巴尼亚,31,上海市,73288550 ,106543423 ,179831973 
008,阿尔巴尼亚,32,江苏省,315916887 ,61184007 ,377100894 
008,阿尔巴尼亚,33,浙江省,1303030873 ,121830884 ,1424861757 
008,阿尔巴尼亚,34,安徽省,40684262 ,5529073 ,46213335 
008,阿尔巴尼亚,35,福建省,105148492 ,421574017 ,526722509 
008,阿尔巴尼亚,36,江西省,64019881 ,0 ,64019881 
008,阿尔巴尼亚,37,山东省,298408750 ,17305962 ,315714712 
008,阿尔巴尼亚,41,河南省,38551945 ,279358 ,38831303 
008,阿尔巴尼亚,42,湖北省,21862228 ,128568 ,21990796 
008,阿尔巴尼亚,43,湖南省,78723207 ,7278008 ,86001215 
008,阿尔巴尼亚,44,广东省,537976937 ,52760472 ,590737409 
008,阿尔巴尼亚,45,广西壮族自治区,7282403 ,637 ,7283040 
008,阿尔巴尼亚,46,海南省,25832440 ,3097736 ,28930176 
008,阿尔巴尼亚,50,重庆市,44083004 ,3795767 ,47878771 
008,阿尔巴尼亚,51,四川省,24376291 ,15909427 ,40285718 
008,阿尔巴尼亚,52,贵州省,7933726 ,0 ,7933726 
008,阿尔巴尼亚,53,云南省,19081217 ,112755 ,19193972 
008,阿尔巴尼亚,61,陕西省,3672979 ,3100209 ,6773188 
008,阿尔巴尼亚,62,甘肃省,2902290 ,28648136 ,31550426 
008,阿尔巴尼亚,64,宁夏回族自治区,1074338 ,0 ,1074338 
008,阿尔巴尼亚,65,新疆维吾尔自治区,924658 ,13986907 ,14911565 
012,阿尔及利亚,11,北京市,1110777822 ,3330262034 ,4441039856 
012,阿尔及利亚,12,天津市,269307743 ,2475445 ,271783188 
012,阿尔及利亚,13,河北省,533930157 ,2474066 ,536404223 
012,阿尔及利亚,14,山西省,45239302 ,0 ,45239302 
012,阿尔及利亚,15,内蒙古自治区,83194160 ,0 ,83194160 
012,阿尔及利亚,21,辽宁省,254589747 ,1353 ,254591100 
012,阿尔及利亚,22,吉林省,18877210 ,0 ,18877210 
012,阿尔及利亚,23,黑龙江省,26312076 ,0 ,26312076 
012,阿尔及利亚,31,上海市,913420258 ,3615335 ,917035593 
012,阿尔及利亚,32,江苏省,2636977880 ,152297856 ,2789275736 
012,阿尔及利亚,33,浙江省,9265639516 ,447163500 ,9712803016 
012,阿尔及利亚,34,安徽省,568440179 ,4896 ,568445075 
012,阿尔及利亚,35,福建省,1688858744 ,294915960 ,1983774704 
012,阿尔及利亚,36,江西省,431254834 ,5174701 ,436429535 
012,阿尔及利亚,37,山东省,3039275881 ,1487209141 ,4526485022 
012,阿尔及利亚,41,河南省,257111756 ,199800 ,257311556 
012,阿尔及利亚,42,湖北省,477165731 ,6085 ,477171816 
012,阿尔及利亚,43,湖南省,1186650192 ,839 ,1186651031 
012,阿尔及利亚,44,广东省,5013420888 ,2562055 ,5015982943 
012,阿尔及利亚,45,广西壮族自治区,79976076 ,400 ,79976476 
012,阿尔及利亚,46,海南省,282351793 ,699 ,282352492 
012,阿尔及利亚,50,重庆市,164700278 ,0 ,164700278 
012,阿尔及利亚,51,四川省,479550612 ,14015 ,479564627 
012,阿尔及利亚,52,贵州省,30789109 ,3251 ,30792360 
012,阿尔及利亚,53,云南省,104388235 ,0 ,104388235 
012,阿尔及利亚,61,陕西省,31690879 ,7822 ,31698701 
012,阿尔及利亚,62,甘肃省,5358986 ,0 ,5358986 
012,阿尔及利亚,63,青海省,10522644 ,172 ,10522816 
012,阿尔及利亚,64,宁夏回族自治区,9553119 ,0 ,9553119 
012,阿尔及利亚,65,新疆维吾尔自治区,18643380 ,0 ,18643380 
016,萨摩亚,11,北京市,29137227 ,8212 ,29145439 
016,萨摩亚,12,天津市,6430752 ,0 ,6430752 
016,萨摩亚,13,河北省,5891535 ,0 ,5891535 
016,萨摩亚,21,辽宁省,1829142 ,781 ,1829923 
016,萨摩亚,23,黑龙江省,432189 ,0 ,432189 
016,萨摩亚,31,上海市,12527873 ,385135 ,12913008 
016,萨摩亚,32,江苏省,16971863 ,6 ,16971869 
016,萨摩亚,33,浙江省,166163705 ,0 ,166163705 
016,萨摩亚,34,安徽省,9432362 ,0 ,9432362 
016,萨摩亚,35,福建省,60018211 ,80 ,60018291 
016,萨摩亚,36,江西省,18324883 ,0 ,18324883 
016,萨摩亚,37,山东省,92602871 ,4321827 ,96924698 
016,萨摩亚,41,河南省,5357187 ,0 ,5357187 
016,萨摩亚,42,湖北省,17015395 ,0 ,17015395 
016,萨摩亚,43,湖南省,21770597 ,0 ,21770597 
016,萨摩亚,44,广东省,119059261 ,911918 ,119971179 
016,萨摩亚,45,广西壮族自治区,2896915 ,0 ,2896915 
016,萨摩亚,50,重庆市,1690292 ,0 ,1690292 
016,萨摩亚,51,四川省,10260601 ,2608 ,10263209 
016,萨摩亚,52,贵州省,238483 ,0 ,238483 
016,萨摩亚,53,云南省,7101800 ,0 ,7101800 
016,萨摩亚,61,陕西省,9306118 ,0 ,9306118 
016,萨摩亚,62,甘肃省,1338613 ,0 ,1338613 
016,萨摩亚,65,新疆维吾尔自治区,1919189 ,0 ,1919189 
020,安道尔,11,北京市,267816 ,93921 ,361737 
020,安道尔,12,天津市,3809064 ,209222 ,4018286 
020,安道尔,13,河北省,114810 ,0 ,114810 
020,安道尔,14,山西省,2532 ,0 ,2532 
020,安道尔,21,辽宁省,0 ,2187 ,2187 
020,安道尔,31,上海市,1443033 ,152962 ,1595995 
020,安道尔,32,江苏省,2592973 ,135187 ,2728160 
020,安道尔,33,浙江省,2038954 ,36240 ,2075194 
020,安道尔,34,安徽省,1522385 ,0 ,1522385 
020,安道尔,35,福建省,186671 ,909 ,187580 
020,安道尔,36,江西省,1948397 ,0 ,1948397 
020,安道尔,37,山东省,4288972 ,3390 ,4292362 
020,安道尔,42,湖北省,33903 ,0 ,33903 
020,安道尔,44,广东省,75241207 ,269228 ,75510435 
020,安道尔,45,广西壮族自治区,418186 ,0 ,418186 
020,安道尔,51,四川省,14430 ,1943 ,16373 
020,安道尔,61,陕西省,173051 ,7678 ,180729 
024,安哥拉,11,北京市,754201045 ,90242113011 ,90996314056 
024,安哥拉,12,天津市,322473652 ,2817794 ,325291446 
024,安哥拉,13,河北省,542407885 ,171061 ,542578946 
024,安哥拉,14,山西省,18092161 ,0 ,18092161 
024,安哥拉,15,内蒙古自治区,8455118 ,0 ,8455118 
024,安哥拉,21,辽宁省,104550546 ,594 ,104551140 
024,安哥拉,22,吉林省,36170086 ,0 ,36170086 
024,安哥拉,23,黑龙江省,23426230 ,0 ,23426230 
024,安哥拉,31,上海市,340726933 ,261212861 ,601939794 
024,安哥拉,32,江苏省,1365012714 ,29869915 ,1394882629 
024,安哥拉,33,浙江省,4332613899 ,4035503526 ,8368117425 
024,安哥拉,34,安徽省,634666546 ,4010148 ,638676694 
024,安哥拉,35,福建省,878006139 ,369002632 ,1247008771 
024,安哥拉,36,江西省,662348695 ,6155563 ,668504258 
024,安哥拉,37,山东省,2310542362 ,16026238004 ,18336780366 
024,安哥拉,41,河南省,294668938 ,0 ,294668938 
024,安哥拉,42,湖北省,460138886 ,4617012177 ,5077151063 
024,安哥拉,43,湖南省,751162410 ,3963279 ,755125689 
024,安哥拉,44,广东省,3125340193 ,4152604092 ,7277944285 
024,安哥拉,45,广西壮族自治区,138007454 ,79040000 ,217047454 
024,安哥拉,46,海南省,22598891 ,0 ,22598891 
024,安哥拉,50,重庆市,531247986 ,51 ,531248037 
024,安哥拉,51,四川省,452855068 ,3457 ,452858525 
024,安哥拉,52,贵州省,20031667 ,12960393 ,32992060 
024,安哥拉,53,云南省,135592810 ,0 ,135592810 
024,安哥拉,61,陕西省,270026277 ,0 ,270026277 
024,安哥拉,62,甘肃省,1964104 ,0 ,1964104 
024,安哥拉,63,青海省,3546669 ,0 ,3546669 
024,安哥拉,64,宁夏回族自治区,1003503 ,0 ,1003503 
024,安哥拉,65,新疆维吾尔自治区,11750616 ,0 ,11750616 
028,安提瓜和巴布达,11,北京市,103866937 ,6806 ,103873743 
028,安提瓜和巴布达,12,天津市,44069813 ,0 ,44069813 
028,安提瓜和巴布达,13,河北省,2615253 ,0 ,2615253 
028,安提瓜和巴布达,21,辽宁省,2688444 ,0 ,2688444 
028,安提瓜和巴布达,23,黑龙江省,20226 ,0 ,20226 
028,安提瓜和巴布达,31,上海市,6962378 ,1371953 ,8334331 
028,安提瓜和巴布达,32,江苏省,39616537 ,956 ,39617493 
028,安提瓜和巴布达,33,浙江省,158646996 ,0 ,158646996 
028,安提瓜和巴布达,34,安徽省,2466840 ,0 ,2466840 
028,安提瓜和巴布达,35,福建省,5543395 ,0 ,5543395 
028,安提瓜和巴布达,36,江西省,5929072 ,0 ,5929072 
028,安提瓜和巴布达,37,山东省,25500754 ,0 ,25500754 
028,安提瓜和巴布达,41,河南省,1244879 ,0 ,1244879 
028,安提瓜和巴布达,42,湖北省,14480514 ,0 ,14480514 
028,安提瓜和巴布达,43,湖南省,3352230 ,0 ,3352230 
028,安提瓜和巴布达,44,广东省,118457124 ,4186775 ,122643899 
028,安提瓜和巴布达,45,广西壮族自治区,42297 ,0 ,42297 
028,安提瓜和巴布达,46,海南省,0 ,23882 ,23882 
028,安提瓜和巴布达,50,重庆市,2002169 ,0 ,2002169 
028,安提瓜和巴布达,51,四川省,271282 ,0 ,271282 
028,安提瓜和巴布达,53,云南省,1228409 ,0 ,1228409 
031,阿塞拜疆,11,北京市,132491337 ,852205809 ,984697146 
031,阿塞拜疆,12,天津市,37207406 ,78691332 ,115898738 
031,阿塞拜疆,13,河北省,105296542 ,16780363 ,122076905 
031,阿塞拜疆,14,山西省,1914656 ,0 ,1914656 
031,阿塞拜疆,15,内蒙古自治区,4835128 ,0 ,4835128 
031,阿塞拜疆,21,辽宁省,22846143 ,2564854 ,25410997 
031,阿塞拜疆,22,吉林省,28451316 ,0 ,28451316 
031,阿塞拜疆,23,黑龙江省,44555710 ,110147183 ,154702893 
031,阿塞拜疆,31,上海市,432244003 ,1276314 ,433520317 
031,阿塞拜疆,32,江苏省,366314540 ,24598136 ,390912676 
031,阿塞拜疆,33,浙江省,1820194699 ,58631122 ,1878825821 
031,阿塞拜疆,34,安徽省,75745999 ,2828746 ,78574745 
031,阿塞拜疆,35,福建省,37116710 ,10233884 ,47350594 
031,阿塞拜疆,36,江西省,30533123 ,4199023 ,34732146 
031,阿塞拜疆,37,山东省,606046260 ,149358773 ,755405033 
031,阿塞拜疆,41,河南省,61456199 ,0 ,61456199 
031,阿塞拜疆,42,湖北省,56995172 ,0 ,56995172 
031,阿塞拜疆,43,湖南省,89746400 ,0 ,89746400 
031,阿塞拜疆,44,广东省,1091524001 ,84341882 ,1175865883 
031,阿塞拜疆,45,广西壮族自治区,46881714 ,0 ,46881714 
031,阿塞拜疆,46,海南省,5837315 ,0 ,5837315 
031,阿塞拜疆,50,重庆市,155117871 ,0 ,155117871 
031,阿塞拜疆,51,四川省,39721127 ,14118 ,39735245 
031,阿塞拜疆,52,贵州省,2981502 ,0 ,2981502 
031,阿塞拜疆,53,云南省,6964655 ,0 ,6964655 
031,阿塞拜疆,61,陕西省,10677792 ,0 ,10677792 
031,阿塞拜疆,62,甘肃省,14984381 ,2443296 ,17427677 
031,阿塞拜疆,64,宁夏回族自治区,8636241 ,0 ,8636241 
031,阿塞拜疆,65,新疆维吾尔自治区,171955038 ,527206 ,172482244 
032,阿根廷,11,北京市,629214985 ,3566972416 ,4196187401 
032,阿根廷,12,天津市,1060489860 ,2256444074 ,3316933934 
032,阿根廷,13,河北省,1066586980 ,107052071 ,1173639051 
032,阿根廷,14,山西省,34268476 ,104681928 ,138950404 
032,阿根廷,15,内蒙古自治区,224442439 ,27549103 ,251991542 
032,阿根廷,21,辽宁省,484908248 ,1138415899 ,1623324147 
032,阿根廷,22,吉林省,41291504 ,29461627 ,70753131 
032,阿根廷,23,黑龙江省,79761829 ,713252166 ,793013995 
032,阿根廷,31,上海市,3598041673 ,3987745247 ,7585786920 
032,阿根廷,32,江苏省,10508742031 ,3138462188 ,13647204219 
032,阿根廷,33,浙江省,13589542197 ,1398024370 ,14987566567 
032,阿根廷,34,安徽省,1358044619 ,738717850 ,2096762469 
032,阿根廷,35,福建省,2763541912 ,4387064138 ,7150606050 
032,阿根廷,36,江西省,1282006274 ,50080448 ,1332086722 
032,阿根廷,37,山东省,5578915835 ,4569214606 ,10148130441 
032,阿根廷,41,河南省,546589535 ,333269319 ,879858854 
032,阿根廷,42,湖北省,5244451117 ,681778376 ,5926229493 
032,阿根廷,43,湖南省,897069456 ,428022356 ,1325091812 
032,阿根廷,44,广东省,11941059828 ,5115383417 ,17056443245 
032,阿根廷,45,广西壮族自治区,461858698 ,386990681 ,848849379 
032,阿根廷,46,海南省,69841420 ,387135072 ,456976492 
032,阿根廷,50,重庆市,1315364527 ,310715878 ,1626080405 
032,阿根廷,51,四川省,1638393745 ,385195515 ,2023589260 
032,阿根廷,52,贵州省,172684494 ,117125165 ,289809659 
032,阿根廷,53,云南省,1835903406 ,38589747 ,1874493153 
032,阿根廷,54,西藏自治区,72862863 ,0 ,72862863 
032,阿根廷,61,陕西省,244136018 ,275186925 ,519322943 
032,阿根廷,62,甘肃省,23373203 ,28260296 ,51633499 
032,阿根廷,64,宁夏回族自治区,123380856 ,12551578 ,135932434 
032,阿根廷,65,新疆维吾尔自治区,65877178 ,0 ,65877178 
036,澳大利亚,11,北京市,8456735310 ,125330114424 ,133786849734 
036,澳大利亚,12,天津市,7483736613 ,12038722284 ,19522458897 
036,澳大利亚,13,河北省,6661585972 ,48365234671 ,55026820643 
036,澳大利亚,14,山西省,1825468386 ,3896247002 ,5721715388 
036,澳大利亚,15,内蒙古自治区,427505988 ,6156975965 ,6584481953 
036,澳大利亚,21,辽宁省,4865516768 ,21106874980 ,25972391748 
036,澳大利亚,22,吉林省,467603297 ,147363746 ,614967043 
036,澳大利亚,23,黑龙江省,617747977 ,3068038463 ,3685786440 
036,澳大利亚,31,上海市,37338660434 ,100478935286 ,137817595720 
036,澳大利亚,32,江苏省,61624236663 ,65596329885 ,127220566548 
036,澳大利亚,33,浙江省,57665876337 ,61964825368 ,119630701705 
036,澳大利亚,34,安徽省,6375464899 ,10604297488 ,16979762387 
036,澳大利亚,35,福建省,17116980128 ,49807099903 ,66924080031 
036,澳大利亚,36,江西省,6123007577 ,14735247261 ,20858254838 
036,澳大利亚,37,山东省,40946530325 ,55704253593 ,96650783918 
036,澳大利亚,41,河南省,8144234649 ,9959803129 ,18104037778 
036,澳大利亚,42,湖北省,4956768636 ,7928083838 ,12884852474 
036,澳大利亚,43,湖南省,7469949392 ,14973566643 ,22443516035 
036,澳大利亚,44,广东省,80332546363 ,43033565213 ,123366111576 
036,澳大利亚,45,广西壮族自治区,2569180362 ,9880211393 ,12449391755 
036,澳大利亚,46,海南省,321036266 ,13268614265 ,13589650531 
036,澳大利亚,50,重庆市,6535236696 ,9832922471 ,16368159167 
036,澳大利亚,51,四川省,7990841429 ,13879964955 ,21870806384 
036,澳大利亚,52,贵州省,1518680727 ,1833677868 ,3352358595 
036,澳大利亚,53,云南省,2038272531 ,3116628149 ,5154900680 
036,澳大利亚,54,西藏自治区,4628680 ,0 ,4628680 
036,澳大利亚,61,陕西省,1443744328 ,5852475132 ,7296219460 
036,澳大利亚,62,甘肃省,122214695 ,2780560695 ,2902775390 
036,澳大利亚,63,青海省,21403115 ,49399021 ,70802136 
036,澳大利亚,64,宁夏回族自治区,94507048 ,96499081 ,191006129 
036,澳大利亚,65,新疆维吾尔自治区,276484163 ,70895850 ,347380013 
040,奥地利,11,北京市,2347688936 ,8906531081 ,11254220017 
040,奥地利,12,天津市,391885432 ,3239084255 ,3630969687 
040,奥地利,13,河北省,377791352 ,337965552 ,715756904 
040,奥地利,14,山西省,91057723 ,140027897 ,231085620 
040,奥地利,15,内蒙古自治区,5877947 ,19338391 ,25216338 
040,奥地利,21,辽宁省,416454673 ,2892913768 ,3309368441 
040,奥地利,22,吉林省,44000179 ,401916805 ,445916984 
040,奥地利,23,黑龙江省,33037601 ,82966479 ,116004080 
040,奥地利,31,上海市,1980213520 ,8409700303 ,10389913823 
040,奥地利,32,江苏省,3611575283 ,5362099197 ,8973674480 
040,奥地利,33,浙江省,4750110373 ,1864063797 ,6614174170 
040,奥地利,34,安徽省,974891007 ,514164586 ,1489055593 
040,奥地利,35,福建省,765097567 ,448456699 ,1213554266 
040,奥地利,36,江西省,127694831 ,180350126 ,308044957 
040,奥地利,37,山东省,1151997222 ,1696915522 ,2848912744 
040,奥地利,41,河南省,917051659 ,105322654 ,1022374313 
040,奥地利,42,湖北省,162555980 ,789906311 ,952462291 
040,奥地利,43,湖南省,196286295 ,298906116 ,495192411 
040,奥地利,44,广东省,5398883838 ,4248755039 ,9647638877 
040,奥地利,45,广西壮族自治区,49661816 ,73778869 ,123440685 
040,奥地利,46,海南省,28409943 ,72272466 ,100682409 
040,奥地利,50,重庆市,970664698 ,712051461 ,1682716159 
040,奥地利,51,四川省,332091262 ,295868938 ,627960200 
040,奥地利,52,贵州省,3729559 ,38633273 ,42362832 
040,奥地利,53,云南省,5795742 ,39909023 ,45704765 
040,奥地利,54,西藏自治区,2429 ,38118 ,40547 
040,奥地利,61,陕西省,382797434 ,178176829 ,560974263 
040,奥地利,62,甘肃省,844885 ,20481014 ,21325899 
040,奥地利,63,青海省,47653 ,2059171 ,2106824 
040,奥地利,64,宁夏回族自治区,75310197 ,7155489 ,82465686 
040,奥地利,65,新疆维吾尔自治区,32734852 ,56159508 ,88894360 
044,巴哈马,11,北京市,435021866 ,19079 ,435040945 
044,巴哈马,12,天津市,53452398 ,8662 ,53461060 
044,巴哈马,13,河北省,12569185 ,0 ,12569185 
044,巴哈马,14,山西省,254247 ,0 ,254247 
044,巴哈马,21,辽宁省,20137638 ,0 ,20137638 
044,巴哈马,23,黑龙江省,93179 ,0 ,93179 
044,巴哈马,31,上海市,68812759 ,55917 ,68868676 
044,巴哈马,32,江苏省,169493680 ,11743 ,169505423 
044,巴哈马,33,浙江省,683922379 ,58583542 ,742505921 
044,巴哈马,34,安徽省,11643947 ,0 ,11643947 
044,巴哈马,35,福建省,29873096 ,274123 ,30147219 
044,巴哈马,36,江西省,15217465 ,0 ,15217465 
044,巴哈马,37,山东省,91988283 ,34 ,91988317 
044,巴哈马,41,河南省,2873906 ,0 ,2873906 
044,巴哈马,42,湖北省,37320979 ,0 ,37320979 
044,巴哈马,43,湖南省,30968089 ,0 ,30968089 
044,巴哈马,44,广东省,218213455 ,507654 ,218721109 
044,巴哈马,45,广西壮族自治区,10856118 ,0 ,10856118 
044,巴哈马,46,海南省,0 ,5359 ,5359 
044,巴哈马,50,重庆市,3019308 ,18344 ,3037652 
044,巴哈马,51,四川省,7207763 ,0 ,7207763 
044,巴哈马,52,贵州省,277904 ,0 ,277904 
044,巴哈马,53,云南省,6027176 ,0 ,6027176 
044,巴哈马,61,陕西省,652560 ,0 ,652560 
044,巴哈马,64,宁夏回族自治区,1347071 ,0 ,1347071 
044,巴哈马,65,新疆维吾尔自治区,5158 ,0 ,5158 
048,巴林,11,北京市,77849155 ,430901785 ,508750940 
048,巴林,12,天津市,59653951 ,13343660 ,72997611 
048,巴林,13,河北省,845030392 ,19046 ,845049438 
048,巴林,14,山西省,36845666 ,0 ,36845666 
048,巴林,15,内蒙古自治区,6283329 ,0 ,6283329 
048,巴林,21,辽宁省,99238040 ,34881 ,99272921 
048,巴林,22,吉林省,45758534 ,410 ,45758944 
048,巴林,23,黑龙江省,31786860 ,19519 ,31806379 
048,巴林,31,上海市,662324749 ,353973954 ,1016298703 
048,巴林,32,江苏省,750715655 ,249691407 ,1000407062 
048,巴林,33,浙江省,992234341 ,239295319 ,1231529660 
048,巴林,34,安徽省,194011240 ,1054690 ,195065930 
048,巴林,35,福建省,192203863 ,40265 ,192244128 
048,巴林,36,江西省,231126195 ,0 ,231126195 
048,巴林,37,山东省,2598127550 ,73268264 ,2671395814 
048,巴林,41,河南省,272699532 ,1670 ,272701202 
048,巴林,42,湖北省,163974575 ,1264 ,163975839 
048,巴林,43,湖南省,193153864 ,0 ,193153864 
048,巴林,44,广东省,1601985294 ,2504337 ,1604489631 
048,巴林,45,广西壮族自治区,57736403 ,0 ,57736403 
048,巴林,46,海南省,941776 ,0 ,941776 
048,巴林,50,重庆市,159203542 ,907500 ,160111042 
048,巴林,51,四川省,60765895 ,57053 ,60822948 
048,巴林,52,贵州省,1626652 ,30953870 ,32580522 
048,巴林,53,云南省,61236653 ,0 ,61236653 
048,巴林,61,陕西省,44658608 ,336 ,44658944 
048,巴林,62,甘肃省,13781927 ,0 ,13781927 
048,巴林,63,青海省,315407 ,0 ,315407 
048,巴林,65,新疆维吾尔自治区,12397771 ,0 ,12397771 
050,孟加拉国,11,北京市,11824808967 ,319243912 ,12144052879 
050,孟加拉国,12,天津市,1419159328 ,11212727 ,1430372055 
050,孟加拉国,13,河北省,2336117597 ,122058761 ,2458176358 
050,孟加拉国,14,山西省,422399866 ,488 ,422400354 
050,孟加拉国,15,内蒙古自治区,598423679 ,0 ,598423679 
050,孟加拉国,21,辽宁省,1515587567 ,119436193 ,1635023760 
050,孟加拉国,22,吉林省,149179829 ,93950 ,149273779 
050,孟加拉国,23,黑龙江省,217001682 ,243482 ,217245164 
050,孟加拉国,31,上海市,7013343426 ,1709588259 ,8722931685 
050,孟加拉国,32,江苏省,24616669010 ,418516245 ,25035185255 
050,孟加拉国,33,浙江省,24847869821 ,589478286 ,25437348107 
050,孟加拉国,34,安徽省,1969159758 ,37759851 ,2006919609 
050,孟加拉国,35,福建省,5867189496 ,86587205 ,5953776701 
050,孟加拉国,36,江西省,3195475365 ,44462299 ,3239937664 
050,孟加拉国,37,山东省,9405185955 ,202971155 ,9608157110 
050,孟加拉国,41,河南省,1041909340 ,299072786 ,1340982126 
050,孟加拉国,42,湖北省,2886672771 ,22259634 ,2908932405 
050,孟加拉国,43,湖南省,3015756135 ,71197279 ,3086953414 
050,孟加拉国,44,广东省,22878094002 ,750603124 ,23628697126 
050,孟加拉国,45,广西壮族自治区,585685478 ,26212882 ,611898360 
050,孟加拉国,46,海南省,553863305 ,12294378 ,566157683 
050,孟加拉国,50,重庆市,1345972815 ,2684084 ,1348656899 
050,孟加拉国,51,四川省,2199140188 ,52172841 ,2251313029 
050,孟加拉国,52,贵州省,259695380 ,0 ,259695380 
050,孟加拉国,53,云南省,2259525893 ,6091154 ,2265617047 
050,孟加拉国,54,西藏自治区,2160965 ,0 ,2160965 
050,孟加拉国,61,陕西省,914713346 ,1955914 ,916669260 
050,孟加拉国,62,甘肃省,117952676 ,0 ,117952676 
050,孟加拉国,63,青海省,22387065 ,291625 ,22678690 
050,孟加拉国,64,宁夏回族自治区,47494444 ,277 ,47494721 
050,孟加拉国,65,新疆维吾尔自治区,993606277 ,8709902 ,1002316179 
051,亚美尼亚,11,北京市,100450908 ,4392033 ,104842941 
051,亚美尼亚,12,天津市,9245613 ,70263 ,9315876 
051,亚美尼亚,13,河北省,41165709 ,0 ,41165709 
051,亚美尼亚,14,山西省,1337266 ,0 ,1337266 
051,亚美尼亚,15,内蒙古自治区,109752 ,0 ,109752 
051,亚美尼亚,21,辽宁省,12804057 ,416632624 ,429436681 
051,亚美尼亚,22,吉林省,311672 ,522 ,312194 
051,亚美尼亚,23,黑龙江省,3891303 ,1620973 ,5512276 
051,亚美尼亚,31,上海市,69095909 ,268259354 ,337355263 
051,亚美尼亚,32,江苏省,417767632 ,842964 ,418610596 
051,亚美尼亚,33,浙江省,463671038 ,108792456 ,572463494 
051,亚美尼亚,34,安徽省,36416050 ,395260133 ,431676183 
051,亚美尼亚,35,福建省,35535770 ,1007354 ,36543124 
051,亚美尼亚,36,江西省,18479084 ,568392641 ,586871725 
051,亚美尼亚,37,山东省,276106798 ,378484969 ,654591767 
051,亚美尼亚,41,河南省,72657988 ,0 ,72657988 
051,亚美尼亚,42,湖北省,25591099 ,385735 ,25976834 
051,亚美尼亚,43,湖南省,23347720 ,49576808 ,72924528 
051,亚美尼亚,44,广东省,415043085 ,78749322 ,493792407 
051,亚美尼亚,45,广西壮族自治区,11911932 ,711162345 ,723074277 
051,亚美尼亚,46,海南省,22270810 ,231543217 ,253814027 
051,亚美尼亚,50,重庆市,11861585 ,576897 ,12438482 
051,亚美尼亚,51,四川省,24869916 ,3030271 ,27900187 
051,亚美尼亚,52,贵州省,4397785 ,0 ,4397785 
051,亚美尼亚,53,云南省,3959796 ,1821978768 ,1825938564 
051,亚美尼亚,61,陕西省,32220079 ,29010 ,32249089 
051,亚美尼亚,62,甘肃省,531333 ,0 ,531333 
051,亚美尼亚,63,青海省,733934 ,0 ,733934 
051,亚美尼亚,64,宁夏回族自治区,27138 ,0 ,27138 
051,亚美尼亚,65,新疆维吾尔自治区,37180849 ,0 ,37180849 
052,巴巴多斯,11,北京市,78830091 ,74783 ,78904874 
052,巴巴多斯,12,天津市,64719347 ,0 ,64719347 
052,巴巴多斯,13,河北省,20192415 ,4264 ,20196679 
052,巴巴多斯,14,山西省,2805062 ,773 ,2805835 
052,巴巴多斯,21,辽宁省,5868130 ,0 ,5868130 
052,巴巴多斯,23,黑龙江省,10805 ,0 ,10805 
052,巴巴多斯,31,上海市,30423674 ,1967957 ,32391631 
052,巴巴多斯,32,江苏省,158519519 ,188828 ,158708347 
052,巴巴多斯,33,浙江省,208676700 ,200730 ,208877430 
