hs8_code,hs8_name,hs8i,hs8e,hs2_code,hs2_name,hs2i,hs2e,hs4_code,hs4_name,hs4i,hs4e,hs6_code,hs6_name,hs6i,hs6e
1012100,改良种用马,0,0.00076795,1,第1章   活动物,42.12367111,22.44805021,101,马、驴、骡,0.99386178,0.00076795,10121,改良种用马,0,0.00076795
1012900,其他马，改良种用除外,0.99386178,0,1,第1章   活动物,42.12367111,22.44805021,101,马、驴、骡,0.99386178,0.00076795,10129,其他马，改良种用除外,0.99386178,0
1013010,改良种用驴,0,0,1,第1章   活动物,42.12367111,22.44805021,101,马、驴、骡,0.99386178,0.00076795,10130,驴,0,0
1013090,其他驴，改良种用除外,0,0,1,第1章   活动物,42.12367111,22.44805021,101,马、驴、骡,0.99386178,0.00076795,10130,驴,0,0
1019000,骡,0,0,1,第1章   活动物,42.12367111,22.44805021,101,马、驴、骡,0.99386178,0.00076795,10190,骡,0,0
1022100,改良种用家牛,13.31453047,0,1,第1章   活动物,42.12367111,22.44805021,102,牛,37.6493526,2.32566006,10221,改良种用家牛,13.31453047,0
1022900,其他家牛，改良种用除外,24.33482213,0,1,第1章   活动物,42.12367111,22.44805021,102,牛,37.6493526,2.32566006,10229,其他家牛，改良种用除外,24.33482213,0
1023100,改良种用水牛,0,0,1,第1章   活动物,42.12367111,22.44805021,102,牛,37.6493526,2.32566006,10231,改良种用水牛,0,0
1023900,其他水牛，改良种用除外,0,0,1,第1章   活动物,42.12367111,22.44805021,102,牛,37.6493526,2.32566006,10239,其他水牛，改良种用除外,0,0
1029010,改良种用其他牛,0,0,1,第1章   活动物,42.12367111,22.44805021,102,牛,37.6493526,2.32566006,10290,其他牛,0,2.32566006
1029090,其他牛，改良种用除外,0,2.32566006,1,第1章   活动物,42.12367111,22.44805021,102,牛,37.6493526,2.32566006,10290,其他牛,0,2.32566006
1031000,改良种用猪,0.7372952,0,1,第1章   活动物,42.12367111,22.44805021,103,猪,0.75302832,18.51314122,10310,改良种用猪,0.7372952,0
1039110,其他猪，重量＜10kg，改良种用除外,0.00357987,0,1,第1章   活动物,42.12367111,22.44805021,103,猪,0.75302832,18.51314122,10391,其他猪，重量＜50kg,0.00357987,0.00739187
1039120,其他猪，10kg≤重量＜50kg，改良种用除外,0,0.00739187,1,第1章   活动物,42.12367111,22.44805021,103,猪,0.75302832,18.51314122,10391,其他猪，重量＜50kg,0.00357987,0.00739187
1039200,其他猪，重量≥50kg，改良种用除外,0.01215325,18.50574935,1,第1章   活动物,42.12367111,22.44805021,103,猪,0.75302832,18.51314122,10392,其他猪，重量≥50kg,0.01215325,18.50574935
1041010,改良种用绵羊,0,0,1,第1章   活动物,42.12367111,22.44805021,104,绵羊、山羊,0.2075819,0.00737368,10410,绵羊,0.00217586,0
1041090,其他绵羊，改良种用除外,0.00217586,0,1,第1章   活动物,42.12367111,22.44805021,104,绵羊、山羊,0.2075819,0.00737368,10410,绵羊,0.00217586,0
1042010,改良种用山羊,0.06855699,0,1,第1章   活动物,42.12367111,22.44805021,104,绵羊、山羊,0.2075819,0.00737368,10420,山羊,0.20540604,0.00737368
1042090,其他山羊，改良种用除外,0.13684905,0.00737368,1,第1章   活动物,42.12367111,22.44805021,104,绵羊、山羊,0.2075819,0.00737368,10420,山羊,0.20540604,0.00737368
1051110,改良种用鸡，改良种用除外，重量≤185g,1.08684928,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10511,鸡，重量≤185g,1.08684928,0.07379681
1051190,其他鸡，改良种用除外，重量≤185g,0,0.07379681,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10511,鸡，重量≤185g,1.08684928,0.07379681
1051210,改良种用火鸡，重量≤185g,0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10512,火鸡,0,0
1051290,其他火鸡，改良种用除外，重量≤185g,0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10512,火鸡,0,0
1051310,"改良种用鸭,重量≤185克",0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10513,鸭,0,0
1051390,"其他鸭,改良种用除外,重量≤185克",0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10513,鸭,0,0
1051410,"改良种用鹅,重量≤185克",0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10514,鹅,0,0
1051490,"其他鹅,改良种用除外,重量≤185克",0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10514,鹅,0,0
1051510,"改良种用珍珠鸡,重量≤185克",0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10515,珍珠鸡,0,0
1051590,"其他珍珠鸡,改良种用除外,重量≤185克",0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10515,珍珠鸡,0,0
1059410,改良种用鸡，重量＞185g,0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10594,鸡，重量＞185g,0,0
1059490,其他鸡，改良种用除外，重量＞185g,0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10594,鸡，重量＞185g,0,0
1059910,改良种用鸭、鹅、火鸡及珍珠鸡，重量＞185g,0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10599,鸭、鹅、火鸡及珍珠鸡，重量＞185克,0,0
1059991,其他鸭，改良种用除外，重量＞185g,0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10599,鸭、鹅、火鸡及珍珠鸡，重量＞185克,0,0
1059992,其他鹅，改良种用除外，重量＞185g,0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10599,鸭、鹅、火鸡及珍珠鸡，重量＞185克,0,0
1059993,其他珍珠鸡，改良种用除外，重量＞185g,0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10599,鸭、鹅、火鸡及珍珠鸡，重量＞185克,0,0
1059994,其他火鸡，改良种用除外，重量＞185g,0,0,1,第1章   活动物,42.12367111,22.44805021,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,1.08684928,0.07379681,10599,鸭、鹅、火鸡及珍珠鸡，重量＞185克,0,0
1061110,改良种用灵长目动物,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10611,灵长目动物,0,0
1061190,其他灵长目动物，改良种用除外,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10611,灵长目动物,0,0
1061211,改良种用鲸、海豚及鼠海豚；改良种用海牛及儒艮,0.27587862,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10612,鲸、海豚及鼠海豚；海牛及儒艮；海豹、海狮及海象,0.3222796,0
1061219,其他鲸、海豚及鼠海豚、海牛及儒艮，改良种用除外,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10612,鲸、海豚及鼠海豚；海牛及儒艮；海豹、海狮及海象,0.3222796,0
1061221,改良种用海豹、海狮及海象,0.04640098,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10612,鲸、海豚及鼠海豚；海牛及儒艮；海豹、海狮及海象,0.3222796,0
1061229,其他海豹、海狮及海象，改良种用除外,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10612,鲸、海豚及鼠海豚；海牛及儒艮；海豹、海狮及海象,0.3222796,0
1061310,改良种用骆驼及其他骆驼科动物,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10613,骆驼及其他骆驼科动物,0.15085945,0
1061390,"其他骆驼及其他骆驼科动物,改良种用除外",0.15085945,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10613,骆驼及其他骆驼科动物,0.15085945,0
1061410,改良种用家兔及野兔,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10614,家兔及野兔,0,0.030098
1061490,"其他家兔及野兔,改良种用除外",0,0.030098,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10614,家兔及野兔,0,0.030098
1061910,其他改良种用哺乳动物,0.00247647,0.073035,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10619,其他哺乳动物,0.52171307,1.04833024
1061990,"未列名哺乳动物,改良种用除外",0.5192366,0.97529524,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10619,其他哺乳动物,0.52171307,1.04833024
1062011,改良种用鳄鱼苗,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10620,爬行动物（包括蛇及龟、鳖）,0.00324127,0.41497056
1062019,其他改良种用爬行动物,0.00159125,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10620,爬行动物（包括蛇及龟、鳖）,0.00324127,0.41497056
1062020,食用爬行动物,0.00012423,0.35132441,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10620,爬行动物（包括蛇及龟、鳖）,0.00324127,0.41497056
1062090,未列名爬行动物,0.00152579,0.06364615,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10620,爬行动物（包括蛇及龟、鳖）,0.00324127,0.41497056
1063110,改良种用猛禽,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10631,猛禽,0,0
1063190,其他猛禽，改良种用除外,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10631,猛禽,0,0
1063210,改良种用鹦形目鸟,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10632,鹦形目鸟（包括普通鹦鹉、长尾鹦鹉等）,0,0
1063290,其他鹦形目鸟，改良种用除外,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10632,鹦形目鸟（包括普通鹦鹉、长尾鹦鹉等）,0,0
1063310,改良种用鸵鸟、鸸鹋,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10633,鸵鸟；鸸鹋,0,0
1063390,"其他鸵鸟、鸸鹋,改良种用除外",0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10633,鸵鸟；鸸鹋,0,0
1063910,其他改良种用鸟,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10639,其他鸟,0.42875345,0
1063921,食用乳鸽,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10639,其他鸟,0.42875345,0
1063923,食用野鸭,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10639,其他鸟,0.42875345,0
1063929,其他食用鸟,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10639,其他鸟,0.42875345,0
1063990,未列名鸟,0.42875345,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10639,其他鸟,0.42875345,0
1064110,改良种用蜂,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10641,蜂,0,0
1064190,"其他蜂,改良种用除外",0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10641,蜂,0,0
1064910,改良种用昆虫,0.0004937,0.00026905,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10649,其他昆虫,0.00481779,0.00203528
1064990,"其他昆虫,改良种用除外",0.00432409,0.00176623,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10649,其他昆虫,0.00481779,0.00203528
1069011,改良种用蛙苗,0,0.00002277,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10690,其他活动物,0.0013326,0.03187641
1069019,其他改良种用活动物,0,0,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10690,其他活动物,0.0013326,0.03187641
1069090,"其他活动物,改良种用除外",0.0013326,0.03185364,1,第1章   活动物,42.12367111,22.44805021,106,其他活动物,1.43299723,1.52731049,10690,其他活动物,0.0013326,0.03187641
2011000,鲜或冷的整头及半头牛肉,0,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,201,鲜、冷牛肉,33.77000077,0,20110,鲜、冷整头及半头牛肉,0,0
2012000,鲜或冷的带骨牛肉,0.73849283,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,201,鲜、冷牛肉,33.77000077,0,20120,鲜、冷带骨牛肉,0.73849283,0
2013000,鲜或冷的去骨牛肉,33.03150794,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,201,鲜、冷牛肉,33.77000077,0,20130,鲜、冷去骨牛肉,33.03150794,0
2021000,冻整头及半头牛肉,0.04096408,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,202,冻牛肉,823.9748862,0.03098912,20210,冻整头及半头牛肉,0.04096408,0
2022000,冻带骨牛肉,76.307631,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,202,冻牛肉,823.9748862,0.03098912,20220,冻带骨牛肉,76.307631,0
2023000,冻去骨牛肉,747.6262911,0.03098912,2,第2章   肉及食用杂碎,1475.439227,47.14107327,202,冻牛肉,823.9748862,0.03098912,20230,冻去骨牛肉,747.6262911,0.03098912
2031110,鲜或冷的整头及半头乳猪肉,0,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,203,鲜、冷、冻猪肉,164.6223853,7.3798055,20311,鲜、冷整头及半头猪肉,0,0.0005325
2031190,其他鲜或冷的整头及半头猪肉,0,0.0005325,2,第2章   肉及食用杂碎,1475.439227,47.14107327,203,鲜、冷、冻猪肉,164.6223853,7.3798055,20311,鲜、冷整头及半头猪肉,0,0.0005325
2031200,鲜或冷的带骨猪前腿、猪后腿及其肉块,0,2.20232731,2,第2章   肉及食用杂碎,1475.439227,47.14107327,203,鲜、冷、冻猪肉,164.6223853,7.3798055,20312,鲜、冷带骨猪前腿、猪后腿及其肉块,0,2.20232731
2031900,其他鲜或冷的猪肉,0.00246585,1.29621245,2,第2章   肉及食用杂碎,1475.439227,47.14107327,203,鲜、冷、冻猪肉,164.6223853,7.3798055,20319,其他鲜、冷猪肉,0.00246585,1.29621245
2032110,冻整头及半头乳猪肉,0.00089653,0.00709129,2,第2章   肉及食用杂碎,1475.439227,47.14107327,203,鲜、冷、冻猪肉,164.6223853,7.3798055,20321,冻整头及半头猪肉,0.00089653,0.19849739
2032190,其他冻整头及半头猪肉,0,0.1914061,2,第2章   肉及食用杂碎,1475.439227,47.14107327,203,鲜、冷、冻猪肉,164.6223853,7.3798055,20321,冻整头及半头猪肉,0.00089653,0.19849739
2032200,冻带骨猪前腿、猪后腿及其肉块,40.14380854,0.0028334,2,第2章   肉及食用杂碎,1475.439227,47.14107327,203,鲜、冷、冻猪肉,164.6223853,7.3798055,20322,冻带骨猪前腿、猪后腿及其肉块,40.14380854,0.0028334
2032900,其他冻猪肉,124.4752144,3.67940245,2,第2章   肉及食用杂碎,1475.439227,47.14107327,203,鲜、冷、冻猪肉,164.6223853,7.3798055,20329,其他冻猪肉,124.4752144,3.67940245
2041000,鲜或冷的整头及半头羔羊肉,0,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,204,鲜、冷、冻绵羊肉或山羊肉,106.4973457,0.74510733,20410,鲜、冷整头及半头羔羊肉,0,0
2042100,鲜或冷的整头及半头绵羊肉,0,0.00056239,2,第2章   肉及食用杂碎,1475.439227,47.14107327,204,鲜、冷、冻绵羊肉或山羊肉,106.4973457,0.74510733,20421,鲜、冷整头及半头绵羊肉,0,0.00056239
2042200,鲜或冷的带骨绵羊肉,0.18585157,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,204,鲜、冷、冻绵羊肉或山羊肉,106.4973457,0.74510733,20422,鲜、冷带骨绵羊肉,0.18585157,0
2042300,鲜或冷的去骨绵羊肉,0.0736204,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,204,鲜、冷、冻绵羊肉或山羊肉,106.4973457,0.74510733,20423,鲜、冷去骨绵羊肉,0.0736204,0
2043000,冻整头及半头羔羊肉,2.82839402,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,204,鲜、冷、冻绵羊肉或山羊肉,106.4973457,0.74510733,20430,冻整头及半头羔羊肉,2.82839402,0
2044100,冻整头及半头绵羊肉,10.32935179,0.00105187,2,第2章   肉及食用杂碎,1475.439227,47.14107327,204,鲜、冷、冻绵羊肉或山羊肉,106.4973457,0.74510733,20441,冻整头及半头绵羊肉,10.32935179,0.00105187
2044200,冻带骨绵羊肉,87.96766985,0.45312752,2,第2章   肉及食用杂碎,1475.439227,47.14107327,204,鲜、冷、冻绵羊肉或山羊肉,106.4973457,0.74510733,20442,冻带骨绵羊肉,87.96766985,0.45312752
2044300,冻去骨绵羊肉,5.1077758,0.25138165,2,第2章   肉及食用杂碎,1475.439227,47.14107327,204,鲜、冷、冻绵羊肉或山羊肉,106.4973457,0.74510733,20443,冻去骨绵羊肉,5.1077758,0.25138165
2045000,鲜、冷、冻山羊肉,0.00468228,0.0389839,2,第2章   肉及食用杂碎,1475.439227,47.14107327,204,鲜、冷、冻绵羊肉或山羊肉,106.4973457,0.74510733,20450,鲜、冷、冻山羊肉,0.00468228,0.0389839
2050000,鲜、冷、冻的马、驴、骡肉,0.13693748,0.2078245,2,第2章   肉及食用杂碎,1475.439227,47.14107327,205,鲜、冷、冻马、驴、骡肉,0.13693748,0.2078245,20500,鲜、冷、冻马、驴、骡肉,0.13693748,0.2078245
2061000,鲜或冷的牛杂碎,0.00109529,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,206,鲜、冷、冻牛、猪、绵羊、山羊、马、驴、骡的食用杂碎,139.8098235,0.04326304,20610,鲜、冷牛杂碎,0.00109529,0
2062100,冻牛舌,0.76045621,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,206,鲜、冷、冻牛、猪、绵羊、山羊、马、驴、骡的食用杂碎,139.8098235,0.04326304,20621,冻牛舌,0.76045621,0
2062200,冻牛肝,0.01500085,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,206,鲜、冷、冻牛、猪、绵羊、山羊、马、驴、骡的食用杂碎,139.8098235,0.04326304,20622,冻牛肝,0.01500085,0
2062900,其他冻牛杂碎,12.0759285,0.00844408,2,第2章   肉及食用杂碎,1475.439227,47.14107327,206,鲜、冷、冻牛、猪、绵羊、山羊、马、驴、骡的食用杂碎,139.8098235,0.04326304,20629,其他冻牛杂碎,12.0759285,0.00844408
2063000,鲜或冷的猪杂碎,0,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,206,鲜、冷、冻牛、猪、绵羊、山羊、马、驴、骡的食用杂碎,139.8098235,0.04326304,20630,鲜、冷猪杂碎,0,0
2064100,冻猪肝,0.00224719,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,206,鲜、冷、冻牛、猪、绵羊、山羊、马、驴、骡的食用杂碎,139.8098235,0.04326304,20641,冻猪肝,0.00224719,0
2064900,其他冻猪杂碎,125.9019412,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,206,鲜、冷、冻牛、猪、绵羊、山羊、马、驴、骡的食用杂碎,139.8098235,0.04326304,20649,其他冻猪杂碎,125.9019412,0
2068000,其他鲜或冷的杂碎（牛、猪杂碎除外）,0,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,206,鲜、冷、冻牛、猪、绵羊、山羊、马、驴、骡的食用杂碎,139.8098235,0.04326304,20680,其他鲜、冷杂碎（牛、猪杂碎除外）,0,0
2069000,其他冻杂碎（牛、猪杂碎除外）,1.05315431,0.03481896,2,第2章   肉及食用杂碎,1475.439227,47.14107327,206,鲜、冷、冻牛、猪、绵羊、山羊、马、驴、骡的食用杂碎,139.8098235,0.04326304,20690,其他冻杂碎（牛、猪杂碎除外）,1.05315431,0.03481896
2071100,整只鸡，鲜或冷的,0,12.94258244,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20711,整只鸡，鲜或冷的,0,12.94258244
2071200,整只鸡，冻的,0.57076159,0.4348262,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20712,整只鸡，冻的,0.57076159,0.4348262
2071311,鲜或冷的带骨鸡块,0,0.33439251,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20713,鸡块及杂碎，鲜或冷的,0,0.39084422
2071319,鲜或冷的其他鸡块,0,0.0276057,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20713,鸡块及杂碎，鲜或冷的,0,0.39084422
2071321,鲜或冷的鸡翼（不包括翼尖）,0,0.00252777,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20713,鸡块及杂碎，鲜或冷的,0,0.39084422
2071329,鲜或冷的其他鸡杂碎,0,0.02631824,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20713,鸡块及杂碎，鲜或冷的,0,0.39084422
2071411,带骨的冻鸡块,14.18474649,2.06281116,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20714,鸡块及杂碎，冻的,199.3610244,14.79482395
2071419,其他冻鸡块,0.07009386,11.77486633,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20714,鸡块及杂碎，冻的,199.3610244,14.79482395
2071421,冻鸡翼（不包括翼尖）,52.28857194,0.74463446,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20714,鸡块及杂碎，冻的,199.3610244,14.79482395
2071422,冻鸡爪,127.0395825,0.01350293,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20714,鸡块及杂碎，冻的,199.3610244,14.79482395
2071429,其他冻鸡杂碎,5.77802962,0.19900907,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20714,鸡块及杂碎，冻的,199.3610244,14.79482395
2072400,整只火鸡，鲜或冷的,0,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20724,整只火鸡，鲜或冷的,0,0
2072500,整只火鸡，冻的,0,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20725,整只火鸡，冻的,0,0
2072600,火鸡块及杂碎，鲜或冷的,0,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20726,火鸡块及杂碎，鲜或冷的,0,0
2072700,火鸡块及杂碎，冻的,2.92420242,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20727,火鸡块及杂碎，冻的,2.92420242,0
2074100,鲜或冷的整只鸭,0,2.39915406,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20741,鲜或冷的整只鸭,0,2.39915406
2074200,整只冻鸭,0,1.18530403,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20742,整只冻鸭,0,1.18530403
2074300,鲜或冷的鸭肥肝,0,0.00967078,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20743,鲜或冷的鸭肥肝,0,0.00967078
2074400,鲜或冷的鸭块及杂碎,0,0.02654105,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20744,鲜或冷的鸭块及杂碎,0,0.02654105
2074500,冻的鸭块及杂碎,0.00378454,0.41686821,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20745,冻的鸭块及杂碎,0.00378454,0.41686821
2075100,鲜或冷的整只鹅,0,3.67641574,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20751,鲜或冷的整只鹅,0,3.67641574
2075200,整只冻鹅,0,0.01734836,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20752,整只冻鹅,0,0.01734836
2075300,鲜或冷的鹅肥肝,0,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20753,鲜或冷的鹅肥肝,0,0
2075400,鲜或冷的鹅块及杂碎,0,0.10681984,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20754,鲜或冷的鹅块及杂碎,0,0.10681984
2075500,冻的鹅块及杂碎,0,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20755,冻的鹅块及杂碎,0,0
2076000,鲜、冷、冻的珍珠鸡及杂碎,0,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,202.859773,36.40119888,20760,鲜、冷、冻的珍珠鸡及杂碎,0,0
2081010,鲜或冷的兔肉，不包括兔头,0,0,2,第2章   肉及食用杂碎,1475.439227,47.14107327,208,其他鲜、冷、冻肉及食用杂碎,0.9564377,2.12854259,20810,鲜、冷、冻家兔或野兔肉及食用杂碎,0,0.85627745
