hs2_code,hs2_name,hs4_code,hs4_name,hs8_count,i,e,ie
1 ,第1章   活动物,101,马、驴、骡,5,99386178,76795,99462973
1 ,第1章   活动物,102,牛,6,3764935260,232566006,3997501266
1 ,第1章   活动物,103,猪,4,75302832,1851314122,1926616954
1 ,第1章   活动物,104,绵羊、山羊,4,20758190,737368,21495558
1 ,第1章   活动物,105,家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,17,108684928,7379681,116064609
1 ,第1章   活动物,106,其他活动物,34,143299723,152731049,296030772
2 ,第2章   肉及食用杂碎,201,鲜、冷牛肉,3,3377000077,0,3377000077
2 ,第2章   肉及食用杂碎,202,冻牛肉,3,82397488618,3098912,82400587530
2 ,第2章   肉及食用杂碎,203,鲜、冷、冻猪肉,8,16462238530,737980550,17200219080
2 ,第2章   肉及食用杂碎,204,鲜、冷、冻绵羊肉或山羊肉,9,10649734571,74510733,10724245304
2 ,第2章   肉及食用杂碎,205,鲜、冷、冻马、驴、骡肉,1,13693748,20782450,34476198
2 ,第2章   肉及食用杂碎,206,鲜、冷、冻牛、猪、绵羊、山羊、马、驴、骡的食用杂碎,9,13980982352,4326304,13985308656
2 ,第2章   肉及食用杂碎,207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,26,20285977299,3640119888,23926097187
2 ,第2章   肉及食用杂碎,208,其他鲜、冷、冻肉及食用杂碎,9,95643770,212854259,308498029
2 ,第2章   肉及食用杂碎,209,未炼制或用其他方法提取的不带瘦肉的肥猪肉、猪脂肪及家禽脂肪，鲜、冷、冻、干、熏、盐腌或盐渍的,2,64307110,0,64307110
2 ,第2章   肉及食用杂碎,210,肉及食用杂碎，干、熏、盐腌或盐渍的；可供食用的肉或杂碎的细粉、粗粉,9,216856673,20434231,237290904
3 ,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,301,活鱼,20,1410734022,4042073725,5452807747
3 ,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,302,鲜、冷鱼，但品目03.04的鱼片及其他鱼肉除外,52,4347400306,1305062332,5652462638
3 ,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,303,冻鱼，但品目03.04的鱼片及其他鱼肉除外,51,22695382363,10896134244,33591516607
3 ,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,304,鲜、冷、冻鱼片及其他鱼肉（不论是否绞碎）,50,3834301229,18759405745,22593706974
3 ,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,305,干、盐腌或盐渍的鱼； 熏鱼，不论在熏制前或熏制过程中是否烹煮,28,1147176669,1925435891,3072612560
3 ,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,306,活、鲜、冷、冻、干、盐腌、盐渍、熏制的带壳或去壳甲壳动物；蒸过或用水煮过的带壳甲壳动物,38,44666500438,3434643571,48101144009
3 ,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,307,活、鲜、冷、冻、干、盐腌、盐渍、熏制的带壳或去壳软体动物,44,8790301280,17154292812,25944594092
3 ,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,308,不属于甲壳动物及软体动物的水生无脊椎动物，活、鲜、冷、冻、干、盐腌或盐渍、熏制的,15,434385795,342475006,776860801
3 ,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,309,适合供人食用的鱼、甲壳动物、软体动物和其他水生无脊椎动物的细粉、粗粉及团粒,2,10113903,95030078,105143981
4 ,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,401,未浓缩及未加糖或其他甜物质的乳及稀奶油,4,7809202152,111745477,7920947629
4 ,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,402,浓缩、加糖或其他甜物质的乳及稀奶油,5,24082477051,125012483,24207489534
4 ,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,403,酸乳；酪乳、结块的乳及稀奶油、酸乳酒及其他发酵或酸化的乳和稀奶油，不论是否浓缩、加糖、加其他甜物质、加香料、加水果、加坚果或加可可,3,246583506,66044996,312628502
4 ,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,404,乳清，不论是否浓缩、加糖或其他甜物质；其他品目未列名的含天然乳的产品，不论是否加糖或其他甜物质,2,4604464913,4828491,4609293404
4 ,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,405,黄油及其他从乳提取的脂和油；乳酱,3,4650970612,46259829,4697230441
4 ,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,406,乳酪及凝乳,5,3862837361,5684172,3868521533
4 ,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,407,带壳禽蛋，鲜、腌制或煮过的,7,0,1242343305,1242343305
4 ,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,408,去壳禽蛋及蛋黄，鲜、干、冻、蒸过或水煮、制成形或用其他方法保藏的，不论是否加糖或其他甜物质,4,117500,206232114,206349614
4 ,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,409,天然蜂蜜,1,375210144,1390581134,1765791278
4 ,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,410,其他品目未列名的昆虫及其他食用动物产品,7,3453493280,314991787,3768485067
5 ,第5章   其他动物产品,501,未经加工的人发，不论是否洗涤；废人发,1,0,3369630,3369630
5 ,第5章   其他动物产品,502,猪鬃、猪毛；獾毛及其他制刷用兽毛；上述鬃毛的废料,7,13418,322861340,322874758
5 ,第5章   其他动物产品,504,整个或切块的动物（鱼除外）的肠、膀胱及胃，鲜、冷、冻、干、熏、盐腌及盐渍的,8,4229676999,4652551135,8882228134
5 ,第5章   其他动物产品,505,带有羽毛或羽绒的鸟皮及鸟体其他部分；羽毛及不完整羽毛（不论是否修边）、羽绒，仅经洗涤、消毒或为了保藏而作过处理，但未经进一步加工；羽毛或不完整羽毛的粉末及废料,3,905007830,4466507036,5371514866
5 ,第5章   其他动物产品,506,骨及角柱，未经加工或经脱脂、简单整理（但未切割成形）、酸处理或脱胶；上述产品的粉末及废料,4,107826819,1164,107827983
5 ,第5章   其他动物产品,507,兽牙、龟壳、鲸须、鲸须毛、角、鹿角、蹄、甲、爪及喙，未经加工或仅简单整理但未切割成形；上述产品的粉末及废料,4,454652983,99658787,554311770
5 ,第5章   其他动物产品,508,珊瑚及类似品，未经加工或仅简单整理但未经进一步加工；软体动物壳、甲壳动物壳、棘皮动物壳、墨鱼骨，未经加工或仅简单整理但未切割成形，上述壳、骨的粉末及废料,2,107601488,46901682,154503170
5 ,第5章   其他动物产品,510,龙涎香、海狸香、灵猫香及麝香；斑蝥；胆汁，不论是否干制；供配制药用的腺体及其他动物产品，鲜、冷、冻或用其他方法暂时保藏的,5,124895753,16544115,141439868
5 ,第5章   其他动物产品,511,未列名的动物产品；不适合供人食用的第1或第3章的死动物,9,734236448,764539791,1498776239
6 ,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,601,鳞茎、块茎、块根、球茎、根颈及根茎，休眠、生长或开花的；菊苣植物及其根，但品目12.12的根除外,6,596336934,13404535,609741469
6 ,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,602,其他活植物（包括其根）、插枝及接穗；蘑菇菌丝,14,211546020,1555597966,1767143986
6 ,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,603,制花束或装饰用的插花及花蕾，鲜、干、染色、漂白、浸渍或用其他方法处理的,7,256827602,781035663,1037863265
6 ,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,604,制花束或装饰用的不带花及花蕾的植物枝、叶或其他部分、草、苔藓及地衣，鲜、干、染色、漂白、浸渍或用其他方法处理的,4,47992842,390244751,438237593
7 ,第7章   食用蔬菜、根及块茎,701,鲜或冷藏的马铃薯,2,0,1050346223,1050346223
7 ,第7章   食用蔬菜、根及块茎,702,鲜或冷藏的番茄,1,0,1732465939,1732465939
7 ,第7章   食用蔬菜、根及块茎,703,鲜或冷藏洋葱、青葱、大蒜、韭葱及其他葱属蔬菜,8,10380914,11275468475,11285849389
7 ,第7章   食用蔬菜、根及块茎,704,鲜或冷藏的卷心菜、菜花、球茎甘蓝、羽毛甘蓝及类似的实用芥菜类蔬菜,5,0,3650534986,3650534986
7 ,第7章   食用蔬菜、根及块茎,705,鲜或冷藏的莴苣及菊苣,4,0,1228797150,1228797150
7 ,第7章   食用蔬菜、根及块茎,706,鲜或冷藏的胡萝卜、芜菁、色拉甜菜根、婆罗门参、块根芹、萝卜及类似的食用根茎,2,0,2975518773,2975518773
7 ,第7章   食用蔬菜、根及块茎,707,鲜或冷藏的黄瓜及小黄瓜,1,0,248490263,248490263
7 ,第7章   食用蔬菜、根及块茎,708,鲜或冷藏的豆类蔬菜，不论是否脱荚,3,0,835641223,835641223
7 ,第7章   食用蔬菜、根及块茎,709,鲜或冷藏的其他蔬菜,22,298403502,6158424724,6456828226
7 ,第7章   食用蔬菜、根及块茎,710,冷冻蔬菜（不论是否蒸煮）,13,182412071,6498681013,6681093084
7 ,第7章   食用蔬菜、根及块茎,711,暂时保藏的蔬菜，但不适于直接食用,12,14881655,746042166,760923821
7 ,第7章   食用蔬菜、根及块茎,712,干蔬菜，整个、切块、切片、破碎或制成粉状，但未经进一步加工的,16,71680464,9399029015,9470709479
7 ,第7章   食用蔬菜、根及块茎,713,脱荚的干豆，不论是否去皮或分瓣,21,8743417114,1643279969,10386697083
7 ,第7章   食用蔬菜、根及块茎,714,鲜、冷、冻或干的木薯、竹竿、兰科植物块茎、菊芋、甘薯及含有高淀粉或菊粉的类似根茎，不论是否切片或制成团粒；西谷茎髓,14,11595937989,762790168,12358728157
8 ,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,801,鲜或干的椰子、巴西果及腰果，不论是否去壳或去皮,8,4340160788,12693203,4352853991
8 ,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,802,鲜或干的其他坚果，不论是否去壳或去皮,21,6257528448,3687001408,9944529856
8 ,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,803,鲜或干的香蕉，包括芭蕉,2,6156586419,111842248,6268428667
8 ,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,804,鲜或干的椰枣、无花果、菠萝、鳄梨、番石榴、芒果及山竹果,7,5817670633,439199563,6256870196
8 ,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,805,鲜或干的柑桔属水果,8,2759438301,3739218466,6498656767
8 ,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,806,鲜或干的葡萄,2,3482535225,3029344478,6511879703
8 ,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,807,鲜的甜瓜（包括西瓜）及番木瓜,5,88771636,1035030209,1123801845
8 ,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,808,鲜的苹果、梨及???,5,1456271293,6828566722,8284838015
8 ,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,809,鲜的杏、樱桃、桃（包括油桃）、李及黑刺李,5,16559146307,921275990,17480422297
8 ,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,810,其他鲜果,15,32724776781,1146473391,33871250172
8 ,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,811,冷冻水果及坚果，不论是否蒸煮，加糖或其他甜物质,4,4970928253,1029115049,6000043302
8 ,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,812,暂时保藏的水果及坚果，但不适于直接食用的,2,19244759,112182008,131426767
8 ,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,813,品目0801至0806以外的干果；本章的什锦坚果或干果,9,1256904218,1218947932,2475852150
8 ,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,814,柑桔属水果或甜瓜（包括西瓜）的果皮，鲜、冻、干或用盐水、亚硫酸水或其他防腐液暂时保藏的,1,12197689,30419581,42617270
9 ,第9章   咖啡、茶、马黛茶及调味香料,901,咖啡，不论是否焙炒或浸除咖啡碱；咖啡豆荚及咖啡豆皮；含咖啡的咖啡代用品,6,3497073090,1296452852,4793525942
9 ,第9章   咖啡、茶、马黛茶及调味香料,902,茶，不论是否加香料,12,697170096,10150083784,10847253880
9 ,第9章   咖啡、茶、马黛茶及调味香料,903,马黛茶,1,2721496,0,2721496
9 ,第9章   咖啡、茶、马黛茶及调味香料,904,胡椒；辣椒干及辣椒粉,4,1827624916,3448815468,5276440384
9 ,第9章   咖啡、茶、马黛茶及调味香料,905,香子兰豆,2,6175391,0,6175391
9 ,第9章   咖啡、茶、马黛茶及调味香料,906,肉桂及肉桂花,3,16504847,1333605747,1350110594
9 ,第9章   咖啡、茶、马黛茶及调味香料,907,丁香（母丁香、公丁香及丁香梗）,2,29862292,29717190,59579482
9 ,第9章   咖啡、茶、马黛茶及调味香料,908,肉豆蔻、肉豆蔻衣及豆蔻,6,561325058,3352171,564677229
9 ,第9章   咖啡、茶、马黛茶及调味香料,909,茴芹子、八角茴香、小茴香子、芫荽子、枯茗子及艹页蒿子；杜松果,8,616762849,447628179,1064391028
9 ,第9章   咖啡、茶、马黛茶及调味香料,910,姜、番红花、姜黄、麝香草、月桂叶、咖喱及其他调味香料,6,275459591,2053658150,2329117741
10 ,第10章  谷物,1001,小麦及混合麦,4,15773473356,15369028,15788842384
10 ,第10章  谷物,1002,黑麦,2,0,0,0
10 ,第10章  谷物,1003,大麦,2,9779235591,136739,9779372330
10 ,第10章  谷物,1004,燕麦,2,601056757,327321,601384078
10 ,第10章  谷物,1005,玉米,2,40731307704,7001891,40738309595
10 ,第10章  谷物,1006,稻谷、大米,10,13550248121,4904221481,18454469602
10 ,第10章  谷物,1007,食用高粱,2,21537353225,14433442,21551786667
10 ,第10章  谷物,1008,荞麦、谷子及加那利草子；其他谷物,12,117951444,117845115,235796559
11 ,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,1101,小麦或混合麦的细粉,1,239002066,320636336,559638402
11 ,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,1102,其他谷物细粉，但小麦或混合麦的细粉除外,4,189950522,10637447,200587969
11 ,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,1103,谷物的粗粒、粗粉及团粒,8,4195454,1404129,5599583
11 ,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,1104,经其他加工的谷物（例如，去壳、滚压、制片、制成粒状、切片或粗磨），但品目1006的稻谷、大米除外；谷物胚芽，整粒、滚压、制片或磨碎的,8,457035128,305992519,763027647
11 ,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,1105,马铃薯的细粉、粗粉、粉末、粉片、颗粒及团粒,2,84358314,2769323,87127637
11 ,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,1106,用品目0713的干豆或0714的西谷茎髓及植物根茎、块茎制成的细粉、粗粉及粉末；用第八章产品制成的细粉、粗粉及粉末,3,44498818,115210718,159709536
11 ,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,1107,麦芽，不论是否焙制,2,45255782,1160434757,1205690539
11 ,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,1108,淀粉；菊粉,6,11107125266,1177817261,12284942527
11 ,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,1109,面筋，不论是否干制,1,9755955,1899308729,1909064684
12 ,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1201,大豆，不论是否破碎,6,3.04466E+11,604912486,3.0507E+11
12 ,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1202,未焙炒或未烹煮的花生，不论是否去壳或破碎,3,3614187248,763016184,4377203432
12 ,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1203,干椰子肉,1,2005,0,2005
12 ,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1204,亚麻子，不论是否破碎,1,1996060236,6501802,2002562038
12 ,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1205,油菜子，不论是否破碎,4,4662394509,6872223,4669266732
12 ,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1206,葵花子，不论是否破碎,2,534148668,3104405309,3638553977
12 ,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1207,其他含油子仁及果实，不论是否破碎,20,9771700589,1192705147,10964405736
12 ,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1208,含油子仁或果实的细粉及粗粉，但芥子粉除外,2,106083,296054288,296160371
12 ,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1209,种植用的种子、果实及孢子,11,2778474170,624722877,3403197047
12 ,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1210,鲜或干的啤酒花，不论是否研磨或制成团粒；蛇麻腺,2,256485829,2042959,258528788
12 ,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1211,主要用作香料、药料、杀虫、杀菌或类似用途的植物或这些植物的某部分（包括子仁及果实），鲜、冷、冻或干的，不论是否切割、压碎或研磨成粉,41,1316939402,4692849968,6009789370
12 ,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1212,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人使用的其他品目未列名的果核、果仁及植物产品（包括未焙制的菊苣根）,26,4077944870,3263541749,7341486619
12 ,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1213,未经处理的谷类植物的茎、秆及谷壳，不论是否切碎、碾磨、挤压或制成团粒,1,46244738,24860750,71105488
12 ,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1214,芜菁甘蓝、饲料甜菜、饲料用根、干草、紫苜蓿、三叶草、驴喜豆、羽衣甘蓝、羽扇豆、巢菜及类似饲料，不论是否制成团粒,2,4406452525,7282894,4413735419
13 ,第13章  虫胶；树胶、树脂及其他植物液、汁,1301,虫胶；天然树胶、树脂、树胶脂及油树脂（例如，香树脂）,6,281492451,69194273,350686724
13 ,第13章  虫胶；树胶、树脂及其他植物液、汁,1302,植物液汁及浸膏；果胶、果胶酸盐及果胶酸脂；从植物产品制得的琼脂、其他胶液及增稠剂，不论是否改性,16,2377824439,13418200924,15796025363
14 ,第14章  编结用植物材料；其他植物产品,1401,主要作编结用的植物材料（例如，竹子、藤、芦苇、灯芯草、柳条、酒椰叶，已净、漂白或染色的谷类植物的茎秆，椴树皮）,7,105657457,553016110,658673567
14 ,第14章  编结用植物材料；其他植物产品,1404,其他编码未列名的植物产品,3,953377542,721171491,1674549033
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1501,猪脂肪（包括已炼制的猪油）及家禽脂肪，但品目0209及1503的货品除外,3,1023,6461581,6462604
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1502,牛、羊脂肪，但品目1503的货品除外,2,441760446,9762639,451523085
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1503,猪油硬脂、液体猪油、油硬脂、食用或非食用脂油，未经乳化、混合或其他方法制作,1,0,0,0
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1504,鱼或海生哺乳动物的油、脂及其分离品，不论是否精制、但未经化学改性,3,1759519364,1125671736,2885191100
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1505,羊毛脂及从羊毛脂制得的脂肪物质（包括纯净的羊毛脂）,1,432463,361339339,361771802
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1506,其他动物油、脂及其分离品，不论是否精制，但未经化学改性,1,76253417,9140981,85394398
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1507,豆油及其分离品，不论是否精制，但未经化学改性,2,2044169761,852534452,2896704213
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1508,花生油及其分离品，不论是否精制，但未经化学改性,2,1712504298,132394980,1844899278
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1509,油橄榄油及其分离品，不论是否精制，但未经化学改性,4,958818049,12535266,971353315
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1510,其他橄榄油及其分离品，不论是否精制，但未经化学改性，包括掺有品目15.09的油或分离品的混合物,2,39274282,272836,39547118
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1511,棕榈油及其分离品，不论是否精制，但未经化学改性,4,23805988377,106751678,23912740055
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1512,葵花油、红花油、棉子油及其分离品，不论是否精制，但未经化学改性,4,2699105749,138349027,2837454776
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1513,椰子油、棕榈仁油或巴巴苏棕榈果油及其分离品，不论是否精制，但未经化学改性,4,6025626974,758150,6026385124
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1514,菜子油或芥子油及其分离品，不论是否精制，但未经化学改性,5,7458041470,34204087,7492245557
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1515,其他固定植物或微生物油、脂（包括希蒙得木油）及其分离品，不论是否精制，但未经化学改性,12,3746047244,1070923376,4816970620
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1516,动、植物或微生物油、脂及其分离品，全部或部分氢化、相互酯化、再酯化或反油酸化，不论是否精制，但未经进一步加工,3,3951208232,2250118660,6201326892
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1517,人造黄油；本章各种动、植物或微生物油、脂及其分离品混合制成的食用油、脂或制品，但品目1516的食用油、脂及其分离品除外,3,7177496885,185762971,7363259856
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1518,动、植物或微生物油、脂及其分离品，经过熟炼、氧化、脱水、硫化、吹制或在真空、惰性气体中加热聚合及用其他化学方法改性的，但品目15.16的产品除外；本章各种油、脂及其分离品混合制成的其他品目未列名的非食用油、脂或制品,1,283704259,12335593922,12619298181
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1520,粗甘油；甘油水及甘油碱液,1,5135269316,37371,5135306687
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1521,植物蜡（甘油三酸酯除外）、蜂蜡、其他虫蜡及鲸蜡，不论是否精炼或着色,3,136340782,286552607,422893389
15 ,第15章  动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1522,油鞣回收脂；加工处理油脂物质及动、植物蜡所剩的残渣,1,0,5052650,5052650
16 ,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,1601,肉、食用杂碎、动物血或昆虫制成的香肠及类似产品；用香肠制成的食品,3,22394110,488123105,510517215
16 ,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,1602,其他方法制作或保藏的肉、食用杂碎或动物血或昆虫,18,15718719,8936331481,8952050200
16 ,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,1603,肉、鱼、甲壳动物、软体动物或其他水生无脊椎动物的精及汁,1,5574308,118579482,124153790
16 ,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,1604,制作或保藏的鱼；鲟鱼子酱及鱼卵制的鲟鱼子酱代用品,19,561737610,23190361071,23752098681
16 ,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,1605,制作或保藏的甲壳动物、软体动物及其他水生无脊椎动物,21,1023366416,26094607029,27117973445
17 ,第17章  糖及糖食,1701,固体甘蔗糖、甜菜糖及化学纯蔗糖,7,11232623658,543198550,11775822208
17 ,第17章  糖及糖食,1702,其他固体糖，包括化学纯乳糖、麦芽糖、葡萄糖及果糖；未加香料或着色剂的糖浆；人造蜜，不论是否掺有天然蜂蜜；焦糖,10,3902524693,5245307321,9147832014
17 ,第17章  糖及糖食,1703,制糖后所剩的糖蜜,2,0,552507,552507
17 ,第17章  糖及糖食,1704,不含可可的糖食（包括白巧克力）,2,1556930537,6708329776,8265260313
18 ,第18章  可可及可可制品,1801,整颗或破碎的可可豆，生的或焙炒的,1,84490836,266560,84757396
18 ,第18章  可可及可可制品,1802,可可荚、壳、皮及废料,1,8171009,0,8171009
18 ,第18章  可可及可可制品,1803,可可膏，不论是否脱脂,2,484771777,21516850,506288627
18 ,第18章  可可及可可制品,1804,可可脂、可可油,1,394254950,31830246,426085196
18 ,第18章  可可及可可制品,1805,未加糖或其他甜物质的可可粉,1,741840840,80368742,822209582
18 ,第18章  可可及可可制品,1806,巧克力及其他含可可的食品,5,2286514075,1868076940,4154591015
19 ,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,1901,麦精；细粉、粗粒、粗粉、淀粉或麦精制的其他品目未列名的食品，不含可可或按重量计全脱脂可可含量低于40%；品目0401至0404所列货品制的其他品目未列名的食品，不含可可或按重量计全脱脂可可含量低于5%,4,25225645566,1372033921,26597679487
19 ,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,1902,面食，不论是否煮熟、包馅（肉馅或其他馅）或其他方法制作，例如，通心粉、面条、汤团、馄饨、饺子、奶油面卷；古斯古斯面食，不论是否制作,8,1658530130,5886013548,7544543678
19 ,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,1903,珍粉及淀粉制成的珍粉代用品，片、粒、珠、粉或类似形状的,1,61114498,93639669,154754167
19 ,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,1904,谷物或谷物产品经膨化或烘炒制成的食品（例如，玉米片）；其他品目未列名的预煮或经其他方法制作的谷粒（玉米除外）、谷物片或经其他加工的谷粒（细粉、粗粒及粗粉除外）,4,1143437215,1491234630,2634671845
19 ,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,1905,面包、糕点、饼干及其他焙烘糕饼，不论是否含可可；圣餐饼、装药空囊、封缄、糯米纸及类似制品,6,5017545496,3060266429,8077811925
20 ,第20章  蔬菜、水果、坚果或植物其他部分的制品,2001,蔬菜、水果、坚果及植物的其他食用部分，用醋或醋酸制作或保藏的,3,96216708,803524111,899740819
20 ,第20章  蔬菜、水果、坚果或植物其他部分的制品,2002,番茄，用醋或醋酸以外的其他方法制作或保藏的,5,37500214,4046966595,4084466809
20 ,第20章  蔬菜、水果、坚果或植物其他部分的制品,2003,蘑菇及块菌，用醋或醋酸以外的其他方法制作或保藏的,5,23084893,9344548206,9367633099
20 ,第20章  蔬菜、水果、坚果或植物其他部分的制品,2004,其他冷冻蔬菜，用醋或醋酸以外的其他方法制作或保藏的，品目2006的货物除外,2,230909877,2399527787,2630437664
20 ,第20章  蔬菜、水果、坚果或植物其他部分的制品,2005,其他未冷冻蔬菜，用醋或醋酸以外的其他方法制作或保藏的，品目2006的货物除外,22,174967495,11697756691,11872724186
20 ,第20章  蔬菜、水果、坚果或植物其他部分的制品,2006,糖渍蔬菜、水果、坚果、果皮及植物的其他部分（沥干、糖渍或裹糖的）,3,606045099,1527499142,2133544241
20 ,第20章  蔬菜、水果、坚果或植物其他部分的制品,2007,烹煮的果酱、果冻、柑桔酱、果泥及果膏，不论是否加糖或其他甜物质,4,381406570,482483275,863889845
