hs2_code,hs2_name,hs4_code,hs4_name,hs8_count,i,e,ie
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2809,五氧化二磷；磷酸；多磷酸，不论是否已有化学定义,4,292033287,5078616494,5370649781
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2810,硼的氧化物；硼酸,2,1273231364,57434988,1330666352
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2811,其他无机酸及非金属无机氧化物,9,3143763650,8661610082,11805373732
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2812,非金属卤化物及卤氧化物,12,514819095,1103678797,1618497892
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2813,非金属硫化物；商品三硫化二磷,2,3720979,257663808,261384787
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2814,氨及氨水,2,1361593664,540699753,1902293417
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2815,氢氧化钠（烧碱）；氢氧化钾（苛性钾）；过氧化钠及过氧化钾,4,95195428,8317635059,8412830487
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2816,氢氧化及过氧化镁；锶或钡的氧化物、氢氧化物及过氧化物,2,103744214,239112154,342856368
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2817,氧化锌及过氧化锌,2,105532424,315030001,420562425
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2818,人造刚玉，不论是否已有化学定义；氧化铝；氢氧化铝,4,5325058726,10497111211,15822169937
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2819,铬的氧化物及氢氧化物,2,49650573,349131925,398782498
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2820,锰的氧化物,2,70606226,775394099,846000325
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2821,铁的氧化物及氢氧化物；土色料，按重量计三氧化二铁含量≥70%,2,490193913,2470023192,2960217105
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2822,钴的氧化物及氢氧化物；商品氧化钴,2,37667613,1534510597,1572178210
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2823,钛的氧化物,1,205730666,845444810,1051175476
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2824,铅的氧化物；铅丹及铅橙,3,2870198,13322144,16192342
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2825,肼（联氨）、胲（羟胺）及其无机盐；其他无机碱；其他金属氧化物、氢氧化物及过氧化物,22,2001460115,30597441359,32598901474
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2826,氟化物；氟硅酸盐、氟铝酸盐及其他氟络盐,10,1020769455,3931942514,4952711969
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2827,氯化物、氯氧化物及氢氧基氯化物；溴化物及溴氧化物；碘化物及碘氧化物,16,1468966503,4235760008,5704726511
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2828,次氯酸盐；商品次氯酸钙；亚氯酸盐；次溴酸盐,2,108815633,969616366,1078431999
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2829,氯酸盐及高氯酸盐；溴酸盐及过溴酸盐；碘酸盐及高碘酸盐,4,38449095,352807390,391256485
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2830,硫化物；多硫化物，不论是否已有化学定义,5,150300072,1036686342,1186986414
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2831,连二亚硫酸盐及次硫酸盐,3,40714945,826317023,867031968
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2832,亚硫酸盐；硫代硫酸盐,3,17234267,1279091347,1296325614
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2833,硫酸盐；矾；过硫酸盐,14,3593497572,7120565771,10714063343
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2834,亚硝酸盐；硝酸盐,5,83398338,1234570316,1317968654
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2835,次磷酸盐、亚磷酸盐及磷酸盐；多磷酸盐，不论是否已有化学定义,14,475546968,10299672833,10775219801
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2836,碳酸盐；过碳酸盐；含氨基甲酸铵的商品碳酸铵,12,34443516743,10585935286,45029452029
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2837,氰化物、氧氰化物及氰络合物,5,99259812,1658491655,1757751467
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2839,硅酸盐；商品碱金属硅酸盐,4,127960126,1095150741,1223110867
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2840,硼酸盐及过硼酸盐,4,2149922572,191152240,2341074812
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2841,金属酸盐及过金属酸盐,13,2509061496,2330166488,4839227984
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2842,其他无机酸盐及过氧酸盐（包括不论是否已有化学定义的硅铝酸盐），但叠氮化物除外,9,24117672529,23269538291,47387210820
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2843,胶态贵金属；贵金属的无机或有机化合物，不论是否已有化学定义；贵金属汞齐,5,2547535297,355724296,2903259593
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2844,放射性化学元素及放射性同位素（包括可裂变或可转换的化学元素及同位素）及其化合物；含上述产品的混合物及残渣,11,9327874939,470696153,9798571092
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2845,品目28.44以外的同位素；这些同位素的无机或有机化合物，不论是否已有化学定义,5,1037039758,532081794,1569121552
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2846,稀土金属、钇、钪及其混合物的无机或有机化合物,43,4328474300,3342970009,7671444309
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2847,过氧化氢，不论是否用尿素固化,1,158646152,117020102,275666254
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2849,碳化物，不论是否已有化学定义,5,123832433,4820982471,4944814904
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2850,氢化物、氮化物、叠氮化物、硅化物及硼化物，不论是否已有化学定义，但可归入品目2849的碳化物除外,4,593512411,749167132,1342679543
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2852,汞的无机或有机化合物，不论是否已有化学定义，汞齐除外,2,188616,0,188616
28 ,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2853,磷化物，不论是否已有化学定义，但磷铁除外；其他无机化合物（包括蒸馏水、导电水及类似的纯净水）；液态空气（不论是否除去稀有气体）；压缩空气；汞齐，但贵金属汞齐除外,6,1246370666,13491914276,14738284942
29 ,第29章  有机化学品,2901,无环烃,11,34359355837,3293585937,37652941774
29 ,第29章  有机化学品,2902,环烃,19,87741177025,12042297258,99783474283
29 ,第29章  有机化学品,2903,烃的卤化衍生物,52,7211229440,16073020003,23284249443
29 ,第29章  有机化学品,2904,烃的磺化、硝化或亚硝化衍生物，不论是否卤化,14,332585302,1940114805,2272700107
29 ,第29章  有机化学品,2905,无环醇及其卤化、磺化、硝化或亚硝化衍生物,30,58885058520,12660263554,71545322074
29 ,第29章  有机化学品,2906,环醇及其卤化、磺化、硝化或亚硝化衍生物,9,1507062154,3927517560,5434579714
29 ,第29章  有机化学品,2907,酚；酚醇,18,8133368967,2717446308,10850815275
29 ,第29章  有机化学品,2908,酚及酚醇的卤化、磺化、硝化或亚硝化衍生物,7,2604982670,496356510,3101339180
29 ,第29章  有机化学品,2909,醚、醚醇、醚酚、醚醇酚、过氧化醇、过氧化醚、缩醛及半缩醛过氧化物、过氧化酮(不论是否已有化学定义）及其卤化、磺化、硝化或亚硝化衍生物,15,6002014930,15922514182,21924529112
29 ,第29章  有机化学品,2910,三节环环氧化物、环氧醇、环氧酚、环氧醚及其卤化、磺化、硝化或亚硝化衍生物,6,2861602150,2194150184,5055752334
29 ,第29章  有机化学品,2911,缩醛及半缩醛，不论是否含有其他含氧基，及其卤化、磺化、硝化或亚硝化衍生物,1,30030036,71555665,101585701
29 ,第29章  有机化学品,2912,醛，不论是否含有其他含氧基；环聚醛；多聚甲醛,12,926598453,4016245232,4942843685
29 ,第29章  有机化学品,2913,品目2912产品的卤化、磺化、硝化或亚硝化衍生物,1,36436003,262245506,298681509
29 ,第29章  有机化学品,2914,酮及醌，不论是否含有其他含氧基，及其卤化、磺化、硝化或亚硝化衍生物,21,3659482050,10358757003,14018239053
29 ,第29章  有机化学品,2915,饱和无环一元羧酸及其酸酐、酰卤化物、过氧化物和过氧酸以及它们的卤化、磺化、硝化或亚硝化衍生物,21,7129045552,17474468058,24603513610
29 ,第29章  有机化学品,2916,不饱和无环一元羧酸、环一元羧酸及其酸酐、酰卤化物、过氧化物和过氧酸以及它们的卤化、磺化、硝化或亚硝化衍生物,20,2784721452,16942860037,19727581489
29 ,第29章  有机化学品,2917,多元羧酸及其酸酐、酰卤化物、过氧化物和过氧酸以及它们的卤化、磺化、硝化或亚硝化衍生物,21,3299749336,28839373436,32139122772
29 ,第29章  有机化学品,2918,含附加含氧基的羧酸及其酸酐、酰卤化物、过氧化物和过氧酸以及它们的卤化、磺化、硝化或亚硝化衍生物,18,1564666478,27145282288,28709948766
29 ,第29章  有机化学品,2919,磷酸脂及其盐，包括乳磷酸盐，以及它们的卤化、磺化、硝化或亚硝化衍生物,2,197794178,3648003302,3845797480
29 ,第29章  有机化学品,2920,其他非金属无机酸酯（不包括卤化氢的酯）及其盐以及它们的卤化、磺化、硝化或亚硝化衍生物,10,998703032,3511570574,4510273606
29 ,第29章  有机化学品,2921,氨基化合物,32,4095438313,17371660248,21467098561
29 ,第29章  有机化学品,2922,含氧基氨基化合物,37,2588934878,33432247308,36021182186
29 ,第29章  有机化学品,2923,季铵盐及季铵碱；卵磷脂及其他磷氨基类脂,5,613017073,3835047285,4448064358
29 ,第29章  有机化学品,2924,羧基酰胺基化合物；碳酸酰胺基化合物,12,3247362932,18172889239,21420252171
29 ,第29章  有机化学品,2925,羧基酰亚胺化合物（包括糖精及其盐）及亚胺基化合物,5,1501058751,4127344810,5628403561
29 ,第29章  有机化学品,2926,腈基化合物,7,6262473400,9033323535,15295796935
29 ,第29章  有机化学品,2927,重氮化合物、偶氮化合物及氧化偶氮化合物,1,158568084,1406959077,1565527161
29 ,第29章  有机化学品,2928,肼（联氨）及胲（羟胺）的有机衍生物,1,701668059,1732274911,2433942970
29 ,第29章  有机化学品,2929,其他含氮基化合物,10,1986093185,8929933818,10916027003
29 ,第29章  有机化学品,2930,有机硫化合物,10,4255258115,18286848129,22542106244
29 ,第29章  有机化学品,2931,其他有机?无机化合物,18,2431998671,36293675642,38725674313
29 ,第29章  有机化学品,2932,仅含氧杂原子的杂环化合物,17,1993943862,19936006182,21929950044
29 ,第29章  有机化学品,2933,仅含有氮杂原子的杂环化合物,36,15553768727,91144959281,1.06699E+11
29 ,第29章  有机化学品,2934,核酸及其盐，不论是否已有化学定义；其他杂环化合物,13,3130717528,24636646361,27767363889
29 ,第29章  有机化学品,2935,磺（酰）胺,6,2051632398,4585876334,6637508732
29 ,第29章  有机化学品,2936,天然或合成再制的维生素原和维生素（包括天然浓缩物）及其主要用作维生素的衍生物，上述产品的混合物，不论是否溶于溶剂,11,1071481203,17290467706,18361948909
29 ,第29章  有机化学品,2937,天然或合成再制的激素、前列腺素、血栓烷、白细胞三烯及其衍生物和结构类似物，包括主要用作激素的改性链多肽,13,9223845429,5746205945,14970051374
29 ,第29章  有机化学品,2938,天然或合成再制的苷（配糖物）及其盐、醚、酯和其他衍生物,3,418774660,4664371991,5083146651
29 ,第29章  有机化学品,2939,天然或合成再制的生物碱及其盐、醚、酯和其他衍生物,22,297748863,2024950446,2322699309
29 ,第29章  有机化学品,2940,化学纯糖，但蔗糖、乳糖、麦芽糖、葡萄糖及果糖除外；糖醚、糖缩醛、糖酯及其盐，但不包括品目2937、2938及2939的产品,2,112683489,1154828768,1267512257
29 ,第29章  有机化学品,2941,抗菌素,31,2199907375,21631891001,23831798376
29 ,第29章  有机化学品,2942,其他有机化合物,1,233310468,238136351,471446819
30 ,第30章  药品,3001,已干燥的器官疗法用腺体及其他器官，不论是否制成粉末；器官疗法用腺体、其他器官及其分泌物的提取物；肝素及其盐；其他供治疗或预防疾病用的其他品目未列名的人体或动物制品,3,1398921820,9423003798,10821925618
30 ,第30章  药品,3002,人血；治病、防病或诊断用的动物血制品；抗血清、其他血份及免疫制品，不论是否修饰或通过生物工艺加工制得；疫苗、毒素、培养微生物(不包括酵母）及类似产品；细胞培养物，不论是否修饰,14,78962995616,11506622699,90469618315
30 ,第30章  药品,3003,两种或两种以上成分混合而成的治病或防病药品（不包括品目3002、3005或3006的货品），未配定剂量或制成零售包装,24,2066488419,5591377717,7657866136
30 ,第30章  药品,3004,由混合或非混合产品构成的治病或防病用药品（不包括品目3002、3005或3006的货品），已配定剂量（包括制成皮肤摄入形式的）或制成零售包装,35,1.11034E+11,29146371437,1.40181E+11
30 ,第30章  药品,3005,软填料、纱布、绷带及类似物品（例如，敷料、橡皮膏、泥罨剂），经过药物浸涂或制成零售包装供医疗、外科、牙科或兽医用,4,1582588000,11518810025,13101398025
30 ,第30章  药品,3006,本章注释4 所规定的医药用品,10,6043579834,4571825841,10615405675
31 ,第31章  肥料,3101,动物或植物肥料，不论是否相互混合或经化学处理；动物产品经混合或化学处理制成的肥料,3,37954594,241042782,278997376
31 ,第31章  肥料,3102,矿物氮肥及化学氮肥,10,117466118,22286159729,22403625847
31 ,第31章  肥料,3103,矿物磷肥及化学磷肥,4,2018461,2557837454,2559855915
31 ,第31章  肥料,3104,矿物钾肥及化学钾肥,5,21388221032,536635360,21924856392
31 ,第31章  肥料,3105,含氮、磷、钾中二种或三种肥效元素的矿物肥料或化学肥料；其他肥料；制成片或类似形状或每包毛重不超过10千克的本章各项货品,9,3443950862,27968461151,31412412013
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3201,植物鞣料浸膏；鞣酸及其盐、醚、酯和其他衍生物,4,180272419,9993031,190265450
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3202,有机合成鞣料；无机鞣料；鞣料制剂，不论是否含有天然鞣料；预鞣用酶制剂,2,590401219,158928924,749330143
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3203,动植物质着色料（包括染料浸膏，但动物炭黑除外），不论是否已有化学定义；本章注释3所述的以动植物质着色料为基本成分的制品,3,162106767,1491305455,1653412222
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3204,有机合成着色料，不论是否已有化学定义；本章注释3所述的以有机合成着色料为基本成分的制品；用作荧光增白剂或发光体的有机合成产品，不论是否已有化学定义,16,6090165986,15013176014,21103342000
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3205,色淀；本章注释3所述的以色淀为基本成分的制品,1,61203840,11224872,72428712
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3206,其他着色料；本章注释3所述的制品，但品目3203、3204及3205的货品除外；用作发光体的无机产品，不论是否已有化学定义,11,4407995970,22901092453,27309088423
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3207,陶瓷、搪瓷及玻璃工业用的调制颜料、遮光剂、着色剂、珐琅和釉料、釉底料（泥釉）、光瓷釉以及类似产品；搪瓷玻璃料及其他玻璃，呈粉、粒或粉片状,4,981440095,3285864448,4267304543
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3208,以合成聚合物或化学改性天然聚合物为基本成分的油漆及清漆（包括瓷漆及大漆），分散于或溶于非水介质的；本章注释4所述的溶液,5,5530834099,3106509563,8637343662
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3209,以合成聚合物或化学改性天然聚合物为基本成分的油漆及清漆（包括瓷漆及大漆），分散于或溶于水介质的,4,1425768836,719846957,2145615793
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3210,其他油漆及清漆（包括瓷漆、大漆及水浆涂料）；加工皮革用的水性颜料,1,487880323,101154129,589034452
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3211,配制的催干剂,1,130441200,103291698,233732898
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3212,制造油漆（含瓷漆）用的颜料（包括金属粉末或金属料片），分散于非水介质中呈液状、浆状的；压印箔；零售形状及零售包装的染料或其他着色料,2,889917707,413034905,1302952612
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3213,艺术家、学生和广告美工用的颜料、调色料、文娱颜料及类似品，片状、管装、罐装、瓶装、扁盒装以及类似形状或包装,2,76976187,2040342839,2117319026
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3214,安装玻璃用油灰、接缝用油灰、树脂胶泥、嵌缝胶济其他类似胶粘剂；漆工用填料；非耐火涂面制剂，涂门面、内墙、地板、天花板等用,3,2998773638,2519759503,5518533141
32 ,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3215,印刷油墨、书写或绘图墨水及其他墨类，不论是否固体或浓缩,5,2494316028,2332600721,4826916749
33 ,第33章  精油及香膏；芳香料制品及化妆盥洗品,3301,精油（无萜或含萜），包括浸膏及净油；香膏；提取的油树脂；用花香吸取法或浸渍法制成的含浓缩精油的脂肪、固定油、蜡及类似品；精油脱萜时所得的萜烯副产品；精油水馏液及水溶液,19,1364666358,1681966996,3046633354
33 ,第33章  精油及香膏；芳香料制品及化妆盥洗品,3302,工业原料用的混合香料以及以一种或多种香料为基本成分的混合物（包括酒精溶液）；生产饮料用的以香料为基本成分的其他制品,3,2882720926,2145742807,5028463733
33 ,第33章  精油及香膏；芳香料制品及化妆盥洗品,3303,香水及花露水,1,5717033379,1200006778,6917040157
33 ,第33章  精油及香膏；芳香料制品及化妆盥洗品,3304,美容品或化妆品及护肤品（药品除外），包括防晒油或晒黑油；指（趾）甲化妆品,5,89279339683,13759346487,1.03039E+11
33 ,第33章  精油及香膏；芳香料制品及化妆盥洗品,3305,护发品,4,4596234176,2294829584,6891063760
33 ,第33章  精油及香膏；芳香料制品及化妆盥洗品,3306,口腔及牙齿清洁剂，包括假牙稳固剂及粉；清洁牙缝用的纱线（牙线），单独零售包装的,5,1255600701,3249725089,4505325790
33 ,第33章  精油及香膏；芳香料制品及化妆盥洗品,3307,剃须用制剂、人体除臭剂、泡澡用制剂、脱毛剂和其他品目未列名的芳香料制品及化妆盥洗品；室内除臭剂，不论是否加香水或消毒剂,6,2203690181,13212193332,15415883513
34 ,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,3401,肥皂；作肥皂用的有机表面活性产品及制品，条状、块状或模制形状的，不论是否含有肥皂；洁肤用的有机表面活性产品及制品，液状或膏状冰制成零售包装的，不论是否含有肥皂；用肥皂或洗涤浸渍、涂面或包覆的纸、絮胎、毡呢及无纺织物,5,9098839530,5101952261,14200791791
34 ,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,3402,有机表面活性剂（肥皂除外）；表面活性剂制品、洗涤剂（包括助洗剂）及清洁剂，不论是否含有肥皂，但品目3401的产品除外,8,8572964042,16546316722,25119280764
34 ,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,3403,润滑剂（包括以润滑剂为基本成分的切削油制剂、螺栓或螺母松开剂、防锈或防腐蚀制剂及脱模剂）及用于纺织材料、皮料、毛皮或其他材料油脂处理的制剂，但不包括以石油或从沥青矿物提取的油料为基本成分（按重量计不低于70%）的制剂,4,9966314197,1867145192,11833459389
34 ,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,3404,人造蜡及调制蜡,2,3048120829,2119900700,5168021529
34 ,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,3405,鞋靴、家具、地板、车身、玻璃或金属用的光洁剂、擦洗膏、去污粉及类似制品（包括经这类制剂浸渍、涂面或包覆的纸、絮胎、毡呢、无纺织物、泡沫塑料或海绵橡胶），但不包括品目3404的蜡,5,3040995239,690534237,3731529476
34 ,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,3406,各种蜡烛及类似品,1,206314898,6909785778,7116100676
34 ,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,3407,塑型用膏，包括供儿童娱乐用的在内；通常为“牙科用蜡”或“牙科造型膏”的制品，成套、零售包装或制成片状、马蹄形、条状及类似形状的；以熟石膏（煅石膏或硫酸钙）为基本成分的牙科用其他制品,3,248794536,2143291554,2392086090
35 ,第35章  蛋白类物质；改性淀粉；胶；酶,3501,酪蛋白、酪蛋白酸盐及其他酪蛋白衍生物；酪蛋白胶,2,2166987833,29809109,2196796942
35 ,第35章  蛋白类物质；改性淀粉；胶；酶,3502,白蛋白（包括按重量计干质成分的乳清蛋白含量超过80%的两种或两种以上的乳清蛋白浓缩物）、白蛋白盐及其他白蛋白衍生物,4,2341286853,53127539,2394414392
35 ,第35章  蛋白类物质；改性淀粉；胶；酶,3503,明胶（包括长方形、正方形明胶薄片，不论是否表面加工或着色）及其衍生物；鱼胶；其他动物胶，但不包括品目3501的酪蛋白胶,2,165834451,1585192290,1751026741
35 ,第35章  蛋白类物质；改性淀粉；胶；酶,3504,蛋白胨及其衍生物；其他品目未列名的蛋白质及其衍生物；皮粉，不论是否加入铬矾,2,780194725,4557029106,5337223831
35 ,第35章  蛋白类物质；改性淀粉；胶；酶,3505,糊精及其他改性淀粉（例如，预凝化淀粉或酯化淀粉）；淀粉、糊精或其他改性淀粉为基本成分的胶,2,2863453798,921401411,3784855209
35 ,第35章  蛋白类物质；改性淀粉；胶；酶,3506,其他品目未列名的调制胶及其他调制粘合剂；适于作胶或粘合剂用的产品，零售包装每件净重≤1kg,5,12785175673,14347749512,27132925185
35 ,第35章  蛋白类物质；改性淀粉；胶；酶,3507,酶；其他品目未列名的酶制品,4,2078309373,2766763131,4845072504
36 ,第36章  炸药；烟火制品；引火合金；易燃材料制品,3601,发射药,1,59721602,66471984,126193586
36 ,第36章  炸药；烟火制品；引火合金；易燃材料制品,3602,配制炸药， 但发射药除外,2,34116,46936019,46970135
36 ,第36章  炸药；烟火制品；引火合金；易燃材料制品,3603,安全导火索；导爆索；火帽或雷管；引爆器；电雷管,6,431148968,136090371,567239339
36 ,第36章  炸药；烟火制品；引火合金；易燃材料制品,3604,烟花、爆竹、信号弹、降雨火箭、浓雾信号弹及其他烟火制品,2,11247751,6041924098,6053171849
36 ,第36章  炸药；烟火制品；引火合金；易燃材料制品,3605,火柴， 但品目3604的烟火制品除外,1,91776,37108720,37200496
36 ,第36章  炸药；烟火制品；引火合金；易燃材料制品,3606,各种形状的铈铁及其他引火合金；本章注释2所述的易燃材料制品,4,32045702,123583269,155628971
37 ,第37章  照相及电影用品,3701,未曝光的摄影感光硬片及平面软片，用纸、纸板及纺织物以外任何材料制成；未曝光的一次成像感光平面软片，不论是否分装,11,2311247012,4768836901,7080083913
37 ,第37章  照相及电影用品,3702,成卷的未曝光摄影感光卷片，用纸、纸板及纺织物以外任何材料制成；成卷的未曝光一次成像感光胶片,31,3184480934,745490916,3929971850
37 ,第37章  照相及电影用品,3703,未曝光的摄影感光纸、纸板及纺织物,6,62073262,321848393,383921655
37 ,第37章  照相及电影用品,3704,已曝光未冲洗的摄影硬片、软片、纸、纸板及纺织物,2,97578,1266919,1364497
37 ,第37章  照相及电影用品,3705,已曝光已冲洗的摄影硬片及软片，但电影胶片除外,4,223246689,3335136,226581825
37 ,第37章  照相及电影用品,3706,已曝光已冲洗的电影胶片，不论是否配有声道或仅有声道,4,817948,0,817948
37 ,第37章  照相及电影用品,3707,摄影用化学制剂（不包括上光漆、胶水、粘合剂及类似制剂）；摄影用未混合产品，定量包装或零售包装可立即使用的,4,11784606600,1357891335,13142497935
38 ,第38章  杂项化学产品,3801,人造石墨；胶态或半胶态石墨；以石墨或其他碳为基本成分的糊状、块状、板状制品或半制品,5,2054241597,9357366778,11411608375
38 ,第38章  杂项化学产品,3802,活性碳；活性天然矿产品；动物炭黑，包括废动物炭黑,3,1103649403,3527422258,4631071661
38 ,第38章  杂项化学产品,3803,妥尔油，不论是否精炼,1,67143678,1396949,68540627
38 ,第38章  杂项化学产品,3804,木桨残余碱液，不论是否浓缩、脱糖或经化学处理的，包括木素磺酸盐、但不包括品目3803的妥儿油,1,231736051,232612252,464348303
