FileName,PicDate,Latitude,Longitude,Type,Country,Province,City,Address,Cam
,2008/12/4 19:00,24.87116667,118.5853333,,china,fujian,0,福建省泉州市晋江市池店镇华坤鞋业有限公司,
,2008/12/4 19:01,24.87116667,118.5853333,,china,fujian,0,福建省泉州市晋江市池店镇华坤鞋业有限公司,
,2008/12/4 19:03,24.87116667,118.5853333,,china,fujian,0,福建省泉州市晋江市池店镇华坤鞋业有限公司,
,2008/12/4 20:18,24.73033333,118.6306667,,china,fujian,0,福建省泉州市石狮市湖滨街道八七路,
,2008/12/5 10:24,24.72866667,118.6308333,,china,fujian,0,福建省泉州市石狮市湖滨街道琼林南路49号富丽宝豪庭,
,2008/12/5 10:26,24.72866667,118.6308333,,china,fujian,0,福建省泉州市石狮市湖滨街道琼林南路49号富丽宝豪庭,
,2008/12/5 10:26,24.72866667,118.6308333,,china,fujian,0,福建省泉州市石狮市湖滨街道琼林南路49号富丽宝豪庭,
,2008/12/6 2:44,24.87116667,118.5853333,,china,fujian,0,福建省泉州市石狮市宝盖镇东西三路,
,2008/12/6 2:44,24.87116667,118.5853333,,china,fujian,0,福建省泉州市石狮市宝盖镇东西三路,
,2008/12/6 2:44,24.757,118.6368333,,china,fujian,0,福建省泉州市石狮市宝盖镇东西三路,
,2008/12/6 2:45,24.87116667,118.5853333,,china,fujian,0,福建省泉州市晋江市池店镇华坤鞋业有限公司,
,2008/12/6 2:45,24.87116667,118.5853333,,china,fujian,0,福建省泉州市晋江市池店镇华坤鞋业有限公司,
,2008/12/7 19:54,24.87116667,118.5853333,,china,fujian,0,福建省泉州市晋江市池店镇华坤鞋业有限公司,
,2008/12/7 19:55,24.87116667,118.5853333,,china,fujian,0,福建省泉州市晋江市池店镇华坤鞋业有限公司,
,2008/12/12 19:22,24.87066667,118.5851667,,china,fujian,0,福建省泉州市晋江市池店镇华坤鞋业有限公司,
,2008/12/14 11:49,24.95483333,118.6011667,,china,fujian,0,福建省泉州市丰泽区清源街道天湖路清源山国家重点风景名胜区,
,2008/12/14 11:49,24.955,118.6016667,,china,fujian,0,福建省泉州市丰泽区清源街道天湖路清源山国家重点风景名胜区,
,2008/12/14 11:52,24.9555,118.6011667,,china,fujian,0,福建省泉州市丰泽区清源街道清源山国家重点风景名胜区,
,2008/12/14 12:04,24.87283333,118.5601667,,china,fujian,0,福建省泉州市晋江市崇顺街84号1栋金盾别墅花苑,
,2008/12/24 19:31,24.8695,118.5845,,china,fujian,0,福建省泉州市晋江市池店镇晋江霞福第一卫生所,
,2008/12/24 19:31,24.8695,118.5845,,china,fujian,0,福建省泉州市晋江市池店镇晋江霞福第一卫生所,
,2008/12/24 19:32,24.758,118.636,,china,fujian,0,福建省泉州市石狮市宝盖镇益群路,
,2008/12/24 19:57,24.8695,118.5845,,china,fujian,0,福建省泉州市晋江市池店镇晋江霞福第一卫生所,
,2008/12/24 19:58,24.758,118.636,,china,fujian,0,福建省泉州市石狮市宝盖镇益群路,
,2009/11/1 16:43,24.73983333,118.6543333,,china,fujian,0,福建省泉州市石狮市宝盖镇中共前坑回族村支部委员会,
,2009/11/1 16:44,24.73483333,118.6483333,,china,fujian,0,福建省泉州市石狮市湖滨街道东港路39号濠江丽景,
,2009/11/1 16:44,24.73483333,118.6483333,,china,fujian,0,福建省泉州市石狮市湖滨街道东港路39号濠江丽景,
,2009/11/1 16:44,24.7345,118.6485,,china,fujian,0,福建省泉州市石狮市湖滨街道东港路39号濠江丽景,
