year,CTY_CODE,CTYNAME,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
2014,35,福建,58.5953,38.5071,53.1366,52.6504,52.7483,53.075,54.1457,52.3796,58.5819,52.2575,55.104,58.5343,639.7157,112.706,45.5766,77.4916,93.9629,95.76,94.6427,110.8072,105.1116,92.9808,92.2587,105.5547,107.6787,1134.5315
2015,35,福建,46.6036,38.3463,50.6875,50.5175,48.127,46.8116,47.3782,48.2054,48.8747,46.6533,43.1548,46.5139,561.8738,104.1929,88.8098,61.5947,84.8256,97.3556,99.9743,94.2735,110.5048,107.3921,91.4554,87.1963,99.2281,1126.8031
2016,35,福建,40.484,28.4114,45.9193,44.0306,49.688,40.641,42.2908,48.5038,46.6856,40.0486,48.9345,55.8328,531.4704,99.0529,60.2781,79.9915,85.6954,95.5703,87.9303,91.2396,94.1413,78.5481,83.5264,86.3994,94.4065,1036.7798
2017,35,福建,51.4782,49.789,60.0972,56.944,53.2663,50.9866,49.4751,55.1286,57.6612,50.8,63.8315,61.5761,661.0338,87.2749,54.6799,85.0618,80.143,92.9067,95.0919,92.6487,98.7661,86.112,85.1518,94.2142,97.1155,1049.1665
2018,35,福建,67.485,51.0385,63.1477,56.2497,63.6682,62.0137,64.0596,67.6096,65.5117,55.3183,0,0,616.102,100.934,79.1207,77.3984,98.4429,102.5159,108.3485,102.396,103.1071,98.9217,90.4212,0,0,961.6064
2003,36,江西,1.4528,0.4468,0.7598,1.1105,0.6387,0.5872,0.7464,0.8158,0.9854,0.8051,0.7975,1.0857,10.2317,0.9314,0.636,0.9992,1.1976,1.3224,1.3821,1.5133,1.2598,1.4182,1.233,1.3475,1.8087,15.0492
2004,36,江西,0.905,0.7806,0.8882,1.0707,1.2079,1.7363,1.4927,1.7115,1.9398,0.5902,1.3792,1.6299,15.332,1.1319,0.9268,1.6246,1.5295,1.6063,1.893,1.9079,1.8474,1.7675,1.7063,1.7729,2.2336,19.9477
2005,36,江西,1.5276,1.0592,1.1209,1.9017,1.1186,1.0632,1.2488,1.6532,1.3371,1.2063,1.2437,1.7723,16.2526,1.7557,1.4503,1.8297,2.0141,2.0907,2.1355,2.0887,2.0549,2.2317,1.9538,2.2339,2.5544,24.3934
2006,36,江西,1.396,1.3763,1.4933,1.7113,1.2225,1.9234,2.7836,2.3024,2.4063,1.5913,2.8956,3.3163,24.4183,2.2472,1.7094,2.8901,2.7503,2.7878,3.0006,3.2578,3.7933,3.7134,3.3325,3.6792,4.3684,37.53
2007,36,江西,2.6131,2.352,2.702,3.3045,2.6214,3.0058,4.2705,5.0749,3.6408,3.2523,3.5491,3.6532,40.0396,3.2659,3.2703,3.2323,4.4702,4.4516,4.7887,5.3163,4.8335,5.1039,4.9717,5.3897,5.5907,54.6848
2008,36,江西,4.2107,4.0329,4.3774,5.8692,5.2396,5.7585,5.5749,4.2563,4.7553,5.2542,5.0003,4.5834,58.9127,5.2576,3.7319,4.7152,6.1978,6.4787,6.6106,7.6525,8.4278,7.2686,7.0874,6.7634,7.075,77.2665
2009,36,江西,3.0251,3.2752,3.2742,4.6109,3.2623,6.4842,4.6021,4.9247,6.0775,4.3196,4.6351,5.6121,54.103,5.2242,3.1585,5.6183,5.4878,5.098,4.7513,5.5392,5.5306,6.2569,6.5671,9.5381,10.9149,73.6849
2010,36,江西,6.003,4.5827,6.1527,5.3156,7.326,6.1406,7.4895,7.6951,9.2545,5.7096,8.9488,7.4131,82.0312,6.6779,5.9213,5.7562,9.2114,10.9601,12.7404,11.1405,11.2511,11.5987,11.5826,16.1331,21.1874,134.1607
2011,36,江西,8.7161,5.3515,8.1712,8.8245,6.6034,8.7692,8.1356,8.7214,9.0528,8.7938,8.3528,6.4351,95.9274,10.279,6.5781,16.3274,17.7319,19.0518,19.824,16.9099,16.3814,14.4551,16.4076,35.8822,28.9323,218.7607
2012,36,江西,4.7607,6.8464,6.0776,6.0912,8.84,7.7715,7.9831,7.5178,6.7661,5.876,6.8887,7.5913,83.0104,12.6993,7.9303,16.5458,33.2502,39.5212,28.398,23.0897,14.9295,14.9843,12.881,15.2874,31.6088,251.1255
2013,36,江西,5.8297,6.315,6.0134,6.5656,6.1194,6.3691,7.5509,7.2557,8.0641,6.7927,8.4039,10.4784,85.7579,28.2701,21.375,21.9181,35.7127,30.915,23.5988,22.5417,20.952,21.065,16.4711,17.5104,21.3389,281.6688
2014,36,江西,7.648,7.3771,6.597,11.2046,9.1795,9.9254,8.2464,9.1708,10.7048,8.583,9.0157,9.5199,107.1722,46.5724,16.4079,20.6878,34.9192,34.3557,25.5903,27.1914,29.2776,26.7972,20.5452,18.9917,19.044,320.3804
2015,36,江西,6.9113,5.3004,6.6177,6.992,8.1511,9.1976,7.3148,6.6227,9.6967,8.1799,8.6148,9.3022,92.9012,40.0469,32.2611,18.7328,27.6313,33.7243,30.2038,25.1995,24.2177,20.8594,20.123,33.7786,24.389,331.1674
2016,36,江西,5.7501,6.3066,7.988,7.6849,8.3304,9.211,7.7579,8.6428,10.3591,8.1108,10.1183,12.0401,102.3,21.877,14.3046,20.9501,26.7526,34.894,33.8536,26.3901,29.4139,22.3199,22.4724,21.1535,23.6023,297.984
2017,36,江西,6.9439,8.6273,8.9515,9.7269,9.747,10.8605,8.5184,9.7958,13.1878,8.7055,12.1813,11.2613,118.5072,30.6247,15.2524,29.0137,36.4058,34.873,32.2375,27.27,29.0748,25.027,21.7282,22.2608,21.1149,324.8828
2018,36,江西,11.508,7.9006,11.3898,12.4865,12.1626,12.6879,14.2022,11.7018,16.3083,10.2398,0,0,120.5875,37.9032,28.6398,23.4439,33.2766,40.5177,38.3741,28.6762,20.1948,20.7866,20.9849,0,0,292.7978
2003,37,山东,13.136,11.3955,14.2608,17.0227,14.1093,14.3797,15.8677,13.9689,17.7249,14.2276,16.2206,18.4838,180.7975,16.8351,16.1214,19.5409,22.018,20.9312,21.9142,23.0346,22.3423,23.9936,23.3737,23.802,31.6635,265.5705
2004,37,山东,16.1719,19.9105,22.6372,23.6954,18.7589,22.1349,21.0441,20.4739,22.3319,17.3512,20.8759,22.7513,248.1371,19.9537,18.3525,30.8375,28.4691,28.0305,29.9652,29.9006,32.5304,32.72,32.2775,36.1664,39.2418,358.4452
2005,37,山东,20.2039,16.9615,25.6303,26.8684,22.4502,26.745,26.0425,28.7485,29.3544,25.7028,28.4084,29.014,306.1299,33.867,25.1643,38.309,38.6018,37.5588,39.2707,40.9946,40.0825,39.6194,40.5471,43.747,43.4665,461.2287
2006,37,山东,28.1167,23.4058,31.5151,32.7764,28.1499,31.6104,30.0545,35.6389,34.4795,26.5916,30.6059,33.2101,366.1548,44.0351,28.8349,46.0662,47.6584,44.1948,48.1475,51.1304,53.1735,56.6362,53.0871,56.0957,56.9236,585.9834
2007,37,山东,33.1706,25.3797,37.9175,41.7101,35.4215,39.0962,40.956,44.2735,46.9834,37.5183,44.1692,47.0482,473.6442,51.8989,51.6542,51.2894,56.541,58.498,63.995,63.7808,67.9891,67.6135,67.3707,76.5466,74.0838,751.261
2008,37,山东,51.7018,41.804,53.1264,62.4214,57.4007,56.1671,63.1682,60.5004,68.4278,51.8613,44.925,40.6232,652.1273,67.5769,57.0968,69.737,76.5589,73.7157,79.1619,91.9756,89.2109,90.4431,85.1398,81.205,70.1261,931.9477
2009,37,山东,28.69,36.7166,44.0599,50.1211,48.2611,53.2057,58.9413,50.786,64.5143,48.8912,49.8064,61.6331,595.6267,60.5341,42.6946,59.4234,60.8847,59.202,65.7312,70.4665,68.7145,76.0127,75.1493,75.3045,80.7895,794.907
2010,37,山东,60.8991,53.2504,71.828,72.8767,64.4817,70.9593,73.8597,68.4409,80.4258,70.0765,77.569,84.6398,849.3069,72.2182,62.0744,77.0464,79.8503,86.1804,89.3531,91.6743,93.6427,97.1449,93.5887,100.1422,99.3405,1042.2561
2011,37,山东,95.8642,66.1583,100.5456,90.6145,82.4344,80.3038,88.112,102.8059,101.2473,85.7256,104.8735,103.0501,1101.7352,106.4832,62.1487,110.1614,108.6226,107.2611,96.9675,115.8662,114.4041,114.259,104.2522,104.0636,112.6361,1257.1257
2012,37,山东,83.9023,95.6591,103.5687,91.2146,102.0238,95.2285,100.2686,96.198,103.6277,93.9933,97.959,104.7077,1168.3513,102.9734,73.5361,105.7396,103.7194,105.9561,109.2399,109.1941,110.0771,113.2915,120.1582,115.0332,118.2064,1287.125
2013,37,山东,108.17,84.509,110.1828,115.9813,106.3161,95.7908,111.8365,112.3039,119.6592,101.255,122.4847,135.3586,1323.8479,110.0087,75.9432,106.1883,108.7613,111.9833,99.7721,110.52,113.5248,118.1533,126.8078,125.5787,137.7143,1344.9558
2014,37,山东,134.2138,99.4796,112.8774,126.3693,116.6525,115.3593,113.6953,104.4512,115.379,91.4163,90.3823,102.2631,1322.5391,130.5368,68.8278,111.394,123.5569,117.6871,120.5602,130.7779,126.0768,124.0707,126.4793,130.5994,136.5736,1447.1405
2015,37,山东,77.5626,67.9756,81.7915,87.0191,77.2227,81.4766,88.3185,78.1036,83.5946,71.8536,77.9726,94.2275,967.1185,117.9048,99.8657,89.6143,113.7835,123.1962,119.5063,119.0178,117.0024,114.427,125.4828,136.6241,162.8322,1439.2571
2016,37,山东,68.9331,57.7476,82.4858,84.3719,78.8365,82.8346,75.2353,85.5905,88.599,72.3019,92.053,103.5582,972.5474,101.4901,86.5169,102.9654,98.0597,126.47,115.2939,125.5732,131.7756,122.943,110.0406,119.8616,129.9709,1370.9609
2017,37,山东,87.1252,88.7792,114.9235,102.6069,94.5528,92.6656,90.4228,101.6256,111.6437,82.4899,105.4714,102.8282,1175.1348,129.1455,73.9425,117.7281,124.8212,120.7906,125.0473,124.8809,129.2826,120.3677,127.1234,131.9599,145.285,1470.3747
2018,37,山东,115.3022,86.9892,113.4755,105.4937,117.3462,98.1076,105.2301,112.0042,114.6492,114.4926,0,0,1083.0905,128.5654,109.291,118.3193,134.9589,132.7438,129.9124,142.8743,139.0589,149.3865,132.6982,0,0,1317.8087
2003,41,河南,1.2643,0.8158,1.2687,1.5411,1.529,1.3515,1.4821,1.5036,1.7784,1.5361,1.5138,1.7443,17.3287,2.0525,1.8364,2.3359,2.4683,2.5093,2.2675,2.493,2.5679,2.5636,2.4034,2.486,3.809,29.7928
2004,41,河南,1.5718,2.0315,1.6859,2.0429,2.1942,2.0376,2.269,2.0261,1.7829,1.6603,2.6337,2.5132,24.4491,2.6771,2.1549,3.0994,3.2054,3.0711,3.6778,3.3667,3.5164,3.7556,3.8444,4.4773,4.9005,41.7466
2005,41,河南,2.2576,1.4999,2.0306,1.5473,2.0263,2.284,2.1793,2.3709,2.8023,1.8086,2.4912,3.0756,26.3736,3.6134,2.8657,4.7419,4.2862,4.3323,5.1643,4.4887,4.2098,3.9116,4.3343,4.2197,4.7075,50.8754
2006,41,河南,2.0686,2.3633,2.3409,2.6602,2.126,2.7376,2.6945,2.8799,2.9857,2.2655,3.3532,3.1263,31.6017,4.7745,3.8951,5.4843,5.4348,5.3802,6.1029,5.2593,5.8086,6.0586,5.2718,6.4863,6.3877,66.3441
2007,41,河南,3.553,2.938,3.5796,3.9348,3.2968,3.3689,3.9119,3.8222,3.6123,3.288,4.8066,3.9898,44.1019,6.003,6.2067,5.7154,6.6673,6.8289,7.876,6.9777,7.7295,7.3551,6.2804,8.0033,8.123,83.7663
2008,41,河南,5.7735,4.4529,4.1086,5.5889,5.134,7.0194,5.767,6.7374,7.407,5.6174,4.4963,5.5021,67.6045,7.9335,7.0299,8.6324,9.0556,9.5947,8.9835,10.5429,10.8164,10.1269,9.8713,7.413,7.1889,107.189
2009,41,河南,3.5122,5.7583,4.4876,5.8357,4.5564,4.979,4.9577,5.5191,5.361,4.6876,4.6515,7.0044,61.3105,5.8706,4.1621,5.3706,5.5098,5.1548,5.8804,6.9259,6.3896,6.654,6.3243,6.8048,8.4068,73.4537
2010,41,河南,4.7285,3.8961,5.9127,5.0253,5.1683,5.9753,6.9238,6.0639,6.5447,6.6519,8.3981,7.733,73.0216,6.9348,5.6651,7.7901,7.6426,8.8406,9.5217,9.421,9.0652,9.0876,9.2835,10.9277,11.1137,105.2936
2011,41,河南,7.8472,5.9655,10.3924,6.8937,9.0057,8.1739,11.1152,13.0202,15.6854,12.8245,15.5573,17.3456,133.8266,11.1168,6.605,12.0201,12.2982,12.8688,14.4383,16.8605,16.5008,16.4552,23.267,25.579,24.3893,192.399
2012,41,河南,14.9548,14.3598,14.8611,11.6319,14.5946,13.7071,17.0597,18.4467,24.8794,21.6078,31.1215,23.399,220.6234,23.5836,23.0176,23.4314,22.4464,20.7936,19.5313,18.4542,16.567,26.207,25.4208,46.3913,30.9206,296.7648
2013,41,河南,21.5312,10.5477,14.4231,16.1728,17.5696,12.0058,17.4217,19.6547,26.5456,25.7888,30.9992,27.0369,239.6971,34.7055,19.6054,23.7725,22.0741,27.7876,23.4998,26.6298,27.0666,26.36,31.3502,50.6526,46.3713,359.8754
2014,41,河南,21.3105,12.8554,17.6237,17.5459,17.2757,15.7801,16.4866,17.8977,29.6649,29.3213,29.5262,30.7287,256.0167,35.1887,19.026,29.2646,26.791,24.3815,24.61,25.9304,24.7386,39.6078,43.7527,50.6765,49.8637,393.8315
2015,41,河南,25.8994,16.062,20.7382,28.1164,25.7528,24.6288,19.753,20.8617,33.7289,39.363,32.3682,20.0278,307.3002,41.5042,29.8285,30.1244,30.1426,30.9983,27.4841,27.7919,23.9702,44.1424,56.4976,46.0892,42.0424,430.6158
2016,41,河南,23.6036,14.8918,17.2319,17.3325,18.5335,20.695,21.5488,27.9005,33.1902,30.511,30.4926,28.1446,284.076,32.1034,24.7962,28.3842,24.3904,28.1118,26.2622,25.5478,23.6494,49.7921,58.9477,55.3903,50.6796,428.0551
2017,41,河南,25.9782,20.0675,18.133,16.5328,16.8046,16.9375,19.9008,24.7224,26.1473,32.3853,49.4822,38.8997,305.9913,43.5885,26.1067,31.082,31.3654,26.8051,29.3169,26.6707,23.8957,37.408,41.3012,69.0694,83.7,470.3096
2018,41,河南,34.714,11.9072,13.7442,16.2298,19.5303,18.5719,21.0043,30.0606,41.6917,32.7955,0,0,240.2495,46.6148,25.5525,35.9321,34.1841,37.2141,37.5477,34.1278,32.3845,70.3944,70.6482,0,0,424.6002
2003,42,湖北,1.6009,1.3795,2.1673,2.2483,1.9488,1.7171,2.5553,1.9963,2.6532,1.9052,2.0573,2.3101,24.5393,1.9395,1.5211,2.1859,2.171,2.405,2.1398,2.3231,2.204,2.2943,2.0604,2.4873,2.8225,26.5539
2004,42,湖北,1.8794,2.7182,2.5954,2.534,2.8449,3.0072,2.9104,2.8246,3.1934,2.4682,3.5385,3.3219,33.8361,2.2356,1.965,2.4156,2.254,2.4631,2.5209,3.2961,2.9075,2.9998,2.9035,3.7282,4.1326,33.8219
2005,42,湖北,2.9073,2.8003,4.0134,4.3506,3.5198,3.6399,3.6354,4.3255,4.0906,3.5931,4.2107,5.1741,46.2607,3.4429,2.7835,3.7376,3.8909,3.5749,3.8657,4.3134,4.1278,3.2857,3.3129,4.2523,3.6992,44.2868
2006,42,湖北,3.8889,3.6057,5.0764,4.8872,4.8658,5.7082,4.3612,4.3034,5.3403,4.4422,4.4806,4.0558,55.0157,3.9338,2.8017,4.1093,4.8877,4.6661,5.4879,5.9199,6.3505,5.7663,5.6073,6.5689,6.507,62.6064
2007,42,湖北,4.1997,5.2831,4.53,5.7406,4.3664,5.8315,5.8532,6.2811,6.2681,5.3602,6.6758,6.5695,66.9592,5.7068,5.5202,5.3032,6.9514,6.1116,6.0445,8.1033,7.0865,7.1684,7.2724,7.9596,8.7775,82.0054
2008,42,湖北,6.7606,6.6404,8.6721,9.342,7.4663,7.9435,8.1181,6.3042,9.5762,6.8757,6.4178,5.851,89.9679,9.1457,6.8058,8.7617,9.9784,9.7697,9.8278,10.9909,11.8564,11.661,11.3501,8.1739,8.7676,117.089
2009,42,湖北,4.6066,4.9731,6.0039,6.392,5.875,5.8694,6.2481,5.5381,7.305,5.291,6.7654,7.8547,72.7223,7.7426,5.7381,7.6124,7.3622,7.1338,7.7822,8.0969,8.8744,9.5158,8.6968,10.4856,10.7471,99.7879
2010,42,湖北,7.2153,5.9662,9.324,9.4366,10.5278,9.1974,10.6123,8.3508,11.4546,10.3118,11.3275,11.1788,114.9031,11.0472,10.1312,9.108,9.8893,12.9224,13.9062,12.2716,12.5595,12.0534,11.9901,14.1091,14.4298,144.4178
2011,42,湖北,12.9904,8.2429,10.6641,11.631,12.8832,12.1215,13.0288,13.0568,12.7563,11.0943,11.8799,10.174,140.5232,15.0451,9.8354,13.8809,14.8031,16.1971,14.4923,20.9608,18.0433,18.062,16.0484,18.1863,19.7913,195.346
2012,42,湖北,9.168,10.3782,11.7412,8.0902,11.4469,10.2398,11.3577,11.8761,11.7486,9.5974,9.7492,10.2593,125.6526,15.4369,10.8309,14.0631,14.9629,16.1531,18.3864,17.7143,16.2614,18.0824,16.7978,17.2831,18.016,193.9883
2013,42,湖北,10.6933,8.3161,10.447,11.7953,11.4023,10.4482,11.3512,10.8758,12.148,11.1105,13.4992,13.3758,135.4627,16.5581,11.324,13.3812,17.394,17.0013,17.4705,25.7937,25.9009,22.3709,19.1463,21.1312,20.9097,228.3818
2014,42,湖北,13.4658,10.0181,11.304,13.1203,11.8561,13.1575,13.2944,13.9408,13.1794,11.8874,22.1741,16.6263,164.0242,18.4189,9.9074,15.2578,19.6388,19.187,20.3509,21.9222,24.6285,21.93,22.4521,40.7729,31.9643,266.4308
2015,42,湖北,11.3286,8.4341,11.8231,10.7709,10.5225,12.0199,14.3729,12.2987,12.8492,12.9551,22.7475,23.4234,163.5459,20.4657,16.9795,16.2044,20.8241,21.5491,22.1444,25.0055,26.4207,25.8999,25.0242,30.8598,40.7407,292.118
2016,42,湖北,9.7879,9.189,10.2226,10.6989,10.8174,11.1606,11.5621,11.4468,13.4923,11.1921,12.3379,11.5868,133.4944,19.324,14.527,17.666,17.4541,21.0417,20.9594,25.8851,25.6138,24.2059,21.8208,26.6136,25.2819,260.3933
2017,42,湖北,12.3399,12.2202,13.9077,10.37,12.0848,13.725,14.6291,14.8266,13.5698,12.2887,14.5921,13.9559,158.5098,20.3646,14.2818,23.3928,20.1924,22.4811,27.4672,27.7358,31.6313,29.6532,25.8951,30.955,30.812,304.8623
2018,42,湖北,14.614,9.7175,13.3152,14.7769,14.8444,19.2366,18.641,17.1885,19.4233,15.2132,0,0,156.9706,24.8998,20.5961,21.4064,25.0359,27.0795,32.3085,28.2331,29.5454,28.9915,30.4692,0,0,268.5654
2003,43,湖南,1.1052,0.9943,1.262,1.5326,1.0262,1.3349,1.8087,1.2864,1.6942,1.3826,1.0798,1.3583,15.8652,1.5642,1.2303,1.6325,1.8326,1.8176,1.7243,1.82,1.8287,1.8986,1.7968,1.8934,2.4197,21.4587
2004,43,湖南,1.4943,2.3122,2.2925,2.2235,1.766,2.0944,2.1022,1.9488,1.8174,1.4057,1.586,2.3277,23.3707,1.6452,1.6089,2.2882,2.392,2.4384,2.3861,2.8568,2.7175,2.8431,3.0358,3.1543,3.6981,31.0644
2005,43,湖南,1.8351,1.3345,2.1514,2.0453,1.5015,2.2813,2.1612,2.265,1.8355,1.3338,1.4976,2.2886,22.5308,2.6153,2.1943,3.08,3.3644,3.1788,3.6666,3.0228,3.1153,3.221,3.0541,3.3875,3.5714,37.4715
2006,43,湖南,1.6112,1.4458,1.3498,2.1878,1.5601,2.0107,1.6638,2.0861,2.1416,1.5579,2.036,2.9535,22.6043,2.8578,2.7819,3.5092,3.8284,3.8613,4.4815,4.3035,4.8767,4.5104,4.5224,4.8357,6.5496,50.9184
2007,43,湖南,2.2482,2.0861,3.1086,2.7848,2.3122,2.5631,2.2259,3.2081,3.2304,2.2912,2.7844,2.8616,31.7046,4.5872,4.1839,4.5883,6.2185,5.2578,6.7086,5.7846,5.2574,5.1485,5.6653,5.9218,5.8472,65.1691
2008,43,湖南,3.2606,3.4382,4.0993,4.0824,3.8937,3.2266,3.6758,3.0356,3.2175,3.5412,2.7066,3.1655,41.343,6.4455,4.4582,6.0479,7.096,7.403,7.4973,8.3038,8.0395,8.9582,7.3397,6.1267,6.413,84.1288
2009,43,湖南,2.7858,2.8929,3.5811,3.7326,3.8098,3.9032,4.4971,4.0035,5.7362,3.2088,3.7491,4.6743,46.5744,4.2924,3.3976,4.0772,4.2331,4.2477,4.2011,4.7929,4.5221,5.5313,4.6654,5.0358,5.9236,54.9202
2010,43,湖南,4.035,4.0708,4.7661,5.6825,4.4289,5.3633,6.3739,4.9154,7.836,5.454,7.2877,6.7904,67.004,4.8293,4.4634,5.1587,6.1364,6.8789,6.9514,6.5328,6.8293,7.2965,7.6938,8.7313,8.058,79.5598
2011,43,湖南,8.1674,5.5446,6.9754,7.7626,7.7907,8.8286,7.2152,9.1231,7.4148,6.7568,7.0939,7.7266,90.3997,7.6298,4.8955,8.2362,8.2401,7.5487,8.5508,8.1554,8.8008,8.6038,8.0192,9.8086,10.5491,99.038
2012,43,湖南,5.8115,7.2111,8.1714,6.2417,9.5573,6.5572,6.7148,7.8129,6.8686,5.3472,10.5914,12.5803,93.4654,9.3848,5.936,9.3337,8.3717,11.4745,8.8783,8.6864,8.208,9.5043,8.7759,15.2585,22.2105,126.0226
2013,43,湖南,8.1979,6.8428,5.1503,8.2734,10.1666,5.6232,7.4056,9.1383,9.4266,8.3542,11.8469,13.1452,103.571,8.7512,9.5984,8.9365,12.6934,12.2127,9.6086,13.9886,12.1631,13.1834,11.7803,18.1775,17.1055,148.1992
2014,43,湖南,8.0922,5.0405,8.5941,9.4346,9.3954,8.8225,9.9128,10.3612,9.276,7.7834,9.1226,13.1071,108.9424,10.5132,6.1863,12.1094,15.5093,19.385,14.6217,17.2941,16.9083,18.8188,17.7299,23.6614,26.6926,199.43
2015,43,湖南,6.1268,4.866,5.7659,6.6145,6.2383,9.0344,10.2484,7.7582,9.3774,11.8517,11.6227,12.1518,101.6561,17.5129,19.7911,15.106,13.591,13.4367,16.2083,14.9404,15.1299,14.1763,14.9996,18.2285,18.2501,191.3708
2016,43,湖南,5.1477,3.7606,6.2528,6.5188,5.9339,6.093,6.5339,7.6008,7.9352,8.6775,10.1934,10.8617,85.5093,11.3202,6.5024,9.4431,10.0835,10.6549,10.8013,11.8787,15.2903,19.6292,19.2622,20.2481,31.8116,176.9255
2017,43,湖南,6.8197,7.2628,9.5005,9.1654,9.7522,10.8425,9.9376,11.7865,13.1096,10.9109,13.8365,15.7005,128.6247,13.4438,8.7204,14.988,16.616,17.5375,19.3519,19.3001,20.756,24.2814,23.7927,25.11,27.8107,231.7085
2018,43,湖南,12.1262,10.03,12.7755,13.4839,14.1445,12.9169,12.9357,15.6388,14.9247,13.9871,0,0,132.9633,18.9221,15.0281,17.8726,23.6585,24.3281,26.8393,23.837,25.9461,24.513,28.5105,0,0,229.4553
2003,44,广东,100.1654,75.0943,104.2208,107.128,98.8971,101.3599,113.5614,111.1401,130.2291,116.6128,117.2778,131.0545,1306.7412,110.1085,82.5641,112.3602,118.1407,116.636,117.8683,128.1248,129.8159,150.413,150.1964,144.8201,167.435,1528.483
2004,44,广东,99.886,116.8402,137.8453,142.9895,127.8184,138.5206,145.739,138.7737,152.821,142.8504,151.8171,159.6945,1655.5957,103.1804,118.0264,150.4413,152.2639,148.2351,156.0227,158.3518,172.47,176.4399,166.8574,192.3331,221.0885,1915.7105
2005,44,广东,117.1512,110.4034,150.0354,164.2438,143.1527,162.6795,158.5237,165.0732,181.423,170.9623,181.64,192.7732,1898.0614,138.3512,129.619,184.5867,189.8694,177.7941,202.3436,203.4455,207.2018,222.3234,227.6224,229.5255,268.9056,2381.5882
2006,44,广东,149.1902,140.9271,185.0475,185.5951,169.7298,186.4216,190.0727,201.5194,217.6001,198.6218,218.1061,209.6953,2252.5267,189.1651,156.9795,236.4846,242.0049,234.3813,252.9187,251.407,277.9069,291.4117,277.9775,309.9485,298.8785,3019.4642
2007,44,广东,199.0971,161.761,204.2547,214.1703,205.9811,215.4086,229.0917,237.737,246.2505,229.8009,251.6952,255.0627,2650.3108,250.9478,224.6186,272.807,290.7061,290.3408,334.3203,317.2704,330.8845,341.4399,337.5409,357.5467,347.8658,3696.2888
2008,44,广东,215.5213,187.5506,230.2142,245.9702,249.5561,239.3184,271.639,256.0211,266.7491,238.8899,195.0286,196.6926,2793.1511,317.609,233.7058,318.5089,330.9799,341.6606,341.8584,372.3829,373.0418,394.0894,370.1565,339.0333,323.6181,4056.6446
2009,44,广东,124.3462,146.085,175.437,193.6907,191.2984,213.8308,232.6572,224.2661,259.4483,218.6464,253.1538,288.5381,2521.398,241.9747,194.1982,272.5606,276.8965,268.5932,280.0332,315.9691,312.5545,346.7575,333.2223,347.0866,399.7025,3589.5489
