I_E_FLAG,END_DATE,DECL_PORT,I_E_PORT,COUNTRY,DELAY,
E,2018/11/1 14:06,3716,5301,305,152768 ,
E,2018/11/1 14:06,3716,5301,142,152770 ,
E,2018/11/1 14:06,3711,3711,116,152775 ,
E,2018/11/1 14:06,3708,3708,142,152775 ,
E,2018/11/1 14:06,3715,3715,143,152777 ,
I,2018/11/1 14:07,3715,3715,307,152779 ,
I,2018/11/1 14:07,3717,3717,502,152779 ,
I,2018/11/1 14:07,3713,5301,127,152780 ,
E,2018/11/1 14:07,3708,3708,304,152783 ,
E,2018/11/1 14:07,3716,5301,609,152783 ,
E,2018/11/1 14:07,3708,3708,117,152784 ,
E,2018/11/1 14:07,3708,3708,110,152784 ,
E,2018/11/1 14:07,3711,3711,142,152785 ,
E,2018/11/1 14:07,3708,3708,122,152785 ,
E,2018/11/1 14:07,3716,5301,116,152790 ,
E,2018/11/1 14:07,3708,3708,609,152792 ,
E,2018/11/1 14:07,3708,3708,303,152792 ,
E,2018/11/1 14:07,3708,3708,142,152793 ,
E,2018/11/1 14:07,3715,3715,502,152795 ,
E,2018/11/1 14:07,3708,3708,129,152799 ,
E,2018/11/1 14:07,3708,3708,110,152802 ,
E,2018/11/1 14:07,3717,3717,502,152805 ,
E,2018/11/1 14:07,3708,3708,344,152807 ,
E,2018/11/1 14:07,3708,3708,141,152809 ,
E,2018/11/1 14:07,3716,5301,110,152811 ,
E,2018/11/1 14:07,3711,3711,312,152811 ,
E,2018/11/1 14:07,3711,3711,307,152811 ,
E,2018/11/1 14:07,3708,3708,133,152813 ,
I,2018/11/1 14:08,3708,3708,410,152817 ,
I,2018/11/1 14:08,3716,5301,142,152820 ,
E,2018/11/1 14:08,3708,3708,502,152821 ,
E,2018/11/1 14:08,3711,2248,142,152824 ,
E,2018/11/1 14:08,3708,3708,133,152824 ,
E,2018/11/1 14:08,3708,3708,502,152827 ,
E,2018/11/1 14:08,3726,3711,502,152828 ,
E,2018/11/1 14:08,3708,3708,502,152832 ,
E,2018/11/1 14:08,3708,3708,609,152832 ,
E,2018/11/1 14:08,3708,3708,312,152833 ,
E,2018/11/1 14:08,3708,3708,412,152835 ,
E,2018/11/1 14:08,3708,3708,111,152842 ,
E,2018/11/1 14:08,3708,3708,129,152842 ,
E,2018/11/1 14:08,3711,3711,432,152845 ,
E,2018/11/1 14:08,3717,3717,423,152847 ,
E,2018/11/1 14:08,3714,3714,502,152848 ,
E,2018/11/1 14:08,3708,3708,502,152848 ,
E,2018/11/1 14:08,3708,3708,111,152854 ,
E,2018/11/1 14:08,3708,3708,347,152854 ,
E,2018/11/1 14:09,3708,3708,142,152855 ,
E,2018/11/1 14:09,3711,3711,502,152856 ,
E,2018/11/1 14:09,3708,3708,502,152856 ,
E,2018/11/1 14:09,3711,2248,502,152857 ,
E,2018/11/1 14:09,3708,3708,112,152862 ,
E,2018/11/1 14:09,3708,3708,255,152870 ,
E,2018/11/1 14:09,3715,3715,502,152870 ,
E,2018/11/1 14:09,3708,3708,142,152872 ,
E,2018/11/1 14:09,3708,3708,142,152874 ,
E,2018/11/1 14:09,3712,3708,110,152874 ,
E,2018/11/1 14:09,3708,3708,132,152875 ,
E,2018/11/1 14:09,3708,3708,307,152875 ,
E,2018/11/1 14:09,3708,3708,132,152886 ,
E,2018/11/1 14:09,3714,3715,142,152886 ,
E,2018/11/1 14:09,3717,3717,336,152889 ,
E,2018/11/1 14:09,3708,3708,307,152889 ,
E,2018/11/1 14:09,3708,3708,304,152890 ,
I,2018/11/1 14:09,3709,3712,141,152890 ,
I,2018/11/1 14:10,3717,3717,136,152893 ,
I,2018/11/1 14:10,3709,3712,136,152894 ,
E,2018/11/1 14:10,3715,3715,111,152897 ,
E,2018/11/1 14:10,3708,3708,601,152900 ,
E,2018/11/1 14:10,3708,3708,318,152902 ,
E,2018/11/1 14:10,3708,3708,302,152902 ,
E,2018/11/1 14:10,3708,3708,142,152904 ,
E,2018/11/1 14:10,3708,3708,303,152907 ,
E,2018/11/1 14:10,3708,3708,502,152907 ,
E,2018/11/1 14:10,3708,3708,502,152907 ,
E,2018/11/1 14:10,3708,3708,502,152907 ,
E,2018/11/1 14:10,3708,3708,502,152910 ,
E,2018/11/1 14:10,3708,3708,502,152914 ,
E,2018/11/1 14:10,3711,3711,129,152916 ,
E,2018/11/1 14:10,3709,3709,107,152924 ,
E,2018/11/1 14:10,3712,3712,307,152924 ,
E,2018/11/1 14:10,3708,3708,116,152925 ,
E,2018/11/1 14:10,3711,3711,142,152925 ,
E,2018/11/1 14:10,3713,5301,143,152925 ,
E,2018/11/1 14:10,3708,3708,502,152925 ,
I,2018/11/1 14:11,3716,5301,502,152931 ,
I,2018/11/1 14:11,3709,3712,131,152931 ,
I,2018/11/1 14:11,3720,3720,133,152931 ,
E,2018/11/1 14:11,3717,3717,142,152932 ,
E,2018/11/1 14:11,3708,3708,142,152938 ,
E,2018/11/1 14:11,3720,3720,502,152938 ,
E,2018/11/1 14:11,3712,3708,129,152940 ,
E,2018/11/1 14:11,3708,3708,116,152940 ,
E,2018/11/1 14:11,3711,3711,142,152940 ,
E,2018/11/1 14:11,3714,3714,127,152940 ,
E,2018/11/1 14:11,3708,3708,110,152944 ,
E,2018/11/1 14:11,3708,3708,309,152945 ,
E,2018/11/1 14:11,3717,3717,111,152948 ,
E,2018/11/1 14:11,3708,3708,502,152948 ,
E,2018/11/1 14:11,3711,3711,134,152951 ,
E,2018/11/1 14:11,3711,3711,309,152952 ,
E,2018/11/1 14:11,3717,3717,502,152952 ,
E,2018/11/1 14:11,3708,3708,502,152952 ,
E,2018/11/1 14:11,3708,3708,112,152955 ,
E,2018/11/1 14:11,3709,3709,116,152956 ,
E,2018/11/1 14:11,3708,3708,502,152958 ,
E,2018/11/1 14:11,3714,3714,142,152958 ,
E,2018/11/1 14:11,3717,3717,502,152959 ,
E,2018/11/1 14:11,3708,3708,501,152960 ,
E,2018/11/1 14:11,3720,3720,310,152962 ,
E,2018/11/1 14:11,3711,3711,423,152965 ,
E,2018/11/1 14:11,3715,3715,136,152965 ,
I,2018/11/1 14:12,3720,3720,143,152969 ,
I,2018/11/1 14:12,3717,3717,502,152971 ,
I,2018/11/1 14:12,3716,3716,142,152972 ,
E,2018/11/1 14:12,3708,3708,304,152972 ,
E,2018/11/1 14:12,3711,3711,143,152974 ,
E,2018/11/1 14:12,3720,3720,133,152974 ,
E,2018/11/1 14:12,3711,3711,142,152975 ,
E,2018/11/1 14:12,3708,3708,111,152975 ,
E,2018/11/1 14:12,3708,3708,116,152975 ,
E,2018/11/1 14:12,3708,3708,502,152976 ,
E,2018/11/1 14:12,3708,3708,601,152979 ,
E,2018/11/1 14:12,3711,3711,142,152983 ,
E,2018/11/1 14:12,3717,3717,116,152984 ,
E,2018/11/1 14:12,3720,3720,142,152986 ,
E,2018/11/1 14:12,3708,3708,303,152986 ,
E,2018/11/1 14:12,3708,3708,141,152986 ,
E,2018/11/1 14:12,3708,3708,142,152988 ,
E,2018/11/1 14:12,3720,3720,116,152988 ,
E,2018/11/1 14:12,3726,3708,309,152989 ,
E,2018/11/1 14:12,3715,3715,309,152989 ,
E,2018/11/1 14:12,3717,3717,312,152989 ,
E,2018/11/1 14:12,3714,3714,143,152993 ,
E,2018/11/1 14:12,3708,3708,110,152994 ,
E,2018/11/1 14:12,3708,3708,142,152994 ,
E,2018/11/1 14:12,3714,3714,143,152994 ,
E,2018/11/1 14:12,3715,3715,116,152997 ,
E,2018/11/1 14:12,3714,3714,116,152999 ,
E,2018/11/1 14:12,3717,3717,601,152999 ,
E,2018/11/1 14:12,3708,3708,502,153000 ,
E,2018/11/1 14:12,3708,3708,305,153000 ,
E,2018/11/1 14:12,3708,3708,132,153001 ,
E,2018/11/1 14:12,3708,3708,112,153001 ,
I,2018/11/1 14:12,3716,5301,116,153004 ,
I,2018/11/1 14:13,3711,3711,142,153006 ,
I,2018/11/1 14:13,3711,3711,502,153006 ,
I,2018/11/1 14:13,3708,3708,305,153009 ,
I,2018/11/1 14:13,3715,3715,309,153010 ,
E,2018/11/1 14:13,3715,3715,502,153013 ,
E,2018/11/1 14:13,3708,3708,426,153014 ,
E,2018/11/1 14:13,3711,3711,111,153019 ,
E,2018/11/1 14:13,3711,3711,501,153020 ,
E,2018/11/1 14:13,3708,3708,327,153020 ,
E,2018/11/1 14:13,3715,3715,327,153020 ,
E,2018/11/1 14:13,3713,5301,502,153025 ,
E,2018/11/1 14:13,3712,3712,309,153025 ,
E,2018/11/1 14:13,3717,3717,129,153028 ,
E,2018/11/1 14:13,3717,3717,133,153028 ,
E,2018/11/1 14:13,3708,3708,303,153029 ,
E,2018/11/1 14:13,3708,3708,312,153030 ,
E,2018/11/1 14:13,3708,3708,303,153031 ,
E,2018/11/1 14:13,3711,3711,307,153033 ,
E,2018/11/1 14:13,3708,3708,142,153034 ,
E,2018/11/1 14:13,3709,3708,501,153034 ,
E,2018/11/1 14:13,3715,3715,502,153035 ,
E,2018/11/1 14:13,3717,3717,303,153037 ,
E,2018/11/1 14:13,3717,3717,601,153038 ,
E,2018/11/1 14:13,3708,3708,502,153039 ,
E,2018/11/1 14:13,3708,3708,122,153040 ,
E,2018/11/1 14:13,3708,3708,143,153041 ,
I,2018/11/1 14:13,3716,5301,137,153041 ,
I,2018/11/1 14:14,3715,3715,344,153045 ,
I,2018/11/1 14:14,3709,3712,502,153047 ,
E,2018/11/1 14:14,3713,5301,305,153047 ,
E,2018/11/1 14:14,3708,3708,133,153050 ,
E,2018/11/1 14:14,3709,3715,206,153053 ,
E,2018/11/1 14:14,3708,3708,142,153057 ,
E,2018/11/1 14:14,3717,3717,502,153058 ,
E,2018/11/1 14:14,3708,3708,502,153058 ,
E,2018/11/1 14:14,3717,3717,116,153061 ,
E,2018/11/1 14:14,3715,3715,116,153065 ,
E,2018/11/1 14:14,3708,3708,502,153065 ,
E,2018/11/1 14:14,3711,3711,344,153069 ,
E,2018/11/1 14:14,3708,3708,309,153070 ,
E,2018/11/1 14:14,3711,3711,304,153074 ,
E,2018/11/1 14:14,3708,3708,111,153074 ,
E,2018/11/1 14:14,3708,3708,502,153074 ,
E,2018/11/1 14:14,3711,3711,304,153074 ,
E,2018/11/1 14:14,3708,3708,136,153075 ,
E,2018/11/1 14:14,3717,3717,305,153076 ,
E,2018/11/1 14:14,3708,3708,116,153076 ,
E,2018/11/1 14:14,3711,3711,327,153079 ,
I,2018/11/1 14:15,3705,3705,502,153083 ,
I,2018/11/1 14:15,3711,3711,303,153087 ,
I,2018/11/1 14:15,3716,5301,501,153088 ,
I,2018/11/1 14:15,3711,3711,502,153088 ,
I,2018/11/1 14:15,3717,3717,502,153092 ,
I,2018/11/1 14:15,3717,3717,304,153092 ,
E,2018/11/1 14:15,3714,3714,304,153092 ,
E,2018/11/1 14:15,3708,3708,142,153093 ,
E,2018/11/1 14:15,3712,3711,502,153093 ,
E,2018/11/1 14:15,3711,3711,142,153095 ,
E,2018/11/1 14:15,3708,3708,116,153096 ,
E,2018/11/1 14:15,3726,3711,142,153096 ,
E,2018/11/1 14:15,3708,3708,304,153096 ,
E,2018/11/1 14:15,3708,3708,116,153096 ,
E,2018/11/1 14:15,3711,3711,122,153097 ,
E,2018/11/1 14:15,3708,3708,132,153101 ,
E,2018/11/1 14:15,3708,3708,502,153104 ,
E,2018/11/1 14:15,3708,3708,142,153105 ,
E,2018/11/1 14:15,3726,3708,131,153108 ,
E,2018/11/1 14:15,3708,3708,112,153108 ,
E,2018/11/1 14:15,3708,3708,133,153108 ,
E,2018/11/1 14:15,3708,3708,303,153108 ,
E,2018/11/1 14:15,3708,3708,304,153110 ,
E,2018/11/1 14:15,3711,3711,502,153112 ,
E,2018/11/1 14:15,3712,3711,321,153114 ,
E,2018/11/1 14:15,3711,3711,429,153114 ,
E,2018/11/1 14:15,3726,3708,142,153116 ,
E,2018/11/1 14:15,3708,3708,609,153116 ,
E,2018/11/1 14:15,3714,3714,133,153116 ,
I,2018/11/1 14:15,3716,5301,142,153117 ,
I,2018/11/1 14:15,3720,3720,502,153118 ,
I,2018/11/1 14:16,3716,5301,142,153121 ,
I,2018/11/1 14:16,3715,3715,132,153121 ,
E,2018/11/1 14:16,3711,3711,434,153121 ,
E,2018/11/1 14:16,3708,3708,502,153121 ,
E,2018/11/1 14:16,3714,3714,116,153121 ,
E,2018/11/1 14:16,3711,3711,142,153121 ,
E,2018/11/1 14:16,3708,3708,502,153123 ,
E,2018/11/1 14:16,3708,3708,601,153129 ,
E,2018/11/1 14:16,3702,3705,440,153130 ,
E,2018/11/1 14:16,3708,3708,110,153130 ,
E,2018/11/1 14:16,3708,3708,129,153132 ,
E,2018/11/1 14:16,3708,3708,138,153133 ,
E,2018/11/1 14:16,3715,3715,502,153136 ,
E,2018/11/1 14:16,3714,3714,142,153136 ,
E,2018/11/1 14:16,3708,3708,142,153138 ,
E,2018/11/1 14:16,3711,3711,112,153140 ,
E,2018/11/1 14:16,3713,5301,304,153145 ,
E,2018/11/1 14:16,3708,3708,502,153146 ,
E,2018/11/1 14:16,3706,3711,220,153148 ,
E,2018/11/1 14:16,3711,3711,413,153149 ,
E,2018/11/1 14:16,3708,3708,255,153150 ,
E,2018/11/1 14:16,3708,3708,142,153152 ,
E,2018/11/1 14:16,3708,3708,305,153154 ,
E,2018/11/1 14:16,3708,3708,501,153154 ,
I,2018/11/1 14:17,3708,202,601,153157 ,
E,2018/11/1 14:17,3715,3715,502,153159 ,
E,2018/11/1 14:17,3715,3715,141,153159 ,
E,2018/11/1 14:17,3708,3708,312,153166 ,
E,2018/11/1 14:17,3715,3109,111,153166 ,
E,2018/11/1 14:17,3711,3711,133,153166 ,
E,2018/11/1 14:17,3711,3711,122,153167 ,
E,2018/11/1 14:17,3708,3708,141,153174 ,
E,2018/11/1 14:17,3709,3708,143,153174 ,
E,2018/11/1 14:17,3711,3711,502,153177 ,
E,2018/11/1 14:17,3715,5141,142,153178 ,
E,2018/11/1 14:17,3715,3715,129,153179 ,
E,2018/11/1 14:17,3712,3708,116,153180 ,
E,2018/11/1 14:17,3714,3714,502,153186 ,
E,2018/11/1 14:17,3708,3708,143,153188 ,
E,2018/11/1 14:17,3714,3714,142,153193 ,
I,2018/11/1 14:18,3716,5301,110,153196 ,
I,2018/11/1 14:18,3715,3715,408,153199 ,
E,2018/11/1 14:18,3711,3711,116,153203 ,
E,2018/11/1 14:18,3708,3708,304,153205 ,
E,2018/11/1 14:18,3708,3708,142,153207 ,
E,2018/11/1 14:18,3712,3712,110,153209 ,
E,2018/11/1 14:18,3711,3711,142,153209 ,
E,2018/11/1 14:18,3717,3717,301,153213 ,
E,2018/11/1 14:18,3711,3711,502,153215 ,
E,2018/11/1 14:18,3708,3708,304,153215 ,
E,2018/11/1 14:18,3708,3708,111,153215 ,
E,2018/11/1 14:18,3715,3715,116,153217 ,
E,2018/11/1 14:18,3708,3708,601,153218 ,
E,2018/11/1 14:18,3717,3709,127,153220 ,
E,2018/11/1 14:18,3708,3708,501,153221 ,
E,2018/11/1 14:18,3715,3715,502,153223 ,
E,2018/11/1 14:18,3709,3715,132,153224 ,
E,2018/11/1 14:18,3711,3711,142,153227 ,
E,2018/11/1 14:18,3708,3708,132,153227 ,
E,2018/11/1 14:18,3726,3708,133,153227 ,
E,2018/11/1 14:18,3708,3708,415,153228 ,
E,2018/11/1 14:18,3708,3708,502,153230 ,
I,2018/11/1 14:19,3726,3708,309,153233 ,
I,2018/11/1 14:19,3715,3715,502,153233 ,
I,2018/11/1 14:19,3711,3711,326,153234 ,
E,2018/11/1 14:19,3715,5301,133,153235 ,
E,2018/11/1 14:19,3711,3711,143,153239 ,
E,2018/11/1 14:19,3708,3708,111,153239 ,
E,2018/11/1 14:19,3711,3711,327,153239 ,
E,2018/11/1 14:19,3708,3708,502,153240 ,
E,2018/11/1 14:19,3711,3711,502,153240 ,
E,2018/11/1 14:19,3711,3711,434,153240 ,
E,2018/11/1 14:19,3712,3708,110,153242 ,
E,2018/11/1 14:19,3708,3708,129,153245 ,
E,2018/11/1 14:19,3717,3717,142,153251 ,
E,2018/11/1 14:19,3708,3708,122,153252 ,
E,2018/11/1 14:19,3708,3708,141,153252 ,
E,2018/11/1 14:19,3715,3715,133,153256 ,
E,2018/11/1 14:19,3711,3711,307,153256 ,
E,2018/11/1 14:19,3714,3714,112,153259 ,
E,2018/11/1 14:19,3708,3708,502,153266 ,
E,2018/11/1 14:19,3711,3711,340,153266 ,
E,2018/11/1 14:19,3708,3708,301,153267 ,
E,2018/11/1 14:19,3714,3714,232,153267 ,
E,2018/11/1 14:19,3717,3709,132,153267 ,
E,2018/11/1 14:19,3711,3711,301,153267 ,
E,2018/11/1 14:19,3715,3715,142,153267 ,
E,2018/11/1 14:19,3708,3708,246,153268 ,
E,2018/11/1 14:19,3726,3708,142,153268 ,
E,2018/11/1 14:19,3711,3711,138,153268 ,
I,2018/11/1 14:20,3713,5301,304,153270 ,
I,2018/11/1 14:20,3716,5301,118,153275 ,
E,2018/11/1 14:20,3708,3708,116,153276 ,
E,2018/11/1 14:20,3708,3708,143,153280 ,
E,2018/11/1 14:20,3708,3708,142,153281 ,
E,2018/11/1 14:20,3708,3708,501,153281 ,
E,2018/11/1 14:20,3714,3714,142,153282 ,
E,2018/11/1 14:20,3708,3708,110,153286 ,
E,2018/11/1 14:20,3708,3708,347,153286 ,
E,2018/11/1 14:20,3708,3708,133,153287 ,
E,2018/11/1 14:20,3708,3708,142,153288 ,
E,2018/11/1 14:20,3708,3708,501,153289 ,
E,2018/11/1 14:20,3711,3711,304,153293 ,
E,2018/11/1 14:20,3711,3711,304,153294 ,
E,2018/11/1 14:20,3723,3705,116,153294 ,
E,2018/11/1 14:20,3708,3708,502,153295 ,
E,2018/11/1 14:20,3708,3708,502,153298 ,
E,2018/11/1 14:20,3708,3708,306,153300 ,
E,2018/11/1 14:20,3708,3708,142,153301 ,
E,2018/11/1 14:20,3708,3708,502,153301 ,
E,2018/11/1 14:20,3714,3714,502,153304 ,
E,2018/11/1 14:20,3708,3708,330,153304 ,
E,2018/11/1 14:20,3708,3708,502,153304 ,
E,2018/11/1 14:20,3715,3715,129,153306 ,
I,2018/11/1 14:21,3713,5317,502,153308 ,
I,2018/11/1 14:21,3708,3708,601,153308 ,
I,2018/11/1 14:21,3709,3711,601,153308 ,
I,2018/11/1 14:21,3718,3723,143,153311 ,
I,2018/11/1 14:21,3715,3715,141,153315 ,
E,2018/11/1 14:21,3711,3711,304,153315 ,
E,2018/11/1 14:21,3708,3708,502,153315 ,
E,2018/11/1 14:21,3708,3708,142,153318 ,
E,2018/11/1 14:21,3708,3708,142,153321 ,
E,2018/11/1 14:21,3709,3708,312,153323 ,
E,2018/11/1 14:21,3708,3708,309,153331 ,
E,2018/11/1 14:21,3715,3507,133,153334 ,
E,2018/11/1 14:21,3708,3708,307,153338 ,
E,2018/11/1 14:21,3715,3715,142,153338 ,
E,2018/11/1 14:21,3715,5141,312,153339 ,
E,2018/11/1 14:21,3711,3711,502,153342 ,
E,2018/11/1 14:21,3708,3708,502,153343 ,
E,2018/11/1 14:21,3708,3708,110,153344 ,
E,2018/11/1 14:21,3711,3711,111,153345 ,
I,2018/11/1 14:22,3715,3715,303,153346 ,
I,2018/11/1 14:22,3715,3715,502,153346 ,
I,2018/11/1 14:22,3713,5301,116,153354 ,
E,2018/11/1 14:22,3715,3507,129,153354 ,
E,2018/11/1 14:22,3708,3708,142,153357 ,
E,2018/11/1 14:22,3708,3708,502,153358 ,
E,2018/11/1 14:22,3708,3708,601,153359 ,
E,2018/11/1 14:22,3708,3708,133,153359 ,
E,2018/11/1 14:22,3708,3708,136,153359 ,
E,2018/11/1 14:22,3708,3708,142,153359 ,
E,2018/11/1 14:22,3708,3708,133,153360 ,
E,2018/11/1 14:22,3708,3708,502,153361 ,
E,2018/11/1 14:22,3708,3708,142,153362 ,
E,2018/11/1 14:22,3708,3708,304,153366 ,
E,2018/11/1 14:22,3711,3711,304,153366 ,
E,2018/11/1 14:22,3708,3708,344,153366 ,
E,2018/11/1 14:22,3709,3708,309,153368 ,
E,2018/11/1 14:22,3711,3711,502,153368 ,
E,2018/11/1 14:22,3708,3708,501,153368 ,
E,2018/11/1 14:22,3708,3708,122,153369 ,
E,2018/11/1 14:22,3715,3715,111,153369 ,
E,2018/11/1 14:22,3717,3709,141,153370 ,
E,2018/11/1 14:22,3714,3714,129,153374 ,
E,2018/11/1 14:22,3711,3711,110,153375 ,
E,2018/11/1 14:22,3708,3708,142,153375 ,
E,2018/11/1 14:22,3712,3712,402,153376 ,
E,2018/11/1 14:22,3714,3714,124,153378 ,
E,2018/11/1 14:22,3715,3715,132,153381 ,
E,2018/11/1 14:22,3708,3708,203,153381 ,
E,2018/11/1 14:22,3711,3711,502,153383 ,
I,2018/11/1 14:23,3715,3715,502,153383 ,
I,2018/11/1 14:23,3714,5301,601,153386 ,
I,2018/11/1 14:23,3714,5301,133,153388 ,
E,2018/11/1 14:23,3708,3708,601,153388 ,
E,2018/11/1 14:23,3714,3714,601,153388 ,
E,2018/11/1 14:23,3708,3708,502,153388 ,
E,2018/11/1 14:23,3708,3708,412,153388 ,
E,2018/11/1 14:23,3708,3708,312,153388 ,
E,2018/11/1 14:23,3711,3711,133,153388 ,
E,2018/11/1 14:23,3708,3708,303,153390 ,
E,2018/11/1 14:23,3711,3711,335,153392 ,
E,2018/11/1 14:23,3708,3708,502,153393 ,
E,2018/11/1 14:23,3711,3711,133,153394 ,
E,2018/11/1 14:23,3711,3711,122,153395 ,
E,2018/11/1 14:23,3708,3708,142,153397 ,
E,2018/11/1 14:23,3708,3708,116,153398 ,
E,2018/11/1 14:23,3711,3711,142,153401 ,
E,2018/11/1 14:23,3708,3708,106,153402 ,
E,2018/11/1 14:23,3718,3723,429,153403 ,
E,2018/11/1 14:23,3708,3708,445,153404 ,
E,2018/11/1 14:23,3708,3708,107,153407 ,
E,2018/11/1 14:23,3708,3708,502,153412 ,
E,2018/11/1 14:23,3711,3711,116,153413 ,
E,2018/11/1 14:23,3708,3708,502,153413 ,
I,2018/11/1 14:24,3715,3715,502,153423 ,
E,2018/11/1 14:24,3708,3708,502,153425 ,
E,2018/11/1 14:24,3715,5301,116,153425 ,
E,2018/11/1 14:24,3708,3708,142,153425 ,
E,2018/11/1 14:24,3711,3711,142,153427 ,
E,2018/11/1 14:24,3708,3708,312,153434 ,
E,2018/11/1 14:24,3709,3708,502,153434 ,
E,2018/11/1 14:24,3708,3708,310,153434 ,
E,2018/11/1 14:24,3708,3708,502,153435 ,
E,2018/11/1 14:24,3708,3708,143,153435 ,
E,2018/11/1 14:24,3708,3708,410,153436 ,
E,2018/11/1 14:24,3708,3708,110,153436 ,
E,2018/11/1 14:24,3708,3708,102,153436 ,
E,2018/11/1 14:24,3708,3708,502,153437 ,
E,2018/11/1 14:24,3708,3708,502,153437 ,
E,2018/11/1 14:24,3708,3708,410,153441 ,
E,2018/11/1 14:24,3708,3708,143,153442 ,
E,2018/11/1 14:24,3708,3708,502,153447 ,
E,2018/11/1 14:24,3711,3711,309,153449 ,
E,2018/11/1 14:24,3708,3708,423,153449 ,
E,2018/11/1 14:24,3708,3708,312,153449 ,
E,2018/11/1 14:24,3711,3711,502,153450 ,
E,2018/11/1 14:24,3708,3708,601,153450 ,
E,2018/11/1 14:24,3714,3714,224,153451 ,
E,2018/11/1 14:24,3717,3709,302,153451 ,
E,2018/11/1 14:24,3708,3708,142,153452 ,
E,2018/11/1 14:24,3717,3717,110,153453 ,
E,2018/11/1 14:24,3713,5141,502,153454 ,
E,2018/11/1 14:24,3711,3711,303,153455 ,
E,2018/11/1 14:24,3708,3708,309,153456 ,
E,2018/11/1 14:24,3717,3717,202,153456 ,
I,2018/11/1 14:24,3705,3705,142,153456 ,
I,2018/11/1 14:24,3714,5317,304,153458 ,
I,2018/11/1 14:25,3713,3715,110,153462 ,
I,2018/11/1 14:25,3711,3711,502,153466 ,
E,2018/11/1 14:25,3708,3708,129,153466 ,
E,2018/11/1 14:25,3714,3714,327,153467 ,
E,2018/11/1 14:25,3708,3708,142,153468 ,
E,2018/11/1 14:25,3708,3708,127,153468 ,
E,2018/11/1 14:25,3711,3711,502,153475 ,
E,2018/11/1 14:25,3708,3708,304,153476 ,
E,2018/11/1 14:25,3708,3708,303,153478 ,
E,2018/11/1 14:25,3711,3711,143,153478 ,
E,2018/11/1 14:25,3708,3708,502,153480 ,
E,2018/11/1 14:25,3717,3717,142,153480 ,
E,2018/11/1 14:25,3711,3711,143,153480 ,
E,2018/11/1 14:25,3711,3711,142,153483 ,
E,2018/11/1 14:25,3708,3708,303,153485 ,
E,2018/11/1 14:25,3715,3715,350,153486 ,
E,2018/11/1 14:25,3717,3717,327,153490 ,
E,2018/11/1 14:25,3711,3711,110,153491 ,
E,2018/11/1 14:25,3708,3708,142,153491 ,
I,2018/11/1 14:25,3714,2244,502,153493 ,
I,2018/11/1 14:26,3720,3720,312,153502 ,
I,2018/11/1 14:26,3713,5301,502,153503 ,
E,2018/11/1 14:26,3711,3711,143,153504 ,
E,2018/11/1 14:26,3708,3708,116,153504 ,
E,2018/11/1 14:26,3708,3708,141,153505 ,
E,2018/11/1 14:26,3708,3708,142,153505 ,
E,2018/11/1 14:26,3708,3708,220,153508 ,
E,2018/11/1 14:26,3711,3711,328,153510 ,
E,2018/11/1 14:26,3708,3708,142,153513 ,
E,2018/11/1 14:26,3711,3711,129,153514 ,
E,2018/11/1 14:26,3708,3708,429,153514 ,
E,2018/11/1 14:26,3708,3708,502,153516 ,
E,2018/11/1 14:26,3714,3714,502,153520 ,
E,2018/11/1 14:26,3708,3708,143,153520 ,
E,2018/11/1 14:26,3711,3711,142,153523 ,
E,2018/11/1 14:26,3714,3714,110,153527 ,
E,2018/11/1 14:26,3708,3708,502,153527 ,
E,2018/11/1 14:26,3708,3708,303,153527 ,
E,2018/11/1 14:26,3708,3708,502,153533 ,
E,2018/11/1 14:26,3711,3711,305,153533 ,
I,2018/11/1 14:26,3715,5301,344,153534 ,
I,2018/11/1 14:27,3709,3709,502,153534 ,
I,2018/11/1 14:27,3711,3711,303,153536 ,
I,2018/11/1 14:27,3715,3715,142,153536 ,
I,2018/11/1 14:27,3712,3712,344,153542 ,
E,2018/11/1 14:27,3716,5301,502,153542 ,
E,2018/11/1 14:27,3714,3714,143,153544 ,
E,2018/11/1 14:27,3715,3715,122,153549 ,
E,2018/11/1 14:27,3708,3708,116,153554 ,
E,2018/11/1 14:27,3715,3715,502,153554 ,
E,2018/11/1 14:27,3711,3711,502,153555 ,
E,2018/11/1 14:27,3717,3717,127,153556 ,
E,2018/11/1 14:27,3713,5301,328,153557 ,
E,2018/11/1 14:27,3716,5301,131,153563 ,
E,2018/11/1 14:27,3717,3717,143,153568 ,
E,2018/11/1 14:27,3708,3708,103,153568 ,
E,2018/11/1 14:27,3714,3714,344,153570 ,
E,2018/11/1 14:27,3709,3708,303,153570 ,
E,2018/11/1 14:27,3714,3714,111,153570 ,
E,2018/11/1 14:27,3708,3708,502,153571 ,
E,2018/11/1 14:27,3708,3708,502,153571 ,
I,2018/11/1 14:28,3713,5301,502,153578 ,
I,2018/11/1 14:28,3713,5301,129,153578 ,
I,2018/11/1 14:28,3713,5301,425,153581 ,
I,2018/11/1 14:28,3711,3711,502,153582 ,
I,2018/11/1 14:28,3720,3720,502,153583 ,
I,2018/11/1 14:28,3711,3711,502,153583 ,
E,2018/11/1 14:28,3708,3708,502,153583 ,
E,2018/11/1 14:28,3708,3708,116,153583 ,
E,2018/11/1 14:28,3708,3708,303,153584 ,
E,2018/11/1 14:28,3711,3711,112,153586 ,
E,2018/11/1 14:28,3715,2233,305,153587 ,
