I_E_FLAG,END_DATE,DECL_PORT,I_E_PORT,COUNTRY,DELAY,
E,2018/10/30 10:36,3720,3720,116,69910 ,
E,2018/10/30 10:36,3708,3708,142,69910 ,
E,2018/10/30 10:36,3709,3709,142,69912 ,
E,2018/10/30 10:36,3703,3703,502,69914 ,
E,2018/10/30 10:36,3708,3708,502,69916 ,
E,2018/10/30 10:36,3708,3708,502,69916 ,
E,2018/10/30 10:36,3711,3711,122,69917 ,
E,2018/10/30 10:36,3708,3708,116,69918 ,
E,2018/10/30 10:36,3708,3708,142,69922 ,
E,2018/10/30 10:36,3713,5301,502,69923 ,
E,2018/10/30 10:36,3720,3720,226,69923 ,
E,2018/10/30 10:36,3714,3714,116,69923 ,
E,2018/10/30 10:36,3714,3714,116,69925 ,
E,2018/10/30 10:36,3713,5301,132,69926 ,
E,2018/10/30 10:36,3713,5301,142,69930 ,
I,2018/10/30 10:36,3708,3708,304,69930 ,
I,2018/10/30 10:36,3715,3715,304,69930 ,
I,2018/10/30 10:36,3704,3704,328,69931 ,
I,2018/10/30 10:37,3711,3711,502,69936 ,
I,2018/10/30 10:37,3716,3716,501,69938 ,
I,2018/10/30 10:37,3718,3718,328,69938 ,
I,2018/10/30 10:37,3715,3715,136,69938 ,
I,2018/10/30 10:37,3708,3708,142,69942 ,
I,2018/10/30 10:37,3711,3711,601,69943 ,
E,2018/10/30 10:37,3708,3708,112,69944 ,
E,2018/10/30 10:37,3713,5301,312,69947 ,
E,2018/10/30 10:37,3708,3708,142,69948 ,
E,2018/10/30 10:37,3714,3714,214,69949 ,
E,2018/10/30 10:37,3713,5301,336,69950 ,
E,2018/10/30 10:37,3711,3711,502,69952 ,
E,2018/10/30 10:37,3708,3708,143,69953 ,
E,2018/10/30 10:37,3713,5301,116,69953 ,
E,2018/10/30 10:37,3708,3708,116,69957 ,
E,2018/10/30 10:37,3713,5301,142,69958 ,
E,2018/10/30 10:37,3711,3711,142,69960 ,
E,2018/10/30 10:37,3708,3708,303,69961 ,
E,2018/10/30 10:37,3708,3708,502,69964 ,
E,2018/10/30 10:37,3711,3711,141,69964 ,
E,2018/10/30 10:37,3713,5301,304,69967 ,
I,2018/10/30 10:37,3715,3715,142,69968 ,
I,2018/10/30 10:38,3713,5301,501,69970 ,
I,2018/10/30 10:38,3715,3715,142,69973 ,
I,2018/10/30 10:38,3713,5141,502,69974 ,
I,2018/10/30 10:38,3713,5141,309,69976 ,
I,2018/10/30 10:38,3711,3711,502,69979 ,
I,2018/10/30 10:38,3713,5301,143,69980 ,
I,2018/10/30 10:38,3715,3715,502,69980 ,
I,2018/10/30 10:38,3711,3711,502,69982 ,
I,2018/10/30 10:38,3711,3711,122,69982 ,
I,2018/10/30 10:38,3708,3708,143,69984 ,
E,2018/10/30 10:38,3720,3720,307,69984 ,
E,2018/10/30 10:38,3711,3711,142,69986 ,
E,2018/10/30 10:38,3712,3712,142,69988 ,
E,2018/10/30 10:38,3726,3726,111,69988 ,
E,2018/10/30 10:38,3712,3712,122,69989 ,
E,2018/10/30 10:38,3714,3714,137,69989 ,
E,2018/10/30 10:38,3715,3715,129,69992 ,
E,2018/10/30 10:38,3708,3708,502,69992 ,
E,2018/10/30 10:38,3713,5301,502,69992 ,
E,2018/10/30 10:38,3708,3708,699,69993 ,
E,2018/10/30 10:38,3708,3708,142,69994 ,
E,2018/10/30 10:38,3717,3717,110,69995 ,
E,2018/10/30 10:38,3713,5301,347,69995 ,
E,2018/10/30 10:38,3711,3711,501,69997 ,
E,2018/10/30 10:38,3713,5301,502,69997 ,
E,2018/10/30 10:38,3712,9404,305,69997 ,
E,2018/10/30 10:38,3714,3714,502,69998 ,
E,2018/10/30 10:38,3713,5301,502,69999 ,
E,2018/10/30 10:38,3712,3712,116,69999 ,
E,2018/10/30 10:38,3713,5301,502,70001 ,
E,2018/10/30 10:38,3708,3708,142,70001 ,
E,2018/10/30 10:38,3717,3717,502,70001 ,
E,2018/10/30 10:38,3712,3712,236,70003 ,
E,2018/10/30 10:38,3713,5301,347,70006 ,
E,2018/10/30 10:38,3713,5301,410,70006 ,
E,2018/10/30 10:38,3708,3708,138,70006 ,
E,2018/10/30 10:38,3708,3708,502,70006 ,
I,2018/10/30 10:38,3711,3711,143,70006 ,
I,2018/10/30 10:38,3711,3711,502,70006 ,
I,2018/10/30 10:39,3715,3715,312,70008 ,
I,2018/10/30 10:39,3714,3714,133,70008 ,
I,2018/10/30 10:39,3708,3708,142,70012 ,
I,2018/10/30 10:39,3713,5301,429,70012 ,
I,2018/10/30 10:39,3713,5301,601,70014 ,
E,2018/10/30 10:39,3708,3708,111,70014 ,
E,2018/10/30 10:39,3708,3708,502,70018 ,
E,2018/10/30 10:39,3713,5301,429,70019 ,
E,2018/10/30 10:39,3717,3717,309,70022 ,
E,2018/10/30 10:39,3703,3708,328,70025 ,
E,2018/10/30 10:39,3713,5301,502,70026 ,
E,2018/10/30 10:39,3715,3715,143,70026 ,
E,2018/10/30 10:39,3714,3714,143,70027 ,
E,2018/10/30 10:39,3711,3711,110,70027 ,
E,2018/10/30 10:39,3717,3717,502,70029 ,
E,2018/10/30 10:39,3708,3708,305,70029 ,
E,2018/10/30 10:39,3711,3711,502,70030 ,
E,2018/10/30 10:39,3711,3711,502,70035 ,
E,2018/10/30 10:39,3709,3708,502,70038 ,
E,2018/10/30 10:39,3713,5301,601,70040 ,
E,2018/10/30 10:39,3713,5301,142,70040 ,
I,2018/10/30 10:39,3711,3711,501,70042 ,
I,2018/10/30 10:40,3715,3715,110,70047 ,
I,2018/10/30 10:40,3715,3715,413,70050 ,
E,2018/10/30 10:40,3709,3715,244,70050 ,
E,2018/10/30 10:40,3713,5301,601,70059 ,
E,2018/10/30 10:40,3711,3711,312,70059 ,
E,2018/10/30 10:40,3708,3708,112,70062 ,
E,2018/10/30 10:40,3712,3712,502,70063 ,
E,2018/10/30 10:40,3703,3708,601,70067 ,
E,2018/10/30 10:40,3712,3712,142,70068 ,
E,2018/10/30 10:40,3708,3708,206,70068 ,
E,2018/10/30 10:40,3713,5301,305,70070 ,
E,2018/10/30 10:40,3711,3711,142,70070 ,
E,2018/10/30 10:40,3713,5301,344,70070 ,
E,2018/10/30 10:40,3713,5301,502,70071 ,
E,2018/10/30 10:40,3708,3708,502,70077 ,
E,2018/10/30 10:40,3708,3708,347,70081 ,
E,2018/10/30 10:40,3713,5301,116,70081 ,
I,2018/10/30 10:40,3720,3720,116,70081 ,
I,2018/10/30 10:40,3713,5301,112,70082 ,
I,2018/10/30 10:41,3711,3711,601,70089 ,
I,2018/10/30 10:41,3714,3715,502,70090 ,
I,2018/10/30 10:41,3711,3711,111,70090 ,
I,2018/10/30 10:41,3713,5301,344,70093 ,
I,2018/10/30 10:41,3713,5301,502,70096 ,
I,2018/10/30 10:41,3708,3708,129,70098 ,
E,2018/10/30 10:41,3713,5301,502,70099 ,
E,2018/10/30 10:41,3713,5301,502,70099 ,
E,2018/10/30 10:41,3708,3708,116,70099 ,
E,2018/10/30 10:41,3711,3711,111,70100 ,
E,2018/10/30 10:41,3713,5301,111,70103 ,
E,2018/10/30 10:41,3713,5301,136,70105 ,
E,2018/10/30 10:41,3708,3708,142,70109 ,
E,2018/10/30 10:41,3714,3714,129,70110 ,
E,2018/10/30 10:41,3718,3718,601,70111 ,
E,2018/10/30 10:41,3708,3708,502,70111 ,
E,2018/10/30 10:41,3713,5301,110,70112 ,
E,2018/10/30 10:41,3715,3715,134,70112 ,
I,2018/10/30 10:41,3720,3720,143,70118 ,
I,2018/10/30 10:42,3713,5301,142,70122 ,
I,2018/10/30 10:42,3722,3711,309,70123 ,
I,2018/10/30 10:42,3711,3711,502,70125 ,
I,2018/10/30 10:42,3713,5141,236,70126 ,
I,2018/10/30 10:42,3714,3715,116,70126 ,
I,2018/10/30 10:42,3714,3711,116,70127 ,
E,2018/10/30 10:42,3713,5301,410,70130 ,
E,2018/10/30 10:42,3711,3711,502,70130 ,
E,2018/10/30 10:42,3713,5301,143,70132 ,
E,2018/10/30 10:42,3717,3717,136,70139 ,
E,2018/10/30 10:42,3711,3711,129,70139 ,
E,2018/10/30 10:42,3708,3708,413,70139 ,
E,2018/10/30 10:42,3713,5301,116,70143 ,
E,2018/10/30 10:42,3711,3711,116,70145 ,
E,2018/10/30 10:42,3715,3715,609,70147 ,
E,2018/10/30 10:42,3713,5301,116,70150 ,
E,2018/10/30 10:42,3713,5301,502,70150 ,
E,2018/10/30 10:42,3711,3711,305,70152 ,
I,2018/10/30 10:42,3722,3711,142,70156 ,
I,2018/10/30 10:42,3715,3715,502,70158 ,
I,2018/10/30 10:43,3711,3711,601,70160 ,
I,2018/10/30 10:43,3714,3720,142,70162 ,
I,2018/10/30 10:43,3715,3715,110,70162 ,
I,2018/10/30 10:43,3708,3708,303,70166 ,
I,2018/10/30 10:43,3711,3711,142,70167 ,
I,2018/10/30 10:43,3714,5301,502,70168 ,
I,2018/10/30 10:43,3713,5301,601,70169 ,
E,2018/10/30 10:43,3720,3720,112,70169 ,
E,2018/10/30 10:43,3712,3712,344,70169 ,
E,2018/10/30 10:43,3712,3712,129,70172 ,
E,2018/10/30 10:43,3708,3708,306,70172 ,
E,2018/10/30 10:43,3708,3708,502,70172 ,
E,2018/10/30 10:43,3708,3708,110,70174 ,
E,2018/10/30 10:43,3713,5141,312,70174 ,
E,2018/10/30 10:43,3708,3708,304,70174 ,
E,2018/10/30 10:43,3708,3708,112,70175 ,
E,2018/10/30 10:43,3713,5301,305,70183 ,
E,2018/10/30 10:43,3712,3712,142,70184 ,
E,2018/10/30 10:43,3708,3708,142,70184 ,
E,2018/10/30 10:43,3712,3712,502,70185 ,
E,2018/10/30 10:43,3715,3715,309,70185 ,
E,2018/10/30 10:43,3708,3708,142,70188 ,
E,2018/10/30 10:43,3717,3717,307,70188 ,
E,2018/10/30 10:43,3712,3712,303,70188 ,
E,2018/10/30 10:43,3717,3717,116,70190 ,
E,2018/10/30 10:43,3711,3711,127,70191 ,
E,2018/10/30 10:43,3713,5301,440,70192 ,
E,2018/10/30 10:43,3708,3708,142,70194 ,
E,2018/10/30 10:43,3708,3708,303,70195 ,
E,2018/10/30 10:43,3708,3708,502,70195 ,
E,2018/10/30 10:43,3711,3711,116,70196 ,
I,2018/10/30 10:44,3711,3711,309,70196 ,
I,2018/10/30 10:44,3715,3715,112,70197 ,
I,2018/10/30 10:44,3715,3715,133,70198 ,
I,2018/10/30 10:44,3713,5141,327,70199 ,
I,2018/10/30 10:44,3714,5301,502,70199 ,
I,2018/10/30 10:44,3725,3725,302,70201 ,
I,2018/10/30 10:44,3715,3715,143,70204 ,
I,2018/10/30 10:44,3714,5301,502,70205 ,
E,2018/10/30 10:44,3712,3712,429,70205 ,
E,2018/10/30 10:44,3714,3714,110,70208 ,
E,2018/10/30 10:44,3708,3708,502,70210 ,
E,2018/10/30 10:44,3708,3708,502,70211 ,
E,2018/10/30 10:44,3708,3708,304,70212 ,
E,2018/10/30 10:44,3713,5301,434,70212 ,
E,2018/10/30 10:44,3712,3712,142,70218 ,
E,2018/10/30 10:44,3712,3712,143,70221 ,
E,2018/10/30 10:44,3711,3711,129,70225 ,
E,2018/10/30 10:44,3713,5301,502,70225 ,
E,2018/10/30 10:44,3708,3708,502,70227 ,
E,2018/10/30 10:44,3712,3712,601,70228 ,
E,2018/10/30 10:44,3715,3715,502,70228 ,
E,2018/10/30 10:44,3712,3712,142,70228 ,
E,2018/10/30 10:44,3708,3708,129,70229 ,
E,2018/10/30 10:44,3715,3715,142,70229 ,
E,2018/10/30 10:44,3713,5301,327,70231 ,
I,2018/10/30 10:44,3715,3715,502,70233 ,
I,2018/10/30 10:45,3715,3715,142,70237 ,
I,2018/10/30 10:45,3713,5301,307,70239 ,
I,2018/10/30 10:45,3715,3715,502,70239 ,
I,2018/10/30 10:45,3711,3711,142,70242 ,
I,2018/10/30 10:45,3714,3715,142,70244 ,
I,2018/10/30 10:45,3714,5301,410,70246 ,
I,2018/10/30 10:45,3713,5141,309,70248 ,
I,2018/10/30 10:45,3711,3711,502,70250 ,
I,2018/10/30 10:45,3715,3715,133,70250 ,
E,2018/10/30 10:45,3714,3714,142,70254 ,
E,2018/10/30 10:45,3708,3708,142,70254 ,
E,2018/10/30 10:45,3708,3708,330,70254 ,
E,2018/10/30 10:45,3712,3712,142,70254 ,
E,2018/10/30 10:45,3717,3717,312,70256 ,
E,2018/10/30 10:45,3711,3711,609,70257 ,
E,2018/10/30 10:45,3708,3708,142,70259 ,
E,2018/10/30 10:45,3708,3708,301,70261 ,
E,2018/10/30 10:45,3708,3708,502,70263 ,
E,2018/10/30 10:45,3711,3711,502,70264 ,
E,2018/10/30 10:45,3708,3708,136,70269 ,
E,2018/10/30 10:45,3708,3708,122,70270 ,
I,2018/10/30 10:45,3708,3708,336,70271 ,
I,2018/10/30 10:46,3711,3711,309,70276 ,
I,2018/10/30 10:46,3713,3715,502,70276 ,
I,2018/10/30 10:46,3713,5141,309,70278 ,
I,2018/10/30 10:46,3715,3715,120,70278 ,
I,2018/10/30 10:46,3711,3711,305,70281 ,
E,2018/10/30 10:46,3720,3720,142,70286 ,
E,2018/10/30 10:46,3717,3717,502,70286 ,
E,2018/10/30 10:46,3708,3708,330,70286 ,
E,2018/10/30 10:46,3709,3708,353,70288 ,
E,2018/10/30 10:46,3713,5317,111,70299 ,
E,2018/10/30 10:46,3713,5317,142,70299 ,
E,2018/10/30 10:46,3717,3717,111,70301 ,
E,2018/10/30 10:46,3715,3715,136,70301 ,
E,2018/10/30 10:46,3717,3709,601,70304 ,
I,2018/10/30 10:46,3715,3715,305,70307 ,
I,2018/10/30 10:46,3715,3715,303,70308 ,
I,2018/10/30 10:46,3711,3711,502,70309 ,
I,2018/10/30 10:46,3713,5141,142,70309 ,
I,2018/10/30 10:47,3714,5301,115,70310 ,
I,2018/10/30 10:47,3711,3711,116,70312 ,
I,2018/10/30 10:47,3709,3709,347,70315 ,
I,2018/10/30 10:47,3713,3715,501,70316 ,
I,2018/10/30 10:47,3714,3717,601,70320 ,
I,2018/10/30 10:47,3708,3708,142,70320 ,
E,2018/10/30 10:47,3711,3711,307,70322 ,
E,2018/10/30 10:47,3717,3717,134,70322 ,
E,2018/10/30 10:47,3711,3711,309,70322 ,
E,2018/10/30 10:47,3708,3708,502,70326 ,
E,2018/10/30 10:47,3711,3711,303,70327 ,
E,2018/10/30 10:47,3713,5317,618,70327 ,
E,2018/10/30 10:47,3713,5301,112,70327 ,
E,2018/10/30 10:47,3713,5301,116,70328 ,
E,2018/10/30 10:47,3708,3708,304,70330 ,
E,2018/10/30 10:47,3712,3712,301,70332 ,
E,2018/10/30 10:47,3715,3715,223,70342 ,
E,2018/10/30 10:47,3708,3708,502,70343 ,
E,2018/10/30 10:47,3708,3708,309,70343 ,
E,2018/10/30 10:47,3720,3720,236,70343 ,
E,2018/10/30 10:47,3711,3711,502,70343 ,
E,2018/10/30 10:47,3713,5141,502,70343 ,
E,2018/10/30 10:47,3711,3711,502,70345 ,
I,2018/10/30 10:47,3714,5301,307,70345 ,
I,2018/10/30 10:48,3725,3725,122,70347 ,
I,2018/10/30 10:48,3714,5301,143,70347 ,
I,2018/10/30 10:48,3714,3715,141,70347 ,
I,2018/10/30 10:48,3713,5301,142,70352 ,
I,2018/10/30 10:48,3711,3711,143,70356 ,
I,2018/10/30 10:48,3711,3711,105,70357 ,
I,2018/10/30 10:48,3715,3715,304,70357 ,
I,2018/10/30 10:48,3715,3715,116,70362 ,
I,2018/10/30 10:48,3713,5141,303,70362 ,
I,2018/10/30 10:48,3715,3715,305,70363 ,
I,2018/10/30 10:48,3709,3709,304,70363 ,
E,2018/10/30 10:48,3708,3708,244,70364 ,
E,2018/10/30 10:48,3713,5141,141,70365 ,
E,2018/10/30 10:48,3708,3708,142,70366 ,
E,2018/10/30 10:48,3712,3712,129,70369 ,
E,2018/10/30 10:48,3708,3708,142,70369 ,
E,2018/10/30 10:48,3712,3712,127,70372 ,
E,2018/10/30 10:48,3711,3711,143,70373 ,
E,2018/10/30 10:48,3708,3708,116,70376 ,
E,2018/10/30 10:48,3711,3711,131,70378 ,
E,2018/10/30 10:48,3708,3708,141,70379 ,
E,2018/10/30 10:48,3708,3708,502,70379 ,
E,2018/10/30 10:48,3708,3708,122,70380 ,
E,2018/10/30 10:48,3714,3714,502,70380 ,
E,2018/10/30 10:48,3708,3708,302,70381 ,
I,2018/10/30 10:48,3715,3715,107,70383 ,
I,2018/10/30 10:48,3715,3715,116,70383 ,
I,2018/10/30 10:49,3713,5301,502,70391 ,
I,2018/10/30 10:49,3715,3715,502,70391 ,
I,2018/10/30 10:49,3713,5141,502,70391 ,
I,2018/10/30 10:49,3709,3709,502,70391 ,
E,2018/10/30 10:49,3713,3715,502,70393 ,
E,2018/10/30 10:49,3713,3715,305,70393 ,
E,2018/10/30 10:49,3708,3708,309,70396 ,
E,2018/10/30 10:49,3713,3715,110,70400 ,
E,2018/10/30 10:49,3711,3711,142,70402 ,
E,2018/10/30 10:49,3708,3708,502,70408 ,
E,2018/10/30 10:49,3713,5141,327,70413 ,
E,2018/10/30 10:49,3714,3714,444,70413 ,
E,2018/10/30 10:49,3713,3715,141,70414 ,
E,2018/10/30 10:49,3708,3708,502,70417 ,
E,2018/10/30 10:49,3703,3708,502,70418 ,
E,2018/10/30 10:49,3713,5301,142,70419 ,
E,2018/10/30 10:49,3708,3708,142,70420 ,
E,2018/10/30 10:49,3708,3708,601,70420 ,
I,2018/10/30 10:49,3713,3715,142,70421 ,
I,2018/10/30 10:50,3711,3711,116,70423 ,
I,2018/10/30 10:50,3714,5301,305,70424 ,
I,2018/10/30 10:50,3717,3717,609,70425 ,
I,2018/10/30 10:50,3715,3715,129,70425 ,
I,2018/10/30 10:50,3711,3711,601,70425 ,
I,2018/10/30 10:50,3715,3715,611,70427 ,
E,2018/10/30 10:50,3713,5141,412,70430 ,
E,2018/10/30 10:50,3713,5141,434,70433 ,
E,2018/10/30 10:50,3713,5301,122,70434 ,
E,2018/10/30 10:50,3715,3715,502,70435 ,
E,2018/10/30 10:50,3703,3703,110,70437 ,
E,2018/10/30 10:50,3714,3714,143,70437 ,
E,2018/10/30 10:50,3708,3708,502,70439 ,
E,2018/10/30 10:50,3713,5141,142,70440 ,
E,2018/10/30 10:50,3708,3708,304,70442 ,
E,2018/10/30 10:50,3708,3708,502,70442 ,
E,2018/10/30 10:50,3712,3712,305,70442 ,
E,2018/10/30 10:50,3711,3711,143,70443 ,
E,2018/10/30 10:50,3709,3709,116,70444 ,
E,2018/10/30 10:50,3713,5301,344,70445 ,
E,2018/10/30 10:50,3708,3708,303,70445 ,
E,2018/10/30 10:50,3711,3711,142,70447 ,
E,2018/10/30 10:50,3713,5301,122,70447 ,
E,2018/10/30 10:50,3708,3708,502,70447 ,
E,2018/10/30 10:50,3708,3708,110,70451 ,
E,2018/10/30 10:50,3708,3708,344,70452 ,
E,2018/10/30 10:50,3708,3708,142,70452 ,
E,2018/10/30 10:50,3708,3708,143,70453 ,
E,2018/10/30 10:50,3708,3708,116,70457 ,
E,2018/10/30 10:50,3712,3712,116,70459 ,
I,2018/10/30 10:50,3711,3711,110,70459 ,
I,2018/10/30 10:51,3715,3715,502,70461 ,
I,2018/10/30 10:51,3713,5301,303,70461 ,
I,2018/10/30 10:51,3713,5141,501,70463 ,
I,2018/10/30 10:51,3713,5301,502,70467 ,
I,2018/10/30 10:51,3713,3715,502,70467 ,
I,2018/10/30 10:51,3715,5141,221,70467 ,
E,2018/10/30 10:51,3713,5317,304,70468 ,
E,2018/10/30 10:51,3708,3708,623,70468 ,
E,2018/10/30 10:51,3709,3714,312,70471 ,
E,2018/10/30 10:51,3711,3711,136,70473 ,
E,2018/10/30 10:51,3708,3708,142,70474 ,
E,2018/10/30 10:51,3708,3708,127,70478 ,
E,2018/10/30 10:51,3708,3708,107,70478 ,
E,2018/10/30 10:51,3712,3712,141,70481 ,
E,2018/10/30 10:51,3711,3711,502,70481 ,
E,2018/10/30 10:51,3708,3708,502,70481 ,
E,2018/10/30 10:51,3714,3714,116,70482 ,
E,2018/10/30 10:51,3711,3711,116,70482 ,
E,2018/10/30 10:51,3715,3715,142,70485 ,
E,2018/10/30 10:51,3714,3714,413,70486 ,
E,2018/10/30 10:51,3715,3715,304,70487 ,
E,2018/10/30 10:51,3711,3711,133,70490 ,
E,2018/10/30 10:51,3715,3715,142,70493 ,
E,2018/10/30 10:51,3713,5301,303,70493 ,
I,2018/10/30 10:51,3711,3711,410,70493 ,
I,2018/10/30 10:52,3711,3711,116,70499 ,
I,2018/10/30 10:52,3725,3725,111,70500 ,
I,2018/10/30 10:52,3714,3714,303,70502 ,
I,2018/10/30 10:52,3725,3725,601,70505 ,
I,2018/10/30 10:52,3711,3711,304,70505 ,
I,2018/10/30 10:52,3715,3715,502,70507 ,
I,2018/10/30 10:52,3709,3709,142,70510 ,
E,2018/10/30 10:52,3708,3708,131,70512 ,
E,2018/10/30 10:52,3713,5141,502,70512 ,
E,2018/10/30 10:52,3713,5301,502,70515 ,
E,2018/10/30 10:52,3708,3708,135,70515 ,
E,2018/10/30 10:52,3711,3711,142,70516 ,
E,2018/10/30 10:52,3709,3708,502,70520 ,
E,2018/10/30 10:52,3708,3708,143,70524 ,
E,2018/10/30 10:52,3715,3715,141,70524 ,
E,2018/10/30 10:52,3708,3708,347,70525 ,
E,2018/10/30 10:52,3713,5301,352,70528 ,
E,2018/10/30 10:52,3713,5141,142,70529 ,
E,2018/10/30 10:52,3708,3708,112,70531 ,
E,2018/10/30 10:52,3713,5301,103,70531 ,
E,2018/10/30 10:52,3709,3711,312,70531 ,
E,2018/10/30 10:52,3711,3711,303,70536 ,
E,2018/10/30 10:52,3713,5141,132,70536 ,
I,2018/10/30 10:52,3713,5301,136,70536 ,
I,2018/10/30 10:53,3708,3708,502,70538 ,
I,2018/10/30 10:53,3711,3711,141,70540 ,
I,2018/10/30 10:53,3715,3715,142,70540 ,
I,2018/10/30 10:53,3713,3715,502,70542 ,
I,2018/10/30 10:53,3711,3711,304,70542 ,
I,2018/10/30 10:53,3725,3725,304,70542 ,
I,2018/10/30 10:53,3713,5301,142,70543 ,
I,2018/10/30 10:53,3713,5141,133,70549 ,
I,2018/10/30 10:53,3715,101,133,70549 ,
I,2018/10/30 10:53,3711,3711,502,70549 ,
E,2018/10/30 10:53,3711,3711,142,70551 ,
E,2018/10/30 10:53,3713,5301,142,70551 ,
E,2018/10/30 10:53,3708,3708,143,70552 ,
E,2018/10/30 10:53,3709,3708,116,70554 ,
E,2018/10/30 10:53,3715,3715,502,70554 ,
E,2018/10/30 10:53,3715,3715,502,70556 ,
E,2018/10/30 10:53,3717,3717,311,70558 ,
E,2018/10/30 10:53,3708,3708,143,70560 ,
E,2018/10/30 10:53,3713,5141,112,70562 ,
E,2018/10/30 10:53,3713,5141,142,70565 ,
I,2018/10/30 10:53,3715,3715,116,70565 ,
I,2018/10/30 10:53,3715,3715,502,70571 ,
I,2018/10/30 10:53,3711,3711,142,70571 ,
I,2018/10/30 10:54,3713,5301,502,70579 ,
I,2018/10/30 10:54,3714,5301,116,70579 ,
I,2018/10/30 10:54,3715,3715,110,70580 ,
I,2018/10/30 10:54,3713,3715,502,70580 ,
E,2018/10/30 10:54,3712,3712,142,70581 ,
E,2018/10/30 10:54,3713,5301,501,70581 ,
E,2018/10/30 10:54,3708,3708,347,70583 ,
E,2018/10/30 10:54,3708,3708,122,70583 ,
E,2018/10/30 10:54,3711,3711,502,70584 ,
E,2018/10/30 10:54,3713,5141,303,70584 ,
E,2018/10/30 10:54,3708,3708,350,70585 ,
E,2018/10/30 10:54,3709,3709,502,70585 ,
E,2018/10/30 10:54,3713,5301,502,70588 ,
E,2018/10/30 10:54,3711,3711,415,70588 ,
I,2018/10/30 10:54,3709,3709,116,70588 ,
I,2018/10/30 10:54,3711,3711,122,70591 ,
I,2018/10/30 10:55,3713,5301,304,70612 ,
I,2018/10/30 10:55,3715,3715,304,70612 ,
I,2018/10/30 10:55,3711,3711,110,70613 ,
I,2018/10/30 10:55,3702,3702,413,70613 ,
I,2018/10/30 10:55,3711,3711,142,70614 ,
I,2018/10/30 10:55,3711,3711,502,70614 ,
I,2018/10/30 10:55,3725,3725,103,70614 ,
I,2018/10/30 10:55,3715,3715,502,70614 ,
I,2018/10/30 10:55,3711,3711,133,70614 ,
I,2018/10/30 10:55,3718,3718,133,70614 ,
I,2018/10/30 10:55,3711,3711,142,70614 ,
I,2018/10/30 10:55,3715,5317,142,70614 ,
I,2018/10/30 10:55,3709,3709,142,70615 ,
E,2018/10/30 10:55,3708,3708,429,70619 ,
E,2018/10/30 10:55,3715,3715,344,70619 ,
E,2018/10/30 10:55,3713,5301,143,70621 ,
E,2018/10/30 10:55,3708,3708,502,70622 ,
E,2018/10/30 10:55,3713,5141,122,70624 ,
E,2018/10/30 10:55,3708,3708,115,70625 ,
E,2018/10/30 10:55,3713,5301,402,70630 ,
E,2018/10/30 10:55,3711,3711,142,70631 ,
E,2018/10/30 10:55,3708,3708,110,70631 ,
E,2018/10/30 10:55,3713,5301,110,70631 ,
E,2018/10/30 10:55,3709,3708,136,70632 ,
E,2018/10/30 10:55,3708,3708,429,70634 ,
E,2018/10/30 10:55,3709,3715,133,70636 ,
E,2018/10/30 10:55,3711,3711,122,70638 ,
E,2018/10/30 10:55,3713,5141,142,70638 ,
E,2018/10/30 10:55,3711,3711,309,70639 ,
E,2018/10/30 10:55,3708,3708,141,70639 ,
E,2018/10/30 10:55,3708,3708,307,70640 ,
E,2018/10/30 10:55,3711,3711,143,70641 ,
E,2018/10/30 10:55,3708,3708,141,70644 ,
E,2018/10/30 10:55,3715,3715,303,70644 ,
E,2018/10/30 10:55,3708,3708,410,70644 ,
E,2018/10/30 10:55,3715,3715,143,70644 ,
E,2018/10/30 10:55,3708,3708,304,70645 ,
E,2018/10/30 10:55,3714,3714,142,70648 ,
I,2018/10/30 10:55,3713,3715,501,70648 ,
I,2018/10/30 10:55,3713,5141,350,70648 ,
I,2018/10/30 10:55,3714,5301,312,70648 ,
I,2018/10/30 10:56,3715,3715,306,70651 ,
I,2018/10/30 10:56,3717,3717,303,70653 ,
I,2018/10/30 10:56,3708,3708,603,70657 ,
I,2018/10/30 10:56,3714,5301,344,70659 ,
I,2018/10/30 10:56,3715,3715,302,70659 ,
I,2018/10/30 10:56,3714,5301,309,70660 ,
I,2018/10/30 10:56,3708,3708,142,70660 ,
I,2018/10/30 10:56,3711,3711,110,70663 ,
E,2018/10/30 10:56,3708,3708,110,70663 ,
E,2018/10/30 10:56,3713,5301,111,70664 ,
E,2018/10/30 10:56,3715,3715,116,70664 ,
E,2018/10/30 10:56,3708,3708,304,70664 ,
E,2018/10/30 10:56,3708,3708,142,70666 ,
E,2018/10/30 10:56,3711,2248,142,70668 ,
E,2018/10/30 10:56,3714,3714,502,70670 ,
E,2018/10/30 10:56,3713,5141,132,70670 ,
E,2018/10/30 10:56,3711,3711,502,70672 ,
E,2018/10/30 10:56,3713,5301,502,70672 ,
E,2018/10/30 10:56,3711,3711,142,70672 ,
E,2018/10/30 10:56,3715,3715,110,70672 ,
E,2018/10/30 10:56,3712,3712,502,70673 ,
E,2018/10/30 10:56,3712,3712,142,70673 ,
E,2018/10/30 10:56,3717,3717,502,70678 ,
E,2018/10/30 10:56,3726,3726,312,70678 ,
E,2018/10/30 10:56,3708,3708,502,70679 ,
E,2018/10/30 10:56,3711,3711,305,70681 ,
E,2018/10/30 10:56,3711,3711,142,70681 ,
E,2018/10/30 10:56,3708,3708,303,70683 ,
I,2018/10/30 10:56,3710,3710,601,70686 ,
I,2018/10/30 10:57,3711,3711,132,70690 ,
