I_E_FLAG,END_DATE,DECL_PORT,DECL_PORT_s,I_E_PORT,I_E_PORT_s
E,2018-10-31 14:14,3708,7,3708,7
E,2018-10-31 14:14,3708,7,3708,7
E,2018-10-31 14:14,3708,7,3708,7
E,2018-10-31 14:14,3720,18,3720,18
I,2018-10-31 14:15,3720,18,3720,18
I,2018-10-31 14:15,3708,7,3708,7
I,2018-10-31 14:15,3718,17,3718,17
I,2018-10-31 14:15,3713,12,5141,24
I,2018-10-31 14:15,3716,15,5301,24
I,2018-10-31 14:15,3711,10,3711,10
I,2018-10-31 14:15,3711,10,3711,10
I,2018-10-31 14:15,3709,8,3709,8
I,2018-10-31 14:15,3708,7,3708,7
I,2018-10-31 14:15,3714,13,3715,14
E,2018-10-31 14:15,3708,7,3708,7
E,2018-10-31 14:15,3711,10,3711,10
E,2018-10-31 14:15,3708,7,3708,7
E,2018-10-31 14:15,3715,14,3715,14
E,2018-10-31 14:15,3711,10,3711,10
E,2018-10-31 14:15,3708,7,3708,7
E,2018-10-31 14:15,3708,7,3708,7
E,2018-10-31 14:15,3712,11,3712,11
E,2018-10-31 14:15,3714,13,3714,13
E,2018-10-31 14:15,3711,10,3711,10
E,2018-10-31 14:15,3713,12,5301,24
E,2018-10-31 14:15,3708,7,3708,7
E,2018-10-31 14:15,3712,11,3712,11
E,2018-10-31 14:15,3708,7,3708,7
E,2018-10-31 14:15,3717,16,3717,16
E,2018-10-31 14:15,3708,7,3708,7
E,2018-10-31 14:15,3708,7,3708,7
E,2018-10-31 14:15,3708,7,3708,7
E,2018-10-31 14:15,3708,7,3708,7
E,2018-10-31 14:15,3708,7,3708,7
I,2018-10-31 14:15,3725,22,3725,22
I,2018-10-31 14:16,3716,15,5301,24
I,2018-10-31 14:16,3711,10,3711,10
I,2018-10-31 14:16,3713,12,5301,24
I,2018-10-31 14:16,3715,14,3715,14
I,2018-10-31 14:16,3713,12,3715,14
I,2018-10-31 14:16,3705,4,3705,4
I,2018-10-31 14:16,3715,14,3715,14
I,2018-10-31 14:16,3714,13,3715,14
E,2018-10-31 14:16,3708,7,3708,7
E,2018-10-31 14:16,3711,10,3711,10
E,2018-10-31 14:16,3717,16,3717,16
E,2018-10-31 14:16,3708,7,3708,7
E,2018-10-31 14:16,3715,14,3715,14
E,2018-10-31 14:16,3711,10,2225,24
E,2018-10-31 14:16,3712,11,3712,11
E,2018-10-31 14:16,3708,7,3708,7
E,2018-10-31 14:16,3708,7,3708,7
E,2018-10-31 14:16,3711,10,2225,24
E,2018-10-31 14:16,3711,10,3711,10
E,2018-10-31 14:16,3711,10,3711,10
E,2018-10-31 14:16,3711,10,3711,10
E,2018-10-31 14:16,3714,13,3714,13
E,2018-10-31 14:16,3714,13,3708,7
E,2018-10-31 14:16,3717,16,3717,16
E,2018-10-31 14:16,3714,13,3714,13
E,2018-10-31 14:16,3708,7,3708,7
E,2018-10-31 14:16,3717,16,3717,16
E,2018-10-31 14:16,3715,14,3715,14
E,2018-10-31 14:16,3708,7,3708,7
E,2018-10-31 14:16,3708,7,3708,7
E,2018-10-31 14:16,3708,7,3708,7
E,2018-10-31 14:16,3711,10,3711,10
E,2018-10-31 14:16,3717,16,3717,16
I,2018-10-31 14:16,3714,13,3715,14
I,2018-10-31 14:17,3713,12,5141,24
I,2018-10-31 14:17,3725,22,3725,22
I,2018-10-31 14:17,3725,22,3725,22
I,2018-10-31 14:17,3711,10,3711,10
I,2018-10-31 14:17,3715,14,3715,14
E,2018-10-31 14:17,3712,11,3708,7
E,2018-10-31 14:17,3712,11,3712,11
E,2018-10-31 14:17,3708,7,3708,7
E,2018-10-31 14:17,3711,10,3711,10
E,2018-10-31 14:17,3714,13,3714,13
E,2018-10-31 14:17,3708,7,3708,7
E,2018-10-31 14:17,3708,7,3708,7
E,2018-10-31 14:17,3708,7,3708,7
E,2018-10-31 14:17,3708,7,3708,7
E,2018-10-31 14:17,3714,13,3711,10
E,2018-10-31 14:17,3715,14,3715,14
E,2018-10-31 14:17,3714,13,3714,13
E,2018-10-31 14:17,3715,14,3715,14
E,2018-10-31 14:17,3717,16,3717,16
I,2018-10-31 14:17,3713,12,3715,14
I,2018-10-31 14:18,3716,15,5301,24
I,2018-10-31 14:18,3705,4,3705,4
I,2018-10-31 14:18,3715,14,3715,14
E,2018-10-31 14:18,3708,7,3708,7
E,2018-10-31 14:18,3714,13,3714,13
E,2018-10-31 14:18,3714,13,3714,13
E,2018-10-31 14:18,3708,7,3708,7
E,2018-10-31 14:18,3714,13,3708,7
E,2018-10-31 14:18,3708,7,3708,7
E,2018-10-31 14:18,3715,14,3715,14
E,2018-10-31 14:18,3712,11,3712,11
E,2018-10-31 14:18,3711,10,3711,10
E,2018-10-31 14:18,3712,11,3712,11
E,2018-10-31 14:18,3716,15,3716,15
E,2018-10-31 14:18,3711,10,3711,10
E,2018-10-31 14:18,3715,14,3715,14
E,2018-10-31 14:18,3711,10,2225,24
E,2018-10-31 14:18,3708,7,3708,7
E,2018-10-31 14:18,3708,7,3708,7
I,2018-10-31 14:18,3725,22,4209,24
I,2018-10-31 14:19,3715,14,3715,14
I,2018-10-31 14:19,3725,22,3725,22
I,2018-10-31 14:19,3705,4,3705,4
I,2018-10-31 14:19,3725,22,3725,22
I,2018-10-31 14:19,3717,16,3717,16
E,2018-10-31 14:19,3712,11,702,24
E,2018-10-31 14:19,3708,7,3708,7
E,2018-10-31 14:19,3708,7,3708,7
E,2018-10-31 14:19,3717,16,3717,16
E,2018-10-31 14:19,3708,7,3708,7
E,2018-10-31 14:19,3708,7,3708,7
E,2018-10-31 14:19,3708,7,3708,7
E,2018-10-31 14:19,3711,10,3711,10
E,2018-10-31 14:19,3717,16,3717,16
E,2018-10-31 14:19,3708,7,3708,7
E,2018-10-31 14:19,3709,8,3709,8
E,2018-10-31 14:19,3708,7,3708,7
E,2018-10-31 14:19,3715,14,3715,14
E,2018-10-31 14:19,3708,7,3708,7
E,2018-10-31 14:19,3708,7,3708,7
E,2018-10-31 14:19,3708,7,3708,7
E,2018-10-31 14:19,3711,10,3711,10
E,2018-10-31 14:19,3717,16,3717,16
E,2018-10-31 14:19,3715,14,3715,14
E,2018-10-31 14:19,3713,12,5141,24
I,2018-10-31 14:19,3715,14,3715,14
I,2018-10-31 14:20,3711,10,3711,10
I,2018-10-31 14:20,3708,7,3708,7
I,2018-10-31 14:20,3711,10,3711,10
I,2018-10-31 14:20,3713,12,3715,14
I,2018-10-31 14:20,3715,14,3715,14
I,2018-10-31 14:20,3715,14,3715,14
I,2018-10-31 14:20,3711,10,3711,10
E,2018-10-31 14:20,3708,7,3708,7
E,2018-10-31 14:20,3708,7,3708,7
E,2018-10-31 14:20,3715,14,3715,14
E,2018-10-31 14:20,3708,7,3708,7
E,2018-10-31 14:20,3717,16,3717,16
E,2018-10-31 14:20,3723,20,3723,20
E,2018-10-31 14:20,3708,7,3708,7
E,2018-10-31 14:20,3714,13,3714,13
E,2018-10-31 14:20,3715,14,3715,14
E,2018-10-31 14:20,3714,13,3714,13
E,2018-10-31 14:20,3714,13,3714,13
E,2018-10-31 14:20,3708,7,3708,7
E,2018-10-31 14:20,3711,10,3711,10
E,2018-10-31 14:20,3714,13,3714,13
E,2018-10-31 14:20,3708,7,3708,7
E,2018-10-31 14:20,3708,7,3708,7
E,2018-10-31 14:20,3708,7,3708,7
I,2018-10-31 14:20,3708,7,3708,7
I,2018-10-31 14:21,3711,10,3711,10
I,2018-10-31 14:21,3714,13,5301,24
I,2018-10-31 14:21,3714,13,5301,24
I,2018-10-31 14:21,3715,14,3715,14
E,2018-10-31 14:21,3711,10,3711,10
E,2018-10-31 14:21,3714,13,3714,13
E,2018-10-31 14:21,3715,14,3507,24
E,2018-10-31 14:21,3717,16,3717,16
E,2018-10-31 14:21,3716,15,3716,15
E,2018-10-31 14:21,3712,11,3712,11
E,2018-10-31 14:21,3708,7,3708,7
E,2018-10-31 14:21,3708,7,3708,7
E,2018-10-31 14:21,3714,13,3714,13
E,2018-10-31 14:21,3708,7,3708,7
E,2018-10-31 14:21,3708,7,3708,7
E,2018-10-31 14:21,3711,10,3711,10
E,2018-10-31 14:21,3715,14,3715,14
E,2018-10-31 14:21,3708,7,3708,7
E,2018-10-31 14:21,3717,16,3717,16
E,2018-10-31 14:21,3711,10,3711,10
E,2018-10-31 14:21,3708,7,3708,7
I,2018-10-31 14:21,3716,15,5301,24
I,2018-10-31 14:22,3715,14,3715,14
E,2018-10-31 14:22,3708,7,3708,7
E,2018-10-31 14:22,3715,14,3715,14
E,2018-10-31 14:22,3715,14,3715,14
E,2018-10-31 14:22,3716,15,3716,15
E,2018-10-31 14:22,3711,10,3711,10
E,2018-10-31 14:22,3711,10,3711,10
E,2018-10-31 14:22,3708,7,3708,7
E,2018-10-31 14:22,3715,14,3507,24
E,2018-10-31 14:22,3708,7,3708,7
E,2018-10-31 14:22,3712,11,3712,11
E,2018-10-31 14:22,3708,7,3708,7
I,2018-10-31 14:23,3709,8,3709,8
I,2018-10-31 14:23,3711,10,3711,10
I,2018-10-31 14:23,3715,14,3715,14
I,2018-10-31 14:23,3711,10,3711,10
E,2018-10-31 14:23,3715,14,3715,14
E,2018-10-31 14:23,3708,7,3708,7
E,2018-10-31 14:23,3717,16,3717,16
E,2018-10-31 14:23,3708,7,3708,7
E,2018-10-31 14:23,3712,11,3712,11
E,2018-10-31 14:23,3708,7,3708,7
E,2018-10-31 14:23,3717,16,3717,16
E,2018-10-31 14:23,3708,7,3708,7
E,2018-10-31 14:23,3708,7,3708,7
E,2018-10-31 14:23,3715,14,3715,14
E,2018-10-31 14:23,3715,14,3715,14
E,2018-10-31 14:23,3711,10,3711,10
E,2018-10-31 14:23,3711,10,3711,10
E,2018-10-31 14:23,3720,18,3720,18
E,2018-10-31 14:23,3726,23,3708,7
E,2018-10-31 14:23,3708,7,3708,7
E,2018-10-31 14:23,3717,16,3709,8
E,2018-10-31 14:23,3708,7,3708,7
E,2018-10-31 14:23,3717,16,3709,8
I,2018-10-31 14:24,3716,15,5301,24
I,2018-10-31 14:24,3708,7,3708,7
I,2018-10-31 14:24,3715,14,3715,14
I,2018-10-31 14:24,3709,8,5141,24
I,2018-10-31 14:24,3720,18,3720,18
E,2018-10-31 14:24,3711,10,3711,10
E,2018-10-31 14:24,3715,14,5141,24
E,2018-10-31 14:24,3711,10,3711,10
E,2018-10-31 14:24,3717,16,3717,16
E,2018-10-31 14:24,3715,14,3507,24
E,2018-10-31 14:24,3715,14,3715,14
E,2018-10-31 14:24,3708,7,3708,7
E,2018-10-31 14:24,3715,14,3715,14
E,2018-10-31 14:24,3711,10,3711,10
E,2018-10-31 14:24,3717,16,3717,16
E,2018-10-31 14:24,3708,7,3708,7
E,2018-10-31 14:24,3726,23,3708,7
E,2018-10-31 14:24,3715,14,3715,14
E,2018-10-31 14:24,3708,7,3708,7
E,2018-10-31 14:24,3708,7,3708,7
E,2018-10-31 14:24,3711,10,3711,10
E,2018-10-31 14:24,3708,7,3708,7
E,2018-10-31 14:24,3714,13,3714,13
E,2018-10-31 14:24,3708,7,3708,7
E,2018-10-31 14:24,3715,14,3715,14
E,2018-10-31 14:24,3711,10,2225,24
E,2018-10-31 14:24,3711,10,3711,10
E,2018-10-31 14:24,3715,14,3715,14
I,2018-10-31 14:25,3720,18,3715,14
I,2018-10-31 14:25,3709,8,3711,10
I,2018-10-31 14:25,3711,10,3711,10
E,2018-10-31 14:25,3717,16,3717,16
E,2018-10-31 14:25,3716,15,3716,15
E,2018-10-31 14:25,3726,23,3711,10
E,2018-10-31 14:25,3711,10,2225,24
E,2018-10-31 14:25,3708,7,3708,7
E,2018-10-31 14:25,3708,7,3708,7
E,2018-10-31 14:25,3714,13,3714,13
E,2018-10-31 14:25,3711,10,3711,10
E,2018-10-31 14:25,3708,7,3708,7
E,2018-10-31 14:25,3717,16,3717,16
E,2018-10-31 14:25,3708,7,3708,7
E,2018-10-31 14:25,3711,10,3711,10
E,2018-10-31 14:25,3708,7,3708,7
E,2018-10-31 14:25,3717,16,3717,16
E,2018-10-31 14:25,3714,13,3714,13
E,2018-10-31 14:25,3726,23,3708,7
E,2018-10-31 14:25,3708,7,3708,7
E,2018-10-31 14:25,3715,14,3715,14
E,2018-10-31 14:25,3717,16,3717,16
E,2018-10-31 14:25,3708,7,3708,7
I,2018-10-31 14:26,3705,4,3705,4
I,2018-10-31 14:26,3715,14,3715,14
E,2018-10-31 14:26,3720,18,3720,18
E,2018-10-31 14:26,3726,23,3708,7
E,2018-10-31 14:26,3715,14,3715,14
E,2018-10-31 14:26,3717,16,3717,16
E,2018-10-31 14:26,3717,16,3717,16
E,2018-10-31 14:26,3708,7,3708,7
E,2018-10-31 14:26,3708,7,3708,7
E,2018-10-31 14:26,3708,7,3708,7
E,2018-10-31 14:26,3726,23,3708,7
E,2018-10-31 14:26,3708,7,3708,7
E,2018-10-31 14:26,3716,15,3716,15
E,2018-10-31 14:26,3715,14,3715,14
E,2018-10-31 14:26,3714,13,3714,13
E,2018-10-31 14:26,3711,10,3711,10
E,2018-10-31 14:26,3708,7,3708,7
E,2018-10-31 14:26,3715,14,3715,14
E,2018-10-31 14:26,3711,10,3711,10
E,2018-10-31 14:26,3708,7,3708,7
E,2018-10-31 14:26,3712,11,3712,11
E,2018-10-31 14:26,3708,7,3708,7
E,2018-10-31 14:26,3714,13,3714,13
E,2018-10-31 14:26,3708,7,3708,7
I,2018-10-31 14:26,3709,8,5141,24
I,2018-10-31 14:27,3713,12,3715,14
I,2018-10-31 14:27,3715,14,3715,14
I,2018-10-31 14:27,3711,10,3711,10
I,2018-10-31 14:27,3725,22,3725,22
I,2018-10-31 14:27,3711,10,3711,10
I,2018-10-31 14:27,3725,22,3715,14
I,2018-10-31 14:27,3716,15,3716,15
E,2018-10-31 14:27,3715,14,3715,14
E,2018-10-31 14:27,3715,14,3715,14
E,2018-10-31 14:27,3708,7,3708,7
E,2018-10-31 14:27,3715,14,3715,14
E,2018-10-31 14:27,3712,11,3712,11
E,2018-10-31 14:27,3713,12,5301,24
E,2018-10-31 14:27,3714,13,3714,13
E,2018-10-31 14:27,3720,18,3720,18
E,2018-10-31 14:27,3708,7,3708,7
E,2018-10-31 14:27,3715,14,3715,14
E,2018-10-31 14:27,3714,13,3714,13
E,2018-10-31 14:27,3718,17,3718,17
E,2018-10-31 14:27,3708,7,3708,7
E,2018-10-31 14:27,3708,7,3708,7
E,2018-10-31 14:27,3711,10,3711,10
E,2018-10-31 14:27,3714,13,3714,13
E,2018-10-31 14:27,3717,16,3717,16
E,2018-10-31 14:27,3712,11,3708,7
E,2018-10-31 14:27,3712,11,3708,7
E,2018-10-31 14:27,3720,18,3720,18
E,2018-10-31 14:27,3717,16,3717,16
E,2018-10-31 14:27,3714,13,3714,13
E,2018-10-31 14:27,3714,13,3714,13
E,2018-10-31 14:27,3717,16,3717,16
E,2018-10-31 14:27,3708,7,3708,7
E,2018-10-31 14:27,3711,10,3711,10
I,2018-10-31 14:28,3720,18,3720,18
I,2018-10-31 14:28,3711,10,3711,10
I,2018-10-31 14:28,3711,10,3711,10
I,2018-10-31 14:28,3713,12,5301,24
I,2018-10-31 14:28,3713,12,3713,12
I,2018-10-31 14:28,3705,4,3705,4
E,2018-10-31 14:28,3715,14,3715,14
E,2018-10-31 14:28,3725,22,3725,22
E,2018-10-31 14:28,3715,14,3715,14
E,2018-10-31 14:28,3720,18,3720,18
E,2018-10-31 14:28,3725,22,3725,22
E,2018-10-31 14:28,3717,16,3717,16
E,2018-10-31 14:28,3711,10,3711,10
E,2018-10-31 14:28,3709,8,3709,8
E,2018-10-31 14:28,3708,7,3708,7
E,2018-10-31 14:28,3708,7,3708,7
E,2018-10-31 14:28,3711,10,3711,10
E,2018-10-31 14:28,3716,15,5301,24
E,2018-10-31 14:28,3708,7,3708,7
E,2018-10-31 14:28,3716,15,3716,15
E,2018-10-31 14:28,3714,13,3714,13
E,2018-10-31 14:28,3708,7,3708,7
E,2018-10-31 14:28,3708,7,3708,7
E,2018-10-31 14:28,3715,14,3715,14
E,2018-10-31 14:28,3712,11,3712,11
E,2018-10-31 14:28,3708,7,3708,7
E,2018-10-31 14:28,3717,16,3717,16
E,2018-10-31 14:28,3717,16,3717,16
E,2018-10-31 14:28,3714,13,3714,13
E,2018-10-31 14:28,3708,7,3708,7
E,2018-10-31 14:28,3714,13,3714,13
E,2018-10-31 14:28,3708,7,3708,7
E,2018-10-31 14:28,3708,7,3708,7
E,2018-10-31 14:28,3708,7,3708,7
E,2018-10-31 14:28,3715,14,3715,14
E,2018-10-31 14:28,3708,7,3708,7
E,2018-10-31 14:28,3708,7,3708,7
E,2018-10-31 14:28,3708,7,3708,7
E,2018-10-31 14:28,3715,14,3715,14
E,2018-10-31 14:28,3720,18,3720,18
I,2018-10-31 14:29,3711,10,3711,10
E,2018-10-31 14:29,3711,10,2225,24
E,2018-10-31 14:29,3716,15,5301,24
E,2018-10-31 14:29,3716,15,3716,15
E,2018-10-31 14:29,3714,13,3708,7
E,2018-10-31 14:29,3717,16,3717,16
E,2018-10-31 14:29,3714,13,3714,13
E,2018-10-31 14:29,3717,16,3717,16
E,2018-10-31 14:29,3714,13,3714,13
E,2018-10-31 14:29,3717,16,3709,8
E,2018-10-31 14:29,3713,12,5301,24
E,2018-10-31 14:29,3716,15,3716,15
E,2018-10-31 14:29,3715,14,3715,14
E,2018-10-31 14:29,3709,8,3715,14
E,2018-10-31 14:29,3710,9,3710,9
E,2018-10-31 14:29,3708,7,3708,7
E,2018-10-31 14:29,3714,13,3714,13
E,2018-10-31 14:29,3720,18,3720,18
E,2018-10-31 14:29,3714,13,3714,13
E,2018-10-31 14:29,3716,15,5301,24
I,2018-10-31 14:29,3725,22,3725,22
I,2018-10-31 14:29,3711,10,3711,10
I,2018-10-31 14:30,3715,14,3715,14
I,2018-10-31 14:30,3720,18,3720,18
E,2018-10-31 14:30,3716,15,5301,24
E,2018-10-31 14:30,3709,8,3708,7
E,2018-10-31 14:30,3717,16,3717,16
E,2018-10-31 14:30,3708,7,3708,7
E,2018-10-31 14:30,3714,13,3714,13
E,2018-10-31 14:30,3713,12,5301,24
E,2018-10-31 14:30,3715,14,5301,24
E,2018-10-31 14:30,3708,7,3708,7
E,2018-10-31 14:30,3708,7,3708,7
E,2018-10-31 14:30,3715,14,3715,14
E,2018-10-31 14:30,3708,7,3708,7
E,2018-10-31 14:30,3716,15,5301,24
E,2018-10-31 14:30,3716,15,3716,15
E,2018-10-31 14:30,3708,7,3708,7
E,2018-10-31 14:30,3714,13,3708,7
E,2018-10-31 14:30,3708,7,3708,7
E,2018-10-31 14:30,3709,8,3708,7
E,2018-10-31 14:30,3715,14,3715,14
E,2018-10-31 14:30,3717,16,3717,16
E,2018-10-31 14:30,3716,15,5301,24
E,2018-10-31 14:30,3716,15,5301,24
E,2018-10-31 14:30,3720,18,3720,18
I,2018-10-31 14:30,3705,4,3705,4
I,2018-10-31 14:31,3716,15,5301,24
I,2018-10-31 14:31,3711,10,3711,10
I,2018-10-31 14:31,3717,16,3717,16
I,2018-10-31 14:31,3709,8,5141,24
E,2018-10-31 14:31,3708,7,3708,7
E,2018-10-31 14:31,3715,14,3715,14
E,2018-10-31 14:31,3714,13,3714,13
E,2018-10-31 14:31,3716,15,3716,15
E,2018-10-31 14:31,3716,15,5301,24
E,2018-10-31 14:31,3708,7,3708,7
E,2018-10-31 14:31,3711,10,3711,10
E,2018-10-31 14:31,3720,18,3720,18
E,2018-10-31 14:31,3716,15,5301,24
E,2018-10-31 14:31,3711,10,3711,10
E,2018-10-31 14:31,3715,14,3715,14
E,2018-10-31 14:31,3715,14,3715,14
E,2018-10-31 14:31,3711,10,3711,10
E,2018-10-31 14:31,3711,10,3711,10
E,2018-10-31 14:31,3711,10,3711,10
E,2018-10-31 14:31,3715,14,2233,24
E,2018-10-31 14:31,3711,10,3711,10
E,2018-10-31 14:31,3711,10,3711,10
E,2018-10-31 14:31,3715,14,3715,14
E,2018-10-31 14:31,3716,15,3716,15
I,2018-10-31 14:31,3720,18,3720,18
I,2018-10-31 14:32,3715,14,3715,14
I,2018-10-31 14:32,3720,18,3720,18
I,2018-10-31 14:32,3711,10,3711,10
I,2018-10-31 14:32,3715,14,3715,14
E,2018-10-31 14:32,3715,14,5301,24
E,2018-10-31 14:32,3711,10,3711,10
E,2018-10-31 14:32,3716,15,3716,15
E,2018-10-31 14:32,3711,10,3711,10
E,2018-10-31 14:32,3726,23,3708,7
E,2018-10-31 14:32,3708,7,3708,7
E,2018-10-31 14:32,3714,13,3714,13
E,2018-10-31 14:32,3711,10,2225,24
E,2018-10-31 14:32,3708,7,3708,7
E,2018-10-31 14:32,3715,14,5301,24
E,2018-10-31 14:32,3708,7,3708,7
E,2018-10-31 14:32,3708,7,3708,7
E,2018-10-31 14:32,3708,7,3708,7
E,2018-10-31 14:32,3715,14,3715,14
E,2018-10-31 14:32,3708,7,3708,7
E,2018-10-31 14:32,3708,7,3708,7
E,2018-10-31 14:32,3716,15,5301,24
E,2018-10-31 14:32,3708,7,3708,7
E,2018-10-31 14:32,3708,7,3708,7
E,2018-10-31 14:32,3708,7,3708,7
E,2018-10-31 14:32,3708,7,3708,7
E,2018-10-31 14:32,3708,7,3708,7
E,2018-10-31 14:32,3711,10,3711,10
E,2018-10-31 14:32,3708,7,3708,7
E,2018-10-31 14:32,3708,7,3708,7
E,2018-10-31 14:32,3716,15,5301,24
E,2018-10-31 14:32,3708,7,3708,7
I,2018-10-31 14:33,3711,10,3711,10
I,2018-10-31 14:33,3725,22,3725,22
I,2018-10-31 14:33,3715,14,3715,14
I,2018-10-31 14:33,3716,15,5301,24
I,2018-10-31 14:33,3713,12,5301,24
E,2018-10-31 14:33,3708,7,3708,7
E,2018-10-31 14:33,3708,7,3708,7
E,2018-10-31 14:33,3715,14,5301,24
E,2018-10-31 14:33,3717,16,3717,16
E,2018-10-31 14:33,3714,13,3714,13
E,2018-10-31 14:33,3714,13,3708,7
E,2018-10-31 14:33,3708,7,3708,7
E,2018-10-31 14:33,3714,13,3714,13
E,2018-10-31 14:33,3717,16,3717,16
E,2018-10-31 14:33,3711,10,3711,10
E,2018-10-31 14:33,3711,10,3711,10
E,2018-10-31 14:33,3715,14,3715,14
E,2018-10-31 14:33,3716,15,5301,24
E,2018-10-31 14:33,3712,11,3708,7
E,2018-10-31 14:33,3708,7,3708,7
E,2018-10-31 14:33,3708,7,3708,7
E,2018-10-31 14:33,3717,16,3708,7
E,2018-10-31 14:33,3715,14,3715,14
E,2018-10-31 14:33,3708,7,3708,7
E,2018-10-31 14:33,3711,10,3711,10
E,2018-10-31 14:33,3708,7,3708,7
E,2018-10-31 14:33,3708,7,3708,7
E,2018-10-31 14:33,3708,7,3708,7
E,2018-10-31 14:33,3708,7,3708,7
E,2018-10-31 14:33,3715,14,3715,14
E,2018-10-31 14:33,3716,15,3716,15
E,2018-10-31 14:33,3715,14,3715,14
E,2018-10-31 14:33,3708,7,3708,7
I,2018-10-31 14:33,3711,10,3711,10
I,2018-10-31 14:33,3713,12,5301,24
I,2018-10-31 14:34,3713,12,3715,14
I,2018-10-31 14:34,3720,18,3720,18
E,2018-10-31 14:34,3708,7,3708,7
E,2018-10-31 14:34,3708,7,3708,7
E,2018-10-31 14:34,3715,14,5301,24
E,2018-10-31 14:34,3716,15,5301,24
E,2018-10-31 14:34,3714,13,3714,13
E,2018-10-31 14:34,3715,14,5301,24
E,2018-10-31 14:34,3708,7,3708,7
E,2018-10-31 14:34,3714,13,3714,13
E,2018-10-31 14:34,3714,13,3714,13
E,2018-10-31 14:34,3708,7,3708,7
E,2018-10-31 14:34,3725,22,3725,22
E,2018-10-31 14:34,3708,7,3708,7
E,2018-10-31 14:34,3714,13,3714,13
E,2018-10-31 14:34,3711,10,3711,10
E,2018-10-31 14:34,3708,7,3708,7
E,2018-10-31 14:34,3708,7,3708,7
E,2018-10-31 14:34,3708,7,3708,7
E,2018-10-31 14:34,3716,15,3716,15
E,2018-10-31 14:34,3708,7,3708,7
E,2018-10-31 14:34,3715,14,3715,14
E,2018-10-31 14:34,3715,14,3715,14
E,2018-10-31 14:34,3715,14,5301,24
E,2018-10-31 14:34,3716,15,3716,15
E,2018-10-31 14:34,3715,14,3715,14
I,2018-10-31 14:35,3709,8,3709,8
I,2018-10-31 14:35,3708,7,3708,7
I,2018-10-31 14:35,3716,15,5301,24
E,2018-10-31 14:35,3715,14,3715,14
E,2018-10-31 14:35,3708,7,3708,7
E,2018-10-31 14:35,3708,7,3708,7
E,2018-10-31 14:35,3717,16,3717,16
E,2018-10-31 14:35,3714,13,3714,13
E,2018-10-31 14:35,3711,10,3711,10
E,2018-10-31 14:35,3710,9,3710,9
E,2018-10-31 14:35,3711,10,3711,10
E,2018-10-31 14:35,3716,15,5301,24
E,2018-10-31 14:35,3715,14,3715,14
E,2018-10-31 14:35,3708,7,3708,7
E,2018-10-31 14:35,3714,13,3714,13
E,2018-10-31 14:35,3708,7,3708,7
E,2018-10-31 14:35,3711,10,3711,10
E,2018-10-31 14:35,3709,8,3709,8
E,2018-10-31 14:35,3708,7,3708,7
E,2018-10-31 14:35,3713,12,5301,24
E,2018-10-31 14:35,3708,7,3708,7
E,2018-10-31 14:35,3715,14,3715,14
E,2018-10-31 14:35,3716,15,3716,15
E,2018-10-31 14:35,3713,12,5301,24
E,2018-10-31 14:35,3716,15,3716,15
E,2018-10-31 14:35,3715,14,3715,14
E,2018-10-31 14:35,3711,10,3711,10
E,2018-10-31 14:35,3708,7,3708,7
E,2018-10-31 14:35,3708,7,3708,7
E,2018-10-31 14:35,3711,10,3711,10
I,2018-10-31 14:36,3720,18,3720,18
I,2018-10-31 14:36,3725,22,3725,22
I,2018-10-31 14:36,3715,14,3715,14
I,2018-10-31 14:36,3711,10,3711,10
I,2018-10-31 14:36,3715,14,3715,14
I,2018-10-31 14:36,3711,10,3711,10
I,2018-10-31 14:36,3720,18,3720,18
E,2018-10-31 14:36,3716,15,3716,15
E,2018-10-31 14:36,3711,10,2225,24
E,2018-10-31 14:36,3711,10,3711,10
E,2018-10-31 14:36,3708,7,3708,7
E,2018-10-31 14:36,3714,13,3714,13
E,2018-10-31 14:36,3715,14,5301,24
E,2018-10-31 14:36,3720,18,3720,18
E,2018-10-31 14:36,3714,13,3714,13
E,2018-10-31 14:36,3716,15,3716,15
E,2018-10-31 14:36,3712,11,3708,7
E,2018-10-31 14:36,3714,13,3714,13
E,2018-10-31 14:36,3708,7,3708,7
E,2018-10-31 14:36,3708,7,3708,7
E,2018-10-31 14:36,3708,7,3708,7
E,2018-10-31 14:36,3708,7,3708,7
E,2018-10-31 14:36,3711,10,3711,10
E,2018-10-31 14:36,3708,7,3708,7
E,2018-10-31 14:36,3708,7,3708,7
E,2018-10-31 14:36,3713,12,5301,24
E,2018-10-31 14:36,3717,16,3717,16
E,2018-10-31 14:36,3715,14,3715,14
E,2018-10-31 14:36,3711,10,3711,10
E,2018-10-31 14:36,3711,10,3711,10
E,2018-10-31 14:36,3708,7,3708,7
E,2018-10-31 14:36,3708,7,3708,7
E,2018-10-31 14:36,3708,7,3708,7
E,2018-10-31 14:36,3715,14,3715,14
I,2018-10-31 14:36,3715,14,3715,14
I,2018-10-31 14:37,3716,15,5301,24
I,2018-10-31 14:37,3711,10,3711,10
I,2018-10-31 14:37,3713,12,3713,12
I,2018-10-31 14:37,3715,14,3715,14
E,2018-10-31 14:37,3708,7,3708,7
E,2018-10-31 14:37,3708,7,3708,7
E,2018-10-31 14:37,3708,7,3708,7
E,2018-10-31 14:37,3711,10,3711,10
E,2018-10-31 14:37,3712,11,3712,11
E,2018-10-31 14:37,3716,15,5301,24
E,2018-10-31 14:37,3717,16,3717,16
