I_E_FLAG,END_DATE,DECL_PORT,DECL_PORT_s,I_E_PORT,I_E_PORT_s
E,2018-10-28 8:00,3708,7,3708,7
E,2018-10-28 8:14,3708,7,3708,7
E,2018-10-28 8:22,3708,7,3708,7
E,2018-10-28 8:26,3708,7,3708,7
E,2018-10-28 8:29,3708,7,3708,7
E,2018-10-28 8:30,3708,7,3708,7
E,2018-10-28 8:32,3708,7,3708,7
E,2018-10-28 8:33,3708,7,3708,7
E,2018-10-28 9:03,3711,10,3711,10
E,2018-10-28 9:04,3711,10,3711,10
E,2018-10-28 9:04,3715,14,3715,14
E,2018-10-28 9:14,3715,14,3715,14
E,2018-10-28 9:15,3715,14,3715,14
E,2018-10-28 9:15,3715,14,3715,14
E,2018-10-28 9:16,3715,14,3715,14
E,2018-10-28 9:18,3711,10,3711,10
E,2018-10-28 9:21,3715,14,3715,14
E,2018-10-28 9:21,3715,14,3715,14
E,2018-10-28 9:21,3711,10,3711,10
E,2018-10-28 9:26,3711,10,3711,10
E,2018-10-28 9:31,3715,14,3715,14
E,2018-10-28 9:34,3711,10,3711,10
E,2018-10-28 9:35,3715,14,3715,14
E,2018-10-28 9:37,3711,10,3711,10
E,2018-10-28 9:37,3711,10,3711,10
I,2018-10-28 9:39,3715,14,3715,14
E,2018-10-28 9:44,3715,14,3715,14
E,2018-10-28 9:48,3711,10,3711,10
E,2018-10-28 9:51,3711,10,3711,10
E,2018-10-28 9:51,3711,10,3711,10
E,2018-10-28 9:51,3715,14,3715,14
E,2018-10-28 9:52,3715,14,3715,14
E,2018-10-28 9:52,3711,10,3711,10
E,2018-10-28 9:52,3711,10,3711,10
E,2018-10-28 9:52,3711,10,3711,10
E,2018-10-28 9:53,3715,14,3715,14
E,2018-10-28 9:54,3715,14,3715,14
E,2018-10-28 9:54,3715,14,3715,14
E,2018-10-28 9:56,3711,10,3711,10
E,2018-10-28 10:01,3711,10,3711,10
E,2018-10-28 10:03,3711,10,3711,10
E,2018-10-28 10:04,3715,14,3715,14
E,2018-10-28 10:04,3711,10,3711,10
E,2018-10-28 10:07,3715,14,3715,14
E,2018-10-28 10:07,3711,10,3711,10
I,2018-10-28 10:10,3715,14,3715,14
E,2018-10-28 10:10,3711,10,3711,10
E,2018-10-28 10:12,3715,14,3715,14
I,2018-10-28 10:13,3715,14,3715,14
E,2018-10-28 10:13,3715,14,3715,14
E,2018-10-28 10:13,3711,10,3711,10
E,2018-10-28 10:17,3715,14,3715,14
I,2018-10-28 10:18,3715,14,3715,14
E,2018-10-28 10:20,3715,14,3715,14
E,2018-10-28 10:21,3715,14,3715,14
E,2018-10-28 10:22,3715,14,3715,14
E,2018-10-28 10:23,3715,14,3715,14
E,2018-10-28 10:36,3711,10,3711,10
E,2018-10-28 10:37,3715,14,3715,14
E,2018-10-28 10:37,3715,14,3715,14
E,2018-10-28 10:40,3715,14,3715,14
E,2018-10-28 10:41,3715,14,3715,14
E,2018-10-28 10:45,3715,14,5141,24
I,2018-10-28 10:46,3715,14,3715,14
I,2018-10-28 10:46,3715,14,3715,14
E,2018-10-28 10:47,3711,10,3711,10
I,2018-10-28 10:49,3715,14,3715,14
I,2018-10-28 10:53,3715,14,3715,14
E,2018-10-28 10:53,3715,14,3715,14
I,2018-10-28 10:55,3715,14,3715,14
E,2018-10-28 10:57,3715,14,3715,14
E,2018-10-28 10:57,3715,14,3715,14
I,2018-10-28 10:59,3715,14,3715,14
E,2018-10-28 10:59,3715,14,3715,14
E,2018-10-28 10:59,3708,7,3708,7
E,2018-10-28 11:00,3708,7,3708,7
E,2018-10-28 11:00,3708,7,3708,7
I,2018-10-28 11:01,3715,14,3715,14
I,2018-10-28 11:04,3715,14,3715,14
E,2018-10-28 11:05,3715,14,5141,24
I,2018-10-28 11:06,3715,14,3715,14
I,2018-10-28 11:07,3715,14,3715,14
E,2018-10-28 11:09,3715,14,3715,14
E,2018-10-28 11:09,3715,14,3715,14
E,2018-10-28 11:09,3715,14,3715,14
E,2018-10-28 11:10,3715,14,3715,14
I,2018-10-28 11:11,3715,14,3715,14
I,2018-10-28 11:16,3715,14,3715,14
I,2018-10-28 11:16,3715,14,3715,14
E,2018-10-28 11:18,3715,14,3715,14
E,2018-10-28 11:22,3711,10,3711,10
I,2018-10-28 11:23,3715,14,3715,14
I,2018-10-28 11:24,3715,14,3715,14
I,2018-10-28 11:26,3715,14,3715,14
E,2018-10-28 11:26,3715,14,3715,14
I,2018-10-28 11:27,3715,14,3715,14
I,2018-10-28 11:30,3715,14,3715,14
E,2018-10-28 11:32,3708,7,3708,7
I,2018-10-28 11:34,3715,14,3715,14
E,2018-10-28 11:34,3723,20,3723,20
E,2018-10-28 11:46,3723,20,3723,20
I,2018-10-28 11:57,3715,14,3715,14
I,2018-10-28 12:01,3715,14,3715,14
I,2018-10-28 12:04,3715,14,3715,14
I,2018-10-28 12:09,3715,14,3715,14
E,2018-10-28 12:10,3715,14,3715,14
I,2018-10-28 12:11,3715,14,3715,14
I,2018-10-28 12:12,3715,14,3715,14
I,2018-10-28 12:15,3715,14,3715,14
I,2018-10-28 12:19,3715,14,3715,14
I,2018-10-28 12:20,3715,14,3715,14
I,2018-10-28 12:24,3715,14,3715,14
I,2018-10-28 12:26,3715,14,3715,14
I,2018-10-28 12:30,3715,14,3715,14
I,2018-10-28 12:33,3715,14,3715,14
I,2018-10-28 12:34,3715,14,3715,14
I,2018-10-28 12:36,3715,14,3715,14
I,2018-10-28 12:38,3715,14,3715,14
I,2018-10-28 12:40,3715,14,3715,14
I,2018-10-28 12:42,3715,14,3715,14
I,2018-10-28 12:44,3715,14,3715,14
I,2018-10-28 12:44,3715,14,3715,14
I,2018-10-28 12:45,3715,14,3715,14
I,2018-10-28 12:48,3715,14,3715,14
I,2018-10-28 12:49,3715,14,3715,14
I,2018-10-28 12:50,3715,14,3715,14
I,2018-10-28 12:51,3715,14,3715,14
I,2018-10-28 12:52,3715,14,3715,14
I,2018-10-28 12:54,3715,14,3715,14
I,2018-10-28 12:54,3715,14,3715,14
I,2018-10-28 12:56,3715,14,3715,14
E,2018-10-28 12:57,3708,7,3708,7
I,2018-10-28 12:59,3715,14,3715,14
I,2018-10-28 13:03,3715,14,3715,14
I,2018-10-28 13:05,3715,14,3715,14
I,2018-10-28 13:06,3715,14,3715,14
I,2018-10-28 13:06,3715,14,3715,14
I,2018-10-28 13:07,3715,14,3715,14
I,2018-10-28 13:08,3715,14,3715,14
I,2018-10-28 13:08,3715,14,3715,14
I,2018-10-28 13:10,3715,14,3715,14
E,2018-10-28 13:10,3708,7,3708,7
I,2018-10-28 13:11,3715,14,3715,14
I,2018-10-28 13:12,3715,14,3715,14
I,2018-10-28 13:15,3715,14,3715,14
I,2018-10-28 13:16,3715,14,3715,14
E,2018-10-28 13:22,3708,7,3708,7
E,2018-10-28 13:28,3708,7,3708,7
I,2018-10-28 13:30,3715,14,3715,14
E,2018-10-28 13:34,3708,7,3708,7
I,2018-10-28 13:43,3715,14,3715,14
I,2018-10-28 13:43,3715,14,3715,14
I,2018-10-28 13:44,3715,14,3715,14
E,2018-10-28 13:47,3708,7,3708,7
E,2018-10-28 15:00,3711,10,3711,10
E,2018-10-28 15:06,3715,14,3507,24
E,2018-10-28 15:07,3715,14,3507,24
E,2018-10-28 15:09,3715,14,3507,24
E,2018-10-28 15:10,3715,14,3507,24
E,2018-10-28 15:28,3708,7,3708,7
E,2018-10-28 15:28,3708,7,3708,7
E,2018-10-28 15:29,3708,7,3708,7
E,2018-10-28 15:29,3708,7,3708,7
E,2018-10-28 15:30,3708,7,3708,7
E,2018-10-28 16:12,3708,7,3708,7
E,2018-10-28 16:40,3711,10,3711,10
E,2018-10-28 17:33,3708,7,3708,7
I,2018-10-29 7:47,3725,22,3725,22
I,2018-10-29 7:50,3725,22,3725,22
I,2018-10-29 7:51,3725,22,3725,22
I,2018-10-29 7:55,3708,7,3708,7
E,2018-10-29 7:57,3715,14,3715,14
I,2018-10-29 8:00,3708,7,3708,7
I,2018-10-29 8:22,3703,2,3708,7
I,2018-10-29 8:26,3703,2,3708,7
I,2018-10-29 8:37,3725,22,3725,22
I,2018-10-29 8:37,3709,8,3708,7
I,2018-10-29 8:38,3725,22,3725,22
I,2018-10-29 8:38,3711,10,3711,10
E,2018-10-29 8:38,3708,7,3708,7
I,2018-10-29 8:39,3708,7,3708,7
E,2018-10-29 8:39,3711,10,3711,10
E,2018-10-29 8:39,3708,7,3708,7
I,2018-10-29 8:40,3718,17,3715,14
I,2018-10-29 8:40,3725,22,3725,22
I,2018-10-29 8:40,3708,7,3708,7
E,2018-10-29 8:40,3708,7,3708,7
I,2018-10-29 8:41,3725,22,3725,22
E,2018-10-29 8:41,3708,7,3708,7
E,2018-10-29 8:42,3711,10,3711,10
I,2018-10-29 8:44,3711,10,3711,10
I,2018-10-29 8:44,3708,7,3708,7
I,2018-10-29 8:44,3725,22,3725,22
E,2018-10-29 8:44,3711,10,3711,10
E,2018-10-29 8:44,3708,7,3708,7
E,2018-10-29 8:45,3717,16,3717,16
E,2018-10-29 8:45,3708,7,3708,7
E,2018-10-29 8:45,3717,16,3717,16
E,2018-10-29 8:45,3717,16,3717,16
I,2018-10-29 8:46,3718,17,3715,14
E,2018-10-29 8:46,3708,7,3708,7
I,2018-10-29 8:47,3713,12,5141,24
E,2018-10-29 8:47,3708,7,3708,7
I,2018-10-29 8:48,3706,5,3708,7
I,2018-10-29 8:48,3709,8,3709,8
E,2018-10-29 8:48,3708,7,3708,7
I,2018-10-29 8:48,3715,14,3715,14
I,2018-10-29 8:49,3709,8,3709,8
E,2018-10-29 8:49,3708,7,3708,7
E,2018-10-29 8:49,3708,7,3708,7
I,2018-10-29 8:50,3713,12,5141,24
E,2018-10-29 8:50,3711,10,3711,10
E,2018-10-29 8:50,3708,7,3708,7
E,2018-10-29 8:51,3708,7,3708,7
E,2018-10-29 8:51,3709,8,3709,8
I,2018-10-29 8:52,3713,12,5141,24
I,2018-10-29 8:52,3722,19,3711,10
E,2018-10-29 8:52,3709,8,3709,8
E,2018-10-29 8:52,3708,7,3708,7
E,2018-10-29 8:52,3708,7,3708,7
I,2018-10-29 8:52,3715,14,3715,14
I,2018-10-29 8:52,3708,7,3708,7
E,2018-10-29 8:53,3717,16,3717,16
E,2018-10-29 8:53,3717,16,3717,16
E,2018-10-29 8:53,3711,10,3711,10
E,2018-10-29 8:53,3711,10,3711,10
I,2018-10-29 8:54,3713,12,5141,24
E,2018-10-29 8:55,3708,7,3708,7
E,2018-10-29 8:55,3708,7,3708,7
I,2018-10-29 8:56,3709,8,3709,8
I,2018-10-29 8:56,3713,12,5141,24
I,2018-10-29 8:56,3709,8,3709,8
I,2018-10-29 8:56,3713,12,5301,24
E,2018-10-29 8:56,3708,7,3708,7
E,2018-10-29 8:56,3708,7,3708,7
I,2018-10-29 8:57,3709,8,3709,8
I,2018-10-29 8:57,3713,12,5141,24
I,2018-10-29 8:57,3708,7,3708,7
I,2018-10-29 8:57,3709,8,3709,8
I,2018-10-29 8:57,3709,8,3708,7
E,2018-10-29 8:57,3708,7,3708,7
E,2018-10-29 8:57,3708,7,3708,7
E,2018-10-29 8:57,3708,7,3708,7
I,2018-10-29 8:58,3715,14,101,24
I,2018-10-29 8:58,3708,7,3708,7
E,2018-10-29 8:58,3708,7,3708,7
E,2018-10-29 8:58,3708,7,3708,7
E,2018-10-29 8:58,3708,7,3708,7
E,2018-10-29 8:58,3711,10,3711,10
I,2018-10-29 8:59,3709,8,3709,8
I,2018-10-29 8:59,3709,8,3709,8
I,2018-10-29 8:59,3715,14,3715,14
E,2018-10-29 8:59,3711,10,3711,10
E,2018-10-29 8:59,3717,16,3717,16
E,2018-10-29 8:59,3708,7,3711,10
E,2018-10-29 8:59,3708,7,3708,7
I,2018-10-29 9:00,3715,14,3715,14
I,2018-10-29 9:00,3717,16,3717,16
I,2018-10-29 9:00,3713,12,5141,24
I,2018-10-29 9:00,3709,8,3709,8
E,2018-10-29 9:00,3708,7,3708,7
I,2018-10-29 9:00,3708,7,3708,7
I,2018-10-29 9:01,3708,7,3708,7
E,2018-10-29 9:01,3717,16,3714,13
E,2018-10-29 9:01,3708,7,3711,10
I,2018-10-29 9:02,3713,12,3715,14
I,2018-10-29 9:02,3713,12,5301,24
I,2018-10-29 9:02,3715,14,3715,14
E,2018-10-29 9:02,3714,13,3714,13
I,2018-10-29 9:03,3715,14,3715,14
I,2018-10-29 9:03,3715,14,3715,14
I,2018-10-29 9:03,3703,2,3703,2
I,2018-10-29 9:03,3713,12,3715,14
E,2018-10-29 9:03,3708,7,3708,7
I,2018-10-29 9:04,3713,12,5301,24
I,2018-10-29 9:04,3715,14,3715,14
I,2018-10-29 9:04,3713,12,5301,24
E,2018-10-29 9:04,3708,7,3711,10
I,2018-10-29 9:04,3711,10,3711,10
I,2018-10-29 9:04,3715,14,3715,14
I,2018-10-29 9:05,3715,14,3715,14
I,2018-10-29 9:05,3715,14,3715,14
I,2018-10-29 9:05,3713,12,3715,14
E,2018-10-29 9:05,3708,7,3711,10
E,2018-10-29 9:05,3708,7,3711,10
E,2018-10-29 9:05,3717,16,3717,16
E,2018-10-29 9:05,3708,7,3708,7
E,2018-10-29 9:05,3711,10,3711,10
I,2018-10-29 9:05,3713,12,5301,24
I,2018-10-29 9:05,3713,12,3715,14
I,2018-10-29 9:05,3715,14,3715,14
I,2018-10-29 9:06,3715,14,3715,14
E,2018-10-29 9:06,3708,7,3708,7
E,2018-10-29 9:06,3717,16,3717,16
E,2018-10-29 9:06,3709,8,3709,8
E,2018-10-29 9:06,3709,8,3709,8
E,2018-10-29 9:06,3717,16,3717,16
E,2018-10-29 9:06,3708,7,3711,10
E,2018-10-29 9:06,3709,8,3709,8
I,2018-10-29 9:06,3713,12,5301,24
I,2018-10-29 9:07,3715,14,3715,14
E,2018-10-29 9:07,3708,7,3708,7
E,2018-10-29 9:07,3709,8,3709,8
E,2018-10-29 9:07,3709,8,3709,8
E,2018-10-29 9:07,3708,7,3711,10
E,2018-10-29 9:07,3709,8,3709,8
I,2018-10-29 9:07,3715,14,3715,14
I,2018-10-29 9:08,3712,11,3712,11
I,2018-10-29 9:08,3718,17,5301,24
E,2018-10-29 9:08,3708,7,3711,10
I,2018-10-29 9:09,3712,11,3712,11
E,2018-10-29 9:09,3717,16,3717,16
E,2018-10-29 9:09,3711,10,3711,10
E,2018-10-29 9:09,3715,14,3715,14
E,2018-10-29 9:09,3708,7,3708,7
E,2018-10-29 9:09,3708,7,3708,7
E,2018-10-29 9:09,3717,16,3717,16
E,2018-10-29 9:09,3708,7,3711,10
I,2018-10-29 9:09,3715,14,3715,14
I,2018-10-29 9:10,3715,14,3715,14
I,2018-10-29 9:10,3715,14,3715,14
I,2018-10-29 9:10,3715,14,3715,14
I,2018-10-29 9:10,3713,12,3715,14
E,2018-10-29 9:10,3708,7,3711,10
I,2018-10-29 9:10,3712,11,3712,11
I,2018-10-29 9:11,3713,12,5141,24
I,2018-10-29 9:11,3713,12,5301,24
I,2018-10-29 9:11,3715,14,3715,14
I,2018-10-29 9:11,3703,2,3703,2
E,2018-10-29 9:11,3708,7,3708,7
I,2018-10-29 9:12,3713,12,5301,24
I,2018-10-29 9:12,3711,10,3711,10
E,2018-10-29 9:12,3708,7,3711,10
E,2018-10-29 9:12,3711,10,3711,10
I,2018-10-29 9:13,3717,16,3717,16
I,2018-10-29 9:13,3713,12,5141,24
I,2018-10-29 9:13,3711,10,3711,10
I,2018-10-29 9:13,3713,12,5141,24
I,2018-10-29 9:13,3713,12,5141,24
I,2018-10-29 9:13,3711,10,3711,10
E,2018-10-29 9:13,3708,7,3708,7
E,2018-10-29 9:13,3709,8,3709,8
I,2018-10-29 9:14,3725,22,3725,22
I,2018-10-29 9:14,3715,14,3715,14
I,2018-10-29 9:14,3708,7,3708,7
I,2018-10-29 9:14,3703,2,3703,2
I,2018-10-29 9:14,3711,10,3711,10
I,2018-10-29 9:15,3711,10,3711,10
I,2018-10-29 9:15,3713,12,5141,24
I,2018-10-29 9:15,3713,12,5301,24
I,2018-10-29 9:15,3709,8,3709,8
E,2018-10-29 9:15,3708,7,3708,7
E,2018-10-29 9:15,3717,16,3717,16
E,2018-10-29 9:15,3708,7,3708,7
E,2018-10-29 9:15,3708,7,3708,7
I,2018-10-29 9:15,3715,14,3715,14
I,2018-10-29 9:16,3713,12,5301,24
E,2018-10-29 9:16,3717,16,3717,16
E,2018-10-29 9:16,3708,7,3708,7
I,2018-10-29 9:17,3717,16,3717,16
I,2018-10-29 9:17,3708,7,3708,7
I,2018-10-29 9:17,3715,14,3715,14
I,2018-10-29 9:17,3711,10,3711,10
I,2018-10-29 9:17,3708,7,3708,7
I,2018-10-29 9:17,3711,10,3711,10
E,2018-10-29 9:17,3708,7,3708,7
E,2018-10-29 9:17,3711,10,3711,10
E,2018-10-29 9:17,3708,7,3708,7
E,2018-10-29 9:17,3717,16,3714,13
I,2018-10-29 9:17,3713,12,5301,24
I,2018-10-29 9:17,3715,14,3715,14
I,2018-10-29 9:18,3711,10,3711,10
I,2018-10-29 9:18,3713,12,5301,24
I,2018-10-29 9:18,3706,5,3708,7
I,2018-10-29 9:18,3715,14,3715,14
E,2018-10-29 9:18,3708,7,3708,7
E,2018-10-29 9:18,3708,7,3708,7
E,2018-10-29 9:18,3714,13,3714,13
I,2018-10-29 9:18,3711,10,3711,10
I,2018-10-29 9:18,3715,14,3715,14
I,2018-10-29 9:18,3715,14,3715,14
I,2018-10-29 9:19,3711,10,3711,10
I,2018-10-29 9:19,3711,10,3711,10
I,2018-10-29 9:19,3715,14,3715,14
I,2018-10-29 9:19,3715,14,3715,14
I,2018-10-29 9:19,3715,14,3715,14
E,2018-10-29 9:19,3715,14,3715,14
E,2018-10-29 9:19,3711,10,3711,10
E,2018-10-29 9:19,3708,7,3708,7
E,2018-10-29 9:19,3708,7,3708,7
E,2018-10-29 9:19,3708,7,3708,7
E,2018-10-29 9:19,3714,13,3714,13
E,2018-10-29 9:19,3708,7,3708,7
E,2018-10-29 9:19,3708,7,3708,7
E,2018-10-29 9:19,3708,7,3708,7
I,2018-10-29 9:19,3711,10,3711,10
I,2018-10-29 9:20,3708,7,3708,7
I,2018-10-29 9:20,3708,7,3708,7
I,2018-10-29 9:20,3711,10,3711,10
I,2018-10-29 9:20,3717,16,3717,16
I,2018-10-29 9:20,3708,7,3708,7
E,2018-10-29 9:20,3714,13,3714,13
E,2018-10-29 9:20,3711,10,3711,10
E,2018-10-29 9:20,3711,10,3711,10
E,2018-10-29 9:20,3708,7,3708,7
E,2018-10-29 9:20,3711,10,3711,10
I,2018-10-29 9:21,3711,10,3711,10
I,2018-10-29 9:21,3726,23,3708,7
I,2018-10-29 9:21,3715,14,3715,14
I,2018-10-29 9:21,3715,14,3715,14
E,2018-10-29 9:21,3711,10,3711,10
E,2018-10-29 9:21,3710,9,3710,9
E,2018-10-29 9:21,3708,7,3708,7
I,2018-10-29 9:21,3713,12,5141,24
I,2018-10-29 9:22,3708,7,3708,7
I,2018-10-29 9:22,3714,13,3714,13
I,2018-10-29 9:22,3703,2,3703,2
I,2018-10-29 9:22,3711,10,3711,10
E,2018-10-29 9:22,3708,7,3708,7
E,2018-10-29 9:22,3711,10,3711,10
E,2018-10-29 9:22,3708,7,3708,7
I,2018-10-29 9:23,3715,14,3715,14
I,2018-10-29 9:23,3715,14,3715,14
I,2018-10-29 9:23,3715,14,3715,14
E,2018-10-29 9:23,3717,16,3717,16
I,2018-10-29 9:23,3711,10,3711,10
E,2018-10-29 9:24,3708,7,3708,7
E,2018-10-29 9:24,3708,7,3708,7
E,2018-10-29 9:24,3709,8,3709,8
E,2018-10-29 9:24,3708,7,3708,7
E,2018-10-29 9:24,3708,7,3708,7
I,2018-10-29 9:24,3711,10,3711,10
I,2018-10-29 9:24,3726,23,3708,7
I,2018-10-29 9:25,3708,7,3708,7
E,2018-10-29 9:25,3715,14,3715,14
E,2018-10-29 9:25,3708,7,3708,7
E,2018-10-29 9:25,3708,7,3708,7
E,2018-10-29 9:25,3717,16,3717,16
E,2018-10-29 9:25,3708,7,3708,7
E,2018-10-29 9:25,3708,7,3708,7
E,2018-10-29 9:25,3708,7,3708,7
I,2018-10-29 9:26,3709,8,3709,8
I,2018-10-29 9:26,3711,10,3711,10
I,2018-10-29 9:26,3711,10,3711,10
I,2018-10-29 9:26,3710,9,3710,9
I,2018-10-29 9:26,3704,3,3704,3
I,2018-10-29 9:26,3708,7,3708,7
E,2018-10-29 9:26,3711,10,3711,10
E,2018-10-29 9:26,3708,7,3708,7
E,2018-10-29 9:26,3711,10,3711,10
E,2018-10-29 9:26,3708,7,3708,7
E,2018-10-29 9:26,3711,10,3711,10
E,2018-10-29 9:26,3711,10,3711,10
E,2018-10-29 9:26,3717,16,3717,16
I,2018-10-29 9:27,3708,7,3708,7
I,2018-10-29 9:27,3708,7,3708,7
I,2018-10-29 9:27,3710,9,3710,9
I,2018-10-29 9:27,3710,9,3710,9
I,2018-10-29 9:27,3709,8,3709,8
E,2018-10-29 9:27,3708,7,3708,7
E,2018-10-29 9:27,3711,10,3711,10
E,2018-10-29 9:27,3714,13,3714,13
E,2018-10-29 9:27,3704,3,3711,10
E,2018-10-29 9:27,3717,16,3717,16
I,2018-10-29 9:27,3711,10,3711,10
I,2018-10-29 9:27,3714,13,3717,16
I,2018-10-29 9:27,3711,10,3711,10
I,2018-10-29 9:28,3709,8,3709,8
I,2018-10-29 9:28,3708,7,3708,7
I,2018-10-29 9:28,3715,14,3715,14
I,2018-10-29 9:28,3720,18,3720,18
I,2018-10-29 9:28,3711,10,3711,10
I,2018-10-29 9:28,3710,9,3710,9
E,2018-10-29 9:28,3717,16,3717,16
E,2018-10-29 9:28,3711,10,3711,10
E,2018-10-29 9:28,3711,10,3711,10
E,2018-10-29 9:28,3711,10,3711,10
E,2018-10-29 9:28,3711,10,3711,10
E,2018-10-29 9:28,3717,16,3717,16
E,2018-10-29 9:28,3711,10,3711,10
E,2018-10-29 9:28,3708,7,3708,7
E,2018-10-29 9:28,3708,7,3708,7
E,2018-10-29 9:28,3711,10,3711,10
I,2018-10-29 9:29,3711,10,3711,10
I,2018-10-29 9:29,3711,10,3711,10
E,2018-10-29 9:29,3711,10,3711,10
E,2018-10-29 9:29,3715,14,3715,14
E,2018-10-29 9:29,3717,16,3717,16
E,2018-10-29 9:29,3717,16,3717,16
I,2018-10-29 9:30,3715,14,3715,14
I,2018-10-29 9:30,3715,14,3715,14
I,2018-10-29 9:30,3703,2,3703,2
I,2018-10-29 9:30,3713,12,5141,24
E,2018-10-29 9:30,3726,23,3711,10
E,2018-10-29 9:30,3708,7,3708,7
E,2018-10-29 9:30,3709,8,3709,8
E,2018-10-29 9:30,3711,10,3711,10
E,2018-10-29 9:30,3717,16,3717,16
I,2018-10-29 9:31,3708,7,3708,7
I,2018-10-29 9:31,3710,9,3710,9
I,2018-10-29 9:31,3711,10,3711,10
I,2018-10-29 9:31,3715,14,3715,14
I,2018-10-29 9:31,3711,10,3711,10
I,2018-10-29 9:31,3703,2,3703,2
E,2018-10-29 9:31,3708,7,3708,7
E,2018-10-29 9:31,3708,7,3708,7
E,2018-10-29 9:31,3711,10,3711,10
E,2018-10-29 9:31,3708,7,3708,7
E,2018-10-29 9:31,3711,10,3711,10
I,2018-10-29 9:32,3703,2,3703,2
I,2018-10-29 9:32,3708,7,3708,7
I,2018-10-29 9:32,3714,13,3714,13
I,2018-10-29 9:32,3710,9,3710,9
I,2018-10-29 9:32,3715,14,3715,14
I,2018-10-29 9:32,3708,7,3708,7
I,2018-10-29 9:32,3715,14,3715,14
E,2018-10-29 9:32,3708,7,3708,7
E,2018-10-29 9:32,3711,10,3711,10
E,2018-10-29 9:32,3708,7,3708,7
I,2018-10-29 9:33,3720,18,5321,24
I,2018-10-29 9:33,3710,9,3710,9
I,2018-10-29 9:33,3715,14,3715,14
E,2018-10-29 9:33,3708,7,3708,7
E,2018-10-29 9:33,3711,10,3711,10
E,2018-10-29 9:33,3720,18,3720,18
E,2018-10-29 9:33,3708,7,3708,7
E,2018-10-29 9:33,3711,10,3711,10
E,2018-10-29 9:33,3708,7,3708,7
E,2018-10-29 9:33,3711,10,3711,10
I,2018-10-29 9:34,3715,14,3715,14
E,2018-10-29 9:34,3714,13,3714,13
E,2018-10-29 9:34,3708,7,3708,7
E,2018-10-29 9:34,3711,10,3711,10
E,2018-10-29 9:34,3708,7,3708,7
E,2018-10-29 9:34,3708,7,3708,7
E,2018-10-29 9:34,3708,7,3708,7
E,2018-10-29 9:34,3711,10,3711,10
E,2018-10-29 9:34,3711,10,3711,10
E,2018-10-29 9:34,3709,8,3709,8
I,2018-10-29 9:34,3710,9,3710,9
I,2018-10-29 9:35,3715,14,3715,14
I,2018-10-29 9:35,3710,9,3710,9
I,2018-10-29 9:35,3709,8,3709,8
I,2018-10-29 9:35,3710,9,3710,9
I,2018-10-29 9:35,3710,9,3710,9
I,2018-10-29 9:35,3709,8,3709,8
E,2018-10-29 9:35,3708,7,3708,7
E,2018-10-29 9:35,3708,7,3708,7
E,2018-10-29 9:35,3720,18,3720,18
E,2018-10-29 9:35,3714,13,3714,13
E,2018-10-29 9:35,3711,10,3711,10
I,2018-10-29 9:36,3708,7,3708,7
I,2018-10-29 9:36,3711,10,3711,10
I,2018-10-29 9:36,3708,7,3708,7
I,2018-10-29 9:36,3708,7,3708,7
I,2018-10-29 9:36,3710,9,3710,9
I,2018-10-29 9:36,3703,2,3703,2
I,2018-10-29 9:36,3711,10,3711,10
E,2018-10-29 9:36,3720,18,3720,18
I,2018-10-29 9:37,3715,14,3715,14
I,2018-10-29 9:37,3708,7,3708,7
I,2018-10-29 9:37,3709,8,3709,8
I,2018-10-29 9:37,3709,8,3711,10
I,2018-10-29 9:37,3711,10,3711,10
E,2018-10-29 9:37,3708,7,3708,7
E,2018-10-29 9:37,3711,10,3711,10
E,2018-10-29 9:37,3708,7,3708,7
E,2018-10-29 9:37,3708,7,3708,7
E,2018-10-29 9:37,3711,10,3711,10
E,2018-10-29 9:37,3708,7,3708,7
I,2018-10-29 9:37,3710,9,3710,9
I,2018-10-29 9:38,3703,2,3703,2
I,2018-10-29 9:38,3711,10,3711,10
I,2018-10-29 9:38,3715,14,3715,14
I,2018-10-29 9:38,3709,8,3709,8
I,2018-10-29 9:38,3713,12,5141,24
E,2018-10-29 9:38,3708,7,3708,7
E,2018-10-29 9:38,3708,7,3708,7
I,2018-10-29 9:39,3708,7,3708,7
I,2018-10-29 9:39,3708,7,3708,7
I,2018-10-29 9:39,3708,7,3708,7
E,2018-10-29 9:39,3708,7,3708,7
E,2018-10-29 9:39,3708,7,3708,7
E,2018-10-29 9:39,3711,10,3711,10
E,2018-10-29 9:39,3708,7,3708,7
I,2018-10-29 9:39,3709,8,3709,8
I,2018-10-29 9:40,3710,9,3710,9
I,2018-10-29 9:40,3710,9,3710,9
E,2018-10-29 9:40,3714,13,3714,13
E,2018-10-29 9:40,3711,10,3711,10
E,2018-10-29 9:40,3708,7,3711,10
E,2018-10-29 9:40,3709,8,3709,8
E,2018-10-29 9:40,3715,14,3715,14
E,2018-10-29 9:40,3708,7,3708,7
E,2018-10-29 9:40,3711,10,3711,10
E,2018-10-29 9:40,3711,10,3711,10
I,2018-10-29 9:40,3715,14,3715,14
I,2018-10-29 9:41,3710,9,3710,9
I,2018-10-29 9:41,3710,9,3710,9
I,2018-10-29 9:41,3708,7,3708,7
I,2018-10-29 9:41,3708,7,3708,7
E,2018-10-29 9:41,3714,13,3714,13
E,2018-10-29 9:41,3708,7,3708,7
E,2018-10-29 9:41,3711,10,3711,10
E,2018-10-29 9:41,3709,8,3708,7
E,2018-10-29 9:41,3711,10,3711,10
