I_E_FLAG,END_DATE,DECL_PORT,I_E_PORT,DELAY
E,2018-10-28 08:00:03,3708,3708,0
E,2018-10-28 08:14:13,3708,3708,401
E,2018-10-28 08:22:02,3708,3708,623
E,2018-10-28 08:26:42,3708,3708,755
E,2018-10-28 08:29:41,3708,3708,839
E,2018-10-28 08:30:41,3708,3708,868
E,2018-10-28 08:32:00,3708,3708,905
E,2018-10-28 09:03:45,3711,3711,1804
E,2018-10-28 09:04:12,3715,3715,1817
E,2018-10-28 09:14:56,3715,3715,2121
E,2018-10-28 09:16:29,3715,3715,2165
E,2018-10-28 09:18:02,3711,3711,2208
E,2018-10-28 09:21:04,3715,3715,2294
E,2018-10-28 09:21:04,3715,3715,2294
E,2018-10-28 09:21:20,3711,3711,2302
E,2018-10-28 09:26:43,3711,3711,2454
E,2018-10-28 09:34:17,3711,3711,2669
E,2018-10-28 09:35:35,3715,3715,2705
E,2018-10-28 09:37:21,3711,3711,2756
E,2018-10-28 09:37:38,3711,3711,2764
I,2018-10-28 09:39:04,3715,3715,2804
E,2018-10-28 09:44:00,3715,3715,2944
E,2018-10-28 09:48:12,3711,3711,3063
E,2018-10-28 09:51:12,3711,3711,3148
E,2018-10-28 09:51:21,3711,3711,3152
E,2018-10-28 09:52:17,3711,3711,3178
E,2018-10-28 09:52:52,3711,3711,3195
E,2018-10-28 09:53:02,3715,3715,3200
E,2018-10-28 09:54:42,3715,3715,3247
E,2018-10-28 09:54:51,3715,3715,3251
E,2018-10-28 09:56:49,3711,3711,3307
E,2018-10-28 10:01:52,3711,3711,3450
E,2018-10-28 10:03:56,3711,3711,3508
E,2018-10-28 10:04:42,3715,3715,3530
E,2018-10-28 10:04:48,3711,3711,3533
E,2018-10-28 10:07:12,3715,3715,3601
E,2018-10-28 10:07:57,3711,3711,3622
I,2018-10-28 10:10:31,3715,3715,3695
E,2018-10-28 10:10:40,3711,3711,3699
E,2018-10-28 10:12:58,3715,3715,3764
I,2018-10-28 10:13:09,3715,3715,3769
E,2018-10-28 10:13:29,3715,3715,3779
E,2018-10-28 10:13:31,3711,3711,3780
E,2018-10-28 10:20:03,3715,3715,3965
E,2018-10-28 10:21:05,3715,3715,3994
E,2018-10-28 10:22:23,3715,3715,4031
E,2018-10-28 10:23:41,3715,3715,4068
E,2018-10-28 10:36:02,3711,3711,4417
E,2018-10-28 10:37:02,3715,3715,4446
E,2018-10-28 10:37:13,3715,3715,4451
E,2018-10-28 10:41:18,3715,3715,4567
E,2018-10-28 10:45:41,3715,5141,4691
I,2018-10-28 10:46:14,3715,3715,4706
E,2018-10-28 10:47:11,3711,3711,4733
I,2018-10-28 10:49:15,3715,3715,4792
I,2018-10-28 10:53:30,3715,3715,4912
E,2018-10-28 10:57:04,3715,3715,5013
I,2018-10-28 10:59:19,3715,3715,5077
E,2018-10-28 10:59:20,3715,3715,5077
E,2018-10-28 10:59:30,3708,3708,5082
I,2018-10-28 11:01:37,3715,3715,5142
E,2018-10-28 11:05:03,3715,5141,5239
I,2018-10-28 11:06:42,3715,3715,5286
I,2018-10-28 11:07:08,3715,3715,5298
E,2018-10-28 11:09:07,3715,3715,5354
E,2018-10-28 11:09:40,3715,3715,5370
E,2018-10-28 11:09:43,3715,3715,5371
E,2018-10-28 11:10:06,3715,3715,5382
I,2018-10-28 11:16:23,3715,3715,5560
I,2018-10-28 11:16:43,3715,3715,5570
E,2018-10-28 11:18:28,3715,3715,5619
E,2018-10-28 11:22:27,3711,3711,5732
I,2018-10-28 11:23:10,3715,3715,5752
I,2018-10-28 11:26:22,3715,3715,5843
I,2018-10-28 11:27:34,3715,3715,5877
I,2018-10-28 11:30:44,3715,3715,5966
E,2018-10-28 11:32:22,3708,3708,6013
I,2018-10-28 11:34:15,3715,3715,6066
E,2018-10-28 11:34:48,3723,3723,6082
E,2018-10-28 11:46:43,3723,3723,6419
I,2018-10-28 11:57:39,3715,3715,6729
I,2018-10-28 12:04:50,3715,3715,6932
I,2018-10-28 12:09:10,3715,3715,7055
E,2018-10-28 12:10:47,3715,3715,7101
I,2018-10-28 12:11:07,3715,3715,7110
I,2018-10-28 12:15:40,3715,3715,7239
I,2018-10-28 12:19:10,3715,3715,7338
I,2018-10-28 12:24:51,3715,3715,7499
I,2018-10-28 12:26:53,3715,3715,7557
I,2018-10-28 12:30:45,3715,3715,7666
I,2018-10-28 12:33:28,3715,3715,7743
I,2018-10-28 12:34:31,3715,3715,7773
I,2018-10-28 12:36:44,3715,3715,7836
I,2018-10-28 12:44:22,3715,3715,8052
I,2018-10-28 12:44:23,3715,3715,8052
I,2018-10-28 12:49:55,3715,3715,8209
I,2018-10-28 12:50:51,3715,3715,8235
I,2018-10-28 12:51:19,3715,3715,8249
I,2018-10-28 12:54:17,3715,3715,8333
I,2018-10-28 12:54:50,3715,3715,8348
I,2018-10-28 12:56:03,3715,3715,8383
E,2018-10-28 12:57:21,3708,3708,8419
I,2018-10-28 13:05:08,3715,3715,8640
I,2018-10-28 13:06:15,3715,3715,8671
I,2018-10-28 13:07:39,3715,3715,8711
I,2018-10-28 13:08:56,3715,3715,8747
I,2018-10-28 13:08:56,3715,3715,8747
E,2018-10-28 13:10:41,3708,3708,8797
I,2018-10-28 13:11:25,3715,3715,8818
I,2018-10-28 13:12:37,3715,3715,8852
I,2018-10-28 13:15:03,3715,3715,8921
I,2018-10-28 13:16:45,3715,3715,8969
E,2018-10-28 13:22:18,3708,3708,9126
E,2018-10-28 13:28:16,3708,3708,9295
E,2018-10-28 13:34:19,3708,3708,9466
I,2018-10-28 13:43:12,3715,3715,9718
I,2018-10-28 13:43:46,3715,3715,9734
E,2018-10-28 13:47:30,3708,3708,9840
E,2018-10-28 15:07:30,3715,3507,11737
E,2018-10-28 15:09:01,3715,3507,11780
E,2018-10-28 15:10:04,3715,3507,11809
E,2018-10-28 15:28:02,3708,3708,12318
E,2018-10-28 16:12:25,3708,3708,13575
E,2018-10-28 16:40:57,3711,3711,14383
E,2018-10-28 17:33:36,3708,3708,15874
I,2018-10-29 07:47:53,3725,3725,17573
I,2018-10-29 07:50:37,3725,3725,17651
I,2018-10-29 07:51:40,3725,3725,17680
I,2018-10-29 07:55:26,3708,3708,17787
I,2018-10-29 08:22:09,3703,3708,18544
I,2018-10-29 08:26:04,3703,3708,18655
I,2018-10-29 08:37:19,3725,3725,18973
I,2018-10-29 08:37:58,3709,3708,18992
I,2018-10-29 08:38:18,3725,3725,19001
I,2018-10-29 08:38:34,3711,3711,19009
E,2018-10-29 08:38:50,3708,3708,19016
I,2018-10-29 08:39:01,3708,3708,19021
E,2018-10-29 08:39:24,3711,3711,19032
E,2018-10-29 08:39:43,3708,3708,19041
I,2018-10-29 08:40:15,3725,3725,19056
E,2018-10-29 08:40:49,3708,3708,19072
I,2018-10-29 08:41:41,3725,3725,19097
E,2018-10-29 08:41:56,3708,3708,19104
E,2018-10-29 08:42:56,3711,3711,19132
I,2018-10-29 08:44:20,3711,3711,19172
I,2018-10-29 08:44:31,3708,3708,19177
I,2018-10-29 08:44:38,3725,3725,19180
E,2018-10-29 08:44:47,3711,3711,19185
E,2018-10-29 08:44:51,3708,3708,19187
E,2018-10-29 08:45:01,3717,3717,19191
E,2018-10-29 08:45:11,3708,3708,19196
E,2018-10-29 08:45:18,3717,3717,19199
E,2018-10-29 08:45:37,3717,3717,19208
I,2018-10-29 08:46:09,3718,3715,19223
E,2018-10-29 08:46:22,3708,3708,19230
I,2018-10-29 08:47:27,3713,5141,19260
E,2018-10-29 08:47:31,3708,3708,19262
I,2018-10-29 08:48:00,3706,3708,19276
I,2018-10-29 08:48:04,3709,3709,19278
E,2018-10-29 08:48:39,3708,3708,19294
I,2018-10-29 08:49:01,3709,3709,19305
E,2018-10-29 08:49:01,3708,3708,19305
E,2018-10-29 08:50:26,3711,3711,19345
E,2018-10-29 08:50:28,3708,3708,19346
E,2018-10-29 08:51:21,3708,3708,19371
E,2018-10-29 08:51:28,3709,3709,19374
I,2018-10-29 08:52:03,3713,5141,19390
I,2018-10-29 08:52:03,3722,3711,19390
E,2018-10-29 08:52:05,3709,3709,19391
E,2018-10-29 08:52:32,3708,3708,19404
I,2018-10-29 08:52:36,3715,3715,19406
E,2018-10-29 08:53:33,3717,3717,19433
E,2018-10-29 08:53:51,3717,3717,19441
E,2018-10-29 08:53:51,3711,3711,19441
E,2018-10-29 08:53:52,3711,3711,19442
I,2018-10-29 08:54:14,3713,5141,19452
E,2018-10-29 08:55:20,3708,3708,19483
I,2018-10-29 08:56:09,3713,5141,19507
I,2018-10-29 08:56:22,3709,3709,19513
E,2018-10-29 08:56:50,3708,3708,19526
E,2018-10-29 08:56:59,3708,3708,19530
I,2018-10-29 08:57:08,3713,5141,19534
I,2018-10-29 08:57:16,3708,3708,19538
I,2018-10-29 08:57:32,3709,3709,19546
I,2018-10-29 08:57:32,3709,3708,19546
E,2018-10-29 08:57:45,3708,3708,19552
E,2018-10-29 08:57:58,3708,3708,19558
I,2018-10-29 08:58:16,3708,3708,19567
E,2018-10-29 08:58:22,3708,3708,19569
E,2018-10-29 08:58:38,3711,3711,19577
I,2018-10-29 08:59:00,3709,3709,19587
I,2018-10-29 08:59:10,3709,3709,19592
E,2018-10-29 08:59:40,3711,3711,19606
E,2018-10-29 08:59:46,3717,3717,19609
E,2018-10-29 08:59:50,3708,3711,19611
E,2018-10-29 08:59:51,3708,3708,19611
I,2018-10-29 09:00:08,3715,3715,19619
I,2018-10-29 09:00:10,3717,3717,19620
I,2018-10-29 09:00:16,3713,5141,19623
E,2018-10-29 09:00:19,3708,3708,19625
I,2018-10-29 09:00:40,3708,3708,19635
I,2018-10-29 09:02:15,3713,3715,19679
I,2018-10-29 09:02:21,3715,3715,19682
E,2018-10-29 09:02:37,3714,3714,19690
I,2018-10-29 09:03:08,3715,3715,19704
I,2018-10-29 09:03:14,3715,3715,19707
I,2018-10-29 09:03:48,3713,3715,19723
I,2018-10-29 09:04:14,3713,5301,19736
I,2018-10-29 09:04:16,3715,3715,19736
E,2018-10-29 09:04:24,3708,3711,19740
I,2018-10-29 09:04:55,3715,3715,19755
I,2018-10-29 09:05:06,3715,3715,19760
I,2018-10-29 09:05:06,3715,3715,19760
I,2018-10-29 09:05:16,3713,3715,19765
E,2018-10-29 09:05:26,3717,3717,19770
E,2018-10-29 09:05:36,3708,3708,19774
E,2018-10-29 09:05:36,3711,3711,19774
I,2018-10-29 09:05:36,3713,5301,19774
I,2018-10-29 09:05:47,3713,3715,19779
I,2018-10-29 09:05:57,3715,3715,19784
I,2018-10-29 09:06:06,3715,3715,19788
E,2018-10-29 09:06:18,3717,3717,19794
E,2018-10-29 09:06:26,3709,3709,19798
E,2018-10-29 09:06:26,3709,3709,19798
E,2018-10-29 09:06:46,3708,3711,19807
E,2018-10-29 09:06:46,3709,3709,19807
I,2018-10-29 09:07:00,3715,3715,19814
E,2018-10-29 09:07:26,3709,3709,19826
E,2018-10-29 09:07:29,3709,3709,19828
E,2018-10-29 09:07:29,3708,3711,19828
E,2018-10-29 09:07:48,3709,3709,19837
I,2018-10-29 09:08:03,3712,3712,19844
I,2018-10-29 09:08:24,3718,5301,19854
E,2018-10-29 09:08:38,3708,3711,19860
I,2018-10-29 09:09:01,3712,3712,19871
E,2018-10-29 09:09:11,3711,3711,19876
E,2018-10-29 09:09:17,3715,3715,19879
E,2018-10-29 09:09:20,3708,3708,19880
E,2018-10-29 09:09:40,3708,3711,19889
I,2018-10-29 09:09:47,3715,3715,19893
I,2018-10-29 09:10:36,3715,3715,19916
I,2018-10-29 09:10:46,3713,3715,19921
E,2018-10-29 09:10:50,3708,3711,19922
I,2018-10-29 09:11:08,3713,5141,19931
I,2018-10-29 09:11:17,3715,3715,19935
I,2018-10-29 09:11:42,3703,3703,19947
E,2018-10-29 09:11:42,3708,3708,19947
I,2018-10-29 09:12:00,3713,5301,19955
E,2018-10-29 09:12:37,3708,3711,19973
E,2018-10-29 09:12:46,3711,3711,19977
I,2018-10-29 09:13:17,3717,3717,19992
I,2018-10-29 09:13:19,3711,3711,19993
I,2018-10-29 09:13:19,3713,5141,19993
I,2018-10-29 09:13:27,3713,5141,19997
I,2018-10-29 09:13:36,3711,3711,20001
E,2018-10-29 09:13:46,3708,3708,20006
E,2018-10-29 09:13:56,3709,3709,20010
I,2018-10-29 09:14:16,3725,3725,20020
I,2018-10-29 09:14:30,3715,3715,20026
I,2018-10-29 09:14:31,3708,3708,20027
I,2018-10-29 09:14:39,3711,3711,20031
I,2018-10-29 09:15:09,3711,3711,20045
I,2018-10-29 09:15:22,3713,5301,20051
I,2018-10-29 09:15:26,3709,3709,20053
E,2018-10-29 09:15:31,3708,3708,20055
E,2018-10-29 09:15:38,3717,3717,20058
E,2018-10-29 09:15:41,3708,3708,20060
E,2018-10-29 09:15:47,3708,3708,20063
I,2018-10-29 09:15:48,3715,3715,20063
I,2018-10-29 09:16:07,3713,5301,20072
E,2018-10-29 09:16:41,3717,3717,20088
E,2018-10-29 09:16:56,3708,3708,20095
I,2018-10-29 09:17:01,3717,3717,20098
I,2018-10-29 09:17:10,3708,3708,20102
I,2018-10-29 09:17:20,3715,3715,20107
I,2018-10-29 09:17:20,3711,3711,20107
I,2018-10-29 09:17:30,3711,3711,20111
E,2018-10-29 09:17:31,3708,3708,20112
E,2018-10-29 09:17:34,3711,3711,20113
E,2018-10-29 09:17:39,3708,3708,20115
E,2018-10-29 09:17:39,3717,3714,20115
I,2018-10-29 09:17:46,3713,5301,20119
I,2018-10-29 09:17:49,3715,3715,20120
I,2018-10-29 09:18:09,3711,3711,20130
I,2018-10-29 09:18:13,3713,5301,20132
E,2018-10-29 09:18:25,3708,3708,20137
E,2018-10-29 09:18:27,3708,3708,20138
I,2018-10-29 09:18:45,3715,3715,20147
I,2018-10-29 09:18:55,3715,3715,20151
I,2018-10-29 09:19:01,3711,3711,20154
I,2018-10-29 09:19:04,3711,3711,20156
I,2018-10-29 09:19:08,3715,3715,20157
I,2018-10-29 09:19:13,3715,3715,20160
I,2018-10-29 09:19:15,3715,3715,20161
E,2018-10-29 09:19:18,3711,3711,20162
E,2018-10-29 09:19:25,3708,3708,20166
E,2018-10-29 09:19:31,3708,3708,20168
E,2018-10-29 09:19:41,3708,3708,20173
E,2018-10-29 09:19:51,3708,3708,20178
E,2018-10-29 09:19:51,3708,3708,20178
E,2018-10-29 09:19:52,3708,3708,20178
I,2018-10-29 09:19:54,3711,3711,20179
I,2018-10-29 09:20:11,3708,3708,20187
I,2018-10-29 09:20:12,3708,3708,20188
I,2018-10-29 09:20:18,3711,3711,20191
I,2018-10-29 09:20:26,3717,3717,20194
E,2018-10-29 09:20:37,3714,3714,20199
E,2018-10-29 09:20:42,3711,3711,20202
E,2018-10-29 09:20:43,3711,3711,20202
E,2018-10-29 09:20:58,3711,3711,20209
I,2018-10-29 09:21:07,3711,3711,20214
I,2018-10-29 09:21:07,3726,3708,20214
I,2018-10-29 09:21:20,3715,3715,20220
E,2018-10-29 09:21:30,3711,3711,20225
E,2018-10-29 09:21:31,3710,3710,20225
E,2018-10-29 09:21:37,3708,3708,20228
I,2018-10-29 09:21:57,3713,5141,20237
I,2018-10-29 09:22:06,3708,3708,20242
I,2018-10-29 09:22:07,3714,3714,20242
I,2018-10-29 09:22:11,3703,3703,20244
E,2018-10-29 09:22:40,3708,3708,20258
E,2018-10-29 09:22:42,3711,3711,20258
E,2018-10-29 09:22:58,3708,3708,20266
I,2018-10-29 09:23:05,3715,3715,20269
I,2018-10-29 09:23:20,3715,3715,20276
E,2018-10-29 09:23:24,3717,3717,20278
E,2018-10-29 09:24:02,3708,3708,20296
E,2018-10-29 09:24:08,3708,3708,20299
E,2018-10-29 09:24:15,3709,3709,20302
E,2018-10-29 09:24:26,3708,3708,20308
I,2018-10-29 09:24:40,3711,3711,20314
I,2018-10-29 09:24:53,3726,3708,20320
E,2018-10-29 09:25:22,3708,3708,20334
E,2018-10-29 09:25:25,3708,3708,20335
E,2018-10-29 09:25:25,3717,3717,20335
E,2018-10-29 09:25:36,3708,3708,20341
E,2018-10-29 09:25:54,3708,3708,20349
I,2018-10-29 09:26:01,3709,3709,20352
I,2018-10-29 09:26:11,3711,3711,20357
I,2018-10-29 09:26:24,3710,3710,20363
I,2018-10-29 09:26:26,3704,3704,20364
I,2018-10-29 09:26:28,3708,3708,20365
E,2018-10-29 09:26:30,3711,3711,20366
E,2018-10-29 09:26:35,3708,3708,20368
E,2018-10-29 09:26:51,3708,3708,20376
E,2018-10-29 09:26:51,3711,3711,20376
E,2018-10-29 09:26:59,3711,3711,20380
E,2018-10-29 09:26:59,3717,3717,20380
I,2018-10-29 09:27:10,3708,3708,20385
I,2018-10-29 09:27:10,3708,3708,20385
I,2018-10-29 09:27:24,3710,3710,20392
I,2018-10-29 09:27:26,3709,3709,20393
E,2018-10-29 09:27:26,3708,3708,20393
E,2018-10-29 09:27:27,3711,3711,20393
E,2018-10-29 09:27:31,3714,3714,20395
E,2018-10-29 09:27:38,3704,3711,20398
E,2018-10-29 09:27:46,3717,3717,20402
I,2018-10-29 09:27:49,3711,3711,20403
I,2018-10-29 09:27:51,3714,3717,20404
I,2018-10-29 09:27:58,3711,3711,20408
I,2018-10-29 09:28:00,3709,3709,20409
I,2018-10-29 09:28:32,3710,3710,20424
E,2018-10-29 09:28:34,3717,3717,20425
E,2018-10-29 09:28:34,3711,3711,20425
E,2018-10-29 09:28:37,3711,3711,20426
E,2018-10-29 09:28:40,3711,3711,20427
E,2018-10-29 09:28:49,3717,3717,20432
E,2018-10-29 09:28:52,3711,3711,20433
E,2018-10-29 09:28:52,3708,3708,20433
E,2018-10-29 09:28:56,3708,3708,20435
E,2018-10-29 09:28:57,3711,3711,20435
I,2018-10-29 09:29:02,3711,3711,20438
I,2018-10-29 09:29:07,3711,3711,20440
E,2018-10-29 09:29:19,3711,3711,20446
E,2018-10-29 09:29:51,3717,3717,20461
E,2018-10-29 09:29:51,3717,3717,20461
I,2018-10-29 09:30:03,3715,3715,20467
I,2018-10-29 09:30:03,3715,3715,20467
E,2018-10-29 09:30:54,3709,3709,20491
I,2018-10-29 09:31:00,3708,3708,20494
I,2018-10-29 09:31:00,3710,3710,20494
I,2018-10-29 09:31:01,3711,3711,20494
I,2018-10-29 09:31:17,3715,3715,20502
I,2018-10-29 09:31:40,3703,3703,20512
E,2018-10-29 09:31:43,3708,3708,20514
E,2018-10-29 09:31:45,3711,3711,20515
E,2018-10-29 09:31:54,3708,3708,20519
E,2018-10-29 09:31:58,3711,3711,20521
I,2018-10-29 09:32:07,3703,3703,20525
I,2018-10-29 09:32:15,3714,3714,20529
I,2018-10-29 09:32:15,3710,3710,20529
I,2018-10-29 09:32:16,3715,3715,20529
I,2018-10-29 09:32:20,3708,3708,20531
I,2018-10-29 09:32:32,3715,3715,20537
E,2018-10-29 09:32:52,3708,3708,20546
I,2018-10-29 09:33:05,3720,5321,20553
I,2018-10-29 09:33:12,3710,3710,20556
I,2018-10-29 09:33:12,3715,3715,20556
E,2018-10-29 09:33:21,3708,3708,20560
E,2018-10-29 09:33:22,3711,3711,20561
E,2018-10-29 09:33:23,3720,3720,20561
E,2018-10-29 09:33:43,3711,3711,20570
E,2018-10-29 09:33:48,3708,3708,20573
E,2018-10-29 09:33:51,3711,3711,20574
I,2018-10-29 09:34:02,3715,3715,20579
E,2018-10-29 09:34:04,3714,3714,20580
E,2018-10-29 09:34:12,3708,3708,20584
E,2018-10-29 09:34:15,3711,3711,20586
E,2018-10-29 09:34:15,3708,3708,20586
E,2018-10-29 09:34:29,3708,3708,20592
E,2018-10-29 09:34:36,3708,3708,20596
E,2018-10-29 09:34:39,3711,3711,20597
E,2018-10-29 09:34:43,3711,3711,20599
E,2018-10-29 09:34:46,3709,3709,20600
I,2018-10-29 09:34:48,3710,3710,20601
I,2018-10-29 09:35:08,3715,3715,20611
I,2018-10-29 09:35:08,3710,3710,20611
I,2018-10-29 09:35:13,3709,3709,20613
E,2018-10-29 09:35:31,3708,3708,20621
E,2018-10-29 09:35:45,3720,3720,20628
E,2018-10-29 09:35:45,3714,3714,20628
I,2018-10-29 09:36:03,3708,3708,20637
I,2018-10-29 09:36:05,3711,3711,20638
I,2018-10-29 09:36:37,3708,3708,20653
I,2018-10-29 09:36:37,3708,3708,20653
I,2018-10-29 09:36:37,3710,3710,20653
I,2018-10-29 09:36:44,3703,3703,20656
I,2018-10-29 09:37:02,3715,3715,20664
I,2018-10-29 09:37:08,3709,3709,20667
I,2018-10-29 09:37:10,3709,3711,20668
I,2018-10-29 09:37:11,3711,3711,20669
E,2018-10-29 09:37:13,3708,3708,20670
E,2018-10-29 09:37:25,3711,3711,20675
E,2018-10-29 09:37:29,3708,3708,20677
E,2018-10-29 09:37:36,3708,3708,20680
E,2018-10-29 09:37:38,3711,3711,20681
E,2018-10-29 09:37:51,3708,3708,20688
I,2018-10-29 09:37:55,3710,3710,20689
I,2018-10-29 09:38:03,3703,3703,20693
I,2018-10-29 09:38:07,3711,3711,20695
I,2018-10-29 09:38:26,3715,3715,20704
I,2018-10-29 09:38:47,3713,5141,20714
E,2018-10-29 09:38:47,3708,3708,20714
E,2018-10-29 09:38:56,3708,3708,20718
I,2018-10-29 09:39:07,3708,3708,20723
I,2018-10-29 09:39:21,3708,3708,20730
E,2018-10-29 09:39:21,3708,3708,20730
E,2018-10-29 09:39:34,3708,3708,20736
I,2018-10-29 09:39:36,3709,3709,20737
I,2018-10-29 09:40:03,3710,3710,20750
I,2018-10-29 09:40:08,3710,3710,20752
E,2018-10-29 09:40:14,3708,3711,20755
E,2018-10-29 09:40:16,3709,3709,20756
E,2018-10-29 09:40:33,3715,3715,20764
E,2018-10-29 09:40:33,3708,3708,20764
E,2018-10-29 09:40:43,3711,3711,20769
E,2018-10-29 09:40:45,3711,3711,20770
I,2018-10-29 09:40:45,3715,3715,20770
I,2018-10-29 09:41:04,3710,3710,20779
I,2018-10-29 09:41:04,3710,3710,20779
I,2018-10-29 09:41:06,3708,3708,20780
E,2018-10-29 09:41:27,3714,3714,20789
E,2018-10-29 09:41:33,3708,3708,20792
E,2018-10-29 09:41:33,3711,3711,20792
E,2018-10-29 09:41:39,3709,3708,20795
I,2018-10-29 09:42:02,3710,3710,20806
I,2018-10-29 09:42:06,3710,3710,20808
I,2018-10-29 09:42:22,3703,3703,20815
I,2018-10-29 09:42:28,3710,3710,20818
E,2018-10-29 09:42:30,3711,3711,20819
E,2018-10-29 09:42:39,3709,3708,20823
E,2018-10-29 09:42:48,3708,3708,20828
E,2018-10-29 09:42:52,3711,3711,20830
E,2018-10-29 09:42:55,3708,3708,20831
E,2018-10-29 09:42:59,3711,3711,20833
I,2018-10-29 09:43:06,3710,3710,20836
I,2018-10-29 09:43:15,3708,3708,20840
I,2018-10-29 09:43:15,3710,3710,20840
E,2018-10-29 09:43:15,3709,3708,20840
E,2018-10-29 09:43:21,3708,3708,20843
E,2018-10-29 09:43:21,3708,3708,20843
E,2018-10-29 09:43:31,3711,3711,20848
E,2018-10-29 09:43:31,3711,3711,20848
E,2018-10-29 09:43:35,3708,3708,20850
E,2018-10-29 09:43:35,3711,3711,20850
E,2018-10-29 09:43:47,3708,3708,20856
E,2018-10-29 09:43:49,3708,3708,20857
I,2018-10-29 09:44:01,3715,3715,20862
I,2018-10-29 09:44:08,3703,3703,20865
I,2018-10-29 09:44:22,3715,3715,20872
E,2018-10-29 09:44:39,3711,3711,20880
I,2018-10-29 09:45:06,3708,3708,20893
I,2018-10-29 09:45:12,3708,3708,20896
I,2018-10-29 09:45:17,3717,3717,20898
E,2018-10-29 09:45:29,3715,3715,20904
E,2018-10-29 09:45:30,3711,3711,20904
E,2018-10-29 09:45:36,3717,3717,20907
E,2018-10-29 09:45:41,3717,3717,20909
I,2018-10-29 09:46:11,3710,3710,20924
I,2018-10-29 09:46:12,3709,5141,20924
I,2018-10-29 09:46:12,3708,3708,20924
I,2018-10-29 09:46:13,3710,3710,20924
E,2018-10-29 09:46:30,3720,3720,20933
E,2018-10-29 09:46:53,3708,3708,20943
I,2018-10-29 09:46:57,3709,3709,20945
E,2018-10-29 09:47:13,3709,3709,20953
E,2018-10-29 09:47:14,3717,3717,20953
E,2018-10-29 09:47:23,3718,3718,20958
E,2018-10-29 09:47:26,3708,3708,20959
E,2018-10-29 09:47:26,3708,3708,20959
E,2018-10-29 09:47:43,3708,3708,20967
I,2018-10-29 09:47:50,3710,3710,20970
I,2018-10-29 09:48:16,3710,3710,20983
I,2018-10-29 09:48:17,3710,3710,20983
I,2018-10-29 09:48:18,3709,3711,20983
I,2018-10-29 09:48:20,3703,3703,20984
E,2018-10-29 09:48:25,3711,3711,20987
E,2018-10-29 09:48:26,3708,3708,20987
E,2018-10-29 09:48:29,3711,3711,20989
E,2018-10-29 09:48:32,3711,3711,20990
E,2018-10-29 09:48:54,3714,3714,21000
E,2018-10-29 09:48:59,3714,3714,21003
I,2018-10-29 09:49:03,3703,3703,21005
I,2018-10-29 09:49:10,3708,3708,21008
I,2018-10-29 09:49:13,3710,3710,21009
I,2018-10-29 09:49:26,3710,3710,21016
I,2018-10-29 09:49:28,3710,3710,21017
E,2018-10-29 09:49:29,3714,3714,21017
E,2018-10-29 09:49:30,3704,3711,21017
E,2018-10-29 09:49:37,3711,3711,21021
E,2018-10-29 09:49:41,3708,3708,21023
E,2018-10-29 09:49:43,3708,3708,21024
E,2018-10-29 09:49:49,3709,3709,21026
I,2018-10-29 09:50:00,3715,3715,21032
I,2018-10-29 09:50:03,3711,3711,21033
I,2018-10-29 09:50:09,3726,3708,21036
I,2018-10-29 09:50:11,3711,3711,21037
I,2018-10-29 09:50:15,3713,5301,21039
E,2018-10-29 09:50:15,3714,3714,21039
E,2018-10-29 09:50:17,3708,3708,21040
E,2018-10-29 09:50:23,3709,3709,21042
E,2018-10-29 09:50:29,3708,3708,21045
E,2018-10-29 09:50:32,3708,3708,21047
E,2018-10-29 09:50:44,3714,3714,21052
E,2018-10-29 09:50:45,3713,3715,21053
E,2018-10-29 09:50:51,3714,3714,21056
E,2018-10-29 09:51:22,3708,3708,21070
E,2018-10-29 09:51:28,3717,3717,21073
E,2018-10-29 09:51:29,3711,3711,21074
E,2018-10-29 09:51:32,3714,3714,21075
E,2018-10-29 09:51:51,3709,3709,21084
E,2018-10-29 09:51:59,3712,3712,21088
I,2018-10-29 09:52:04,3713,5301,21090
I,2018-10-29 09:52:11,3708,3708,21093
I,2018-10-29 09:52:18,3708,3708,21097
I,2018-10-29 09:52:19,3713,3715,21097
E,2018-10-29 09:52:23,3711,3711,21099
E,2018-10-29 09:52:28,3714,3714,21101
E,2018-10-29 09:52:29,3708,3708,21102
E,2018-10-29 09:52:38,3714,3714,21106
E,2018-10-29 09:52:38,3714,3714,21106
E,2018-10-29 09:52:40,3708,3708,21107
E,2018-10-29 09:52:43,3708,3708,21109
E,2018-10-29 09:52:48,3714,3714,21111
E,2018-10-29 09:52:54,3711,3711,21114
E,2018-10-29 09:52:58,3703,3708,21116
I,2018-10-29 09:53:00,3703,3703,21117
I,2018-10-29 09:53:01,3710,3710,21117
E,2018-10-29 09:53:07,3711,3711,21120
E,2018-10-29 09:53:11,3708,3708,21122
E,2018-10-29 09:53:21,3720,3720,21126
E,2018-10-29 09:53:22,3708,3708,21127
E,2018-10-29 09:53:24,3714,3714,21128
E,2018-10-29 09:53:31,3711,3711,21131
E,2018-10-29 09:53:43,3708,3708,21137
E,2018-10-29 09:53:47,3711,3711,21139
E,2018-10-29 09:53:57,3708,3708,21143
I,2018-10-29 09:54:05,3709,3709,21147
I,2018-10-29 09:54:10,3716,3716,21150
I,2018-10-29 09:54:21,3708,3708,21155
I,2018-10-29 09:54:27,3711,3711,21158
I,2018-10-29 09:54:30,3710,3710,21159
