I_E_FLAG,END_DATE,DECL_PORT,I_E_PORT,DELAY
E,2018-10-30 14:30:27,3712,3712,59060
E,2018-10-30 14:30:32,3726,3711,59063
E,2018-10-30 14:30:33,3712,3712,59063
E,2018-10-30 14:30:33,3712,3712,59063
E,2018-10-30 14:30:37,3714,3714,59065
E,2018-10-30 14:30:40,3712,3712,59066
E,2018-10-30 14:30:42,3708,3708,59067
E,2018-10-30 14:30:47,3712,3712,59070
E,2018-10-30 14:30:47,3708,3708,59070
E,2018-10-30 14:30:48,3708,3708,59070
E,2018-10-30 14:30:50,3712,3712,59071
E,2018-10-30 14:30:50,3711,3711,59071
E,2018-10-30 14:30:51,3708,3708,59072
I,2018-10-30 14:30:54,3709,3709,59073
I,2018-10-30 14:31:00,3705,3705,59076
I,2018-10-30 14:31:00,3716,3716,59076
I,2018-10-30 14:31:03,3717,3717,59077
I,2018-10-30 14:31:08,3715,3715,59080
I,2018-10-30 14:31:14,3715,5317,59082
I,2018-10-30 14:31:17,3709,3709,59084
I,2018-10-30 14:31:18,3713,5141,59084
I,2018-10-30 14:31:18,3711,3711,59084
I,2018-10-30 14:31:24,3709,3709,59087
E,2018-10-30 14:31:34,3708,3708,59092
E,2018-10-30 14:31:37,3711,3711,59093
E,2018-10-30 14:31:44,3720,3720,59097
E,2018-10-30 14:31:47,3712,3712,59098
E,2018-10-30 14:31:47,3714,3714,59098
E,2018-10-30 14:31:48,3712,9404,59098
E,2018-10-30 14:31:52,3711,3711,59100
E,2018-10-30 14:31:54,3720,3720,59101
E,2018-10-30 14:31:54,3708,3708,59101
I,2018-10-30 14:32:00,3711,3711,59104
I,2018-10-30 14:32:01,3714,3717,59105
I,2018-10-30 14:32:01,3711,3711,59105
I,2018-10-30 14:32:04,3715,5317,59106
I,2018-10-30 14:32:11,3714,5317,59109
I,2018-10-30 14:32:13,3709,3709,59110
E,2018-10-30 14:32:17,3715,3715,59112
E,2018-10-30 14:32:18,3711,3711,59113
E,2018-10-30 14:32:21,3708,3708,59114
E,2018-10-30 14:32:21,3726,3708,59114
E,2018-10-30 14:32:23,3720,3720,59115
E,2018-10-30 14:32:28,3715,3715,59117
E,2018-10-30 14:32:31,3714,3714,59119
E,2018-10-30 14:32:33,3717,3717,59120
E,2018-10-30 14:32:37,3712,3712,59122
E,2018-10-30 14:32:38,3714,3714,59122
E,2018-10-30 14:32:41,3711,3711,59124
E,2018-10-30 14:32:42,3711,3711,59124
E,2018-10-30 14:32:52,3720,3720,59129
E,2018-10-30 14:32:55,3711,3711,59130
E,2018-10-30 14:32:58,3708,3708,59132
I,2018-10-30 14:32:58,3709,3709,59132
I,2018-10-30 14:33:02,3709,3709,59133
I,2018-10-30 14:33:05,3705,3705,59135
I,2018-10-30 14:33:05,3709,5141,59135
I,2018-10-30 14:33:12,3715,5317,59138
I,2018-10-30 14:33:13,3715,3715,59139
I,2018-10-30 14:33:15,3709,3709,59140
I,2018-10-30 14:33:18,3720,3720,59141
E,2018-10-30 14:33:21,3714,3714,59142
E,2018-10-30 14:33:22,3712,3712,59143
E,2018-10-30 14:33:22,3715,3715,59143
E,2018-10-30 14:33:23,3713,5301,59143
E,2018-10-30 14:33:29,3711,3711,59146
E,2018-10-30 14:33:35,3711,3711,59149
E,2018-10-30 14:33:36,3708,3708,59149
E,2018-10-30 14:33:45,3708,3708,59154
E,2018-10-30 14:33:46,3708,3708,59154
E,2018-10-30 14:33:49,3708,3708,59156
E,2018-10-30 14:33:50,3711,3711,59156
E,2018-10-30 14:33:50,3720,3720,59156
E,2018-10-30 14:33:59,3712,3712,59160
E,2018-10-30 14:33:59,3708,3708,59160
I,2018-10-30 14:34:08,3711,3711,59165
I,2018-10-30 14:34:08,3715,5317,59165
I,2018-10-30 14:34:08,3710,3710,59165
I,2018-10-30 14:34:14,3708,3708,59167
E,2018-10-30 14:34:15,3712,3708,59168
E,2018-10-30 14:34:21,3715,3715,59171
E,2018-10-30 14:34:23,3708,3708,59172
E,2018-10-30 14:34:25,3709,3709,59173
E,2018-10-30 14:34:26,3720,3720,59173
E,2018-10-30 14:34:26,3726,3708,59173
E,2018-10-30 14:34:31,3712,3712,59175
E,2018-10-30 14:34:45,3718,3718,59182
E,2018-10-30 14:34:45,3709,3709,59182
E,2018-10-30 14:34:48,3711,3711,59183
E,2018-10-30 14:34:48,3720,3720,59183
E,2018-10-30 14:34:48,3708,3708,59183
E,2018-10-30 14:34:52,3709,3709,59185
I,2018-10-30 14:35:01,3711,3711,59190
I,2018-10-30 14:35:07,3715,3715,59192
E,2018-10-30 14:35:18,3713,5301,59198
E,2018-10-30 14:35:19,3714,3714,59198
E,2018-10-30 14:35:19,3717,3717,59198
E,2018-10-30 14:35:25,3708,3708,59201
E,2018-10-30 14:35:31,3720,3720,59204
E,2018-10-30 14:35:31,3708,3708,59204
E,2018-10-30 14:35:31,3717,3717,59204
E,2018-10-30 14:35:35,3709,3709,59206
E,2018-10-30 14:35:39,3720,3720,59208
E,2018-10-30 14:35:42,3714,3714,59209
E,2018-10-30 14:35:45,3712,3712,59210
I,2018-10-30 14:35:46,3705,3705,59211
I,2018-10-30 14:36:03,3720,3720,59219
I,2018-10-30 14:36:03,3715,5317,59219
I,2018-10-30 14:36:04,3715,5317,59219
I,2018-10-30 14:36:04,3708,3708,59219
I,2018-10-30 14:36:05,3711,3711,59220
E,2018-10-30 14:36:11,3708,3708,59223
E,2018-10-30 14:36:12,3720,3720,59223
E,2018-10-30 14:36:12,3715,3715,59223
E,2018-10-30 14:36:13,3703,3708,59224
E,2018-10-30 14:36:16,3717,3717,59225
E,2018-10-30 14:36:16,3711,3711,59225
E,2018-10-30 14:36:16,3712,3712,59225
E,2018-10-30 14:36:26,3708,3708,59230
E,2018-10-30 14:36:31,3725,3725,59232
E,2018-10-30 14:36:34,3708,3708,59233
E,2018-10-30 14:36:36,3709,3709,59234
E,2018-10-30 14:36:39,3712,3712,59236
E,2018-10-30 14:36:48,3711,3711,59240
E,2018-10-30 14:36:49,3708,3708,59241
E,2018-10-30 14:36:50,3711,3711,59241
E,2018-10-30 14:36:56,3709,3709,59244
E,2018-10-30 14:36:56,3713,5317,59244
I,2018-10-30 14:36:57,3713,5141,59244
I,2018-10-30 14:37:06,3715,3715,59249
I,2018-10-30 14:37:08,3720,3720,59250
I,2018-10-30 14:37:09,3711,3711,59250
I,2018-10-30 14:37:09,3711,3711,59250
I,2018-10-30 14:37:20,3715,5317,59255
I,2018-10-30 14:37:20,3708,3708,59255
E,2018-10-30 14:37:20,3708,3708,59255
E,2018-10-30 14:37:20,3708,3708,59255
E,2018-10-30 14:37:20,3709,3709,59255
E,2018-10-30 14:37:23,3717,3717,59257
E,2018-10-30 14:37:24,3711,3711,59257
E,2018-10-30 14:37:30,3708,3708,59260
E,2018-10-30 14:37:33,3709,3709,59261
E,2018-10-30 14:37:33,3711,3711,59261
E,2018-10-30 14:37:36,3709,3709,59263
E,2018-10-30 14:37:37,3709,3709,59263
E,2018-10-30 14:37:37,3708,3708,59263
E,2018-10-30 14:37:40,3709,3709,59265
E,2018-10-30 14:37:41,3715,3715,59265
E,2018-10-30 14:37:46,3708,3708,59267
E,2018-10-30 14:37:47,3712,9404,59268
E,2018-10-30 14:37:47,3715,3715,59268
E,2018-10-30 14:37:50,3708,3708,59269
E,2018-10-30 14:37:53,3708,3708,59271
E,2018-10-30 14:37:53,3725,3725,59271
E,2018-10-30 14:37:53,3708,3708,59271
E,2018-10-30 14:37:54,3708,3708,59271
I,2018-10-30 14:37:55,3711,3711,59272
I,2018-10-30 14:38:00,3708,3708,59274
I,2018-10-30 14:38:02,3709,5141,59275
I,2018-10-30 14:38:07,3725,3725,59277
I,2018-10-30 14:38:10,3720,3720,59279
I,2018-10-30 14:38:10,3709,3709,59279
I,2018-10-30 14:38:17,3715,3715,59282
E,2018-10-30 14:38:18,3708,3708,59283
E,2018-10-30 14:38:20,3708,3708,59284
E,2018-10-30 14:38:26,3711,3711,59286
E,2018-10-30 14:38:27,3715,3715,59287
E,2018-10-30 14:38:27,3725,3725,59287
E,2018-10-30 14:38:38,3708,3708,59292
E,2018-10-30 14:38:43,3717,3717,59294
E,2018-10-30 14:38:54,3709,3709,59300
I,2018-10-30 14:38:55,3714,5141,59300
I,2018-10-30 14:38:58,3717,3717,59301
I,2018-10-30 14:39:00,3715,3715,59302
I,2018-10-30 14:39:03,3715,3715,59304
E,2018-10-30 14:39:04,3715,3715,59304
E,2018-10-30 14:39:07,3711,3711,59306
E,2018-10-30 14:39:08,3715,3715,59306
E,2018-10-30 14:39:20,3714,3714,59312
E,2018-10-30 14:39:27,3711,3711,59315
E,2018-10-30 14:39:28,3708,3708,59316
E,2018-10-30 14:39:31,3708,3708,59317
E,2018-10-30 14:39:37,3713,5317,59320
E,2018-10-30 14:39:38,3713,5141,59320
I,2018-10-30 14:39:42,3715,3715,59322
I,2018-10-30 14:39:49,3725,3725,59326
I,2018-10-30 14:40:00,3711,3711,59331
I,2018-10-30 14:40:04,3713,5301,59333
I,2018-10-30 14:40:08,3714,5301,59334
I,2018-10-30 14:40:15,3713,5141,59338
E,2018-10-30 14:40:27,3713,5317,59343
E,2018-10-30 14:40:27,3713,5141,59343
E,2018-10-30 14:40:28,3714,3714,59344
E,2018-10-30 14:40:28,3714,3714,59344
E,2018-10-30 14:40:28,3708,3708,59344
E,2018-10-30 14:40:29,3720,3720,59344
E,2018-10-30 14:40:29,3708,3708,59344
E,2018-10-30 14:40:30,3725,3725,59345
E,2018-10-30 14:40:30,3717,3717,59345
E,2018-10-30 14:40:30,3711,3711,59345
E,2018-10-30 14:40:35,3714,3714,59347
E,2018-10-30 14:40:41,3714,3714,59350
E,2018-10-30 14:40:41,3711,3711,59350
E,2018-10-30 14:40:47,3713,5141,59353
E,2018-10-30 14:40:52,3715,5301,59355
E,2018-10-30 14:40:52,3711,3711,59355
E,2018-10-30 14:40:53,3714,3714,59356
E,2018-10-30 14:40:57,3716,5301,59358
I,2018-10-30 14:40:58,3713,5301,59358
I,2018-10-30 14:41:05,3714,5301,59361
I,2018-10-30 14:41:06,3711,3711,59362
I,2018-10-30 14:41:06,3715,3715,59362
I,2018-10-30 14:41:08,3711,3711,59363
I,2018-10-30 14:41:18,3718,5301,59368
I,2018-10-30 14:41:18,3715,3715,59368
E,2018-10-30 14:41:18,3708,3708,59368
E,2018-10-30 14:41:18,3711,3711,59368
E,2018-10-30 14:41:32,3715,3715,59374
E,2018-10-30 14:41:33,3715,3715,59375
E,2018-10-30 14:41:39,3708,3708,59377
E,2018-10-30 14:41:41,3709,3711,59378
E,2018-10-30 14:41:52,3709,3709,59384
E,2018-10-30 14:41:57,3715,3715,59386
E,2018-10-30 14:41:58,3725,3725,59386
E,2018-10-30 14:41:58,3708,3708,59386
I,2018-10-30 14:42:00,3711,3711,59387
I,2018-10-30 14:42:01,3708,3708,59388
I,2018-10-30 14:42:06,3711,3711,59390
I,2018-10-30 14:42:11,3705,3705,59393
I,2018-10-30 14:42:11,3709,3709,59393
I,2018-10-30 14:42:15,3711,3711,59394
E,2018-10-30 14:42:16,3715,5301,59395
E,2018-10-30 14:42:18,3720,3720,59396
E,2018-10-30 14:42:24,3725,3725,59399
E,2018-10-30 14:42:26,3725,3725,59400
E,2018-10-30 14:42:26,3708,3708,59400
E,2018-10-30 14:42:29,3708,3708,59401
E,2018-10-30 14:42:36,3711,3711,59404
E,2018-10-30 14:42:38,3715,3715,59405
E,2018-10-30 14:42:38,3703,3708,59405
E,2018-10-30 14:42:38,3708,3708,59405
E,2018-10-30 14:42:39,3715,3715,59406
I,2018-10-30 14:42:46,3714,5301,59409
I,2018-10-30 14:42:47,3717,3717,59410
I,2018-10-30 14:42:57,3709,5141,59414
I,2018-10-30 14:43:00,3711,3711,59416
I,2018-10-30 14:43:01,3720,3720,59416
I,2018-10-30 14:43:07,3713,3713,59419
I,2018-10-30 14:43:07,3711,3711,59419
E,2018-10-30 14:43:08,3715,3715,59419
E,2018-10-30 14:43:08,3715,3715,59419
E,2018-10-30 14:43:11,3708,3708,59421
E,2018-10-30 14:43:11,3713,5301,59421
E,2018-10-30 14:43:12,3711,3711,59421
E,2018-10-30 14:43:12,3708,3708,59421
E,2018-10-30 14:43:21,3708,3708,59426
E,2018-10-30 14:43:38,3711,3711,59434
E,2018-10-30 14:43:39,3708,3708,59434
E,2018-10-30 14:43:39,3715,3715,59434
E,2018-10-30 14:43:40,3725,3725,59435
E,2018-10-30 14:43:41,3711,3711,59435
E,2018-10-30 14:43:42,3725,3725,59435
E,2018-10-30 14:43:53,3711,3711,59441
E,2018-10-30 14:43:54,3703,3708,59441
E,2018-10-30 14:43:54,3712,3712,59441
I,2018-10-30 14:44:04,3711,3711,59446
I,2018-10-30 14:44:04,3708,3708,59446
I,2018-10-30 14:44:04,3713,5141,59446
I,2018-10-30 14:44:04,3709,3709,59446
I,2018-10-30 14:44:05,3708,3708,59446
E,2018-10-30 14:44:12,3708,3708,59450
E,2018-10-30 14:44:14,3708,3708,59451
E,2018-10-30 14:44:14,3711,3711,59451
E,2018-10-30 14:44:18,3711,3711,59452
E,2018-10-30 14:44:22,3708,3708,59454
E,2018-10-30 14:44:24,3708,3708,59455
E,2018-10-30 14:44:28,3720,3720,59457
E,2018-10-30 14:44:31,3711,2225,59459
E,2018-10-30 14:44:31,3708,3708,59459
E,2018-10-30 14:44:47,3715,3715,59466
E,2018-10-30 14:44:48,3720,3720,59467
E,2018-10-30 14:44:51,3715,3715,59468
E,2018-10-30 14:44:54,3715,3715,59469
I,2018-10-30 14:45:02,3714,5301,59473
I,2018-10-30 14:45:03,3715,3715,59474
I,2018-10-30 14:45:03,3715,3715,59474
I,2018-10-30 14:45:04,3713,5141,59474
I,2018-10-30 14:45:04,3715,3715,59474
I,2018-10-30 14:45:07,3713,3715,59476
I,2018-10-30 14:45:12,3709,3709,59478
I,2018-10-30 14:45:14,3726,3711,59479
E,2018-10-30 14:45:21,3708,3708,59482
E,2018-10-30 14:45:21,3708,3708,59482
E,2018-10-30 14:45:23,3708,3708,59483
E,2018-10-30 14:45:24,3715,5301,59484
E,2018-10-30 14:45:25,3720,3720,59484
E,2018-10-30 14:45:26,3714,3714,59485
E,2018-10-30 14:45:26,3711,3711,59485
E,2018-10-30 14:45:31,3708,3708,59487
E,2018-10-30 14:45:35,3715,3715,59489
E,2018-10-30 14:45:35,3708,3708,59489
E,2018-10-30 14:45:35,3708,3708,59489
E,2018-10-30 14:45:45,3711,3711,59494
E,2018-10-30 14:45:45,3715,3715,59494
E,2018-10-30 14:45:52,3708,3708,59497
E,2018-10-30 14:45:52,3715,3715,59497
I,2018-10-30 14:45:58,3714,5301,59500
I,2018-10-30 14:45:58,3711,3711,59500
I,2018-10-30 14:46:02,3714,5301,59502
I,2018-10-30 14:46:02,3715,3715,59502
I,2018-10-30 14:46:06,3714,5301,59503
I,2018-10-30 14:46:09,3708,3708,59505
I,2018-10-30 14:46:10,3720,3720,59505
I,2018-10-30 14:46:11,3715,3715,59506
I,2018-10-30 14:46:12,3714,3717,59506
E,2018-10-30 14:46:12,3715,3715,59506
E,2018-10-30 14:46:17,3725,3725,59509
E,2018-10-30 14:46:23,3714,3714,59511
E,2018-10-30 14:46:25,3708,3708,59512
E,2018-10-30 14:46:26,3715,3715,59513
E,2018-10-30 14:46:26,3714,3714,59513
E,2018-10-30 14:46:28,3708,3708,59514
E,2018-10-30 14:46:38,3708,3708,59519
E,2018-10-30 14:46:40,3708,3708,59520
E,2018-10-30 14:46:42,3708,3708,59520
E,2018-10-30 14:46:42,3714,3714,59520
E,2018-10-30 14:46:44,3708,3708,59521
E,2018-10-30 14:46:45,3711,3711,59522
E,2018-10-30 14:46:45,3715,3715,59522
E,2018-10-30 14:46:46,3708,3708,59522
E,2018-10-30 14:46:47,3708,3708,59523
E,2018-10-30 14:46:48,3717,3717,59523
E,2018-10-30 14:46:49,3714,3708,59524
E,2018-10-30 14:46:50,3711,3711,59524
E,2018-10-30 14:46:52,3717,3708,59525
I,2018-10-30 14:46:56,3708,3708,59527
I,2018-10-30 14:46:57,3715,3715,59528
I,2018-10-30 14:46:57,3714,5301,59528
I,2018-10-30 14:47:02,3711,3711,59530
I,2018-10-30 14:47:05,3709,3715,59531
I,2018-10-30 14:47:09,3713,5301,59533
E,2018-10-30 14:47:09,3708,3708,59533
E,2018-10-30 14:47:09,3715,3715,59533
E,2018-10-30 14:47:13,3708,3708,59535
E,2018-10-30 14:47:21,3712,3712,59539
E,2018-10-30 14:47:22,3720,3720,59539
E,2018-10-30 14:47:24,3715,3715,59540
E,2018-10-30 14:47:26,3715,5301,59541
E,2018-10-30 14:47:32,3703,3708,59544
E,2018-10-30 14:47:36,3725,3725,59546
E,2018-10-30 14:47:37,3714,3714,59546
E,2018-10-30 14:47:37,3708,3708,59546
E,2018-10-30 14:47:43,3714,3708,59549
E,2018-10-30 14:47:43,3715,5141,59549
E,2018-10-30 14:47:47,3708,3708,59551
I,2018-10-30 14:47:53,3720,3720,59554
I,2018-10-30 14:48:03,3720,3720,59559
I,2018-10-30 14:48:06,3714,3711,59560
I,2018-10-30 14:48:07,3711,3711,59561
I,2018-10-30 14:48:09,3708,3708,59562
E,2018-10-30 14:48:10,3712,3712,59562
E,2018-10-30 14:48:10,3720,3720,59562
E,2018-10-30 14:48:11,3703,3708,59562
E,2018-10-30 14:48:16,3711,3711,59565
E,2018-10-30 14:48:17,3712,3712,59565
E,2018-10-30 14:48:18,3711,3711,59566
E,2018-10-30 14:48:20,3708,3708,59567
E,2018-10-30 14:48:27,3715,3715,59570
E,2018-10-30 14:48:30,3708,3708,59571
E,2018-10-30 14:48:30,3725,3725,59571
E,2018-10-30 14:48:37,3715,3715,59575
E,2018-10-30 14:48:37,3708,3708,59575
E,2018-10-30 14:48:40,3712,3712,59576
E,2018-10-30 14:48:40,3709,3708,59576
E,2018-10-30 14:48:40,3708,3708,59576
E,2018-10-30 14:48:41,3715,3715,59577
E,2018-10-30 14:48:44,3714,3714,59578
E,2018-10-30 14:48:47,3714,3714,59579
E,2018-10-30 14:48:47,3712,3712,59579
E,2018-10-30 14:48:50,3715,3715,59581
E,2018-10-30 14:48:52,3712,3712,59582
E,2018-10-30 14:48:53,3711,3711,59582
E,2018-10-30 14:48:54,3712,3712,59583
E,2018-10-30 14:48:56,3708,3708,59584
I,2018-10-30 14:49:01,3711,3711,59586
I,2018-10-30 14:49:05,3708,3708,59588
E,2018-10-30 14:49:13,3720,3714,59592
E,2018-10-30 14:49:13,3712,3712,59592
E,2018-10-30 14:49:33,3708,3708,59601
E,2018-10-30 14:49:33,3717,3717,59601
E,2018-10-30 14:49:35,3708,3708,59602
E,2018-10-30 14:49:36,3712,3712,59603
E,2018-10-30 14:49:40,3711,3711,59604
E,2018-10-30 14:49:40,3714,3714,59604
E,2018-10-30 14:49:56,3711,3711,59612
E,2018-10-30 14:49:56,3715,3715,59612
E,2018-10-30 14:49:57,3715,3715,59612
I,2018-10-30 14:49:57,3713,5141,59612
I,2018-10-30 14:50:00,3708,3708,59614
I,2018-10-30 14:50:00,3715,3715,59614
I,2018-10-30 14:50:03,3720,3720,59615
I,2018-10-30 14:50:03,3717,3717,59615
I,2018-10-30 14:50:16,3715,3715,59621
I,2018-10-30 14:50:17,3711,3711,59622
I,2018-10-30 14:50:17,3708,3708,59622
E,2018-10-30 14:50:17,3717,3717,59622
E,2018-10-30 14:50:17,3725,3725,59622
E,2018-10-30 14:50:18,3717,3717,59622
E,2018-10-30 14:50:19,3712,3712,59623
E,2018-10-30 14:50:20,3715,3715,59623
E,2018-10-30 14:50:20,3708,3708,59623
E,2018-10-30 14:50:24,3711,3711,59625
E,2018-10-30 14:50:24,3725,3725,59625
E,2018-10-30 14:50:24,3717,3717,59625
E,2018-10-30 14:50:25,3717,3717,59626
E,2018-10-30 14:50:25,3709,3709,59626
E,2018-10-30 14:50:25,3708,3708,59626
E,2018-10-30 14:50:26,3725,3725,59626
E,2018-10-30 14:50:36,3712,3712,59631
E,2018-10-30 14:50:36,3708,3708,59631
E,2018-10-30 14:50:40,3715,3715,59633
E,2018-10-30 14:50:40,3711,3711,59633
E,2018-10-30 14:50:40,3711,3711,59633
E,2018-10-30 14:50:45,3708,3708,59635
E,2018-10-30 14:50:46,3715,3715,59636
E,2018-10-30 14:50:51,3711,3711,59638
I,2018-10-30 14:50:56,3711,3711,59640
I,2018-10-30 14:51:01,3715,3715,59643
I,2018-10-30 14:51:06,3714,5141,59645
I,2018-10-30 14:51:11,3711,3711,59647
I,2018-10-30 14:51:13,3711,3711,59648
I,2018-10-30 14:51:13,3708,3708,59648
I,2018-10-30 14:51:13,3717,3717,59648
I,2018-10-30 14:51:16,3716,5301,59650
E,2018-10-30 14:51:17,3711,3711,59650
E,2018-10-30 14:51:20,3712,3712,59652
E,2018-10-30 14:51:23,3711,3711,59653
E,2018-10-30 14:51:26,3717,3717,59654
E,2018-10-30 14:51:30,3708,3708,59656
E,2018-10-30 14:51:44,3711,3711,59663
E,2018-10-30 14:51:47,3715,3715,59664
E,2018-10-30 14:51:47,3714,3714,59664
E,2018-10-30 14:51:50,3714,3714,59666
E,2018-10-30 14:51:51,3711,3711,59666
I,2018-10-30 14:52:01,3720,3720,59671
I,2018-10-30 14:52:10,3713,5141,59675
I,2018-10-30 14:52:11,3715,3715,59676
I,2018-10-30 14:52:13,3715,3715,59677
I,2018-10-30 14:52:17,3715,101,59679
I,2018-10-30 14:52:20,3714,3715,59680
I,2018-10-30 14:52:20,3705,3705,59680
I,2018-10-30 14:52:21,3711,3711,59680
I,2018-10-30 14:52:22,3711,3711,59681
I,2018-10-30 14:52:24,3711,3711,59682
E,2018-10-30 14:52:24,3715,3715,59682
E,2018-10-30 14:52:25,3715,3715,59682
E,2018-10-30 14:52:25,3715,3715,59682
E,2018-10-30 14:52:26,3708,3708,59683
E,2018-10-30 14:52:28,3708,3708,59684
E,2018-10-30 14:52:30,3711,3711,59685
E,2018-10-30 14:52:34,3714,3714,59687
E,2018-10-30 14:52:35,3708,3708,59687
E,2018-10-30 14:52:35,3725,3725,59687
E,2018-10-30 14:52:35,3717,3717,59687
E,2018-10-30 14:52:36,3708,3708,59688
E,2018-10-30 14:52:39,3712,3712,59689
E,2018-10-30 14:52:44,3715,3715,59691
E,2018-10-30 14:52:48,3715,3715,59693
E,2018-10-30 14:52:49,3715,3715,59694
E,2018-10-30 14:52:49,3712,3712,59694
E,2018-10-30 14:52:49,3711,3711,59694
E,2018-10-30 14:52:49,3708,3708,59694
I,2018-10-30 14:52:50,3714,5301,59694
I,2018-10-30 14:52:51,3711,3711,59695
I,2018-10-30 14:53:02,3709,3709,59700
I,2018-10-30 14:53:11,3720,3720,59704
I,2018-10-30 14:53:15,3709,3709,59706
I,2018-10-30 14:53:18,3713,5141,59707
E,2018-10-30 14:53:18,3708,3708,59707
E,2018-10-30 14:53:25,3712,3712,59711
E,2018-10-30 14:53:28,3715,3715,59712
E,2018-10-30 14:53:32,3715,3507,59714
E,2018-10-30 14:53:33,3711,3711,59714
E,2018-10-30 14:53:34,3708,3708,59715
E,2018-10-30 14:53:49,3708,3708,59722
E,2018-10-30 14:53:52,3725,3725,59723
I,2018-10-30 14:53:55,3715,101,59725
I,2018-10-30 14:53:59,3713,3713,59727
I,2018-10-30 14:53:59,3711,3711,59727
I,2018-10-30 14:54:06,3714,3717,59730
I,2018-10-30 14:54:07,3715,5317,59730
I,2018-10-30 14:54:11,3709,3709,59732
I,2018-10-30 14:54:11,3709,5141,59732
I,2018-10-30 14:54:13,3711,3711,59733
I,2018-10-30 14:54:15,3709,3709,59734
I,2018-10-30 14:54:16,3715,3715,59735
I,2018-10-30 14:54:16,3708,3708,59735
E,2018-10-30 14:54:23,3714,3714,59738
E,2018-10-30 14:54:25,3709,3708,59739
E,2018-10-30 14:54:29,3708,3708,59741
E,2018-10-30 14:54:30,3711,3711,59741
E,2018-10-30 14:54:31,3708,3708,59742
E,2018-10-30 14:54:33,3725,3725,59743
E,2018-10-30 14:54:35,3725,3725,59744
E,2018-10-30 14:54:35,3708,3708,59744
E,2018-10-30 14:54:39,3715,5301,59746
E,2018-10-30 14:54:41,3717,3717,59747
E,2018-10-30 14:54:47,3715,3715,59749
I,2018-10-30 14:54:52,3713,5141,59752
I,2018-10-30 14:54:58,3720,3720,59755
I,2018-10-30 14:55:09,3714,3717,59760
I,2018-10-30 14:55:09,3713,5141,59760
I,2018-10-30 14:55:16,3709,3709,59763
I,2018-10-30 14:55:17,3709,3709,59764
I,2018-10-30 14:55:19,3716,5301,59764
E,2018-10-30 14:55:19,3709,3709,59764
E,2018-10-30 14:55:19,3711,3711,59764
E,2018-10-30 14:55:25,3708,3708,59767
E,2018-10-30 14:55:27,3725,3725,59768
E,2018-10-30 14:55:44,3717,3717,59776
E,2018-10-30 14:55:51,3715,3715,59780
E,2018-10-30 14:55:52,3708,3708,59780
E,2018-10-30 14:55:52,3715,5141,59780
E,2018-10-30 14:55:53,3714,3714,59781
E,2018-10-30 14:55:56,3708,3708,59782
E,2018-10-30 14:55:58,3712,3712,59783
I,2018-10-30 14:56:00,3708,3708,59784
I,2018-10-30 14:56:00,3709,3709,59784
I,2018-10-30 14:56:03,3714,5301,59785
I,2018-10-30 14:56:04,3711,3711,59786
I,2018-10-30 14:56:06,3711,3711,59787
I,2018-10-30 14:56:09,3714,3717,59788
I,2018-10-30 14:56:10,3711,3711,59789
I,2018-10-30 14:56:11,3720,3720,59789
E,2018-10-30 14:56:13,3714,3714,59790
E,2018-10-30 14:56:16,3712,3712,59791
E,2018-10-30 14:56:22,3715,3715,59794
E,2018-10-30 14:56:30,3715,3715,59798
E,2018-10-30 14:56:31,3717,3717,59798
E,2018-10-30 14:56:31,3725,3725,59798
E,2018-10-30 14:56:33,3708,3708,59799
E,2018-10-30 14:56:33,3720,3720,59799
E,2018-10-30 14:56:36,3708,3708,59801
E,2018-10-30 14:56:40,3717,3717,59803
E,2018-10-30 14:56:40,3715,3715,59803
E,2018-10-30 14:56:49,3715,3715,59807
I,2018-10-30 14:56:50,3725,3725,59807
I,2018-10-30 14:56:54,3711,3711,59809
I,2018-10-30 14:56:55,3708,3708,59810
I,2018-10-30 14:56:57,3715,101,59811
I,2018-10-30 14:57:07,3709,5141,59815
I,2018-10-30 14:57:17,3715,101,59820
E,2018-10-30 14:57:26,3713,5301,59824
E,2018-10-30 14:57:27,3715,3715,59825
E,2018-10-30 14:57:30,3708,3708,59826
E,2018-10-30 14:57:30,3708,3708,59826
E,2018-10-30 14:57:30,3711,3711,59826
E,2018-10-30 14:57:34,3708,3708,59828
E,2018-10-30 14:57:37,3711,3711,59830
E,2018-10-30 14:57:37,3708,3708,59830
E,2018-10-30 14:57:47,3708,3708,59834
E,2018-10-30 14:57:47,3715,3715,59834
E,2018-10-30 14:57:50,3708,3708,59836
E,2018-10-30 14:57:51,3715,3715,59836
E,2018-10-30 14:57:51,3715,3715,59836
E,2018-10-30 14:57:51,3711,3711,59836
I,2018-10-30 14:57:52,3716,5301,59837
I,2018-10-30 14:57:53,3711,3711,59837
I,2018-10-30 14:58:01,3709,5141,59841
I,2018-10-30 14:58:01,3711,3711,59841
I,2018-10-30 14:58:07,3715,3715,59844
I,2018-10-30 14:58:11,3711,3711,59846
I,2018-10-30 14:58:17,3725,3725,59848
E,2018-10-30 14:58:17,3715,3715,59848
E,2018-10-30 14:58:21,3708,3708,59850
E,2018-10-30 14:58:22,3708,3708,59851
E,2018-10-30 14:58:25,3708,3708,59852
E,2018-10-30 14:58:34,3711,3711,59857
E,2018-10-30 14:58:34,3709,3709,59857
E,2018-10-30 14:58:35,3717,3717,59857
E,2018-10-30 14:58:38,3708,3708,59858
E,2018-10-30 14:58:42,3708,3708,59860
