I_E_FLAG,END_DATE,DECL_PORT,I_E_PORT,COUNTRY,DELAY,,,
E,2018-10-30 10:07:40,3708,3708,142,68824.41787,0.016666665,1.25865314,
E,2018-10-30 10:07:41,3711,3711,142,68825.0472,0.008333335,0.629326768,
E,2018-10-30 10:07:41,3712,3712,410,68825.0472,0,0,
E,2018-10-30 10:07:41,3715,3715,142,68825.0472,0,0,
E,2018-10-30 10:07:41,3712,3712,501,68825.0472,0,0,
E,2018-10-30 10:07:47,3712,3712,136,68828.82316,0.050000001,3.775959815,
E,2018-10-30 10:07:48,3712,3712,304,68829.45249,0.00833333,0.629326372,
E,2018-10-30 10:07:48,3714,3714,122,68829.45249,0,0,
E,2018-10-30 10:07:50,3714,3708,301,68830.71114,0.016666671,1.258653535,
E,2018-10-30 10:07:51,3708,3708,129,68831.34047,0.00833333,0.629326372,
E,2018-10-30 10:07:51,3715,3715,410,68831.34047,0,0,
E,2018-10-30 10:07:52,3712,3712,142,68831.96979,0.008333335,0.629326768,
E,2018-10-30 10:07:52,3713,5301,330,68831.96979,0,0,
E,2018-10-30 10:07:54,3713,5301,307,68833.22845,0.016666665,1.25865314,
E,2018-10-30 10:07:55,3715,3715,305,68833.85777,0.008333335,0.629326768,
E,2018-10-30 10:07:56,3711,3711,303,68834.4871,0.00833333,0.629326372,
I,2018-10-30 10:07:57,3715,3715,142,68835.11643,0.008333335,0.629326768,
I,2018-10-30 10:08:01,3714,5301,303,68837.63373,0.033333331,2.517306279,
I,2018-10-30 10:08:02,3711,3711,110,68838.26306,0.008333335,0.629326768,
I,2018-10-30 10:08:02,3715,3715,142,68838.26306,0,0,
I,2018-10-30 10:08:05,3711,3711,116,68840.15104,0.025000001,1.887979907,
I,2018-10-30 10:08:11,3711,3711,350,68843.927,0.050000001,3.775959815,
I,2018-10-30 10:08:15,3711,3711,142,68846.4443,0.033333331,2.517306279,
I,2018-10-30 10:08:16,3715,3715,304,68847.07363,0.008333335,0.629326768,
I,2018-10-30 10:08:18,3714,5301,116,68848.33228,0.016666665,1.25865314,
I,2018-10-30 10:08:18,3711,3711,142,68848.33228,0,0,
I,2018-10-30 10:08:19,3720,3720,502,68848.96161,0.008333335,0.629326768,
I,2018-10-30 10:08:20,3702,3705,142,68849.59094,0.00833333,0.629326372,
I,2018-10-30 10:08:22,3717,3717,312,68850.84959,0.016666671,1.258653535,
E,2018-10-30 10:08:26,3708,3708,142,68853.3669,0.033333331,2.517306279,
E,2018-10-30 10:08:26,3713,5301,142,68853.3669,0,0,
E,2018-10-30 10:08:27,3726,3711,136,68853.99622,0.008333335,0.629326768,
E,2018-10-30 10:08:27,3709,3708,143,68853.99622,0,0,
E,2018-10-30 10:08:30,3708,3708,110,68855.8842,0.025000001,1.887979907,
E,2018-10-30 10:08:30,3717,3717,303,68855.8842,0,0,
E,2018-10-30 10:08:35,3715,3715,143,68859.03084,0.041666666,3.146633047,
E,2018-10-30 10:08:35,3708,3708,116,68859.03084,0,0,
E,2018-10-30 10:08:35,3726,3711,143,68859.03084,0,0,
E,2018-10-30 10:08:35,3713,5301,304,68859.03084,0,0,
E,2018-10-30 10:08:36,3708,3708,110,68859.66016,0.00833333,0.629326372,
E,2018-10-30 10:08:36,3714,3714,303,68859.66016,0,0,
E,2018-10-30 10:08:36,3714,3714,116,68859.66016,0,0,
E,2018-10-30 10:08:36,3708,3708,423,68859.66016,0,0,
E,2018-10-30 10:08:36,3713,5301,132,68859.66016,0,0,
E,2018-10-30 10:08:45,3708,3708,110,68865.3241,0.075000002,5.663939722,
E,2018-10-30 10:08:45,3712,3712,142,68865.3241,0,0,
E,2018-10-30 10:08:45,3708,3708,142,68865.3241,0,0,
E,2018-10-30 10:08:49,3712,3712,142,68867.84141,0.033333336,2.517306675,
E,2018-10-30 10:08:49,3712,3712,133,68867.84141,0,0,
E,2018-10-30 10:08:52,3715,3715,410,68869.72939,0.025000001,1.887979907,
E,2018-10-30 10:08:52,3704,3711,115,68869.72939,0,0,
E,2018-10-30 10:08:54,3708,3708,110,68870.98804,0.016666665,1.25865314,
E,2018-10-30 10:08:57,3711,3711,143,68872.87602,0.025000001,1.887979907,
I,2018-10-30 10:08:58,3711,3711,142,68873.50535,0.00833333,0.629326372,
I,2018-10-30 10:09:00,3711,3711,133,68874.764,0.016666671,1.258653535,
I,2018-10-30 10:09:07,3708,3708,112,68879.16929,0.058333331,4.405286187,
I,2018-10-30 10:09:08,3711,3711,116,68879.79862,0.008333335,0.629326768,
E,2018-10-30 10:09:09,3711,3711,110,68880.42794,0.00833333,0.629326372,
E,2018-10-30 10:09:12,3708,3708,110,68882.31592,0.025000001,1.887979907,
E,2018-10-30 10:09:18,3717,3717,110,68886.09188,0.050000001,3.775959815,
E,2018-10-30 10:09:19,3725,3711,133,68886.72121,0.00833333,0.629326372,
E,2018-10-30 10:09:19,3713,5301,116,68886.72121,0,0,
E,2018-10-30 10:09:20,3709,3709,142,68887.35054,0.008333335,0.629326768,
E,2018-10-30 10:09:22,3708,3708,110,68888.60919,0.016666665,1.25865314,
E,2018-10-30 10:09:25,3713,5301,142,68890.49717,0.025000001,1.887979907,
E,2018-10-30 10:09:26,3708,3708,501,68891.1265,0.008333335,0.629326768,
E,2018-10-30 10:09:26,3709,3709,116,68891.1265,0,0,
E,2018-10-30 10:09:26,3713,5301,309,68891.1265,0,0,
E,2018-10-30 10:09:26,3711,3711,132,68891.1265,0,0,
E,2018-10-30 10:09:27,3713,5301,502,68891.75582,0.00833333,0.629326372,
E,2018-10-30 10:09:29,3711,3711,142,68893.01448,0.016666671,1.258653535,
E,2018-10-30 10:09:36,3715,3715,143,68897.41976,0.058333331,4.405286187,
E,2018-10-30 10:09:49,3708,3708,301,68905.60101,0.108333332,8.181246001,
E,2018-10-30 10:09:53,3713,5301,307,68908.11831,0.033333336,2.517306675,
I,2018-10-30 10:09:59,3714,5301,142,68911.89427,0.050000001,3.775959815,
I,2018-10-30 10:09:59,3709,3709,133,68911.89427,0,0,
I,2018-10-30 10:09:59,3714,5301,312,68911.89427,0,0,
I,2018-10-30 10:10:03,3715,3715,115,68914.41158,0.033333331,2.517306279,
I,2018-10-30 10:10:10,3717,3717,143,68918.81687,0.058333336,4.405286582,
E,2018-10-30 10:10:12,3712,3712,143,68920.07552,0.016666665,1.25865314,
E,2018-10-30 10:10:16,3708,3708,502,68922.59283,0.033333331,2.517306279,
E,2018-10-30 10:10:16,3711,3711,142,68922.59283,0,0,
E,2018-10-30 10:10:22,3715,3715,502,68926.36879,0.050000001,3.775959815,
E,2018-10-30 10:10:22,3713,5301,142,68926.36879,0,0,
E,2018-10-30 10:10:25,3708,3708,110,68928.25677,0.025000001,1.887979907,
E,2018-10-30 10:10:26,3713,5301,301,68928.88609,0.008333335,0.629326768,
E,2018-10-30 10:10:32,3713,5301,304,68932.66205,0.049999996,3.775959419,
E,2018-10-30 10:10:33,3712,3712,142,68933.29138,0.008333335,0.629326768,
E,2018-10-30 10:10:33,3708,3708,502,68933.29138,0,0,
E,2018-10-30 10:10:34,3713,5301,310,68933.92071,0.008333335,0.629326768,
E,2018-10-30 10:10:36,3712,3712,142,68935.17936,0.016666665,1.25865314,
E,2018-10-30 10:10:36,3715,3715,142,68935.17936,0,0,
E,2018-10-30 10:10:38,3715,3715,122,68936.43801,0.016666665,1.25865314,
E,2018-10-30 10:10:45,3713,5301,303,68940.8433,0.058333331,4.405286187,
E,2018-10-30 10:10:56,3708,3708,142,68947.76589,0.091666667,6.922592861,
I,2018-10-30 10:11:05,3715,3715,110,68953.42983,0.075000002,5.663939722,
I,2018-10-30 10:11:06,3714,5301,137,68954.05916,0.008333335,0.629326768,
I,2018-10-30 10:11:06,3708,3708,133,68954.05916,0,0,
I,2018-10-30 10:11:06,3715,3715,143,68954.05916,0,0,
I,2018-10-30 10:11:07,3714,3715,110,68954.68848,0.00833333,0.629326372,
E,2018-10-30 10:11:09,3717,3717,502,68955.94714,0.016666671,1.258653535,
E,2018-10-30 10:11:09,3711,3711,110,68955.94714,0,0,
E,2018-10-30 10:11:10,3726,3711,122,68956.57646,0.00833333,0.629326372,
E,2018-10-30 10:11:16,3709,3708,306,68960.35242,0.050000001,3.775959815,
E,2018-10-30 10:11:16,3708,3708,502,68960.35242,0,0,
E,2018-10-30 10:11:16,3708,3708,116,68960.35242,0,0,
E,2018-10-30 10:11:16,3709,3709,110,68960.35242,0,0,
E,2018-10-30 10:11:19,3726,3711,116,68962.2404,0.025000001,1.887979907,
E,2018-10-30 10:11:20,3708,3708,307,68962.86973,0.00833333,0.629326372,
E,2018-10-30 10:11:31,3715,3715,110,68969.79232,0.091666667,6.922592861,
E,2018-10-30 10:11:32,3713,5301,142,68970.42165,0.008333335,0.629326768,
E,2018-10-30 10:11:33,3713,5301,142,68971.05098,0.008333335,0.629326768,
E,2018-10-30 10:11:34,3704,3708,116,68971.6803,0.00833333,0.629326372,
E,2018-10-30 10:11:41,3720,3720,307,68976.08559,0.058333336,4.405286582,
E,2018-10-30 10:11:42,3713,5301,502,68976.71492,0.00833333,0.629326372,
E,2018-10-30 10:11:43,3715,3715,142,68977.34424,0.008333335,0.629326768,
E,2018-10-30 10:11:47,3715,3715,143,68979.86155,0.033333331,2.517306279,
E,2018-10-30 10:11:52,3711,3711,142,68983.00818,0.041666671,3.146633443,
E,2018-10-30 10:11:56,3708,3708,116,68985.52549,0.033333331,2.517306279,
E,2018-10-30 10:11:58,3708,3708,502,68986.78414,0.016666665,1.25865314,
E,2018-10-30 10:11:58,3714,3714,142,68986.78414,0,0,
I,2018-10-30 10:12:02,3705,3705,138,68989.30145,0.033333336,2.517306675,
I,2018-10-30 10:12:02,3715,3715,142,68989.30145,0,0,
I,2018-10-30 10:12:03,3711,3711,410,68989.93077,0.00833333,0.629326372,
I,2018-10-30 10:12:05,3708,3708,143,68991.18943,0.016666671,1.258653535,
I,2018-10-30 10:12:06,3711,3711,110,68991.81875,0.00833333,0.629326372,
I,2018-10-30 10:12:09,3711,3711,502,68993.70673,0.025000001,1.887979907,
E,2018-10-30 10:12:09,3712,3712,143,68993.70673,0,0,
E,2018-10-30 10:12:11,3711,3711,142,68994.96539,0.016666671,1.258653535,
E,2018-10-30 10:12:11,3715,3715,142,68994.96539,0,0,
E,2018-10-30 10:12:16,3709,3709,142,68998.11202,0.041666666,3.146633047,
E,2018-10-30 10:12:16,3713,5301,142,68998.11202,0,0,
E,2018-10-30 10:12:19,3712,3712,143,69000,0.025000001,1.887979907,
E,2018-10-30 10:12:19,3708,3708,143,69000,0,0,
E,2018-10-30 10:12:20,3714,3711,110,69000.62933,0.00833333,0.629326372,
E,2018-10-30 10:12:26,3725,3711,122,69004.40529,0.050000001,3.775959815,
E,2018-10-30 10:12:27,3711,3711,110,69005.03461,0.008333335,0.629326768,
E,2018-10-30 10:12:27,3713,5301,116,69005.03461,0,0,
E,2018-10-30 10:12:36,3711,3711,143,69010.69855,0.074999997,5.663939326,
E,2018-10-30 10:12:46,3708,3708,122,69016.99182,0.083333332,6.293266094,
E,2018-10-30 10:12:46,3713,5301,304,69016.99182,0,0,
E,2018-10-30 10:12:49,3709,3709,143,69018.8798,0.025000001,1.887979907,
E,2018-10-30 10:12:50,3708,3708,143,69019.50913,0.008333335,0.629326768,
E,2018-10-30 10:12:57,3713,5301,132,69023.91441,0.058333331,4.405286187,
I,2018-10-30 10:13:03,3708,3708,143,69027.69037,0.050000001,3.775959815,
I,2018-10-30 10:13:06,3709,3709,110,69029.57835,0.025000001,1.887979907,
I,2018-10-30 10:13:06,3708,3708,116,69029.57835,0,0,
E,2018-10-30 10:13:13,3713,5301,303,69033.98364,0.058333331,4.405286187,
E,2018-10-30 10:13:19,3713,5301,307,69037.7596,0.050000001,3.775959815,
E,2018-10-30 10:13:26,3708,3708,110,69042.16488,0.058333336,4.405286582,
E,2018-10-30 10:13:33,3711,3711,142,69046.57017,0.058333331,4.405286187,
E,2018-10-30 10:13:33,3709,3708,131,69046.57017,0,0,
E,2018-10-30 10:13:35,3711,3711,133,69047.82882,0.016666665,1.25865314,
E,2018-10-30 10:13:45,3715,3715,142,69054.12209,0.083333337,6.293266489,
E,2018-10-30 10:13:54,3713,5301,502,69059.78603,0.074999997,5.663939326,
E,2018-10-30 10:13:56,3708,3708,132,69061.04468,0.016666665,1.25865314,
I,2018-10-30 10:14:02,3715,3715,601,69064.82064,0.050000001,3.775959815,
I,2018-10-30 10:14:05,3718,5141,142,69066.70862,0.025000001,1.887979907,
I,2018-10-30 10:14:11,3711,3711,116,69070.48458,0.050000001,3.775959815,
I,2018-10-30 10:14:15,3715,3715,110,69073.00189,0.033333331,2.517306279,
I,2018-10-30 10:14:16,3718,3718,122,69073.63122,0.008333335,0.629326768,
I,2018-10-30 10:14:21,3705,3705,122,69076.77785,0.041666666,3.146633047,
E,2018-10-30 10:14:23,3713,5301,142,69078.0365,0.016666665,1.25865314,
E,2018-10-30 10:14:25,3708,3708,434,69079.29515,0.016666671,1.258653535,
E,2018-10-30 10:14:25,3713,5301,304,69079.29515,0,0,
E,2018-10-30 10:14:27,3715,101,143,69080.55381,0.016666665,1.25865314,
E,2018-10-30 10:14:27,3713,5301,142,69080.55381,0,0,
E,2018-10-30 10:14:35,3717,3717,138,69085.58842,0.066666667,5.034612954,
E,2018-10-30 10:14:35,3714,3714,142,69085.58842,0,0,
E,2018-10-30 10:14:36,3709,3708,122,69086.21775,0.008333335,0.629326768,
E,2018-10-30 10:14:38,3713,5301,143,69087.4764,0.016666665,1.25865314,
E,2018-10-30 10:14:41,3713,5301,142,69089.36438,0.025000001,1.887979907,
E,2018-10-30 10:14:44,3713,5301,307,69091.25236,0.025000001,1.887979907,
E,2018-10-30 10:14:45,3713,5301,116,69091.88169,0.00833333,0.629326372,
E,2018-10-30 10:14:55,3713,5301,502,69098.17495,0.083333337,6.293266489,
I,2018-10-30 10:15:00,3708,3708,143,69101.32159,0.041666666,3.146633047,
I,2018-10-30 10:15:12,3726,3711,143,69108.87351,0.099999997,7.551919233,
I,2018-10-30 10:15:13,3705,3705,143,69109.50283,0.008333335,0.629326768,
E,2018-10-30 10:15:16,3717,3717,142,69111.39081,0.025000001,1.887979907,
E,2018-10-30 10:15:16,3717,3717,112,69111.39081,0,0,
E,2018-10-30 10:15:17,3715,3715,122,69112.02014,0.00833333,0.629326372,
E,2018-10-30 10:15:17,3713,5301,116,69112.02014,0,0,
E,2018-10-30 10:15:21,3711,3711,131,69114.53745,0.033333336,2.517306675,
E,2018-10-30 10:15:21,3708,3708,305,69114.53745,0,0,
E,2018-10-30 10:15:34,3713,5301,143,69122.71869,0.108333332,8.181246001,
E,2018-10-30 10:15:35,3708,3708,315,69123.34802,0.008333335,0.629326768,
E,2018-10-30 10:15:35,3714,3711,142,69123.34802,0,0,
E,2018-10-30 10:15:35,3711,3711,311,69123.34802,0,0,
E,2018-10-30 10:15:36,3708,3708,142,69123.97734,0.00833333,0.629326372,
E,2018-10-30 10:15:45,3708,3708,110,69129.64128,0.075000002,5.663939722,
E,2018-10-30 10:15:46,3709,3708,502,69130.27061,0.008333335,0.629326768,
E,2018-10-30 10:15:47,3708,3708,132,69130.89994,0.00833333,0.629326372,
E,2018-10-30 10:15:55,3708,3708,301,69135.93455,0.066666667,5.034612954,
E,2018-10-30 10:15:55,3712,3712,143,69135.93455,0,0,
E,2018-10-30 10:15:55,3713,5301,304,69135.93455,0,0,
E,2018-10-30 10:15:59,3713,5301,116,69138.45186,0.033333336,2.517306675,
I,2018-10-30 10:16:05,3705,3705,303,69142.22782,0.049999996,3.775959419,
I,2018-10-30 10:16:05,3711,3711,133,69142.22782,0,0,
I,2018-10-30 10:16:06,3708,3708,136,69142.85714,0.008333335,0.629326768,
I,2018-10-30 10:16:12,3717,3717,136,69146.6331,0.050000001,3.775959815,
I,2018-10-30 10:16:15,3720,3720,304,69148.52108,0.025000001,1.887979907,
I,2018-10-30 10:16:15,3708,3708,330,69148.52108,0,0,
E,2018-10-30 10:16:16,3715,3715,110,69149.15041,0.00833333,0.629326372,
E,2018-10-30 10:16:16,3708,3708,142,69149.15041,0,0,
E,2018-10-30 10:16:17,3717,3717,116,69149.77974,0.008333335,0.629326768,
E,2018-10-30 10:16:20,3723,3723,133,69151.66772,0.025000001,1.887979907,
E,2018-10-30 10:16:26,3714,3708,410,69155.44368,0.050000001,3.775959815,
E,2018-10-30 10:16:26,3713,5301,502,69155.44368,0,0,
E,2018-10-30 10:16:26,3715,3715,111,69155.44368,0,0,
E,2018-10-30 10:16:27,3714,3714,143,69156.073,0.00833333,0.629326372,
E,2018-10-30 10:16:29,3708,3708,143,69157.33166,0.016666671,1.258653535,
E,2018-10-30 10:16:30,3711,3711,142,69157.96098,0.00833333,0.629326372,
E,2018-10-30 10:16:30,3711,3711,502,69157.96098,0,0,
E,2018-10-30 10:16:30,3712,3712,304,69157.96098,0,0,
E,2018-10-30 10:16:31,3715,3715,142,69158.59031,0.008333335,0.629326768,
E,2018-10-30 10:16:32,3709,3708,143,69159.21964,0.00833333,0.629326372,
E,2018-10-30 10:16:33,3713,5301,502,69159.84896,0.008333335,0.629326768,
E,2018-10-30 10:16:36,3715,3715,132,69161.73694,0.025000001,1.887979907,
E,2018-10-30 10:16:37,3711,3711,143,69162.36627,0.008333335,0.629326768,
E,2018-10-30 10:16:40,3711,3711,142,69164.25425,0.024999995,1.887979512,
E,2018-10-30 10:16:40,3715,3715,305,69164.25425,0,0,
E,2018-10-30 10:16:40,3713,5301,142,69164.25425,0,0,
E,2018-10-30 10:16:43,3708,3708,143,69166.14223,0.025000001,1.887979907,
E,2018-10-30 10:16:45,3712,3712,502,69167.40088,0.016666671,1.258653535,
E,2018-10-30 10:16:56,3715,3715,142,69174.32347,0.091666667,6.922592861,
E,2018-10-30 10:16:56,3713,5301,307,69174.32347,0,0,
E,2018-10-30 10:16:57,3713,5301,116,69174.9528,0.00833333,0.629326372,
E,2018-10-30 10:16:57,3713,5301,307,69174.9528,0,0,
E,2018-10-30 10:16:57,3708,3708,143,69174.9528,0,0,
E,2018-10-30 10:16:58,3717,3717,142,69175.58213,0.008333335,0.629326768,
I,2018-10-30 10:16:58,3711,3711,502,69175.58213,0,0,
I,2018-10-30 10:17:01,3715,3715,502,69177.47011,0.025000001,1.887979907,
I,2018-10-30 10:17:02,3708,3708,502,69178.09943,0.00833333,0.629326372,
I,2018-10-30 10:17:02,3725,3725,142,69178.09943,0,0,
I,2018-10-30 10:17:03,3711,3711,410,69178.72876,0.008333335,0.629326768,
I,2018-10-30 10:17:07,3715,3715,132,69181.24607,0.033333331,2.517306279,
E,2018-10-30 10:17:08,3715,3715,116,69181.87539,0.008333335,0.629326768,
E,2018-10-30 10:17:26,3708,3708,142,69193.20327,0.149999998,11.32787905,
E,2018-10-30 10:17:27,3711,3711,143,69193.8326,0.008333335,0.629326768,
E,2018-10-30 10:17:27,3713,5301,116,69193.8326,0,0,
E,2018-10-30 10:17:28,3708,3708,116,69194.46193,0.008333335,0.629326768,
E,2018-10-30 10:17:29,3711,3711,142,69195.09125,0.00833333,0.629326372,
E,2018-10-30 10:17:33,3708,3708,142,69197.60856,0.033333336,2.517306675,
E,2018-10-30 10:17:34,3708,3708,502,69198.23789,0.00833333,0.629326372,
E,2018-10-30 10:17:47,3715,3715,143,69206.41913,0.108333338,8.181246397,
E,2018-10-30 10:17:47,3713,5301,132,69206.41913,0,0,
E,2018-10-30 10:17:47,3717,3717,502,69206.41913,0,0,
E,2018-10-30 10:17:48,3708,3708,112,69207.04846,0.00833333,0.629326372,
I,2018-10-30 10:17:50,3714,5301,304,69208.30711,0.016666665,1.25865314,
I,2018-10-30 10:18:03,3715,3715,502,69216.48836,0.108333338,8.181246397,
I,2018-10-30 10:18:04,3714,5301,110,69217.11768,0.00833333,0.629326372,
E,2018-10-30 10:18:04,3708,3708,110,69217.11768,0,0,
E,2018-10-30 10:18:14,3711,3711,142,69223.41095,0.083333337,6.293266489,
E,2018-10-30 10:18:14,3712,3712,142,69223.41095,0,0,
E,2018-10-30 10:18:14,3712,3712,143,69223.41095,0,0,
E,2018-10-30 10:18:14,3708,3708,142,69223.41095,0,0,
E,2018-10-30 10:18:17,3712,3712,110,69225.29893,0.024999995,1.887979512,
E,2018-10-30 10:18:17,3708,3708,116,69225.29893,0,0,
E,2018-10-30 10:18:24,3708,3708,142,69229.70422,0.058333336,4.405286582,
E,2018-10-30 10:18:27,3712,3712,142,69231.5922,0.025000001,1.887979907,
E,2018-10-30 10:18:27,3708,3708,116,69231.5922,0,0,
E,2018-10-30 10:18:27,3708,3708,110,69231.5922,0,0,
E,2018-10-30 10:18:28,3711,3711,142,69232.22152,0.00833333,0.629326372,
E,2018-10-30 10:18:34,3708,3708,142,69235.99748,0.050000001,3.775959815,
E,2018-10-30 10:18:40,3713,5301,113,69239.77344,0.050000001,3.775959815,
E,2018-10-30 10:18:45,3711,3711,304,69242.92008,0.041666666,3.146633047,
E,2018-10-30 10:18:50,3712,9404,142,69246.06671,0.041666666,3.146633047,
E,2018-10-30 10:18:54,3713,5301,142,69248.58402,0.033333336,2.517306675,
I,2018-10-30 10:19:00,3715,3715,502,69252.35998,0.049999996,3.775959419,
I,2018-10-30 10:19:01,3720,3720,143,69252.9893,0.008333335,0.629326768,
I,2018-10-30 10:19:01,3713,5301,303,69252.9893,0,0,
I,2018-10-30 10:19:04,3717,3717,143,69254.87728,0.025000001,1.887979907,
I,2018-10-30 10:19:06,3715,3715,110,69256.13593,0.016666665,1.25865314,
I,2018-10-30 10:19:17,3708,3708,111,69263.05853,0.091666667,6.922592861,
I,2018-10-30 10:19:17,3711,3711,141,69263.05853,0,0,
I,2018-10-30 10:19:18,3725,3725,142,69263.68785,0.008333335,0.629326768,
E,2018-10-30 10:19:18,3713,5301,116,69263.68785,0,0,
E,2018-10-30 10:19:18,3712,3712,502,69263.68785,0,0,
E,2018-10-30 10:19:19,3708,3708,142,69264.31718,0.00833333,0.629326372,
E,2018-10-30 10:19:20,3708,3708,116,69264.94651,0.008333335,0.629326768,
E,2018-10-30 10:19:26,3715,3715,142,69268.72247,0.050000001,3.775959815,
E,2018-10-30 10:19:26,3708,3708,444,69268.72247,0,0,
E,2018-10-30 10:19:28,3711,3711,110,69269.98112,0.016666665,1.25865314,
E,2018-10-30 10:19:31,3726,3726,502,69271.8691,0.025000001,1.887979907,
E,2018-10-30 10:19:33,3708,3708,142,69273.12775,0.016666665,1.25865314,
E,2018-10-30 10:19:38,3711,3711,502,69276.27439,0.041666666,3.146633047,
E,2018-10-30 10:19:39,3708,3708,344,69276.90371,0.008333335,0.629326768,
E,2018-10-30 10:19:41,3715,3715,122,69278.16237,0.016666665,1.25865314,
E,2018-10-30 10:19:42,3713,5301,137,69278.79169,0.008333335,0.629326768,
E,2018-10-30 10:19:47,3708,3708,142,69281.93833,0.041666666,3.146633047,
E,2018-10-30 10:19:50,3715,3715,142,69283.82631,0.025000001,1.887979907,
E,2018-10-30 10:19:50,3715,3715,143,69283.82631,0,0,
E,2018-10-30 10:19:50,3715,3715,110,69283.82631,0,0,
E,2018-10-30 10:19:51,3711,3711,142,69284.45563,0.00833333,0.629326372,
E,2018-10-30 10:19:57,3714,3714,110,69288.23159,0.050000001,3.775959815,
E,2018-10-30 10:19:57,3708,3708,112,69288.23159,0,0,
E,2018-10-30 10:19:58,3711,3711,502,69288.86092,0.008333335,0.629326768,
I,2018-10-30 10:20:04,3716,3716,136,69292.63688,0.050000001,3.775959815,
I,2018-10-30 10:20:07,3716,3716,601,69294.52486,0.025000001,1.887979907,
I,2018-10-30 10:20:11,3720,3723,112,69297.04217,0.033333331,2.517306279,
I,2018-10-30 10:20:11,3708,3708,309,69297.04217,0,0,
I,2018-10-30 10:20:14,3711,3711,143,69298.93015,0.025000001,1.887979907,
E,2018-10-30 10:20:20,3711,3711,502,69302.70611,0.050000001,3.775959815,
E,2018-10-30 10:20:21,3712,3712,143,69303.33543,0.00833333,0.629326372,
E,2018-10-30 10:20:23,3713,5301,303,69304.59408,0.016666671,1.258653535,
E,2018-10-30 10:20:24,3717,3717,215,69305.22341,0.00833333,0.629326372,
E,2018-10-30 10:20:26,3713,5301,142,69306.48206,0.016666665,1.25865314,
E,2018-10-30 10:20:26,3708,3708,143,69306.48206,0,0,
E,2018-10-30 10:20:31,3711,3711,122,69309.6287,0.041666671,3.146633443,
E,2018-10-30 10:20:32,3715,3715,133,69310.25802,0.00833333,0.629326372,
E,2018-10-30 10:20:41,3708,3708,143,69315.92196,0.075000002,5.663939722,
E,2018-10-30 10:20:42,3717,3717,142,69316.55129,0.00833333,0.629326372,
E,2018-10-30 10:20:45,3711,3711,141,69318.43927,0.025000001,1.887979907,
E,2018-10-30 10:20:47,3708,3708,304,69319.69792,0.016666671,1.258653535,
E,2018-10-30 10:20:47,3713,5301,116,69319.69792,0,0,
E,2018-10-30 10:20:49,3708,3708,143,69320.95658,0.016666665,1.25865314,
E,2018-10-30 10:20:50,3712,3712,116,69321.5859,0.008333335,0.629326768,
E,2018-10-30 10:20:53,3708,3708,305,69323.47388,0.024999995,1.887979512,
E,2018-10-30 10:20:58,3708,3708,502,69326.62052,0.041666671,3.146633443,
E,2018-10-30 10:20:58,3715,3715,143,69326.62052,0,0,
E,2018-10-30 10:20:58,3711,3711,116,69326.62052,0,0,
I,2018-10-30 10:21:02,3725,3725,143,69329.13782,0.033333331,2.517306279,
I,2018-10-30 10:21:03,3711,3711,143,69329.76715,0.008333335,0.629326768,
I,2018-10-30 10:21:04,3711,3711,136,69330.39648,0.00833333,0.629326372,
I,2018-10-30 10:21:06,3711,3711,110,69331.65513,0.016666671,1.258653535,
I,2018-10-30 10:21:08,3711,3711,143,69332.91378,0.016666665,1.25865314,
I,2018-10-30 10:21:08,3708,3708,110,69332.91378,0,0,
E,2018-10-30 10:21:08,3708,3708,143,69332.91378,0,0,
E,2018-10-30 10:21:15,3708,3708,110,69337.31907,0.058333331,4.405286187,
E,2018-10-30 10:21:16,3711,3711,307,69337.9484,0.008333335,0.629326768,
E,2018-10-30 10:21:18,3713,5141,143,69339.20705,0.016666665,1.25865314,
E,2018-10-30 10:21:25,3716,5301,305,69343.61234,0.058333336,4.405286582,
E,2018-10-30 10:21:25,3717,3717,142,69343.61234,0,0,
E,2018-10-30 10:21:31,3712,3712,142,69347.38829,0.049999996,3.775959419,
E,2018-10-30 10:21:36,3708,3708,143,69350.53493,0.041666666,3.146633047,
E,2018-10-30 10:21:38,3708,3708,142,69351.79358,0.016666671,1.258653535,
E,2018-10-30 10:21:39,3708,3708,122,69352.42291,0.00833333,0.629326372,
E,2018-10-30 10:21:41,3712,3712,112,69353.68156,0.016666671,1.258653535,
E,2018-10-30 10:21:42,3708,3708,502,69354.31089,0.00833333,0.629326372,
E,2018-10-30 10:21:43,3715,3715,502,69354.94021,0.008333335,0.629326768,
E,2018-10-30 10:21:43,3712,3712,137,69354.94021,0,0,
E,2018-10-30 10:21:43,3708,3708,502,69354.94021,0,0,
E,2018-10-30 10:21:51,3708,3708,303,69359.97483,0.066666667,5.034612954,
E,2018-10-30 10:21:51,3711,3711,143,69359.97483,0,0,
E,2018-10-30 10:21:52,3708,3708,143,69360.60415,0.00833333,0.629326372,
E,2018-10-30 10:21:56,3708,3708,143,69363.12146,0.033333336,2.517306675,
I,2018-10-30 10:22:00,3715,3715,116,69365.63877,0.033333331,2.517306279,
I,2018-10-30 10:22:06,3713,5301,502,69369.41473,0.050000001,3.775959815,
I,2018-10-30 10:22:06,3720,3720,141,69369.41473,0,0,
E,2018-10-30 10:22:08,3717,3717,142,69370.67338,0.016666671,1.258653535,
E,2018-10-30 10:22:09,3708,3708,143,69371.30271,0.00833333,0.629326372,
