I_E_FLAG,END_DATE,DECL_PORT,I_E_PORT,COUNTRY,DELAY,,,
E,2018-10-31 14:57:35,3708,3708,502,118288.8609,0,0,
E,2018-10-31 14:57:35,3708,3708,309,118288.8609,0,0,
E,2018-10-31 14:57:35,3708,3708,502,118288.8609,0,0,
E,2018-10-31 14:57:36,3711,3711,116,118289.4902,0.008333335,0.629326768,
E,2018-10-31 14:57:38,3715,3715,132,118290.7489,0.016666665,1.25865314,
E,2018-10-31 14:57:42,3715,5141,502,118293.2662,0.033333331,2.517306279,
E,2018-10-31 14:57:42,3715,3715,116,118293.2662,0,0,
E,2018-10-31 14:57:43,3717,3717,142,118293.8955,0.008333335,0.629326768,
E,2018-10-31 14:57:44,3711,3711,110,118294.5249,0.008333335,0.629326768,
E,2018-10-31 14:57:46,3708,3708,142,118295.7835,0.016666665,1.25865314,
E,2018-10-31 14:57:49,3708,3708,502,118297.6715,0.025000001,1.887979907,
I,2018-10-31 14:57:56,3715,3715,415,118302.0768,0.058333331,4.405286187,
I,2018-10-31 14:57:59,3720,3720,116,118303.9648,0.025000001,1.887979907,
I,2018-10-31 14:58:09,3715,3715,502,118310.258,0.083333332,6.293266094,
E,2018-10-31 14:58:09,3717,3717,122,118310.258,0,0,
E,2018-10-31 14:58:10,3708,3708,142,118310.8874,0.008333335,0.629326768,
E,2018-10-31 14:58:12,3708,3708,142,118312.146,0.016666665,1.25865314,
E,2018-10-31 14:58:13,3708,3708,601,118312.7753,0.008333335,0.629326768,
E,2018-10-31 14:58:13,3708,3708,601,118312.7753,0,0,
E,2018-10-31 14:58:16,3715,3715,304,118314.6633,0.025000001,1.887979907,
E,2018-10-31 14:58:16,3717,3717,429,118314.6633,0,0,
E,2018-10-31 14:58:17,3708,3708,133,118315.2926,0.00833333,0.629326372,
E,2018-10-31 14:58:20,3717,3717,142,118317.1806,0.025000001,1.887979907,
E,2018-10-31 14:58:22,3708,3708,142,118318.4393,0.016666665,1.25865314,
E,2018-10-31 14:58:23,3708,3708,502,118319.0686,0.008333335,0.629326768,
E,2018-10-31 14:58:26,3725,3725,502,118320.9566,0.025000001,1.887979907,
E,2018-10-31 14:58:27,3708,3708,502,118321.5859,0.008333335,0.629326768,
E,2018-10-31 14:58:33,3715,3507,609,118325.3619,0.049999996,3.775959419,
E,2018-10-31 14:58:39,3715,3715,142,118329.1378,0.050000001,3.775959815,
E,2018-10-31 14:58:39,3711,3711,310,118329.1378,0,0,
E,2018-10-31 14:58:46,3708,3708,429,118333.5431,0.058333336,4.405286582,
E,2018-10-31 14:58:46,3715,3715,330,118333.5431,0,0,
E,2018-10-31 14:58:49,3708,3708,244,118335.4311,0.024999995,1.887979512,
E,2018-10-31 14:58:50,3708,3708,110,118336.0604,0.008333335,0.629326768,
E,2018-10-31 14:58:54,3708,3708,412,118338.5777,0.033333336,2.517306675,
I,2018-10-31 14:58:59,3709,3711,502,118341.7244,0.041666666,3.146633047,
I,2018-10-31 14:58:59,3715,3715,418,118341.7244,0,0,
I,2018-10-31 14:59:00,3715,3715,129,118342.3537,0.00833333,0.629326372,
I,2018-10-31 14:59:00,3715,3715,112,118342.3537,0,0,
I,2018-10-31 14:59:00,3711,3711,502,118342.3537,0,0,
E,2018-10-31 14:59:00,3708,3708,502,118342.3537,0,0,
E,2018-10-31 14:59:00,3708,3708,143,118342.3537,0,0,
E,2018-10-31 14:59:05,3708,3708,116,118345.5003,0.041666666,3.146633047,
E,2018-10-31 14:59:07,3715,3715,116,118346.759,0.016666671,1.258653535,
E,2018-10-31 14:59:17,3708,3708,501,118353.0522,0.083333332,6.293266094,
E,2018-10-31 14:59:18,3708,3708,304,118353.6816,0.008333335,0.629326768,
E,2018-10-31 14:59:18,3708,3708,116,118353.6816,0,0,
E,2018-10-31 14:59:18,3709,3708,142,118353.6816,0,0,
E,2018-10-31 14:59:22,3708,3708,122,118356.1989,0.033333331,2.517306279,
E,2018-10-31 14:59:23,3717,3717,318,118356.8282,0.008333335,0.629326768,
E,2018-10-31 14:59:24,3725,3725,301,118357.4575,0.00833333,0.629326372,
E,2018-10-31 14:59:26,3715,2233,142,118358.7162,0.016666671,1.258653535,
E,2018-10-31 14:59:30,3708,3708,304,118361.2335,0.033333331,2.517306279,
E,2018-10-31 14:59:30,3708,3708,502,118361.2335,0,0,
E,2018-10-31 14:59:31,3712,3712,432,118361.8628,0.008333335,0.629326768,
E,2018-10-31 14:59:32,3708,3708,129,118362.4921,0.00833333,0.629326372,
E,2018-10-31 14:59:32,3717,3711,418,118362.4921,0,0,
E,2018-10-31 14:59:33,3708,3708,309,118363.1215,0.008333335,0.629326768,
E,2018-10-31 14:59:33,3717,3717,502,118363.1215,0,0,
E,2018-10-31 14:59:46,3708,3708,303,118371.3027,0.108333332,8.181246001,
E,2018-10-31 14:59:47,3708,3708,303,118371.932,0.008333335,0.629326768,
E,2018-10-31 14:59:47,3711,3711,502,118371.932,0,0,
E,2018-10-31 14:59:55,3715,3715,136,118376.9666,0.066666667,5.034612954,
I,2018-10-31 14:59:56,3708,3708,609,118377.596,0.00833333,0.629326372,
I,2018-10-31 15:00:03,3713,5301,502,118382.0013,0.058333336,4.405286582,
I,2018-10-31 15:00:03,3715,3715,143,118382.0013,0,0,
I,2018-10-31 15:00:15,3711,3711,110,118389.5532,0.099999997,7.551919233,
I,2018-10-31 15:00:16,3708,3708,502,118390.1825,0.008333335,0.629326768,
E,2018-10-31 15:00:16,3708,3708,358,118390.1825,0,0,
E,2018-10-31 15:00:16,3708,3708,132,118390.1825,0,0,
E,2018-10-31 15:00:16,3711,3711,132,118390.1825,0,0,
E,2018-10-31 15:00:16,3715,3715,142,118390.1825,0,0,
E,2018-10-31 15:00:16,3708,3708,502,118390.1825,0,0,
E,2018-10-31 15:00:17,3708,3708,502,118390.8118,0.008333335,0.629326768,
E,2018-10-31 15:00:19,3708,3708,502,118392.0705,0.016666665,1.25865314,
E,2018-10-31 15:00:20,3712,3712,142,118392.6998,0.008333335,0.629326768,
E,2018-10-31 15:00:20,3717,3717,501,118392.6998,0,0,
E,2018-10-31 15:00:21,3708,3708,143,118393.3291,0.00833333,0.629326372,
E,2018-10-31 15:00:29,3708,3708,122,118398.3638,0.066666667,5.034612954,
E,2018-10-31 15:00:37,3708,3708,502,118403.3984,0.066666667,5.034612954,
E,2018-10-31 15:00:37,3718,3718,122,118403.3984,0,0,
E,2018-10-31 15:00:37,3712,3712,141,118403.3984,0,0,
E,2018-10-31 15:00:38,3711,3711,143,118404.0277,0.008333335,0.629326768,
E,2018-10-31 15:00:43,3708,3708,134,118407.1743,0.041666666,3.146633047,
E,2018-10-31 15:00:50,3708,3708,304,118411.5796,0.058333331,4.405286187,
E,2018-10-31 15:00:51,3708,3708,110,118412.2089,0.008333335,0.629326768,
E,2018-10-31 15:00:53,3708,3708,304,118413.4676,0.016666665,1.25865314,
E,2018-10-31 15:00:53,3708,3708,142,118413.4676,0,0,
E,2018-10-31 15:00:55,3708,3708,116,118414.7262,0.016666671,1.258653535,
I,2018-10-31 15:00:57,3715,3715,110,118415.9849,0.016666665,1.25865314,
I,2018-10-31 15:01:07,3715,3715,502,118422.2782,0.083333332,6.293266094,
I,2018-10-31 15:01:08,3713,5301,304,118422.9075,0.008333335,0.629326768,
I,2018-10-31 15:01:13,3711,3711,502,118426.0541,0.041666666,3.146633047,
I,2018-10-31 15:01:13,3713,3715,502,118426.0541,0,0,
E,2018-10-31 15:01:13,3708,3708,249,118426.0541,0,0,
E,2018-10-31 15:01:13,3708,3708,309,118426.0541,0,0,
E,2018-10-31 15:01:14,3708,3708,502,118426.6834,0.00833333,0.629326372,
E,2018-10-31 15:01:18,3708,3708,142,118429.2008,0.033333336,2.517306675,
E,2018-10-31 15:01:19,3720,3720,502,118429.8301,0.008333335,0.629326768,
E,2018-10-31 15:01:20,3715,3715,142,118430.4594,0.00833333,0.629326372,
E,2018-10-31 15:01:21,3711,3711,107,118431.0887,0.008333335,0.629326768,
E,2018-10-31 15:01:27,3711,3711,303,118434.8647,0.050000001,3.775959815,
E,2018-10-31 15:01:29,3715,3715,412,118436.1233,0.016666665,1.25865314,
E,2018-10-31 15:01:30,3709,3715,132,118436.7527,0.008333335,0.629326768,
E,2018-10-31 15:01:30,3717,3709,304,118436.7527,0,0,
E,2018-10-31 15:01:35,3712,3708,137,118439.8993,0.041666666,3.146633047,
E,2018-10-31 15:01:35,3717,3717,116,118439.8993,0,0,
E,2018-10-31 15:01:35,3717,3717,502,118439.8993,0,0,
E,2018-10-31 15:01:37,3712,3712,142,118441.158,0.016666665,1.25865314,
E,2018-10-31 15:01:39,3708,3708,110,118442.4166,0.016666665,1.25865314,
E,2018-10-31 15:01:40,3708,3708,305,118443.0459,0.008333335,0.629326768,
E,2018-10-31 15:01:41,3711,3711,133,118443.6753,0.00833333,0.629326372,
E,2018-10-31 15:01:43,3708,3708,133,118444.9339,0.016666671,1.258653535,
E,2018-10-31 15:01:44,3708,3708,309,118445.5632,0.00833333,0.629326372,
E,2018-10-31 15:01:44,3720,3720,502,118445.5632,0,0,
E,2018-10-31 15:01:44,3708,3708,143,118445.5632,0,0,
E,2018-10-31 15:01:44,3715,3715,502,118445.5632,0,0,
E,2018-10-31 15:01:45,3711,3711,142,118446.1926,0.008333335,0.629326768,
E,2018-10-31 15:01:59,3715,3715,502,118455.0031,0.116666668,8.810572769,
I,2018-10-31 15:02:01,3716,5301,309,118456.2618,0.016666665,1.25865314,
I,2018-10-31 15:02:02,3715,3715,141,118456.8911,0.008333335,0.629326768,
I,2018-10-31 15:02:06,3714,3717,116,118459.4084,0.033333331,2.517306279,
I,2018-10-31 15:02:07,3715,3715,142,118460.0378,0.008333335,0.629326768,
E,2018-10-31 15:02:11,3714,3714,110,118462.5551,0.033333331,2.517306279,
E,2018-10-31 15:02:11,3717,3717,330,118462.5551,0,0,
E,2018-10-31 15:02:16,3708,3708,110,118465.7017,0.041666666,3.146633047,
E,2018-10-31 15:02:20,3720,3720,142,118468.219,0.033333336,2.517306675,
E,2018-10-31 15:02:20,3725,3725,142,118468.219,0,0,
E,2018-10-31 15:02:20,3711,3711,502,118468.219,0,0,
E,2018-10-31 15:02:20,3712,3712,429,118468.219,0,0,
E,2018-10-31 15:02:21,3708,3708,330,118468.8483,0.008333335,0.629326768,
E,2018-10-31 15:02:21,3708,3708,142,118468.8483,0,0,
E,2018-10-31 15:02:30,3708,3708,129,118474.5123,0.074999997,5.663939326,
E,2018-10-31 15:02:31,3711,3711,502,118475.1416,0.008333335,0.629326768,
E,2018-10-31 15:02:40,3709,3708,132,118480.8055,0.075000002,5.663939722,
E,2018-10-31 15:02:40,3708,3708,502,118480.8055,0,0,
E,2018-10-31 15:02:41,3720,3720,143,118481.4349,0.00833333,0.629326372,
E,2018-10-31 15:02:42,3711,3711,129,118482.0642,0.008333335,0.629326768,
E,2018-10-31 15:02:43,3715,3715,601,118482.6935,0.00833333,0.629326372,
E,2018-10-31 15:02:55,3715,3715,116,118490.2454,0.100000002,7.551919629,
I,2018-10-31 15:03:03,3715,3715,129,118495.2801,0.066666667,5.034612954,
I,2018-10-31 15:03:03,3713,5301,129,118495.2801,0,0,
I,2018-10-31 15:03:03,3715,3715,601,118495.2801,0,0,
E,2018-10-31 15:03:03,3708,3708,502,118495.2801,0,0,
E,2018-10-31 15:03:04,3708,3708,502,118495.9094,0.008333335,0.629326768,
E,2018-10-31 15:03:04,3708,3708,601,118495.9094,0,0,
E,2018-10-31 15:03:04,3708,3708,132,118495.9094,0,0,
E,2018-10-31 15:03:07,3717,3717,134,118497.7974,0.024999995,1.887979512,
E,2018-10-31 15:03:08,3708,3708,502,118498.4267,0.008333335,0.629326768,
E,2018-10-31 15:03:10,3708,3708,303,118499.6853,0.016666665,1.25865314,
E,2018-10-31 15:03:12,3714,3714,129,118500.944,0.016666671,1.258653535,
E,2018-10-31 15:03:13,3715,3715,112,118501.5733,0.00833333,0.629326372,
E,2018-10-31 15:03:21,3720,3720,502,118506.6079,0.066666667,5.034612954,
E,2018-10-31 15:03:24,3717,3717,133,118508.4959,0.025000001,1.887979907,
E,2018-10-31 15:03:29,3708,3708,502,118511.6425,0.041666666,3.146633047,
E,2018-10-31 15:03:32,3708,3708,307,118513.5305,0.025000001,1.887979907,
E,2018-10-31 15:03:34,3708,3708,502,118514.7892,0.016666665,1.25865314,
E,2018-10-31 15:03:34,3715,3715,307,118514.7892,0,0,
E,2018-10-31 15:03:36,3712,3712,304,118516.0478,0.016666671,1.258653535,
E,2018-10-31 15:03:40,3715,3715,112,118518.5651,0.033333331,2.517306279,
E,2018-10-31 15:03:50,3725,5301,115,118524.8584,0.083333332,6.293266094,
E,2018-10-31 15:03:51,3708,3708,142,118525.4877,0.008333335,0.629326768,
E,2018-10-31 15:03:53,3715,3715,432,118526.7464,0.016666665,1.25865314,
E,2018-10-31 15:03:53,3708,3708,143,118526.7464,0,0,
E,2018-10-31 15:03:56,3715,3715,327,118528.6344,0.025000001,1.887979907,
E,2018-10-31 15:03:57,3708,3708,106,118529.2637,0.008333335,0.629326768,
I,2018-10-31 15:04:07,3713,3713,502,118535.557,0.083333332,6.293266094,
I,2018-10-31 15:04:08,3708,3708,305,118536.1863,0.008333335,0.629326768,
I,2018-10-31 15:04:08,3713,3715,116,118536.1863,0,0,
E,2018-10-31 15:04:16,3716,5301,110,118541.2209,0.066666667,5.034612954,
E,2018-10-31 15:04:16,3717,3717,303,118541.2209,0,0,
E,2018-10-31 15:04:17,3712,3708,142,118541.8502,0.00833333,0.629326372,
E,2018-10-31 15:04:20,3715,3715,303,118543.7382,0.025000001,1.887979907,
E,2018-10-31 15:04:21,3708,3708,321,118544.3675,0.008333335,0.629326768,
E,2018-10-31 15:04:21,3708,3708,236,118544.3675,0,0,
E,2018-10-31 15:04:21,3708,3708,502,118544.3675,0,0,
E,2018-10-31 15:04:22,3717,3717,502,118544.9969,0.008333335,0.629326768,
E,2018-10-31 15:04:22,3708,3708,143,118544.9969,0,0,
E,2018-10-31 15:04:22,3714,3714,127,118544.9969,0,0,
E,2018-10-31 15:04:23,3716,5301,129,118545.6262,0.00833333,0.629326372,
E,2018-10-31 15:04:27,3708,3708,122,118548.1435,0.033333336,2.517306675,
E,2018-10-31 15:04:31,3708,3708,116,118550.6608,0.033333331,2.517306279,
E,2018-10-31 15:04:37,3717,3717,327,118554.4368,0.050000001,3.775959815,
E,2018-10-31 15:04:48,3711,3711,304,118561.3593,0.091666667,6.922592861,
E,2018-10-31 15:04:50,3708,3708,502,118562.618,0.016666665,1.25865314,
I,2018-10-31 15:05:07,3715,3715,303,118573.3166,0.141666668,10.69855268,
I,2018-10-31 15:05:13,3715,3715,502,118577.0925,0.050000001,3.775959815,
E,2018-10-31 15:05:16,3708,3708,502,118578.9805,0.024999995,1.887979512,
E,2018-10-31 15:05:20,3708,3708,309,118581.4978,0.033333336,2.517306675,
E,2018-10-31 15:05:23,3711,3711,141,118583.3858,0.025000001,1.887979907,
E,2018-10-31 15:05:24,3714,3714,502,118584.0151,0.008333335,0.629326768,
E,2018-10-31 15:05:26,3716,5301,142,118585.2738,0.016666665,1.25865314,
E,2018-10-31 15:05:27,3716,5301,434,118585.9031,0.00833333,0.629326372,
E,2018-10-31 15:05:27,3714,3714,502,118585.9031,0,0,
E,2018-10-31 15:05:33,3711,3711,413,118589.679,0.050000001,3.775959815,
E,2018-10-31 15:05:34,3709,3714,142,118590.3084,0.008333335,0.629326768,
E,2018-10-31 15:05:34,3720,3720,142,118590.3084,0,0,
E,2018-10-31 15:05:37,3715,3715,327,118592.1964,0.025000001,1.887979907,
E,2018-10-31 15:05:47,3708,3708,111,118598.4896,0.083333332,6.293266094,
E,2018-10-31 15:05:54,3711,3711,309,118602.8949,0.058333331,4.405286187,
E,2018-10-31 15:05:57,3714,3714,502,118604.7829,0.025000001,1.887979907,
E,2018-10-31 15:05:57,3715,3715,502,118604.7829,0,0,
I,2018-10-31 15:06:07,3715,3715,110,118611.0761,0.083333337,6.293266489,
E,2018-10-31 15:06:08,3714,3714,112,118611.7055,0.00833333,0.629326372,
E,2018-10-31 15:06:10,3711,3711,122,118612.9641,0.016666665,1.25865314,
E,2018-10-31 15:06:10,3714,3714,304,118612.9641,0,0,
E,2018-10-31 15:06:17,3715,2233,502,118617.3694,0.058333336,4.405286582,
E,2018-10-31 15:06:17,3711,3711,304,118617.3694,0,0,
E,2018-10-31 15:06:17,3711,3711,116,118617.3694,0,0,
E,2018-10-31 15:06:17,3708,3708,112,118617.3694,0,0,
E,2018-10-31 15:06:20,3708,3708,116,118619.2574,0.025000001,1.887979907,
E,2018-10-31 15:06:24,3709,3709,502,118621.7747,0.033333331,2.517306279,
E,2018-10-31 15:06:30,3712,3708,142,118625.5507,0.050000001,3.775959815,
E,2018-10-31 15:06:37,3714,3714,142,118629.9559,0.058333331,4.405286187,
E,2018-10-31 15:06:38,3715,3715,142,118630.5853,0.008333335,0.629326768,
E,2018-10-31 15:06:39,3708,3708,129,118631.2146,0.008333335,0.629326768,
E,2018-10-31 15:06:40,3708,3708,111,118631.8439,0.00833333,0.629326372,
E,2018-10-31 15:06:47,3711,3711,303,118636.2492,0.058333336,4.405286582,
I,2018-10-31 15:06:48,3725,3725,133,118636.8785,0.00833333,0.629326372,
I,2018-10-31 15:06:49,3711,3711,110,118637.5079,0.008333335,0.629326768,
I,2018-10-31 15:07:07,3711,3711,303,118648.8357,0.149999998,11.32787905,
E,2018-10-31 15:07:07,3712,3712,116,118648.8357,0,0,
E,2018-10-31 15:07:13,3715,101,136,118652.6117,0.050000001,3.775959815,
E,2018-10-31 15:07:17,3708,3708,110,118655.129,0.033333336,2.517306675,
E,2018-10-31 15:07:20,3708,3708,309,118657.017,0.024999995,1.887979512,
E,2018-10-31 15:07:21,3714,3714,137,118657.6463,0.008333335,0.629326768,
E,2018-10-31 15:07:22,3713,5141,138,118658.2756,0.008333335,0.629326768,
E,2018-10-31 15:07:25,3708,3708,122,118660.1636,0.025000001,1.887979907,
E,2018-10-31 15:07:30,3708,3708,111,118663.3103,0.041666666,3.146633047,
E,2018-10-31 15:07:34,3708,3708,116,118665.8276,0.033333331,2.517306279,
E,2018-10-31 15:07:35,3708,3708,502,118666.4569,0.008333335,0.629326768,
E,2018-10-31 15:07:37,3712,3712,502,118667.7155,0.016666665,1.25865314,
E,2018-10-31 15:07:43,3708,3708,142,118671.4915,0.050000001,3.775959815,
E,2018-10-31 15:07:43,3716,5301,502,118671.4915,0,0,
E,2018-10-31 15:07:48,3708,3708,122,118674.6381,0.041666666,3.146633047,
E,2018-10-31 15:07:51,3708,3708,141,118676.5261,0.025000001,1.887979907,
E,2018-10-31 15:07:51,3711,3711,303,118676.5261,0,0,
E,2018-10-31 15:07:52,3708,3708,347,118677.1554,0.00833333,0.629326372,
I,2018-10-31 15:07:58,3713,3715,110,118680.9314,0.050000001,3.775959815,
I,2018-10-31 15:08:03,3717,3717,502,118684.078,0.041666666,3.146633047,
I,2018-10-31 15:08:07,3711,3711,142,118686.5953,0.033333336,2.517306675,
I,2018-10-31 15:08:07,3711,3711,142,118686.5953,0,0,
I,2018-10-31 15:08:08,3711,3711,310,118687.2247,0.008333335,0.629326768,
E,2018-10-31 15:08:08,3708,3708,142,118687.2247,0,0,
E,2018-10-31 15:08:10,3714,3714,133,118688.4833,0.016666665,1.25865314,
E,2018-10-31 15:08:11,3715,3715,111,118689.1126,0.00833333,0.629326372,
E,2018-10-31 15:08:14,3708,3708,129,118691.0006,0.025000001,1.887979907,
E,2018-10-31 15:08:14,3708,3708,136,118691.0006,0,0,
E,2018-10-31 15:08:14,3708,3708,502,118691.0006,0,0,
E,2018-10-31 15:08:18,3708,3708,502,118693.5179,0.033333336,2.517306675,
E,2018-10-31 15:08:18,3715,3715,502,118693.5179,0,0,
E,2018-10-31 15:08:18,3711,3711,220,118693.5179,0,0,
E,2018-10-31 15:08:18,3708,3708,116,118693.5179,0,0,
E,2018-10-31 15:08:18,3709,3715,133,118693.5179,0,0,
E,2018-10-31 15:08:18,3708,3708,142,118693.5179,0,0,
E,2018-10-31 15:08:19,3708,3708,318,118694.1473,0.00833333,0.629326372,
E,2018-10-31 15:08:23,3715,3715,502,118696.6646,0.033333336,2.517306675,
E,2018-10-31 15:08:23,3709,3717,410,118696.6646,0,0,
E,2018-10-31 15:08:24,3708,3708,142,118697.2939,0.008333335,0.629326768,
E,2018-10-31 15:08:28,3708,3708,143,118699.8112,0.033333331,2.517306279,
E,2018-10-31 15:08:28,3715,3715,142,118699.8112,0,0,
E,2018-10-31 15:08:28,3715,3715,502,118699.8112,0,0,
E,2018-10-31 15:08:32,3720,3720,601,118702.3285,0.033333336,2.517306675,
E,2018-10-31 15:08:35,3714,3714,133,118704.2165,0.024999995,1.887979512,
E,2018-10-31 15:08:35,3714,3714,142,118704.2165,0,0,
E,2018-10-31 15:08:35,3708,3708,331,118704.2165,0,0,
E,2018-10-31 15:08:41,3708,3708,129,118707.9924,0.050000001,3.775959815,
E,2018-10-31 15:08:44,3711,3711,142,118709.8804,0.025000001,1.887979907,
E,2018-10-31 15:08:48,3717,3717,142,118712.3977,0.033333336,2.517306675,
E,2018-10-31 15:08:52,3715,3715,413,118714.915,0.033333331,2.517306279,
E,2018-10-31 15:08:53,3714,3714,133,118715.5444,0.008333335,0.629326768,
E,2018-10-31 15:08:54,3716,5301,116,118716.1737,0.00833333,0.629326372,
E,2018-10-31 15:08:58,3708,3708,110,118718.691,0.033333336,2.517306675,
I,2018-10-31 15:08:58,3720,3720,110,118718.691,0,0,
I,2018-10-31 15:09:10,3715,3715,309,118726.2429,0.099999997,7.551919233,
E,2018-10-31 15:09:11,3712,3708,142,118726.8722,0.008333335,0.629326768,
E,2018-10-31 15:09:12,3716,5301,110,118727.5016,0.008333335,0.629326768,
E,2018-10-31 15:09:12,3715,3715,116,118727.5016,0,0,
E,2018-10-31 15:09:13,3711,3711,502,118728.1309,0.00833333,0.629326372,
E,2018-10-31 15:09:14,3716,5301,142,118728.7602,0.008333335,0.629326768,
E,2018-10-31 15:09:14,3714,3714,502,118728.7602,0,0,
E,2018-10-31 15:09:19,3708,3708,502,118731.9069,0.041666666,3.146633047,
E,2018-10-31 15:09:22,3715,3715,502,118733.7948,0.025000001,1.887979907,
E,2018-10-31 15:09:23,3708,3708,110,118734.4242,0.008333335,0.629326768,
E,2018-10-31 15:09:25,3708,3708,502,118735.6828,0.016666665,1.25865314,
E,2018-10-31 15:09:28,3708,3708,425,118737.5708,0.025000001,1.887979907,
E,2018-10-31 15:09:32,3708,3708,303,118740.0881,0.033333331,2.517306279,
E,2018-10-31 15:09:32,3708,3708,502,118740.0881,0,0,
E,2018-10-31 15:09:32,3708,3708,502,118740.0881,0,0,
E,2018-10-31 15:09:33,3715,3715,305,118740.7174,0.008333335,0.629326768,
E,2018-10-31 15:09:36,3720,3720,429,118742.6054,0.025000001,1.887979907,
E,2018-10-31 15:09:37,3708,3708,122,118743.2347,0.00833333,0.629326372,
E,2018-10-31 15:09:37,3717,3717,142,118743.2347,0,0,
E,2018-10-31 15:09:42,3711,3711,502,118746.3814,0.041666671,3.146633443,
E,2018-10-31 15:09:52,3708,3708,502,118752.6746,0.083333332,6.293266094,
E,2018-10-31 15:09:52,3708,3708,410,118752.6746,0,0,
E,2018-10-31 15:09:52,3708,3708,413,118752.6746,0,0,
E,2018-10-31 15:09:52,3711,3711,502,118752.6746,0,0,
E,2018-10-31 15:09:52,3709,3708,304,118752.6746,0,0,
E,2018-10-31 15:09:53,3708,3711,303,118753.304,0.00833333,0.629326372,
E,2018-10-31 15:09:54,3711,3711,136,118753.9333,0.008333335,0.629326768,
E,2018-10-31 15:09:59,3708,3708,502,118757.0799,0.041666666,3.146633047,
I,2018-10-31 15:10:02,3715,3715,502,118758.9679,0.025000001,1.887979907,
I,2018-10-31 15:10:03,3713,3715,309,118759.5972,0.008333335,0.629326768,
E,2018-10-31 15:10:03,3711,3711,412,118759.5972,0,0,
E,2018-10-31 15:10:03,3715,3715,133,118759.5972,0,0,
E,2018-10-31 15:10:19,3708,3708,143,118769.6665,0.133333333,10.06922591,
E,2018-10-31 15:10:20,3708,3708,501,118770.2958,0.00833333,0.629326372,
E,2018-10-31 15:10:21,3711,3711,142,118770.9251,0.008333335,0.629326768,
E,2018-10-31 15:10:22,3708,3708,143,118771.5544,0.008333335,0.629326768,
E,2018-10-31 15:10:22,3708,3708,110,118771.5544,0,0,
E,2018-10-31 15:10:22,3716,5301,142,118771.5544,0,0,
E,2018-10-31 15:10:23,3708,3708,116,118772.1838,0.00833333,0.629326372,
E,2018-10-31 15:10:23,3711,3711,142,118772.1838,0,0,
E,2018-10-31 15:10:23,3708,3708,112,118772.1838,0,0,
E,2018-10-31 15:10:27,3717,3717,127,118774.7011,0.033333336,2.517306675,
E,2018-10-31 15:10:28,3717,3717,132,118775.3304,0.00833333,0.629326372,
E,2018-10-31 15:10:28,3708,3708,142,118775.3304,0,0,
E,2018-10-31 15:10:28,3718,3718,129,118775.3304,0,0,
E,2018-10-31 15:10:29,3712,3712,129,118775.9597,0.008333335,0.629326768,
E,2018-10-31 15:10:31,3708,3708,502,118777.2184,0.016666665,1.25865314,
E,2018-10-31 15:10:35,3720,3720,304,118779.7357,0.033333336,2.517306675,
E,2018-10-31 15:10:38,3720,3720,502,118781.6237,0.025000001,1.887979907,
E,2018-10-31 15:10:39,3708,3708,502,118782.253,0.00833333,0.629326372,
E,2018-10-31 15:10:39,3716,5301,307,118782.253,0,0,
E,2018-10-31 15:10:39,3708,3708,304,118782.253,0,0,
E,2018-10-31 15:10:41,3708,3708,227,118783.5116,0.016666671,1.258653535,
E,2018-10-31 15:10:44,3708,3708,142,118785.3996,0.025000001,1.887979907,
E,2018-10-31 15:10:45,3708,3708,304,118786.0289,0.00833333,0.629326372,
E,2018-10-31 15:10:46,3708,3708,129,118786.6583,0.008333335,0.629326768,
E,2018-10-31 15:10:46,3720,3720,305,118786.6583,0,0,
E,2018-10-31 15:10:53,3708,3708,601,118791.0636,0.058333331,4.405286187,
I,2018-10-31 15:10:59,3715,3715,142,118794.8395,0.050000001,3.775959815,
I,2018-10-31 15:11:08,3720,3720,110,118800.5035,0.075000002,5.663939722,
I,2018-10-31 15:11:09,3711,3711,142,118801.1328,0.00833333,0.629326372,
E,2018-10-31 15:11:09,3708,3708,415,118801.1328,0,0,
E,2018-10-31 15:11:12,3708,3708,112,118803.0208,0.025000001,1.887979907,
E,2018-10-31 15:11:12,3716,5301,110,118803.0208,0,0,
E,2018-10-31 15:11:12,3720,3720,136,118803.0208,0,0,
E,2018-10-31 15:11:12,3708,3708,141,118803.0208,0,0,
E,2018-10-31 15:11:16,3708,3708,142,118805.5381,0.033333336,2.517306675,
E,2018-10-31 15:11:22,3711,3711,110,118809.314,0.049999996,3.775959419,
E,2018-10-31 15:11:22,3715,3715,134,118809.314,0,0,
E,2018-10-31 15:11:23,3708,3708,116,118809.9434,0.008333335,0.629326768,
E,2018-10-31 15:11:26,3715,3715,138,118811.8313,0.025000001,1.887979907,
E,2018-10-31 15:11:26,3712,3712,307,118811.8313,0,0,
E,2018-10-31 15:11:27,3711,3711,502,118812.4607,0.008333335,0.629326768,
E,2018-10-31 15:11:33,3714,3714,116,118816.2366,0.049999996,3.775959419,
E,2018-10-31 15:11:33,3708,3708,502,118816.2366,0,0,
E,2018-10-31 15:11:46,3708,3708,344,118824.4179,0.108333332,8.181246001,
E,2018-10-31 15:11:46,3715,3715,601,118824.4179,0,0,
E,2018-10-31 15:11:52,3715,101,142,118828.1938,0.050000001,3.775959815,
E,2018-10-31 15:11:52,3708,3708,601,118828.1938,0,0,
I,2018-10-31 15:11:52,3711,3711,502,118828.1938,0,0,
